"Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA01000537","AT4G33010","GLDP1","glycine decarboxylase P-protein 1","-","YES"
"BraA05003475","AT3G16570","RALF23","rapid alkalinization factor 23","-","-"
"BraA07003365","AT1G56130","AT1G56130","Leucine-rich repeat transmembrane protein kinase","-","-"
"BraA05000754","AT2G40100","LHCB4.3","light harvesting complex photosystem II","-","-"
"BraA03005538","AT4G24620","PGI1","phosphoglucose isomerase 1","-","-"
"BraA01001284","AT4G21280","PSBQA","photosystem II subunit QA","-","-"
"BraA02004452","AT2G29180","AT2G29180","transmembrane protein","-","YES"
"BraA07002742","AT1G72610","GER1","germin-like protein 1","-","-"
"BraA08003681","AT1G09780","iPGAM1","Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent","-","-"
"BraA09006514","AT1G10760","SEX1","Pyruvate phosphate dikinase, PEP/pyruvate binding domain-containing protein","-","YES"
"BraA09004114","AT1G26761","AT1G26761","Arabinanase/levansucrase/invertase","-","-"
"BraA05004368","AT3G06150","AT3G06150","cytochrome P450 family protein","-","-"
"BraA05003559","AT3G15520","AT3G15520","Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein","-","-"
"BraA03001864","AT3G61580","SLD1","Fatty acid/sphingolipid desaturase","-","-"
"BraA10001271","AT5G57170","AT5G57170","Tautomerase/MIF superfamily protein","-","-"
"BraA06003273","AT5G65010","ASN2","asparagine synthetase 2","-","-"
"BraA06001724","AT1G15380","GLYI4","Lactoylglutathione lyase / glyoxalase I family protein","-","-"
"BraA04000967","AT4G12800","PSAL","photosystem I subunit l","-","-"
"BraA07002023","AT3G56290","AT3G56290","potassium transporter","-","-"
"BraA09003100","AT4G04850","KEA3","K  efflux antiporter 3","-","-"
"BraA08003837","AT1G06690","AT1G06690","NAD(P)-linked oxidoreductase superfamily protein","-","-"
"BraA10000194","AT1G03310","DBE1","debranching enzyme 1","-","-"
"BraA03000494","AT5G11410","AT5G11410","Protein kinase superfamily protein","-","-"
"BraA03005569","AT4G25130","PMSR4","peptide met sulfoxide reductase 4","-","-"
"BraA10001844","AT5G19290","AT5G19290","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA09006307","AT1G14150","PnsL2","PsbQ-like 2","-","-"
"BraA01004807","AT3G01500","CA1","carbonic anhydrase 1","-","-"
"BraA06001997","AT1G18270","AT1G18270","ketose-bisphosphate aldolase class-II family protein","-","-"
"BraA01000383","AT4G34740","ASE2","GLN phosphoribosyl pyrophosphate amidotransferase 2","-","YES"
"BraA03003008","AT4G03520","ATHM2","Thioredoxin superfamily protein","-","-"
"BraA09002953","AT4G09650","ATPD","F-type H -transporting ATPase subunit delta","-","-"
"BraA03002984","AT4G04640","ATPC1","ATPase, F1 complex, gamma subunit protein","-","YES"
"BraA05003445","AT1G59660","AT1G59660","Nucleoporin autopeptidase","-","-"
"BraA09004850","AT3G54830","AT3G54830","Transmembrane amino acid transporter family protein","-","-"
"BraA03002853","AT4G09650","ATPD","F-type H -transporting ATPase subunit delta","-","-"
"BraA06000349","AT5G43850","ARD4","RmlC-like cupins superfamily protein","-","-"
"BraA09001209","AT2G18230","PPa2","pyrophosphorylase 2","-","-"
"BraA05002362","AT1G32470","AT1G32470","Single hybrid motif superfamily protein","-","-"
"BraA03006095","AT4G31870","GPX7","glutathione peroxidase 7","-","YES"
"BraA06000926","AT1G51110","AT1G51110","Plastid-lipid associated protein PAP / fibrillin family protein","-","-"
"BraA07000900","AT3G23530","AT3G23530","Cyclopropane-fatty-acyl-phospholipid synthase","-","-"
"BraA03000614","AT5G13630","GUN5","magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH)","-","-"
"BraA03003168","AT4G01040","AT4G01040","Glycosyl hydrolase superfamily protein","-","-"
"BraA08001298","AT4G16980","AT4G16980","arabinogalactan-protein family","-","-"
"BraA04002224","AT2G30570","PSBW","photosystem II reaction center W","-","-"
"BraA03006305","AT4G34610","BLH6","BEL1-like homeodomain 6","YES","-"
"BraA04002558","AT2G35410","AT2G35410","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-"
"BraA05004075","AT3G10060","AT3G10060","FKBP-like peptidyl-prolyl cis-trans isomerase family protein","-","-"
"BraA07000870","AT3G23820","GAE6","UDP-D-glucuronate 4-epimerase 6","-","-"
"BraA03003893","AT3G14310","PME3","pectin methylesterase 3","-","-"
"BraA10002910","AT5G09660","PMDH2","peroxisomal NAD-malate dehydrogenase 2","-","YES"
"BraA03003122","AT4G01900","GLB1","nitrogen regulatory P-II-like protein","-","-"
"BraA02002181","AT1G70700","TIFY7","TIFY domain/Divergent CCT motif family protein","-","-"
"BraA02000750","AT5G17170","ENH1","rubredoxin family protein","-","YES"
"BraA06001278","AT1G09340","CRB","chloroplast RNA binding protein","-","YES"
"BraA08000832","AT1G32550","FdC2","2Fe-2S ferredoxin-like superfamily protein","-","-"
"BraA01000954","AT4G28660","PSB28","photosystem II reaction center PSB28 protein","-","-"
"BraA01000258","AT4G36220","FAH1","ferulic acid 5-hydroxylase 1","-","YES"
"BraA09003092","AT4G04640","ATPC1","ATPase, F1 complex, gamma subunit protein","-","YES"
"BraA03002964","AT4G04020","FIB","fibrillin","-","YES"
"BraA07002006","AT3G55800","SBPASE","sedoheptulose-bisphosphatase","-","YES"
"BraA01001771","AT4G29900","ACA10","autoinhibited Ca(2 )-ATPase 10","-","-"
"BraA09001039","AT5G66190","FNR1","ferredoxin-NADP[ ]-oxidoreductase 1","-","YES"
"BraA02002897","AT4G01150","AT4G01150","CURVATURE THYLAKOID 1A-like protein","-","-"
"BraA03001813","AT2G32640","AT2G32640","Lycopene beta/epsilon cyclase protein","-","-"
"BraA03004049","AT3G17390","MTO3","S-adenosylmethionine synthetase family protein","-","-"
"BraA03004059","AT3G17609","HYH","HY5-homolog","YES","-"
"BraA06003049","AT5G62720","AT5G62720","Integral membrane HPP family protein","-","-"
"BraA02001049","AT5G22300","NIT4","nitrilase 4","-","-"
"BraA09001262","AT4G29840","MTO2","Pyridoxal-5'-phosphate-dependent enzyme family protein","-","-"
"BraA03003901","AT3G14415","GOX2","Aldolase-type TIM barrel family protein","-","-"
"BraA09000035","AT4G00360","CYP86A2","cytochrome P450, family 86, subfamily A, polypeptide 2","-","-"
"BraA08003665","AT1G10060","BCAT-1","branched-chain amino acid transaminase 1","-","-"
"BraA07001149","AT4G27830","BGLU10","beta glucosidase 10","-","-"
"BraA09000082","AT4G01150","AT4G01150","CURVATURE THYLAKOID 1A-like protein","-","-"
"BraA01002010","AT1G56430","NAS4","nicotianamine synthase 4","-","-"
"BraA04000488","AT3G55330","PPL1","PsbP-like protein 1","-","-"
"BraA07000905","AT2G26230","AT2G26230","uricase / urate oxidase / nodulin 35","-","-"
"BraA09004320","AT1G22690","AT1G22690","Gibberellin-regulated family protein","-","YES"
"BraA08000492","AT1G47580","DYW1","Pentatricopeptide repeat (PPR) superfamily protein","-","-"
"BraSca000048","AT1G62180","42462","5'adenylylphosphosulfate reductase 2","-","-"
"BraA04000537","AT3G54750","AT3G54750","downstream neighbor of Son","-","-"
"BraA06003957","AT5G49030","OVA2","tRNA synthetase class I (I, L, M and V) family protein","-","-"
"BraA02002405","AT1G74070","AT1G74070","Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein","-","-"
"BraA01001067","AT4G18480","CHLI1","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA08000536","AT1G45474","Lhca5","photosystem I light harvesting complex protein 5","-","-"
"BraA10001563","AT5G60540","PDX2","pyridoxine biosynthesis 2","-","YES"
"BraA01000519","AT4G33150","AT4G33150","lysine-ketoglutarate reductase/saccharopine dehydrogenase bifunctional enzyme","-","-"
"BraA08003979","AT1G03600","PSB27","photosystem II family protein","-","-"
"BraA04003031","AT2G42220","AT2G42220","Rhodanese/Cell cycle control phosphatase superfamily protein","-","-"
"BraA03004200","AT3G20390","AT3G20390","endoribonuclease L-PSP family protein","-","-"
"BraA03003808","AT3G12780","PGK1","phosphoglycerate kinase 1","-","-"
"BraA03003722","AT3G11170","FAD7","fatty acid desaturase 7","-","-"
"BraA07004156","AT1G80600","WIN1","HOPW1-1-interacting 1","-","YES"
"BraA07003217","AT1G68590","PSRP3/1","Ribosomal protein PSRP-3/Ycf65","-","-"
"BraA02004127","AT4G11900","AT4G11900","S-locus lectin protein kinase family protein","-","-"
"BraA02002954","AT4G00165","AT4G00165","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein","-","-"
"BraA05000025","AT3G04790","EMB3119","Ribose 5-phosphate isomerase, type A protein","-","YES"
"BraA01000740","AT4G30950","FAD6","fatty acid desaturase 6","-","-"
"BraA09002255","AT5G45680","FKBP13","FK506-binding protein 13","-","YES"
"BraA10001411","AT5G58770","cPT4","Undecaprenyl pyrophosphate synthetase family protein","-","-"
"BraA01004338","AT5G04590","SIR","sulfite reductase","-","-"
"BraA09000881","AT5G64530","XND1","xylem NAC domain 1","YES","-"
"BraA09000816","AT5G63060","AT5G63060","Sec14p-like phosphatidylinositol transfer family protein","-","-"
"BraA08003664","AT1G10070","BCAT-2","branched-chain amino acid transaminase 2","-","-"
"BraA07002264","AT3G61080","AT3G61080","Protein kinase superfamily protein","-","-"
"BraA05003365","AT3G18000","XPL1","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA09003620","AT1G31190","IMPL1","myo-inositol monophosphatase like 1","-","-"
"BraA10002346","AT5G12860","DiT1","dicarboxylate transporter 1","-","-"
"BraA10000146","AT1G02820","LEA3","Late embryogenesis abundant 3 (LEA3) family protein","-","-"
"BraA01000075","AT4G39710","PnsL4","FK506-binding protein 16-2","-","-"
"BraA09004900","AT3G55350","AT3G55350","PIF / Ping-Pong family of plant transposase","-","-"
"BraA09003557","AT1G56050","AT1G56050","GTP-binding protein-like protein","-","-"
"BraA07001383","AT1G23310","GGT1","glutamate:glyoxylate aminotransferase","-","-"
"BraA09005761","AT2G47130","SDR3","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA05004631","AT3G02570","MEE31","Mannose-6-phosphate isomerase, type I","-","-"
"BraA07003560","AT1G72640","AT1G72640","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA02002760","AT1G79590","SYP52","syntaxin of plants 52","-","-"
"BraA09003505","AT1G32220","AT1G32220","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA07003042","AT1G66130","AT1G66130","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA01001570","AT4G24130","AT4G24130","DUF538 family protein (Protein of unknown function, DUF538)","-","-"
"BraA05001456","AT2G31380","STH","salt tolerance homologue","YES","-"
"BraA01004718","AT3G02660","EMB2768","Tyrosyl-tRNA synthetase, class Ib, bacterial/mitochondrial","-","-"
"BraA07000236","AT2G18328","RL4","RAD-like 4","YES","-"
"BraA05004714","AT3G01480","CYP38","cyclophilin 38","-","-"
"BraA04001167","AT5G38430","RBCS1B","Ribulose bisphosphate carboxylase (small chain) family protein","-","YES"
"BraA08000217","AT1G52280","RABG3d","RAB GTPase homolog G3D","-","-"
"BraA01004053","AT3G14310","PME3","pectin methylesterase 3","-","-"
"BraA02003648","AT3G26690","NUDX13","nudix hydrolase homolog 13","-","-"
"BraA10002972","AT5G04470","SIM","cyclin-dependent protein kinase inhibitor","-","YES"
"BraA03002946","AT4G12320","CYP706A6","cytochrome P450, family 706, subfamily A, polypeptide 6","-","-"
"BraA04000186","AT3G60440","AT3G60440","Phosphoglycerate mutase family protein","-","-"
"BraA01000367","AT4G34950","AT4G34950","Major facilitator superfamily protein","-","-"
"BraA05002593","AT3G21780","UGT71B6","UDP-glucosyl transferase 71B6","-","-"
"BraA01003458","AT2G18900","AT2G18900","Transducin/WD40 repeat-like superfamily protein","-","-"
"BraA01004308","AT3G10985","SAG20","senescence associated gene 20","-","YES"
"BraA07003294","AT1G69530","EXPA1","expansin A1","-","YES"
"BraA06001604","AT1G14150","PnsL2","PsbQ-like 2","-","-"
"BraA03005827","AT4G28700","AMT1;4","ammonium transporter 1;4","-","-"
"BraA08000887","AT5G35630","GS2","glutamine synthetase 2","-","YES"
"BraA08000675","AT4G12980","AT4G12980","Auxin-responsive family protein","-","-"
"BraA02001778","AT5G50420","AT5G50420","O-fucosyltransferase family protein","-","-"
"BraA08000895","AT2G06520","PSBX","photosystem II subunit X","-","-"
"BraA09003212","AT1G35420","AT1G35420","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA03000037","AT5G01410","RSR4","Aldolase-type TIM barrel family protein","-","YES"
"BraA04001727","AT2G23670","YCF37","homolog of Synechocystis YCF37","-","-"
"BraA06000753","AT1G53580","GLY3","glyoxalase II 3","-","-"
"BraA10003061","AT5G03300","ADK2","adenosine kinase 2","-","-"
"BraA06000074","AT3G26060","PRXQ","Thioredoxin superfamily protein","-","YES"
"BraA02002662","AT1G78090","TPPB","trehalose-6-phosphate phosphatase","-","-"
"BraA01003829","AT3G17390","MTO3","S-adenosylmethionine synthetase family protein","-","-"
"BraA01001670","AT4G25050","ACP4","acyl carrier protein 4","-","-"
"BraA01000110","AT4G38060","AT4G38060","hypothetical protein","-","-"
"BraA09004670","AT3G52740","AT3G52740","hypothetical protein","-","-"
"BraA10003139","AT5G02180","AT5G02180","Transmembrane amino acid transporter family protein","-","-"
"BraA03005293","AT4G21445","AT4G21445","receptor-interacting protein","-","-"
"BraA05003842","AT3G12780","PGK1","phosphoglycerate kinase 1","-","-"
"BraA01004000","AT3G15190","PRPS20","chloroplast 30S ribosomal protein S20","-","YES"
"BraA05003985","AT3G11170","FAD7","fatty acid desaturase 7","-","-"
"BraA08001424","AT4G19160","AT4G19160","transglutaminase family protein","-","-"
"BraA05004063","AT3G10260","AT3G10260","Reticulon family protein","-","-"
"BraA04000874","AT4G13930","SHM4","serine hydroxymethyltransferase 4","-","-"
"BraA02000264","AT5G07870","AT5G07870","HXXXD-type acyl-transferase family protein","-","-"
"BraA06002625","AT3G46970","PHS2","alpha-glucan phosphorylase 2","-","-"
"BraA09000556","AT5G27920","AT5G27920","F-box family protein","-","-"
"BraA07002287","AT3G61580","SLD1","Fatty acid/sphingolipid desaturase","-","-"
"BraA02003538","AT2G03350","AT2G03350","DUF538 family protein (Protein of unknown function, DUF538)","-","-"
"BraA09005513","AT4G27830","BGLU10","beta glucosidase 10","-","-"
"BraA01001297","AT4G21445","AT4G21445","receptor-interacting protein","-","-"
"BraA02003166","AT5G46800","BOU","Mitochondrial substrate carrier family protein","-","YES"
"BraA04000590","AT3G54050","HCEF1","high cyclic electron flow 1","-","-"
"BraA03000658","AT5G14320","EMB3137","Ribosomal protein S13/S18 family","-","-"
"BraA05004612","AT3G02720","DJ1D","Class I glutamine amidotransferase-like superfamily protein","-","-"
"BraA01001614","AT4G24460","CLT2","CRT (chloroquine-resistance transporter)-like transporter 2","-","-"
"BraA08000827","AT1G32470","AT1G32470","Single hybrid motif superfamily protein","-","-"
"BraA07003558","AT1G72610","GER1","germin-like protein 1","-","-"
"BraA01001892","AT4G27190","AT4G27190","NB-ARC domain-containing disease resistance protein","-","-"
"BraA09003837","AT1G29070","AT1G29070","Ribosomal protein L34","-","-"
"BraA03000610","AT5G13550","SULTR4;1","sulfate transporter 4.1","-","-"
"BraA02001494","AT5G54600","RPL24","Translation protein SH3-like family protein","-","YES"
"BraA09004198","AT1G23740","AOR","Oxidoreductase, zinc-binding dehydrogenase family protein","-","-"
"BraA03004471","AT2G07690","MCM5","Minichromosome maintenance (MCM2/3/5) family protein","-","YES"
"BraA05003840","AT3G12780","PGK1","phosphoglycerate kinase 1","-","-"
"BraA07002703","AT1G73680","ALPHA DOX2","alpha dioxygenase","-","YES"
"BraA05000422","AT2G42890","ML2","MEI2-like 2","-","-"
"BraA08002956","AT1G26090","AT1G26090","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA05003995","AT3G10985","SAG20","senescence associated gene 20","-","YES"
"BraA08000221","AT1G52191","AT1G52191","Thioesterase superfamily protein","-","-"
"BraA03002738","AT2G21340","AT2G21340","MATE efflux family protein","-","-"
"BraA01000400","AT4G34540","AT4G34540","NmrA-like negative transcriptional regulator family protein","-","-"
"BraA03000660","AT3G46610","AT3G46610","Pentatricopeptide repeat (PPR-like) superfamily protein","-","-"
"BraA05003505","AT3G16140","PSAH-1","photosystem I subunit H-1","-","-"
"BraA08003717","AT1G09210","CRT1b","calreticulin 1b","-","YES"
"BraA07002302","AT3G61770","AT3G61770","Acid phosphatase/vanadium-dependent haloperoxidase-related protein","-","-"
"BraA04000404","AT3G56650","PPD6","thylakoid lumenal protein (Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein)","-","YES"
"BraA08000121","AT1G54100","ALDH7B4","aldehyde dehydrogenase 7B4","-","-"
"BraA09000144","AT4G01883","AT4G01883","Polyketide cyclase / dehydrase and lipid transport protein","-","-"
"BraA01003904","AT3G16250","PnsB3","NDH-dependent cyclic electron flow 1","-","-"
"BraA09006919","AT1G03055","D27","beta-carotene isomerase D27-like protein","-","-"
"BraA07001570","AT1G20340","DRT112","Cupredoxin superfamily protein","-","YES"
"BraA07003717","AT1G74730","AT1G74730","transmembrane protein, putative (DUF1118)","-","-"
"BraA02000548","AT5G13730","SIG4","sigma factor 4","-","-"
"BraA03001589","AT5G52060","BAG1","BCL-2-associated athanogene 1","-","-"
"BraA04001575","AT2G21960","AT2G21960","transmembrane protein","-","-"
"BraA01002956","AT1G58290","HEMA1","Glutamyl-tRNA reductase family protein","-","-"
"BraA09000349","AT3G27850","RPL12-C","ribosomal protein L12-C","-","YES"
"BraA09005351","AT3G60750","AT3G60750","Transketolase","-","-"
"BraA04002150","AT3G62460","AT3G62460","Putative endonuclease or glycosyl hydrolase","-","-"
"BraA06004926","AT5G42880","AT5G42880","WEAK CHLOROPLAST MOVEMENT UNDER BLUE LIGHT-like protein (DUF827)","-","-"
"BraA01001824","AT4G26530","FBA5","Aldolase superfamily protein","-","-"
"BraA10001806","AT5G19750","AT5G19750","Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein","-","-"
"BraA07003883","AT1G76450","AT1G76450","Photosystem II reaction center PsbP family protein","-","-"
"BraA09000270","AT4G03400","DFL2","Auxin-responsive GH3 family protein","-","-"
"BraA04003312","AT2G46810","AT2G46810","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","-"
"BraA05004268","AT3G07320","AT3G07320","O-Glycosyl hydrolases family 17 protein","-","-"
"BraA06000683","AT3G13520","AGP12","arabinogalactan protein 12","-","-"
"BraA04002321","AT2G31360","ADS2","16:0delta9 desaturase 2","-","-"
"BraA07003348","AT1G24180","IAR4","Thiamin diphosphate-binding fold (THDP-binding) superfamily protein","-","-"
"BraA07001988","AT3G55110","ABCG18","ABC-2 type transporter family protein","-","-"
"BraA07000914","AT3G23410","FAO3","fatty alcohol oxidase 3","-","-"
"BraA06004710","AT5G46180","DELTA-OAT","ornithine-delta-aminotransferase","-","-"
"BraA09003486","AT1G32470","AT1G32470","Single hybrid motif superfamily protein","-","-"
"BraA03004313","AT3G22890","APS1","ATP sulfurylase 1","-","-"
"BraA05001136","AT2G34860","EDA3","DnaJ/Hsp40 cysteine-rich domain superfamily protein","-","-"
"BraA03000344","AT5G08050","AT5G08050","wiskott-aldrich syndrome family protein, putative (DUF1118)","-","-"
"BraA05004278","AT3G07270","AT3G07270","GTP cyclohydrolase I","-","-"
"BraA05004000","AT3G10940","LSF2","dual specificity protein phosphatase (DsPTP1) family protein","-","-"
"BraA09001606","AT1G63470","AT1G63470","AT hook motif DNA-binding family protein","-","-"
"BraA08000387","AT1G49010","AT1G49010","Duplicated homeodomain-like superfamily protein","YES","-"
"BraA04000940","AT4G13150","AT4G13150","transmembrane protein","-","-"
"BraA03005831","AT4G28740","AT4G28740","LOW PSII ACCUMULATION-like protein","-","-"
"BraA03000090","AT5G03300","ADK2","adenosine kinase 2","-","-"
"BraA06004703","AT5G46250","LARP6a","RNA-binding protein","-","-"
"BraA04002028","AT2G28110","FRA8","Exostosin family protein","-","-"
"BraA03006267","AT4G34090","AT4G34090","cyclin delta-3","-","YES"
"BraA10002541","AT5G10180","SULTR2;1","slufate transporter 2;1","-","-"
"BraA04001703","AT2G23200","AT2G23200","Protein kinase superfamily protein","-","-"
"BraA08003195","AT1G20340","DRT112","Cupredoxin superfamily protein","-","YES"
"BraA07002705","AT1G73655","AT1G73655","FKBP-like peptidyl-prolyl cis-trans isomerase family protein","-","-"
"BraA10001950","AT5G18130","AT5G18130","transmembrane protein","-","-"
"BraA01004189","AT3G12780","PGK1","phosphoglycerate kinase 1","-","-"
"BraA04003296","AT2G46600","AT2G46600","Calcium-binding EF-hand family protein","-","-"
"BraA03004811","AT3G50770","CML41","calmodulin-like 41","-","-"
"BraA06000163","AT5G46290","KASI","3-ketoacyl-acyl carrier protein synthase I","-","-"
"BraA07001594","AT1G20020","FNR2","ferredoxin-NADP[ ]-oxidoreductase 2","-","-"
"BraA01000943","AT2G20260","PSAE-2","photosystem I subunit E-2","-","-"
"BraA03000032","AT5G01520","AIRP2","RING/U-box superfamily protein","-","-"
"BraA05000438","AT2G43100","IPMI2","isopropylmalate isomerase 2","-","-"
"BraA08003598","AT1G11330","AT1G11330","S-locus lectin protein kinase family protein","-","-"
"BraA06002493","AT3G48420","AT3G48420","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","-","-"
"BraA08002801","AT1G28960","NUDX15","nudix hydrolase homolog 15","-","-"
