"Gene_ID"	"A._thaliana_best_hit"	"Symbol"	"Description"	"TF"	"Leaf_development"	"logFC"	"F"	"PValue"	"fdr.gen"
"BraA01002846"	"AT1G62510"	"AT1G62510"	"Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein"	"-"	"-"	-9.6555388914678	216.021328863263	1.95018553930313e-14	4.03302049123244e-12
"BraA07003006"	"AT1G65060"	"4CL3"	"4-coumarate:CoA ligase 3"	"-"	"-"	-9.60876682713467	84.1505279407911	8.40764003818881e-10	1.07780045191308e-08
"BraA05002716"	"AT5G38410"	"RBCS3B"	"Ribulose bisphosphate carboxylase (small chain) family protein"	"-"	"YES"	-9.3650392748915	278.937740000229	7.94729346891274e-16	5.44414437912613e-13
"BraA05002717"	"AT5G38410"	"RBCS3B"	"Ribulose bisphosphate carboxylase (small chain) family protein"	"-"	"YES"	-9.35178847310351	292.106032791433	4.29076121826242e-16	3.24337160915622e-13
"BraA02000113"	"AT5G03610"	"AT5G03610"	"GDSL-like Lipase/Acylhydrolase superfamily protein"	"-"	"-"	-9.32335621973918	55.4823609392503	1.05845825681076e-07	6.0850940067004e-07
"BraA04001511"	"AT2G21140"	"PRP2"	"proline-rich protein 2"	"-"	"-"	-9.28416269314376	72.65081622424	3.75395578290632e-09	3.70177529091721e-08
"BraA04000048"	"AT3G62930"	"AT3G62930"	"Thioredoxin superfamily protein"	"-"	"-"	-9.23322629778923	36.1523774513283	5.61501198559248e-06	1.92112810576202e-05
"BraA03003893"	"AT3G14310"	"PME3"	"pectin methylesterase 3"	"-"	"-"	-9.22048339826087	195.198671890831	6.6007540884441e-14	9.01605435175821e-12
"BraA09001209"	"AT2G18230"	"PPa2"	"pyrophosphorylase 2"	"-"	"-"	-9.04940201661718	151.156892445009	1.33806180267626e-12	7.40698302436016e-11
"BraA01003459"	"AT3G21460"	"AT3G21460"	"Glutaredoxin family protein"	"-"	"-"	-8.87645356359348	161.937481201505	1.93522304275119e-11	5.44094697271987e-10
"BraA08002336"	"AT1G75250"	"RL6"	"RAD-like 6"	"YES"	"-"	-8.86853800268993	39.410002463769	3.08879281993704e-06	1.13873910874268e-05
"BraA02002991"	"AT4G03050"	"AOP3"	"2-oxoglutarate-dependent dioxygenase"	"-"	"-"	-8.81847917683939	44.6641132366446	3.49814321095571e-07	1.70618892347683e-06
"BraA09005831"	"AT2G22170"	"PLAT2"	"Lipase/lipooxygenase, PLAT/LH2 family protein"	"-"	"-"	-8.80715339812095	30.0538893015401	1.21344382858677e-05	3.77196570709735e-05
"BraA09005829"	"AT2G22170"	"PLAT2"	"Lipase/lipooxygenase, PLAT/LH2 family protein"	"-"	"-"	-8.78297766811141	29.8270459168726	1.27831704444435e-05	3.95288304856321e-05
"BraA03005925"	"AT4G30110"	"HMA2"	"heavy metal atpase 2"	"-"	"-"	-8.62370977409307	87.8914967032661	5.3444395355604e-10	7.51960584460973e-09
"BraA03001714"	"AT2G30540"	"AT2G30540"	"Thioredoxin superfamily protein"	"-"	"-"	-8.62323996813149	95.3391834333837	7.18704356989898e-10	9.5137187255891e-09
"BraA06003357"	"AT5G65730"	"XTH6"	"xyloglucan endotransglucosylase/hydrolase 6"	"-"	"-"	-8.50799874087193	203.550323224731	3.99444940376196e-14	6.2994478690551e-12
"BraA02001266"	"AT5G58310"	"MES18"	"methyl esterase 18"	"-"	"-"	-8.4949893887556	35.2799782291563	2.43994302910113e-06	9.26645723162265e-06
"BraA09000721"	"AT5G60880"	"BASL"	"breaking of asymmetry in the stomatal lineage"	"-"	"YES"	-8.44453340245398	57.9838702184759	7.13085907137637e-08	4.34451255429799e-07
"BraA08001744"	"AT4G33790"	"CER4"	"Jojoba acyl CoA reductase-related male sterility protein"	"-"	"-"	-8.41665772635865	113.575599233323	3.38987107659245e-11	8.31200938142987e-10
"BraA05002916"	"AT3G53530"	"NAKR3"	"Chloroplast-targeted copper chaperone protein"	"-"	"-"	-8.36323208976947	141.611377558722	2.71927254088959e-12	1.22473115121435e-10
"BraA04002129"	"AT2G29300"	"AT2G29300"	"NAD(P)-binding Rossmann-fold superfamily protein"	"-"	"-"	-8.36138097939745	347.541627120093	5.26525635339473e-17	1.35597177273914e-13
"BraA02000754"	"AT5G17220"	"GSTF12"	"glutathione S-transferase phi 12"	"-"	"YES"	-8.33268429674524	33.9645227112289	8.55872681609214e-06	2.77005537480519e-05
"BraA01001854"	"AT4G26790"	"AT4G26790"	"GDSL-like Lipase/Acylhydrolase superfamily protein"	"-"	"-"	-8.29646052639687	121.492733674536	1.60445126944304e-11	4.68949017032812e-10
"BraSca000614"	"AT1G44900"	"MCM2"	"minichromosome maintenance (MCM2/3/5) family protein"	"-"	"-"	-8.26749143788103	92.9804918790844	2.95386980730263e-10	4.63505941631216e-09
"BraA09001619"	"AT1G63220"	"AT1G63220"	"Calcium-dependent lipid-binding (CaLB domain) family protein"	"-"	"-"	-8.25924965546905	128.966372691573	3.22115546640915e-11	7.94273891779022e-10
"BraA05000438"	"AT2G43100"	"IPMI2"	"isopropylmalate isomerase 2"	"-"	"-"	-8.19833571581676	76.6444066786944	2.19066881278415e-09	2.37143955777982e-08
"BraA03005924"	"AT4G30110"	"HMA2"	"heavy metal atpase 2"	"-"	"-"	-8.18380495656066	67.4692542925229	7.80895526150701e-09	6.76601218527649e-08
"BraA02000080"	"AT5G02890"	"AT5G02890"	"HXXXD-type acyl-transferase family protein"	"-"	"-"	-8.16730308727191	95.2606551307149	2.2833684971992e-10	3.79939438104166e-09
"BraA02000559"	"AT5G13930"	"TT4"	"Chalcone and stilbene synthase family protein"	"-"	"YES"	-8.15803846627117	78.8904672572876	1.63307573005073e-09	1.86063685438888e-08
"BraA07001393"	"AT1G23205"	"AT1G23205"	"Plant invertase/pectin methylesterase inhibitor superfamily protein"	"-"	"-"	-8.14381079499966	38.5398350136792	3.61145112966093e-06	1.30263303016041e-05
"BraA03004408"	"AT3G25180"	"CYP82G1"	"cytochrome P450, family 82, subfamily G, polypeptide 1"	"-"	"-"	-8.13320024553518	98.5003222899774	1.59691541873251e-10	2.82534163793668e-09
"BraA03000103"	"AT5G02890"	"AT5G02890"	"HXXXD-type acyl-transferase family protein"	"-"	"-"	-8.11325851270615	44.252508368391	3.78775470843095e-07	1.82246204924309e-06
"BraA03003436"	"AT3G05800"	"AIF1"	"AtBS1(activation-tagged BRI1 suppressor 1)-interacting factor 1"	"-"	"YES"	-8.11070418538342	45.5977968265571	5.37516693325505e-07	2.46814064398584e-06
"BraA04000666"	"AT3G52740"	"AT3G52740"	"hypothetical protein"	"-"	"-"	-8.09638001897032	96.2858180982427	6.7718248155579e-10	9.13508749426737e-09
"BraA05004222"	"AT3G07800"	"TK1a"	"Thymidine kinase"	"-"	"-"	-8.09188931071825	60.3555644391695	4.7721769080308e-08	3.08132223861394e-07
"BraA07001388"	"AT1G23205"	"AT1G23205"	"Plant invertase/pectin methylesterase inhibitor superfamily protein"	"-"	"-"	-8.08195256054234	38.057485489154	3.94237738563012e-06	1.40704745474435e-05
"BraA08002125"	"AT4G28310"	"AT4G28310"	"microtubule-associated protein"	"-"	"-"	-8.07255194153704	122.750059387244	1.40538981065622e-11	4.21103699818168e-10
"BraA04001451"	"AT5G38410"	"RBCS3B"	"Ribulose bisphosphate carboxylase (small chain) family protein"	"-"	"YES"	-8.06695575317726	295.44523924306	3.43089121074215e-16	3.1923327383205e-13
"BraA09002740"	"AT4G11080"	"3xHMG-box1"	"HMG (high mobility group) box protein"	"-"	"-"	-8.01264073178052	43.3563397541665	7.85188147824651e-07	3.43417984606229e-06
"BraA01002074"	"AT4G28250"	"EXPB3"	"expansin B3"	"-"	"-"	-8.00126940835534	38.2497155443964	2.12342916438555e-06	8.21236603960754e-06
"BraA04003129"	"AT2G43550"	"AT2G43550"	"scorpion toxin-like knottin superfamily protein"	"-"	"-"	-7.97694434255649	190.775440090528	8.67930656101898e-14	1.04458570798559e-11
"BraA04000186"	"AT3G60440"	"AT3G60440"	"Phosphoglycerate mutase family protein"	"-"	"-"	-7.9705976914216	139.76311797707	3.29459605530606e-12	1.41056328375711e-10
"BraA03004522"	"AT2G14580"	"PRB1"	"basic pathogenesis-related protein 1"	"-"	"-"	-7.90308677153059	27.6462124920184	1.50510310864588e-05	4.57478719420776e-05
"BraA07003294"	"AT1G69530"	"EXPA1"	"expansin A1"	"-"	"YES"	-7.88816230655652	148.173700716374	1.68440426164622e-12	8.71471411754111e-11
"BraA05003883"	"AT3G12200"	"Nek7"	"NIMA-related kinase 7"	"-"	"YES"	-7.85473174827709	67.5905677359426	1.73428775272737e-08	1.30868577719576e-07
"BraA09000157"	"AT4G02060"	"PRL"	"Minichromosome maintenance (MCM2/3/5) family protein"	"-"	"YES"	-7.84489592283002	77.2197803942322	2.03063457375383e-09	2.2201267077934e-08
"BraA09002255"	"AT5G45680"	"FKBP13"	"FK506-binding protein 13"	"-"	"YES"	-7.81257673491658	181.270841926924	1.59362803884131e-13	1.57680132892959e-11
"BraA05001097"	"AT1G32470"	"AT1G32470"	"Single hybrid motif superfamily protein"	"-"	"-"	-7.74754774704843	169.410963758305	3.54164880133751e-13	2.79267925806185e-11
"BraA05003545"	"AT3G15650"	"AT3G15650"	"alpha/beta-Hydrolases superfamily protein"	"-"	"-"	-7.74100363986504	29.7766103441305	1.29324601591736e-05	3.99228924305371e-05
"BraA09005921"	"AT2G20835"	"AT2G20835"	"hypothetical protein"	"-"	"-"	-7.73195661675246	22.444928139572	0.000110149637925765	0.000269365262491154
"BraA03003788"	"AT3G12500"	"HCHIB"	"basic chitinase"	"-"	"-"	-7.73074660503613	7.19113194063483	0.0130139582736761	0.0205443597376677
"BraA02000682"	"AT5G15970"	"KIN2"	"stress-responsive protein (KIN2) / stress-induced protein (KIN2) / cold-responsive protein (COR6.6) / cold-regulated protein (COR6.6)"	"-"	"-"	-7.71575681230758	44.4661710073496	3.63433103612522e-07	1.76062255564422e-06
"BraA05001008"	"AT2G36870"	"XTH32"	"xyloglucan endotransglucosylase/hydrolase 32"	"-"	"-"	-7.6516096982822	141.743198217482	2.47737501346342e-12	1.14510062501685e-10
"BraA08002068"	"AT3G13520"	"AGP12"	"arabinogalactan protein 12"	"-"	"-"	-7.64368548354129	110.752981487482	4.47181708522768e-11	1.03622306897755e-09
"BraA03004313"	"AT3G22890"	"APS1"	"ATP sulfurylase 1"	"-"	"-"	-7.63720599378701	89.1002588770229	4.63133865569754e-10	6.6572835850194e-09
"BraA03002540"	"AT2G46330"	"AGP16"	"arabinogalactan protein 16"	"-"	"-"	-7.62646090839147	97.9161019462431	1.70209940219787e-10	2.97067842321492e-09
"BraA05003445"	"AT1G59660"	"AT1G59660"	"Nucleoporin autopeptidase"	"-"	"-"	-7.62525352034598	125.856959479326	1.08054422306619e-11	3.47820997266283e-10
"BraA01003250"	"AT3G23810"	"SAHH2"	"S-adenosyl-l-homocysteine (SAH) hydrolase 2"	"-"	"YES"	-7.613448257977	120.377020885961	1.7784193954561e-11	5.10940125397028e-10
"BraA07003558"	"AT1G72610"	"GER1"	"germin-like protein 1"	"-"	"-"	-7.57625173093335	182.89986411849	1.43320142019175e-13	1.48896721952717e-11
"BraA08001978"	"AT4G29700"	"AT4G29700"	"Alkaline-phosphatase-like family protein"	"-"	"-"	-7.55133661874664	18.9327825684985	0.000214322758876585	0.000490005131136172
"BraA02000975"	"AT5G20630"	"GER3"	"germin 3"	"-"	"-"	-7.52319324699116	11.5434743116635	0.00211540759140105	0.00391985205503824
"BraA10000146"	"AT1G02820"	"LEA3"	"Late embryogenesis abundant 3 (LEA3) family protein"	"-"	"-"	-7.5204858810839	114.36450799116	3.14047456482106e-11	7.79641482847594e-10
"BraA07000882"	"AT3G23740"	"AT3G23740"	"hypothetical protein"	"-"	"-"	-7.50108013483551	90.2908232041867	4.02795478048527e-10	5.91405202565423e-09
"BraA03001250"	"AT1G78580"	"TPS1"	"trehalose-6-phosphate synthase"	"-"	"YES"	-7.50015119562144	74.3190833246938	2.12351611904113e-08	1.54701219160853e-07
"BraA10000980"	"AT5G54160"	"OMT1"	"O-methyltransferase 1"	"-"	"YES"	-7.48416094470554	47.0765110568205	2.21508574300102e-07	1.15282275812738e-06
"BraA03004471"	"AT2G07690"	"MCM5"	"Minichromosome maintenance (MCM2/3/5) family protein"	"-"	"YES"	-7.44943250280487	128.838022383913	8.30209449341794e-12	2.86270000497985e-10
"BraA07003034"	"AT1G65980"	"TPX1"	"thioredoxin-dependent peroxidase 1"	"-"	"-"	-7.43620348619449	70.408533936284	1.2934243087037e-08	1.02283250638928e-07
"BraA03000494"	"AT5G11410"	"AT5G11410"	"Protein kinase superfamily protein"	"-"	"-"	-7.39894906017478	191.609443749401	7.08174635385717e-14	9.24041439422041e-12
"BraA07001268"	"AT1G26230"	"Cpn60beta4"	"TCP-1/cpn60 chaperonin family protein"	"-"	"-"	-7.35142327839288	64.1319166120397	2.78416596822286e-08	1.94368478310234e-07
"BraA06003067"	"AT5G62920"	"ARR6"	"response regulator 6"	"-"	"YES"	-7.34640507891545	50.4128280066992	1.20673145005568e-07	6.80894726297829e-07
"BraA05000201"	"AT2G46650"	"CB5-C"	"cytochrome B5 isoform C"	"-"	"-"	-7.34561904752683	63.1378284765333	1.48741092211141e-08	1.14889129047231e-07
"BraA08001745"	"AT4G33790"	"CER4"	"Jojoba acyl CoA reductase-related male sterility protein"	"-"	"-"	-7.33732333229843	97.7302856930773	1.73709492155456e-10	3.02297838055654e-09
"BraA03005505"	"AT4G24130"	"AT4G24130"	"DUF538 family protein (Protein of unknown function, DUF538)"	"-"	"-"	-7.32478643082378	94.4620886882801	2.49743734461063e-10	4.0733872047031e-09
"BraA08001694"	"AT4G34410"	"RRTF1"	"redox responsive transcription factor 1"	"YES"	"-"	-7.27817133095477	5.67017191909433	0.0284281125904261	0.0419814508282626
"BraA09005484"	"AT3G62410"	"CP12-2"	"CP12 domain-containing protein 2"	"-"	"YES"	-7.27271349584684	221.867251423206	1.41122802872651e-14	3.20021899906591e-12
"BraA09005478"	"AT3G62410"	"CP12-2"	"CP12 domain-containing protein 2"	"-"	"YES"	-7.26556800083238	221.566369011608	1.43465074340751e-14	3.20021899906591e-12
"BraA02000573"	"AT5G14200"	"IMD1"	"isopropylmalate dehydrogenase 1"	"-"	"-"	-7.25520782692929	61.4688601402523	1.92277663660377e-08	1.42444023828967e-07
"BraA07003033"	"AT1G65980"	"TPX1"	"thioredoxin-dependent peroxidase 1"	"-"	"-"	-7.24996914187566	87.9087338997434	5.33347911863065e-10	7.51383006166469e-09
"BraA03005025"	"AT4G16590"	"CSLA01"	"cellulose synthase-like A01"	"-"	"-"	-7.24931781415487	13.225576289358	0.00153292859658269	0.0029164492072287
"BraA06000683"	"AT3G13520"	"AGP12"	"arabinogalactan protein 12"	"-"	"-"	-7.24807499441128	119.96406265403	1.80402017101668e-11	5.17616834670899e-10
"BraA10001975"	"AT5G17870"	"PSRP6"	"plastid-specific 50S ribosomal protein 6"	"-"	"-"	-7.2473385673859	53.6950401016177	6.81144959955512e-08	4.17254276938942e-07
"BraA06000349"	"AT5G43850"	"ARD4"	"RmlC-like cupins superfamily protein"	"-"	"-"	-7.22557166156728	159.39047419979	7.22874107097626e-13	4.74434829391828e-11
"BraA04000740"	"AT3G52370"	"FLA15"	"FASCICLIN-like arabinogalactan protein 15 precursor"	"-"	"-"	-7.22554471445947	94.636482951177	2.44891301878304e-10	4.006165842145e-09
"BraA01000351"	"AT4G35180"	"LHT7"	"LYS/HIS transporter 7"	"-"	"-"	-7.22091770136446	10.2521888814975	0.00380823692433153	0.00669395891414253
"BraA09000087"	"AT4G01080"	"TBL26"	"TRICHOME BIREFRINGENCE-LIKE 26"	"-"	"-"	-7.20304110417994	291.433338458238	4.22372031004093e-16	3.24337160915622e-13
"BraA05004133"	"AT5G02120"	"OHP"	"one helix protein"	"-"	"-"	-7.1884066731859	371.680301116876	2.03247742635767e-17	9.2115590880449e-14
"BraA09004198"	"AT1G23740"	"AOR"	"Oxidoreductase, zinc-binding dehydrogenase family protein"	"-"	"-"	-7.18023094668272	128.116473984123	8.84478137557144e-12	3.01065920083698e-10
"BraA09005534"	"AT3G62960"	"AT3G62960"	"Thioredoxin superfamily protein"	"-"	"-"	-7.16300338873592	16.4364049090511	0.000456029900898538	0.000969699433271593
"BraA02000501"	"AT5G13140"	"AT5G13140"	"Pollen Ole e 1 allergen and extensin family protein"	"-"	"-"	-7.1629046832133	24.958581698184	3.04637560948846e-05	8.53402420145456e-05
"BraA06003868"	"AT5G27980"	"AT5G27980"	"Seed maturation protein"	"-"	"-"	-7.14015861883671	27.979242823014	1.96391040773758e-05	5.79653696620647e-05
"BraA08003636"	"AT1G10550"	"XTH33"	"xyloglucan:xyloglucosyl transferase 33"	"-"	"-"	-7.12366325456504	52.613378320849	8.20219787646484e-08	4.91054439909868e-07
"BraA07001988"	"AT3G55110"	"ABCG18"	"ABC-2 type transporter family protein"	"-"	"-"	-7.12128052606592	124.313706044417	1.24102683697732e-11	3.87529192213387e-10
"BraA04002549"	"AT2G35190"	"NPSN11"	"Putative plant snare 11"	"-"	"-"	-7.11938572347365	72.8836043150993	3.39739298754678e-09	3.4156329973232e-08
"BraA08000219"	"AT1G52245"	"#N/A"	"#N/A"	"-"	"-"	-7.10323693414847	112.007606833844	3.58869181508445e-11	8.72147597322241e-10
"BraA01000940"	"AT4G28780"	"AT4G28780"	"GDSL-like Lipase/Acylhydrolase superfamily protein"	"-"	"-"	-7.09453267873473	78.7851449277654	1.65549082652023e-09	1.874484215297e-08
"BraA09003480"	"AT4G13710"	"AT4G13710"	"Pectin lyase-like superfamily protein"	"-"	"-"	-7.08114935335859	84.116749402392	8.44269742504315e-10	1.08103020008394e-08
"BraA10001458"	"AT3G62030"	"ROC4"	"rotamase CYP 4"	"-"	"YES"	-7.06109268662671	94.8438843623423	2.3925189862251e-10	3.93151489483062e-09
"BraA02002099"	"AT1G69530"	"EXPA1"	"expansin A1"	"-"	"YES"	-7.03371978802075	82.6667706750927	1.01060811447031e-09	1.25641106552692e-08
"BraA03004059"	"AT3G17609"	"HYH"	"HY5-homolog"	"YES"	"-"	-7.01917452317746	220.803925803123	1.45039886621435e-14	3.20021899906591e-12
"BraA01001471"	"AT4G11650"	"OSM34"	"osmotin 34"	"-"	"-"	-7.00035513047272	67.8815744716506	7.35593851764011e-09	6.42428399383223e-08
"BraA09005883"	"AT2G21370"	"XK-1"	"xylulose kinase-1"	"-"	"-"	-6.98962724267689	267.134811744093	1.33143506999877e-15	7.32344289407003e-13
"BraA01000411"	"AT4G34410"	"RRTF1"	"redox responsive transcription factor 1"	"YES"	"-"	-6.96499806485602	5.34730571645535	0.0296020089301404	0.0435395501249206
"BraA09005452"	"AT3G62030"	"ROC4"	"rotamase CYP 4"	"-"	"YES"	-6.95964499984784	65.6424953029004	1.02091045334306e-08	8.42914427409916e-08
"BraA06004805"	"AT5G44635"	"MCM6"	"minichromosome maintenance (MCM2/3/5) family protein"	"-"	"-"	-6.92461850794137	80.5181515363985	1.32513842348542e-09	1.56006226537185e-08
"BraA02000264"	"AT5G07870"	"AT5G07870"	"HXXXD-type acyl-transferase family protein"	"-"	"-"	-6.89352265732594	162.74956975913	5.41945464576946e-13	3.93377037383816e-11
"BraA01003958"	"AT3G15650"	"AT3G15650"	"alpha/beta-Hydrolases superfamily protein"	"-"	"-"	-6.8902461201599	20.8309648761059	9.74126278926728e-05	0.000241013794134907
"BraA09005084"	"AT3G57260"	"BGL2"	"beta-1,3-glucanase 2"	"-"	"YES"	-6.86039835742139	28.3267216067824	1.26636346738837e-05	3.92089739669781e-05
"BraA06002727"	"AT3G44450"	"AT3G44450"	"hypothetical protein"	"-"	"-"	-6.85590096232576	109.163288660716	4.72956453695742e-11	1.07884270774863e-09
"BraA01003904"	"AT3G16250"	"PnsB3"	"NDH-dependent cyclic electron flow 1"	"-"	"-"	-6.84997105979361	117.57173032122	2.31190688378573e-11	6.09859335733657e-10
"BraA10000450"	"AT1G05680"	"UGT74E2"	"Uridine diphosphate glycosyltransferase 74E2"	"-"	"-"	-6.84005413107243	111.706301490521	1.39858376779564e-10	2.53584406731582e-09
"BraA03003442"	"AT3G05910"	"AT3G05910"	"Pectinacetylesterase family protein"	"-"	"-"	-6.81306154898246	115.40331985105	2.84170056949419e-11	7.19317761938594e-10
"BraA10000314"	"AT1G04570"	"AT1G04570"	"Major facilitator superfamily protein"	"-"	"-"	-6.80407717722401	32.2578247273415	4.86862968023322e-06	1.69270787026792e-05
"BraA07000856"	"AT3G24230"	"AT3G24230"	"Pectate lyase family protein"	"-"	"-"	-6.80132357148374	85.5151239818009	7.11428136769507e-10	9.44020350249659e-09
"BraA03004245"	"AT3G21460"	"AT3G21460"	"Glutaredoxin family protein"	"-"	"-"	-6.79486491802948	20.1796739370867	0.000196679186191806	0.000453621149893153
"BraA08001594"	"AT4G22620"	"AT4G22620"	"SAUR-like auxin-responsive protein family"	"-"	"-"	-6.78853788803768	24.1584385726328	7.18848965731963e-05	0.00018361556953869
"BraA09004320"	"AT1G22690"	"AT1G22690"	"Gibberellin-regulated family protein"	"-"	"YES"	-6.77791310565511	142.524126874917	2.63363868693058e-12	1.19280978628523e-10
"BraA09000961"	"AT5G67360"	"ARA12"	"Subtilase family protein"	"-"	"-"	-6.75583678911641	22.1408344353722	6.66034935286342e-05	0.000171463908589688
"BraA08000536"	"AT1G45474"	"Lhca5"	"photosystem I light harvesting complex protein 5"	"-"	"-"	-6.75525391958057	156.030590612509	9.26237291168308e-13	5.68740830803935e-11
"BraA08001212"	"AT1G78090"	"TPPB"	"trehalose-6-phosphate phosphatase"	"-"	"-"	-6.74538045167717	77.564429589552	1.85520625024467e-09	2.0622705989662e-08
"BraA05001192"	"AT2G34310"	"AT2G34310"	"hypothetical protein"	"-"	"-"	-6.72765527071069	88.1528720884098	1.44244802030898e-09	1.67833880324804e-08
"BraA01001824"	"AT4G26530"	"FBA5"	"Aldolase superfamily protein"	"-"	"-"	-6.70433860247186	110.608578994251	4.53633605461533e-11	1.0456469259014e-09
"BraA02002954"	"AT4G00165"	"AT4G00165"	"Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein"	"-"	"-"	-6.7031250033035	177.251947896132	2.07795494990938e-13	1.89007678244662e-11
"BraA05004075"	"AT3G10060"	"AT3G10060"	"FKBP-like peptidyl-prolyl cis-trans isomerase family protein"	"-"	"-"	-6.70294252614346	268.880245795751	1.33633372456914e-15	7.32344289407003e-13
"BraA09004114"	"AT1G26761"	"AT1G26761"	"Arabinanase/levansucrase/invertase"	"-"	"-"	-6.69639482483785	232.894356228252	7.82364550466675e-15	2.18899529715431e-12
"BraA08003464"	"AT1G13930"	"AT1G13930"	"oleosin-B3-like protein"	"-"	"-"	-6.63411389936758	268.413900928948	1.30337001363429e-15	7.32344289407003e-13
"BraA02004157"	"AT5G24660"	"LSU2"	"response to low sulfur 2"	"-"	"-"	-6.62087809443105	24.4123996174549	3.53239063312729e-05	9.71806414015856e-05
"BraA01002010"	"AT1G56430"	"NAS4"	"nicotianamine synthase 4"	"-"	"-"	-6.61534024051782	107.933626874709	5.93137517413671e-11	1.30021675192251e-09
"BraA09000729"	"AT5G61000"	"RPA70D"	"Replication factor-A protein 1-like protein"	"-"	"-"	-6.60995858167777	82.7271313816637	1.00302255786408e-09	1.24927599380332e-08
"BraA07002538"	"AT1G77530"	"AT1G77530"	"O-methyltransferase family protein"	"-"	"-"	-6.5958615539718	54.4803508258893	5.961375185324e-08	3.72943223280501e-07
"BraA08002432"	"AT4G39970"	"AT4G39970"	"Haloacid dehalogenase-like hydrolase (HAD) superfamily protein"	"-"	"-"	-6.57637104311804	284.186468775148	6.60615264083014e-16	4.82711573465458e-13
"BraA05000754"	"AT2G40100"	"LHCB4.3"	"light harvesting complex photosystem II"	"-"	"-"	-6.57164389045238	224.334153252876	1.23099019237209e-14	2.99828177855428e-12
"BraA10000147"	"AT3G05560"	"AT3G05560"	"Ribosomal L22e protein family"	"-"	"-"	-6.5682721378417	40.9403738604871	1.26151995717014e-06	5.21486751060283e-06
"BraA03000717"	"AT5G15350"	"ENODL17"	"early nodulin-like protein 17"	"-"	"-"	-6.55147803089056	53.1313455862819	7.50155781626935e-08	4.54258698592377e-07
"BraA02000683"	"AT5G15970"	"KIN2"	"stress-responsive protein (KIN2) / stress-induced protein (KIN2) / cold-responsive protein (COR6.6) / cold-regulated protein (COR6.6)"	"-"	"-"	-6.53723641551041	37.4386419555181	1.52127839872414e-06	6.15048760207155e-06
