"Gene_ID"	"A._thaliana_best_hit"	"Symbol"	"Description"	"TF"	"Leaf_development"	"logFC"	"F"	"PValue"	"fdr.gen"
"BraA09000636"	"AT5G25190"	"ESE3"	"Integrase-type DNA-binding superfamily protein"	"YES"	"-"	-4.90967129460394	18.915166260478	0.000173447086779289	0.135222783566487
"BraA06003694"	"AT5G25190"	"ESE3"	"Integrase-type DNA-binding superfamily protein"	"YES"	"-"	-4.89790391870772	18.3511752263655	0.000206590012251023	0.135222783566487
"BraA07000698"	"AT2G04040"	"DTX1"	"MATE efflux family protein"	"-"	"-"	-4.85667760955837	7.54587812608813	0.0105578666369199	0.344522332709113
"BraA09006127"	"AT1G17180"	"GSTU25"	"glutathione S-transferase TAU 25"	"-"	"-"	-4.8192349203094	2.66089383556942	0.114405729171986	0.60392384663344
"BraA05000169"	"AT2G46970"	"PIL1"	"phytochrome interacting factor 3-like 1"	"YES"	"YES"	-4.80707175144116	39.0985479133446	1.06962807747374e-06	0.0234473170863019
"BraA03001407"	"AT5G55450"	"AT5G55450"	"Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein"	"-"	"-"	-4.77599764995184	9.61958802097207	0.00445996180285637	0.297163594773296
"BraA03000692"	"AT5G14920"	"AT5G14920"	"Gibberellin-regulated family protein"	"-"	"-"	-4.7679790031436	6.43778077681033	0.0172306848094467	0.377475086049224
"BraA03001482"	"AT4G27585"	"AT4G27585"	"SPFH/Band 7/PHB domain-containing membrane-associated protein family"	"-"	"-"	-4.76542449424587	11.1707044531055	0.00243554578714607	0.255953013043248
"BraA07003741"	"AT1G75030"	"TLP-3"	"thaumatin-like protein 3"	"-"	"-"	-4.74162718766446	3.42702994415361e-08	0.999854031674607	0.999948802194745
"BraA03004146"	"AT5G02090"	"AT5G02090"	"hypothetical protein"	"-"	"-"	-4.71290887421605	18.0882996269723	0.000272841357114565	0.152443844995992
"BraA03005233"	"AT4G19975"	"#N/A"	"#N/A"	"-"	"-"	-4.704748075187	2.4148663636852	0.135050479155407	0.62894445582445
"BraA05003645"	"AT3G14770"	"SWEET2"	"Nodulin MtN3 family protein"	"-"	"-"	-4.69934578268653	14.1598981163319	0.000821523152351858	0.198173157324884
"BraA01001526"	"AT4G23680"	"AT4G23680"	"Polyketide cyclase/dehydrase and lipid transport superfamily protein"	"-"	"-"	-4.68905184838047	4.9927772652419	0.0338909695370567	0.455461226912971
"BraA01004401"	"AT3G09270"	"GSTU8"	"glutathione S-transferase TAU 8"	"-"	"YES"	-4.65124125225013	0.531556650263215	0.4722045044057	0.842429882916316
"BraA04000504"	"AT3G55240"	"AT3G55240"	"Plant protein 1589 of unknown function"	"-"	"-"	-4.62568809683365	7.37650547299283	0.011362248164259	0.348884828342075
"BraA10000434"	"AT1G05560"	"UGT75B1"	"UDP-glucosyltransferase 75B1"	"-"	"-"	-4.55159382747199	8.72386974999761	0.00641936453928287	0.305247050033883
"BraA03005373"	"AT4G22620"	"AT4G22620"	"SAUR-like auxin-responsive protein family"	"-"	"-"	-4.54757270062719	2.94648174865927	0.0988855244302783	0.583211597335246
"BraA07002574"	"AT1G76650"	"CML38"	"calmodulin-like 38"	"-"	"-"	-4.53773865607657	7.06969012828786	0.0129953866978476	0.358365623043727
"BraA09006975"	"AT1G02340"	"HFR1"	"basic helix-loop-helix (bHLH) DNA-binding superfamily protein"	"YES"	"YES"	-4.51677306524889	24.1427994870966	3.80250210137492e-05	0.0694622071368664
"BraA05000313"	"AT2G41540"	"GPDHC1"	"6-phosphogluconate dehydrogenase family protein"	"-"	"-"	-4.50270474199763	12.069072395719	0.00173897792022001	0.232439847494773
"BraA07000938"	"AT3G23230"	"TDR1"	"Integrase-type DNA-binding superfamily protein"	"YES"	"-"	-4.45907604453364	5.9795727714055	0.0212465043609022	0.406519302296024
"BraA01000980"	"AT4G17500"	"ERF-1"	"ethylene responsive element binding factor 1"	"YES"	"-"	-4.45835146646813	7.10110590081935	0.0128169097096355	0.358315183601819
"BraA03001169"	"AT5G59820"	"RHL41"	"C2H2-type zinc finger family protein"	"YES"	"YES"	-4.45693963812969	6.38385577710915	0.0176568532151951	0.380080160305421
"BraA04002549"	"AT2G35190"	"NPSN11"	"Putative plant snare 11"	"-"	"-"	-4.42945441571377	16.7213288841435	0.000342832260976204	0.161847651314416
"BraA03003788"	"AT3G12500"	"HCHIB"	"basic chitinase"	"-"	"-"	-4.41797463952524	1.10370530005375	0.303869565419734	0.753520898593438
"BraA02004133"	"AT5G25190"	"ESE3"	"Integrase-type DNA-binding superfamily protein"	"YES"	"-"	-4.39208463510627	8.30578365469519	0.00763981544671739	0.32156241214137
"BraA01000441"	"AT4G34131"	"UGT73B3"	"UDP-glucosyl transferase 73B3"	"-"	"-"	-4.36187244414935	11.9374023399663	0.00182593072125807	0.235448396121754
"BraA03001170"	"AT5G59820"	"RHL41"	"C2H2-type zinc finger family protein"	"YES"	"YES"	-4.35608853990272	5.9759222435938	0.0212823714787262	0.406519302296024
"BraA01004400"	"AT3G09270"	"GSTU8"	"glutathione S-transferase TAU 8"	"-"	"YES"	-4.35160100264705	1.56906619241991	0.221039206148257	0.691920335908232
"BraA09006947"	"AT3G05560"	"AT3G05560"	"Ribosomal L22e protein family"	"-"	"-"	-4.32641499735921	1.3993448023523	0.249982928922723	0.715716292643235
"BraA02000682"	"AT5G15970"	"KIN2"	"stress-responsive protein (KIN2) / stress-induced protein (KIN2) / cold-responsive protein (COR6.6) / cold-regulated protein (COR6.6)"	"-"	"-"	-4.29904795455339	5.69993390248637	0.0241972441752759	0.422451145281826
"BraA10000797"	"AT5G51990"	"CBF4"	"C-repeat-binding factor 4"	"YES"	"YES"	-4.29154400428082	0.922132554435185	0.346446258832513	0.779797560310865
"BraA07002546"	"AT1G77330"	"AT1G77330"	"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"	"-"	"YES"	-4.2914921963335	16.4342020013013	0.000381289281398643	0.16388710465764
"BraA04001668"	"AT2G22810"	"ACS4"	"1-aminocyclopropane-1-carboxylate synthase 4"	"-"	"YES"	-4.2889729187175	9.37636506104796	0.00491796590311254	0.300604864195046
"BraA05000508"	"AT2G43570"	"CHI"	"chitinase"	"-"	"YES"	-4.28709533704743	7.68491645717863	0.00994396149409901	0.338225504091609
"BraA08003616"	"AT1G11080"	"scpl31"	"serine carboxypeptidase-like 31"	"-"	"-"	-4.27887989738791	1.6071872099802	0.220942324340217	0.691920335908232
"BraA09005856"	"AT2G21650"	"MEE3"	"Homeodomain-like superfamily protein"	"-"	"-"	-4.26401161121342	1.68343438780745	0.206744666673275	0.683928211005348
"BraA05002812"	"AT5G41100"	"AT5G41100"	"hydroxyproline-rich glycoprotein family protein"	"-"	"-"	-4.25423201198396	9.19600072349814	0.00529055740020369	0.303703683104387
"BraA05003856"	"AT3G12660"	"FLA14"	"FASCICLIN-like arabinogalactan protein 14 precursor"	"-"	"-"	-4.2531531628787	14.0679246757428	0.000848279625763194	0.198173157324884
"BraA09000633"	"AT5G25190"	"ESE3"	"Integrase-type DNA-binding superfamily protein"	"YES"	"-"	-4.21407941102677	10.8512414680012	0.0027480598187497	0.257358236472494
"BraA05002618"	"AT3G21520"	"DMP1"	"transmembrane protein, putative (DUF679 domain membrane protein 1)"	"-"	"-"	-4.21148723583469	3.91603339766879	0.05806672148409	0.513613510725935
"BraA08002730"	"AT1G30250"	"AT1G30250"	"hypothetical protein"	"-"	"-"	-4.20944139988999	2.80073816022712	0.105721003141011	0.59567125426264
"BraA04001985"	"AT3G57020"	"AT3G57020"	"Calcium-dependent phosphotriesterase superfamily protein"	"-"	"-"	-4.20699090181806	6.88060085198878	0.0141287813731463	0.363944790224136
"BraA01000160"	"AT4G37430"	"CYP91A2"	"cytochrome P450, family 91, subfamily A, polypeptide 2"	"-"	"-"	-4.20666112821944	0.897558539881041	0.351805021223646	0.781858684459575
"BraA01003072"	"AT1G60750"	"AT1G60750"	"NAD(P)-linked oxidoreductase superfamily protein"	"-"	"-"	-4.18961196499308	7.04010741721882	0.0131659381726193	0.358365623043727
"BraA02004134"	"AT5G25190"	"ESE3"	"Integrase-type DNA-binding superfamily protein"	"YES"	"-"	-4.18468580164698	7.69798641498293	0.00988828847141322	0.338225504091609
"BraA07003067"	"AT1G66500"	"AT1G66500"	"Pre-mRNA cleavage complex II"	"-"	"-"	-4.17640958152951	10.0915683294104	0.00369785868921831	0.277460034443453
"BraA03000103"	"AT5G02890"	"AT5G02890"	"HXXXD-type acyl-transferase family protein"	"-"	"-"	-4.16981875220173	5.58144653795884	0.0255814196100369	0.427604469640584
"BraA09000669"	"AT5G24110"	"WRKY30"	"WRKY DNA-binding protein 30"	"YES"	"-"	-4.12754467201879	4.94605286110816	0.0346688751622368	0.459120598422076
"BraA04002657"	"AT2G36760"	"UGT73C2"	"UDP-glucosyl transferase 73C2"	"-"	"-"	-4.09519184008664	4.46022394562027	0.0440473101752128	0.485531299607393
"BraA06001103"	"AT5G02490"	"Hsp70-2"	"Heat shock protein 70 (Hsp 70) family protein"	"-"	"YES"	-4.0759029202011	2.18902326718193	0.150523398521891	0.64105427912662
"BraA05002813"	"AT5G41100"	"AT5G41100"	"hydroxyproline-rich glycoprotein family protein"	"-"	"-"	-4.07254250591238	7.84521456987427	0.00928411574609949	0.335836800775985
"BraA07001146"	"AT1G27950"	"LTPG1"	"glycosylphosphatidylinositol-anchored lipid protein transfer 1"	"-"	"-"	-4.06944784784764	1.96345759538678	0.172486814931478	0.659759809826022
"BraA09005534"	"AT3G62960"	"AT3G62960"	"Thioredoxin superfamily protein"	"-"	"-"	-4.06203914321948	1.30653808278975	0.264244308920126	0.725348010700353
"BraA07003915"	"AT1G21310"	"EXT3"	"extensin 3"	"-"	"-"	-4.05689854215304	3.34676605886816	0.0783551598966063	0.551514161057114
"BraA09006023"	"AT1G19020"	"AT1G19020"	"CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase"	"-"	"-"	-4.03955773545601	7.51526305054393e-08	0.999783841774629	0.999948802194745
"BraA04000209"	"AT3G60130"	"BGLU16"	"beta glucosidase 16"	"-"	"-"	-4.02016171578862	5.04796052478913	0.0329970624668792	0.451436755846481
"BraA01000161"	"AT4G37430"	"CYP91A2"	"cytochrome P450, family 91, subfamily A, polypeptide 2"	"-"	"-"	-4.0176557390775	2.26329896343202	0.144032299569422	0.636687243166222
"BraA01000351"	"AT4G35180"	"LHT7"	"LYS/HIS transporter 7"	"-"	"-"	-3.9972754109437	1.66266205225712	0.20947572521388	0.685770216907626
"BraA09000479"	"AT5G49480"	"CP1"	"Ca2 -binding protein 1"	"-"	"-"	-3.98370294253388	31.271042311611	6.14952613111807e-06	0.0278405087563857
"BraA10000314"	"AT1G04570"	"AT1G04570"	"Major facilitator superfamily protein"	"-"	"-"	-3.96573088880397	4.43353166107947	0.0446390533888342	0.486528397485781
"BraA10001910"	"AT5G44630"	"AT5G44630"	"Terpenoid cyclases/Protein prenyltransferases superfamily protein"	"-"	"-"	-3.96004042710043	9.5001234607709	0.00467884697256211	0.29915645892491
"BraA02003806"	"AT3G29030"	"EXPA5"	"expansin A5"	"-"	"YES"	-3.95047203253564	11.3893360049688	0.00224188907031365	0.251311701258413
"BraA09003865"	"AT1G28480"	"GRX480"	"Thioredoxin superfamily protein"	"-"	"-"	-3.93670889740298	8.09032466742676	0.00836568476099691	0.330161603413732
"BraA09000965"	"AT5G67360"	"ARA12"	"Subtilase family protein"	"-"	"-"	-3.93044614299528	6.60383840598745	0.0159876620191508	0.371014484366254
"BraA02001159"	"AT5G59820"	"RHL41"	"C2H2-type zinc finger family protein"	"YES"	"YES"	-3.92232250705239	2.48502588095404	0.12653189866887	0.619054402420017
"BraA05001011"	"AT2G36800"	"DOGT1"	"don-glucosyltransferase 1"	"-"	"YES"	-3.91841708267364	12.4243652522217	0.00152593032962343	0.229571005402517
"BraA09000963"	"AT5G67360"	"ARA12"	"Subtilase family protein"	"-"	"-"	-3.91388561667743	6.59577627920435	0.0160456849349539	0.371422871656943
"BraA09001300"	"AT1G20750"	"AT1G20750"	"RAD3-like DNA-binding helicase protein"	"-"	"-"	-3.89975481264265	8.5313312380223	0.00695277820118657	0.311988440517731
"BraA09005397"	"AT3G61390"	"AT3G61390"	"RING/U-box superfamily protein"	"-"	"-"	-3.88922262760221	0.0108129867128271	0.918162280550165	0.984640445767827
"BraA04001215"	"AT5G39050"	"PMAT1"	"HXXXD-type acyl-transferase family protein"	"-"	"-"	-3.87557418597246	12.4730128260062	0.00149902917191895	0.229571005402517
"BraA08000156"	"AT1G53380"	"AT1G53380"	"hypothetical protein (DUF641)"	"-"	"-"	-3.87532459906706	18.3722153945583	0.000202079156620711	0.135222783566487
"BraA09000481"	"AT5G49480"	"CP1"	"Ca2 -binding protein 1"	"-"	"-"	-3.87491642956926	31.1367312199154	6.35019131344046e-06	0.0278405087563857
"BraA03003079"	"AT4G02520"	"GSTF2"	"glutathione S-transferase PHI 2"	"-"	"-"	-3.87062235654322	9.46943951045151	0.00473693155699299	0.29915645892491
"BraA09004914"	"AT3G55500"	"EXPA16"	"expansin A16"	"-"	"-"	-3.85309234197131	5.16413494043088	0.031199329078005	0.447811422882479
"BraA02003347"	"AT2G01520"	"MLP328"	"MLP-like protein 328"	"-"	"-"	-3.85061047335527	9.27697494122052	0.00511962046442923	0.302328923635685
"BraA07003776"	"AT1G75450"	"CKX5"	"cytokinin oxidase 5"	"-"	"YES"	-3.84432052703713	15.694369321864	0.000486957071631794	0.184678564545739
"BraA01001353"	"AT4G21970"	"AT4G21970"	"senescence regulator (Protein of unknown function, DUF584)"	"-"	"-"	-3.83823648581488	4.85208511385997	0.0362940405268747	0.464453874195813
"BraA01002523"	"AT3G49845"	"WIH3"	"cysteine-rich TM module stress tolerance protein"	"-"	"-"	-3.83274975339468	2.38361975873665	0.135538975666037	0.629783322196996
"BraA02004192"	"AT5G24150"	"SQP1"	"FAD/NAD(P)-binding oxidoreductase family protein"	"-"	"-"	-3.79942413820145	4.18338879285677	0.0506374746860612	0.500966257004048
"BraA02004015"	"AT5G27420"	"CNI1"	"carbon/nitrogen insensitive 1"	"-"	"-"	-3.78385324157424	4.08980185292569	0.0531094168989387	0.505915401608133
"BraA02002552"	"AT1G76600"	"AT1G76600"	"poly polymerase"	"-"	"-"	-3.7784961110256	7.48447600113019	0.010842051868627	0.348245973391381
"BraA02002842"	"AT1G80130"	"AT1G80130"	"Tetratricopeptide repeat (TPR)-like superfamily protein"	"-"	"-"	-3.77102751877451	5.96300159940527	0.0214098554876947	0.407047668759414
"BraA03000599"	"AT5G13330"	"Rap2.6L"	"related to AP2 6l"	"YES"	"-"	-3.77089343387253	7.24404547812091	0.0120380164142331	0.353384551131132
"BraA03002351"	"AT2G42530"	"COR15B"	"cold regulated 15b"	"-"	"YES"	-3.76286963988981	5.86766637976779	0.022376898194039	0.413446085833698
"BraA03001791"	"AT2G31980"	"CYS2"	"PHYTOCYSTATIN 2"	"-"	"-"	-3.76254703362762	2.30663779245838	0.146083748049616	0.638519338925947
"BraA04000510"	"AT3G55240"	"AT3G55240"	"Plant protein 1589 of unknown function"	"-"	"-"	-3.75977311042563	4.3454624357605	0.0478691216696954	0.492647425409104
"BraA05001015"	"AT2G36780"	"AT2G36780"	"UDP-Glycosyltransferase superfamily protein"	"-"	"-"	-3.75470626807804	10.1598429646304	0.00359985578490356	0.273053420971872
"BraA03002833"	"AT4G09030"	"AGP10"	"arabinogalactan protein 10"	"-"	"-"	-3.75293748914024	4.58301346393372	0.0414355138939453	0.481765426594222
"BraA03001963"	"AT2G35760"	"AT2G35760"	"Uncharacterized protein family (UPF0497)"	"-"	"-"	-3.73640149918298	8.3786882961228	0.00740998036907694	0.319124125089461
"BraA03000581"	"AT5G13080"	"WRKY75"	"WRKY DNA-binding protein 75"	"YES"	"YES"	-3.73170673464383	1.45437913066222	0.24116742933862	0.710530906803946
