"","logFC","logCPM","PValue","FDR","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA09000592",-2.61920065694711,1.7997248481555,4.31692974015303e-05,0.0019696428550079,"BraA09000592","AT5G26280","AT5G26280","TRAF-like family protein","-","-"
"BraA02001266",-2.34355055162478,2.93117987691329,7.11595584328585e-05,0.00293976758460156,"BraA02001266","AT5G58310","MES18","methyl esterase 18","-","-"
"BraA06003425",-3.46047533253137,2.42522671846475,0.000124800026598315,0.00464385914576235,"BraA06003425","AT2G18193","AT2G18193","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA10000434",-2.35369700616192,0.0852377345780163,0.000206690020671678,0.00690722064834865,"BraA10000434","AT1G05560","UGT75B1","UDP-glucosyltransferase 75B1","-","-"
"BraA03000599",-2.73357249443988,-0.456909264908938,0.000257809540161234,0.00814934645391189,"BraA03000599","AT5G13330","Rap2.6L","related to AP2 6l","YES","-"
"BraA06002044",-3.56822915995459,-1.45530164265709,0.000294238254975632,0.00895804667952891,"BraA06002044","AT1G18710","MYB47","myb domain protein 47","YES","-"
"BraA08000134",-2.264412187077,2.84257518546472,0.000301161278024107,0.00911541263410501,"BraA08000134","AT1G53990","GLIP3","GDSL-motif lipase 3","-","-"
"BraA10000604",-3.6184003603724,-1.06763078350404,0.000323689830242334,0.00968607971105388,"BraA10000604","AT1G07430","HAI2","highly ABA-induced PP2C protein 2","-","-"
"BraA04001985",-3.36407545796649,-0.200679650232173,0.00043272260755216,0.0120763366008351,"BraA04001985","AT3G57020","AT3G57020","Calcium-dependent phosphotriesterase superfamily protein","-","-"
"BraA10000209",-3.14442798179084,3.34474369966372,0.000491764301745273,0.0132996049990904,"BraA10000209","AT1G03475","LIN2","Coproporphyrinogen III oxidase","-","YES"
"BraA06000727",-2.39902359188116,2.04827718267103,0.00149557773944053,0.0298357333571534,"BraA06000727","AT1G54020","AT1G54020","GDSL-like Lipase/Acylhydrolase superfamily protein","-","-"
"BraA09006013",-3.2193703269841,4.12662574039898,0.00178292038196913,0.0339336962662565,"BraA09006013",NA,NA,NA,NA,NA
"BraA03001284",-2.25933611915604,-1.25543633147572,0.00196814053532157,0.0362322011999551,"BraA03001284","AT5G57760","AT5G57760","hypothetical protein","-","YES"
"BraA08004017",-2.42823455069367,-1.25177305597527,0.0024302314342662,0.0425967068767817,"BraA08004017","AT1G02400","GA2OX6","gibberellin 2-oxidase 6","-","-"
"BraA03001861",-2.22424258952861,2.97413619259194,0.00283720517187488,0.0474576082946978,"BraA03001861","AT2G33380","RD20","Caleosin-related family protein","-","YES"
