"","logFC_phyB","logCPM_phyB","F_phyB","PValue_phyB","FDR_phyB","woundCtrl_phyB","Gene_ID","logFC_WT","logCPM_WT","F_WT","PValue_WT","FDR_WT","woundCtrl_WT","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"11",6.4447060401685,7.8456669337358,282.566565511721,1.41024897692179e-12,1.09829955422593e-09,FALSE,"BraA10002909",5.33015906057463,7.8456669337358,286.835716529725,1.23912556135853e-12,2.21634503815719e-10,FALSE,"AT5G09650","PPa6","pyrophosphorylase 6","-","-"
"12",6.26482960005905,10.6070842384182,280.365164345999,1.50861625888329e-12,1.09829955422593e-09,FALSE,"BraA09001106",6.80619827155847,10.6070842384182,418.175388014188,4.64006753334693e-14,4.35705787297558e-11,FALSE,"AT2G15620","NIR1","nitrite reductase 1","-","-"
"13",6.73720234906773,9.84074683130825,273.691712033999,1.85648180430707e-12,1.16884094399173e-09,FALSE,"BraA07003967",7.8424722240894,9.84074683130825,445.58133770539,2.65440157308718e-14,2.98430576859945e-11,FALSE,"AT1G77760","NIA1","nitrate reductase 1","-","-"
"14",6.86019373673486,5.30241170673887,265.30612265361,2.4260387398869e-12,1.46868652945461e-09,FALSE,"BraA05004133",7.2290627342924,5.30241170673887,361.068940069623,1.6794739156352e-13,7.36078986328522e-11,FALSE,"AT5G02120","OHP","one helix protein","-","-"
"15",4.13420542937241,9.01720444608432,263.429050894521,2.57858940152835e-12,1.50322211777986e-09,FALSE,"BraA05003669",5.07526233997831,9.01720444608432,479.792806050463,1.3822219502988e-14,1.85926635621211e-11,FALSE,"AT3G14420","GOX1","Aldolase-type TIM barrel family protein","-","-"
"16",3.50946802477986,5.89367440676863,261.892934630007,2.71136543524914e-12,1.52417471252934e-09,FALSE,"BraA06000973",3.5696083478864,5.89367440676863,353.789510805631,2.006215826794e-13,7.73631968348409e-11,FALSE,"AT1G50450","AT1G50450","Saccharopine dehydrogenase","-","-"
"17",-3.01177720611762,9.03659156165186,258.996220605048,2.98288587231622e-12,1.56502078767524e-09,FALSE,"BraA05003779",-3.31812900053433,9.03659156165186,406.558843881279,5.94262937310851e-14,4.6768493166364e-11,FALSE,"AT3G13460","ECT2","evolutionarily conserved C-terminal region 2","-","-"
"18",3.78120998241515,7.1846349253932,254.740610758668,3.43814664904705e-12,1.74569123406453e-09,FALSE,"BraA03000586",3.85564197344844,7.1846349253932,347.828928501193,2.32664847070651e-13,8.71939212593345e-11,FALSE,"AT5G13120","Pnsl5","cyclophilin 20-2","-","-"
"19",4.77800372769993,5.53879901228745,244.88715745381,4.81884013747971e-12,2.29844072011911e-09,FALSE,"BraA10002206",3.89019998326235,5.53879901228745,238.417676896381,6.05669424732151e-12,5.9957463806818e-10,FALSE,"AT5G14760","AO","L-aspartate oxidase","-","-"
"20",10.1575553214084,8.02502021965589,240.900086233165,5.54423844241894e-12,2.49332323096212e-09,FALSE,"BraA01002846",9.98506371082199,8.02502021965589,317.148064488106,5.19445277450273e-13,1.4600122619763e-10,FALSE,"AT1G62510","AT1G62510","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein","-","-"
"21",3.25277813277183,6.9912218686569,233.85039655961,7.14263770299772e-12,2.8106279361296e-09,FALSE,"BraA03006148",3.13608625877619,6.9912218686569,291.564280618243,1.07597528129673e-12,2.04483641114211e-10,FALSE,"AT4G32770","VTE1","tocopherol cyclase, chloroplast / vitamin E deficient 1 (VTE1) / sucrose export defective 1 (SXD1)","-","YES"
"22",6.56509621514412,6.93902538317577,227.795876469891,8.92973827462677e-12,3.34542544186665e-09,FALSE,"BraA08002432",7.81361815566962,6.93902538317577,361.517672594427,1.66135637033087e-13,7.36078986328522e-11,FALSE,"AT4G39970","AT4G39970","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","-","-"
"23",5.05550051785934,5.87208695462808,225.448007661533,9.75197607895672e-12,3.34542544186665e-09,FALSE,"BraA06002613",6.15666771122591,5.87208695462808,369.724369290418,1.36547983285188e-13,7.265829367231e-11,FALSE,"AT3G47070","AT3G47070","thylakoid soluble phosphoprotein","-","-"
"24",3.35682666139979,6.9424113352584,225.27360568818,9.81632460897952e-12,3.34542544186665e-09,FALSE,"BraA07003370",3.84507200881948,6.9424113352584,372.818377490722,1.26952272479545e-13,7.265829367231e-11,FALSE,"AT1G70410","BCA4","beta carbonic anhydrase 4","-","-"
"25",4.37068771075787,8.51855947805933,222.951163166993,1.07196827961923e-11,3.5151626502514e-09,FALSE,"BraA08003566",4.91328446437066,8.51855947805933,353.6087917544,2.01517857066612e-13,7.73631968348409e-11,FALSE,"AT1G11860","AT1G11860","Glycine cleavage T-protein family","-","YES"
"26",4.19629197025991,4.25210484158519,219.948172675941,1.20273545770121e-11,3.71197178514061e-09,FALSE,"BraA03005881",4.76840465883063,4.25210484158519,340.671908011692,2.78871216204969e-13,9.66863303389031e-11,FALSE,"AT4G29590","AT4G29590","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"27",3.65945372532831,9.41760996698446,217.106923910809,1.34292568365934e-11,3.98823589826377e-09,FALSE,"BraA05003526",3.7429542557729,9.41760996698446,298.609195813478,8.75333631527727e-13,1.83703351469952e-10,FALSE,"AT3G15850","FAD5","fatty acid desaturase 5","-","-"
"28",5.85223853108986,6.99680278150415,211.07218631486,1.70493282040244e-11,4.69065399527708e-09,FALSE,"BraA07002023",5.92507371159453,6.99680278150415,275.635323058223,1.74676501526324e-12,2.66857264129593e-10,FALSE,"AT3G56290","AT3G56290","potassium transporter","-","-"
"29",4.12338290639875,5.70445803506692,209.630933810845,1.80662516179544e-11,4.72431990343337e-09,FALSE,"BraA10001684",4.96766276043044,5.70445803506692,360.435607514333,1.705418752816e-13,7.36078986328522e-11,FALSE,"AT5G21430","NdhU","Chaperone DnaJ-domain superfamily protein","-","-"
"30",4.51518448278342,9.39944098638196,209.300200361754,1.83089907312221e-11,4.72431990343337e-09,FALSE,"BraA01000119",5.53392690594179,9.39944098638196,379.538107353018,1.08584625089151e-13,6.83648799561295e-11,FALSE,"AT4G37930","SHM1","serine transhydroxymethyltransferase 1","-","YES"
"31",3.62320827309316,4.44689524211633,208.259545504765,1.90966861700688e-11,4.8480941986594e-09,FALSE,"BraA02001404",4.26867141717077,4.44689524211633,341.631738647229,2.72120949130441e-13,9.66863303389031e-11,FALSE,"AT5G56260","AT5G56260","Ribonuclease E inhibitor RraA/Dimethylmenaquinone methyltransferase","-","-"
"32",5.98386312888414,9.39190501098394,206.31571461081,2.06707257550206e-11,5.16440037117498e-09,FALSE,"BraA09000087",6.69620184066461,9.39190501098394,324.017602094267,4.31258528005161e-13,1.25703874644467e-10,FALSE,"AT4G01080","TBL26","TRICHOME BIREFRINGENCE-LIKE 26","-","-"
"33",-3.92017044710952,8.9592518315228,204.968252728649,2.18462124034063e-11,5.37213162172022e-09,FALSE,"BraA06001302",-4.42534820904285,8.9592518315228,332.941259274105,3.40540727892441e-13,1.0939002157198e-10,FALSE,"AT1G09570","PHYA","phytochrome A","-","YES"
"34",3.08326533178278,5.12567779080274,203.123646270641,2.35774116227263e-11,5.43181277801298e-09,FALSE,"BraA06003776",3.2911299553,5.12567779080274,305.322156663216,7.22119040626024e-13,1.6384683128648e-10,FALSE,"AT5G26667","PYR6","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"35",6.01738211975336,6.95758357358282,202.64401207185,2.40521215050269e-11,5.43181277801298e-09,FALSE,"BraA03004149",5.7058783401773,6.95758357358282,251.467420541254,3.84088706578707e-12,4.57996684965822e-10,FALSE,"AT3G19480","AT3G19480","D-3-phosphoglycerate dehydrogenase","-","-"
"36",3.55489300671171,3.64206395969441,202.199233271759,2.45018238398299e-11,5.43181277801298e-09,FALSE,"BraA09005382",4.16532707950361,3.64206395969441,336.216409104029,3.12736610759316e-13,1.02551546944826e-10,FALSE,"AT3G61220","SDR1","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"37",3.5443457683069,6.60736605457699,200.343014935185,2.64819572690281e-11,5.61585783794215e-09,FALSE,"BraA02000929",3.19361959664923,6.60736605457699,225.357563371077,9.78528841074895e-12,8.34330317703755e-10,FALSE,"AT5G19855","RbcX2","Chaperonin-like RbcX protein","-","-"
"38",-4.13602311409062,8.45774319264315,200.306324445993,2.65228459335148e-11,5.61585783794215e-09,FALSE,"BraA04002996",-3.02856001016657,8.45774319264315,161.329929498657,1.61453234643299e-10,5.44575361824609e-09,FALSE,"AT2G41560","ACA4","autoinhibited Ca(2 )-ATPase, isoform 4","-","-"
"39",7.48690942533988,11.8173780567557,194.007039912935,3.47029046113122e-11,6.74350269854389e-09,FALSE,"BraA04001451",8.68712410797544,11.8173780567557,311.270662248383,6.10942750562477e-13,1.49295108451444e-10,FALSE,"AT5G38410","RBCS3B","Ribulose bisphosphate carboxylase (small chain) family protein","-","YES"
"40",4.23765556962938,6.7961235874581,193.42627222517,3.55880357571049e-11,6.83116686361988e-09,FALSE,"BraA04000964",4.91134007166419,6.7961235874581,316.477223263984,5.29077454700219e-13,1.46099633982131e-10,FALSE,"AT4G12830","AT4G12830","alpha/beta-Hydrolases superfamily protein","-","-"
"41",3.65198070031016,9.25642814099236,192.614411389656,3.68676340207521e-11,6.98900026520493e-09,FALSE,"BraA01002037",4.15498242313839,9.25642814099236,314.886810733698,5.52714670792733e-13,1.49295108451444e-10,FALSE,"AT1G54780","TLP18.3","thylakoid lumen 18.3 kDa protein","-","-"
"42",5.2466531659529,5.14396076287877,192.348147962757,3.72983495728853e-11,6.98900026520493e-09,FALSE,"BraA04001564",5.04889539061347,5.14396076287877,242.358387789203,5.26573612592296e-12,5.45280833039654e-10,FALSE,"AT2G21860","AT2G21860","violaxanthin de-epoxidase-like protein","-","-"
"43",6.8593399133456,4.21772587435944,191.391084679385,3.8893246300062e-11,7.1776220506235e-09,FALSE,"BraA03005569",5.92737871049355,4.21772587435944,212.967470040206,1.58074153076448e-11,1.1450164681828e-09,FALSE,"AT4G25130","PMSR4","peptide met sulfoxide reductase 4","-","-"
"44",5.39293930650129,6.94860898486964,187.266017873219,4.6689442899358e-11,8.06659126798882e-09,FALSE,"BraA03006095",5.87644813494642,6.94860898486964,276.700917341875,1.68967874353034e-12,2.63659109068765e-10,FALSE,"AT4G31870","GPX7","glutathione peroxidase 7","-","YES"
"45",5.70777603454162,3.81301413800745,186.335847066977,4.86778427995109e-11,8.23859403940109e-09,FALSE,"BraA03001809",6.08084243656736,3.81301413800745,261.062663774454,2.78627595454503e-12,3.65466529371157e-10,FALSE,"AT2G32500","AT2G32500","Stress responsive alpha-beta barrel domain protein","-","-"
"46",3.2411521773243,7.66893645006914,184.831777230075,5.20948704807837e-11,8.45960427269238e-09,FALSE,"BraA03000235",3.54438306647692,7.66893645006914,287.74918205196,1.20558239508944e-12,2.20649615101253e-10,FALSE,"AT5G05740","EGY2","ethylene-dependent gravitropism-deficient and yellow-green-like 2","-","-"
"47",5.38877340488786,8.22515117782685,183.831433472393,5.45145779633224e-11,8.75570874635403e-09,FALSE,"BraA07003829",5.54163203496274,8.22515117782685,253.542057677807,3.57991252224337e-12,4.33444793077775e-10,FALSE,"AT1G76100","PETE1","plastocyanin 1","-","-"
"48",4.86590929636819,5.2177115189092,183.554427108874,5.52064787992551e-11,8.77678358517465e-09,FALSE,"BraA01004802",4.64962113877619,5.2177115189092,225.899680159977,9.58748836481695e-12,8.253364159119e-10,FALSE,"AT3G01440","PnsL3","PsbQ-like 1","-","-"
"49",5.18594183612868,4.71208671983152,182.234122646025,5.86410041952815e-11,9.13870699043298e-09,FALSE,"BraA10001878",5.19864511917617,4.71208671983152,250.486613280013,3.97155804470332e-12,4.6614181601966e-10,FALSE,"AT5G18860","NSH3","inosine-uridine preferring nucleoside hydrolase family protein","-","-"
"50",4.088747315813,7.14648445054856,181.33750292719,6.11083626459182e-11,9.37558539935242e-09,FALSE,"BraA08003681",4.03570712364559,7.14648445054856,234.255152693031,7.03815692606568e-12,6.67352951905264e-10,FALSE,"AT1G09780","iPGAM1","Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent","-","-"
"51",-4.6682420911852,4.47584787936266,181.251044462086,6.13523059805146e-11,9.37558539935242e-09,FALSE,"BraA03003709",-4.63162558886109,4.47584787936266,231.061832807443,7.91100163108404e-12,7.07495259507175e-10,FALSE,"AT3G10985","SAG20","senescence associated gene 20","-","YES"
"52",8.57584621346846,4.263186137658,180.708790340458,6.29071378835122e-11,9.52075336813926e-09,FALSE,"BraA05001456",7.04367867178239,4.263186137658,154.297837563394,2.33171225737909e-10,7.19630410414646e-09,FALSE,"AT2G31380","STH","salt tolerance homologue","YES","-"
"53",3.35081801625882,4.95669491460944,179.586626958038,6.62655249003065e-11,9.66041911057293e-09,FALSE,"BraA10002437",3.13248623824933,4.95669491460944,208.022781185043,1.92811024772163e-11,1.31378594368564e-09,FALSE,"AT5G11450","PPD5","PsbP domain protein (Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein)","-","-"
"54",4.17356156745761,11.6687695938798,178.857963206705,6.85525758867703e-11,9.71861474183071e-09,FALSE,"BraA01000537",5.47757398235662,11.6687695938798,362.291431198908,1.63062293183753e-13,7.36078986328522e-11,FALSE,"AT4G33010","GLDP1","glycine decarboxylase P-protein 1","-","YES"
"55",9.0203222165034,5.42284852066216,178.096344173608,7.10370681187475e-11,9.89489780698305e-09,FALSE,"BraA06000349",8.50858632267314,5.42284852066216,204.522662825769,2.22510998190049e-11,1.44128523107464e-09,FALSE,"AT5G43850","ARD4","RmlC-like cupins superfamily protein","-","-"
"56",3.4071898338159,9.14251252334407,173.803328621832,8.70520599669829e-11,1.12511759100503e-08,FALSE,"BraA09006470",3.92415307532769,9.14251252334407,293.954217164985,1.00269608298475e-12,2.02338927515128e-10,FALSE,"AT1G11860","AT1G11860","Glycine cleavage T-protein family","-","YES"
"57",5.52715390621247,8.60239868618774,173.766117264663,8.72073355162726e-11,1.12511759100503e-08,FALSE,"BraA07002708",6.0718860933154,8.60239868618774,262.652227608721,2.64481071088196e-12,3.52790852451543e-10,FALSE,"AT1G73600","AT1G73600","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"58",3.21327777939152,8.07869059836051,172.714791546071,9.17238439968556e-11,1.15498664360841e-08,FALSE,"BraA08000983",3.31842795747455,8.07869059836051,241.64813194288,5.39939051041011e-12,5.51859783336722e-10,FALSE,"AT5G40950","RPL27","ribosomal protein large subunit 27","-","-"
"59",4.44199012917664,5.66193913637554,170.402543045362,1.02598909808936e-10,1.25021403643363e-08,FALSE,"BraA02002440",4.44186495720194,5.66193913637554,226.263623715009,9.45718721440604e-12,8.22409540081497e-10,FALSE,"AT1G74730","AT1G74730","transmembrane protein, putative (DUF1118)","-","-"
"60",4.79346457413896,3.93881852313167,169.163829025627,1.09007988339317e-10,1.29460431375727e-08,FALSE,"BraA02000812",3.55354454048757,3.93881852313167,144.363147195666,4.02455626633997e-10,1.06286100054012e-08,FALSE,"AT5G17990","TRP1","tryptophan biosynthesis 1","-","-"
"61",5.86773947973218,4.24518818203422,168.463013165561,1.12829903920326e-10,1.30157289254744e-08,FALSE,"BraA10001271",5.08185447255545,4.24518818203422,189.82930289582,4.16608904077027e-11,2.19311844487372e-09,FALSE,"AT5G57170","AT5G57170","Tautomerase/MIF superfamily protein","-","-"
"62",4.54221278037807,5.69617478098716,168.237728843429,1.14089888181673e-10,1.30157289254744e-08,FALSE,"BraA04001598",3.7646608958789,5.69617478098716,161.075607570224,1.63572177068859e-10,5.47792780226349e-09,FALSE,"AT2G22240","MIPS2","myo-inositol-1-phosphate synthase 2","-","-"
"63",4.97133107991889,10.5853184588741,168.086939148141,1.14941951756096e-10,1.30157289254744e-08,FALSE,"BraA08002568",5.4338731624422,10.5853184588741,253.661988007971,3.56543908804493e-12,4.33444793077775e-10,FALSE,"AT1G12900","GAPA-2","glyceraldehyde 3-phosphate dehydrogenase A subunit 2","-","-"
"64",4.23315677081116,6.60125324294695,167.919220812532,1.15897975548261e-10,1.30302438223545e-08,FALSE,"BraA09000210",4.55760695482891,6.60125324294695,247.433412120991,4.41096067851762e-12,4.99485763164513e-10,FALSE,"AT4G02530","AT4G02530","chloroplast thylakoid lumen protein","-","-"
"65",4.97379190516334,5.7995234245653,167.692011623701,1.17207206337425e-10,1.30839817570998e-08,FALSE,"BraA08003837",4.59130648349493,5.7995234245653,196.800693157319,3.07727870508573e-11,1.79804628357697e-09,FALSE,"AT1G06690","AT1G06690","NAD(P)-linked oxidoreductase superfamily protein","-","-"
"66",6.04304930490068,6.4484163374312,167.242966549338,1.19843235861918e-10,1.31345961349001e-08,FALSE,"BraA09004850",7.57702508362067,6.4484163374312,279.856217823916,1.53242630553956e-12,2.51254063012424e-10,FALSE,"AT3G54830","AT3G54830","Transmembrane amino acid transporter family protein","-","-"
"67",3.23471707867282,4.12656336599464,167.189068346368,1.2016403071319e-10,1.31345961349001e-08,FALSE,"BraA07003149",3.09383509033155,4.12656336599464,187.418414241065,4.63723419164641e-11,2.39311692382015e-09,FALSE,"AT4G01935","AT4G01935","insulin-induced protein","-","-"
"68",4.69649346184154,4.37737746694648,166.861088467665,1.22136777628814e-10,1.32581577922589e-08,FALSE,"BraA01001771",3.96525446926828,4.37737746694648,169.448298296918,1.07497792389303e-10,4.28358291698133e-09,FALSE,"AT4G29900","ACA10","autoinhibited Ca(2 )-ATPase 10","-","-"
"69",3.01483540536071,8.85807401679597,166.152612632475,1.26521945887173e-10,1.34557799207034e-08,FALSE,"BraA06000196",3.118908895439,8.85807401679597,233.463675367799,7.24407247881216e-12,6.78700600098235e-10,FALSE,"AT5G45930","CHLI2","magnesium chelatase i2","-","-"
"70",4.84265392118272,7.52359574142168,164.412286441353,1.38054228177764e-10,1.43905533213113e-08,FALSE,"BraA05000807",5.9158796378693,7.52359574142168,291.803893533895,1.06836680989843e-12,2.04483641114211e-10,FALSE,"AT2G39470","PnsL1","PsbP-like protein 2","-","-"
"71",4.39960285320113,10.6908134899334,164.201317334356,1.39529740814456e-10,1.44486718448653e-08,FALSE,"BraA09006403",5.32905433146508,10.6908134899334,291.492039196314,1.07828095377887e-12,2.04483641114211e-10,FALSE,"AT1G12900","GAPA-2","glyceraldehyde 3-phosphate dehydrogenase A subunit 2","-","-"
"72",6.79748340136557,5.27744275236295,164.007030476455,1.4090406478682e-10,1.44551832240538e-08,FALSE,"BraA05001097",8.13234616437231,5.27744275236295,309.501551101059,6.41883603726934e-13,1.52197982478877e-10,FALSE,"AT1G32470","AT1G32470","Single hybrid motif superfamily protein","-","-"
"73",3.72195511689238,8.99231518167192,163.72032838292,1.42959616210343e-10,1.45173184461341e-08,FALSE,"BraA05004680",3.25298511392322,8.99231518167192,172.601203129419,9.22271543665269e-11,3.82014581507667e-09,FALSE,"AT3G01120","MTO1","Pyridoxal phosphate (PLP)-dependent transferases superfamily protein","-","-"
"74",10.2384610273282,7.94124020799424,163.406497807087,1.45247886840664e-10,1.45911233417829e-08,FALSE,"BraA01004807",10.8789848019349,7.94124020799424,239.873297028635,5.75012912063922e-12,5.76477913113766e-10,FALSE,"AT3G01500","CA1","carbonic anhydrase 1","-","-"
"75",-12.0471630888329,7.43619421916821,161.884173791336,1.56940106774608e-10,1.50624224428801e-08,FALSE,"BraA08003014",-11.8251006288014,7.43619421916821,184.779290986462,5.22188238519691e-11,2.62595618987219e-09,FALSE,"AT1G27110","AT1G27110","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"76",7.08197675145212,7.21630274215534,161.61560688916,1.59109284467833e-10,1.51780614395375e-08,FALSE,"BraA03004200",6.52066731931084,7.21630274215534,193.909134239891,3.485039262421e-11,1.94519567342222e-09,FALSE,"AT3G20390","AT3G20390","endoribonuclease L-PSP family protein","-","-"
"77",3.90517500331445,4.26253891111894,160.95198573075,1.64613289018118e-10,1.54226974353879e-08,FALSE,"BraA04001908",3.57994656559985,4.26253891111894,188.532596249214,4.41252746061089e-11,2.299774246027e-09,FALSE,"AT2G25840","OVA4","Nucleotidylyl transferase superfamily protein","-","-"
"78",6.39597331207073,5.09903430125525,160.270093448133,1.70489765255558e-10,1.569303453288e-08,FALSE,"BraA04003129",8.73670108356923,5.09903430125525,339.318446157764,2.88707593769279e-13,9.66863303389031e-11,FALSE,"AT2G43550","AT2G43550","scorpion toxin-like knottin superfamily protein","-","-"
"79",5.13404759011482,6.83068884938386,159.535101620528,1.77085764520003e-10,1.60191375491084e-08,FALSE,"BraA01000237",6.13890009354574,6.83068884938386,266.116910658887,2.36326440147004e-12,3.29183908664942e-10,FALSE,"AT4G36530","AT4G36530","alpha/beta-Hydrolases superfamily protein","-","-"
"80",4.63839241535226,5.44768826865037,159.367717763494,1.78627176286569e-10,1.60662385985748e-08,FALSE,"BraA03001813",4.68486525025882,5.44768826865037,206.183340008178,2.07830398098796e-11,1.36302102753127e-09,FALSE,"AT2G32640","AT2G32640","Lycopene beta/epsilon cyclase protein","-","-"
"81",3.65837887638568,5.3039387142278,158.582336591908,1.86061196108956e-10,1.66397910611078e-08,FALSE,"BraA05004368",3.08465673868601,5.3039387142278,155.188612229222,2.22380166888472e-10,6.97263710522819e-09,FALSE,"AT3G06150","AT3G06150","cytochrome P450 family protein","-","-"
"82",3.3073959143531,7.10309182343226,158.40689937458,1.8776829561134e-10,1.66975874176412e-08,FALSE,"BraA09003100",4.03999880240988,7.10309182343226,291.842467634494,1.06714754598826e-12,2.04483641114211e-10,FALSE,"AT4G04850","KEA3","K  efflux antiporter 3","-","-"
"83",3.25756001672351,7.18578017694191,158.233277096918,1.89474857344091e-10,1.67150002641664e-08,FALSE,"BraA02004452",3.62672670500327,7.18578017694191,250.292207235149,3.99803971808476e-12,4.6614181601966e-10,FALSE,"AT2G29180","AT2G29180","transmembrane protein","-","YES"
"84",3.86197447357426,9.25177750936797,157.382194289221,1.98093055318132e-10,1.70895782224248e-08,FALSE,"BraA01004338",3.19715358183702,9.25177750936797,151.55209760706,2.70263190682845e-10,7.98113062166601e-09,FALSE,"AT5G04590","SIR","sulfite reductase","-","-"
"85",-4.06048730971242,3.12494996887035,157.324696867207,1.98690776029462e-10,1.70895782224248e-08,FALSE,"BraA08003167",-3.71732478768859,3.12494996887035,186.935306909942,4.73858814411469e-11,2.4374306336067e-09,FALSE,"AT1G76460","AT1G76460","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-"
"86",6.49371688075688,6.49186725588673,156.963066629441,2.02496320306425e-10,1.71041364483052e-08,FALSE,"BraA09004114",6.51376729280501,6.49186725588673,207.44739258448,1.97375634220831e-11,1.33264043300452e-09,FALSE,"AT1G26761","AT1G26761","Arabinanase/levansucrase/invertase","-","-"
"87",3.42333574365237,8.2573897824976,156.896396194471,2.03206703674274e-10,1.71041364483052e-08,FALSE,"BraA09005567",4.08698707628902,8.2573897824976,278.043573199341,1.62067561867708e-12,2.5767105290886e-10,FALSE,"AT2G26500","AT2G26500","cytochrome b6f complex subunit (petM)","-","-"
"88",6.40252707540391,6.66468301697435,155.773904818134,2.15591818836794e-10,1.76729366277225e-08,FALSE,"BraA01000258",6.21314525403937,6.66468301697435,201.459192048022,2.52708736858233e-11,1.55985706594063e-09,FALSE,"AT4G36220","FAH1","ferulic acid 5-hydroxylase 1","-","YES"
"89",5.64934356350018,3.17741487210941,155.676868356776,2.16701192449202e-10,1.76729366277225e-08,FALSE,"BraA05000931",4.44454504338521,3.17741487210941,166.969289826662,1.21482020308701e-10,4.67512713853045e-09,FALSE,"AT2G37770","ChlAKR","NAD(P)-linked oxidoreductase superfamily protein","-","-"
"90",7.15229959874739,3.79909320062958,155.018446524023,2.24398027464484e-10,1.82063141870669e-08,FALSE,"BraA07001149",6.23471738679137,3.79909320062958,169.917684758324,1.05056386110186e-10,4.22636565385384e-09,FALSE,"AT4G27830","BGLU10","beta glucosidase 10","-","-"
"91",4.48901255676183,4.22217644942457,154.362811742116,2.32364776885576e-10,1.85655918181673e-08,FALSE,"BraA05002362",5.02788837933255,4.22217644942457,232.163879672101,7.59689213318563e-12,6.94954592958377e-10,FALSE,"AT1G32470","AT1G32470","Single hybrid motif superfamily protein","-","-"
"92",6.42758732687769,7.94299858038867,153.208746284594,2.47161678055261e-10,1.96244885994627e-08,FALSE,"BraA05000754",6.57253471936177,7.94299858038867,208.867633062502,1.86319475422869e-11,1.28064128522094e-09,FALSE,"AT2G40100","LHCB4.3","light harvesting complex photosystem II","-","-"
