"","logFC","logCPM","F","PValue","FDR","woundCtrl","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA06003776",3.08326533178278,5.12567779080274,203.123646270641,2.35774116227263e-11,5.43181277801298e-09,FALSE,"BraA06003776","AT5G26667","PYR6","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA03004149",6.01738211975336,6.95758357358282,202.64401207185,2.40521215050269e-11,5.43181277801298e-09,FALSE,"BraA03004149","AT3G19480","AT3G19480","D-3-phosphoglycerate dehydrogenase","-","-"
"BraA09005382",3.55489300671171,3.64206395969441,202.199233271759,2.45018238398299e-11,5.43181277801298e-09,FALSE,"BraA09005382","AT3G61220","SDR1","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA02000929",3.5443457683069,6.60736605457699,200.343014935185,2.64819572690281e-11,5.61585783794215e-09,FALSE,"BraA02000929","AT5G19855","RbcX2","Chaperonin-like RbcX protein","-","-"
"BraA04001451",7.48690942533988,11.8173780567557,194.007039912935,3.47029046113122e-11,6.74350269854389e-09,FALSE,"BraA04001451","AT5G38410","RBCS3B","Ribulose bisphosphate carboxylase (small chain) family protein","-","YES"
"BraA04000964",4.23765556962938,6.7961235874581,193.42627222517,3.55880357571049e-11,6.83116686361988e-09,FALSE,"BraA04000964","AT4G12830","AT4G12830","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA01002037",3.65198070031016,9.25642814099236,192.614411389656,3.68676340207521e-11,6.98900026520493e-09,FALSE,"BraA01002037","AT1G54780","TLP18.3","thylakoid lumen 18.3 kDa protein","-","-"
"BraA04001564",5.2466531659529,5.14396076287877,192.348147962757,3.72983495728853e-11,6.98900026520493e-09,FALSE,"BraA04001564","AT2G21860","AT2G21860","violaxanthin de-epoxidase-like protein","-","-"
"BraA03005569",6.8593399133456,4.21772587435944,191.391084679385,3.8893246300062e-11,7.1776220506235e-09,FALSE,"BraA03005569","AT4G25130","PMSR4","peptide met sulfoxide reductase 4","-","-"
"BraA03006095",5.39293930650129,6.94860898486964,187.266017873219,4.6689442899358e-11,8.06659126798882e-09,FALSE,"BraA03006095","AT4G31870","GPX7","glutathione peroxidase 7","-","YES"
"BraA03001809",5.70777603454162,3.81301413800745,186.335847066977,4.86778427995109e-11,8.23859403940109e-09,FALSE,"BraA03001809","AT2G32500","AT2G32500","Stress responsive alpha-beta barrel domain protein","-","-"
"BraA03000235",3.2411521773243,7.66893645006914,184.831777230075,5.20948704807837e-11,8.45960427269238e-09,FALSE,"BraA03000235","AT5G05740","EGY2","ethylene-dependent gravitropism-deficient and yellow-green-like 2","-","-"
"BraA07003829",5.38877340488786,8.22515117782685,183.831433472393,5.45145779633224e-11,8.75570874635403e-09,FALSE,"BraA07003829","AT1G76100","PETE1","plastocyanin 1","-","-"
"BraA01004802",4.86590929636819,5.2177115189092,183.554427108874,5.52064787992551e-11,8.77678358517465e-09,FALSE,"BraA01004802","AT3G01440","PnsL3","PsbQ-like 1","-","-"
"BraA10001878",5.18594183612868,4.71208671983152,182.234122646025,5.86410041952815e-11,9.13870699043298e-09,FALSE,"BraA10001878","AT5G18860","NSH3","inosine-uridine preferring nucleoside hydrolase family protein","-","-"
"BraA08003681",4.088747315813,7.14648445054856,181.33750292719,6.11083626459182e-11,9.37558539935242e-09,FALSE,"BraA08003681","AT1G09780","iPGAM1","Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent","-","-"
"BraA05001456",8.57584621346846,4.263186137658,180.708790340458,6.29071378835122e-11,9.52075336813926e-09,FALSE,"BraA05001456","AT2G31380","STH","salt tolerance homologue","YES","-"
"BraA10002437",3.35081801625882,4.95669491460944,179.586626958038,6.62655249003065e-11,9.66041911057293e-09,FALSE,"BraA10002437","AT5G11450","PPD5","PsbP domain protein (Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein)","-","-"
"BraA01000537",4.17356156745761,11.6687695938798,178.857963206705,6.85525758867703e-11,9.71861474183071e-09,FALSE,"BraA01000537","AT4G33010","GLDP1","glycine decarboxylase P-protein 1","-","YES"
"BraA06000349",9.0203222165034,5.42284852066216,178.096344173608,7.10370681187475e-11,9.89489780698305e-09,FALSE,"BraA06000349","AT5G43850","ARD4","RmlC-like cupins superfamily protein","-","-"
"BraA09006470",3.4071898338159,9.14251252334407,173.803328621832,8.70520599669829e-11,1.12511759100503e-08,FALSE,"BraA09006470","AT1G11860","AT1G11860","Glycine cleavage T-protein family","-","YES"
"BraA07002708",5.52715390621247,8.60239868618774,173.766117264663,8.72073355162726e-11,1.12511759100503e-08,FALSE,"BraA07002708","AT1G73600","AT1G73600","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA08000983",3.21327777939152,8.07869059836051,172.714791546071,9.17238439968556e-11,1.15498664360841e-08,FALSE,"BraA08000983","AT5G40950","RPL27","ribosomal protein large subunit 27","-","-"
"BraA02002440",4.44199012917664,5.66193913637554,170.402543045362,1.02598909808936e-10,1.25021403643363e-08,FALSE,"BraA02002440","AT1G74730","AT1G74730","transmembrane protein, putative (DUF1118)","-","-"
"BraA02000812",4.79346457413896,3.93881852313167,169.163829025627,1.09007988339317e-10,1.29460431375727e-08,FALSE,"BraA02000812","AT5G17990","TRP1","tryptophan biosynthesis 1","-","-"
"BraA03002283",3.14102077543965,3.80753777699091,168.939762879537,1.1021409024363e-10,1.29460431375727e-08,FALSE,"BraA03002283","AT2G40890","CYP98A3","cytochrome P450, family 98, subfamily A, polypeptide 3","-","YES"
"BraA10001271",5.86773947973218,4.24518818203422,168.463013165561,1.12829903920326e-10,1.30157289254744e-08,FALSE,"BraA10001271","AT5G57170","AT5G57170","Tautomerase/MIF superfamily protein","-","-"
"BraA04001598",4.54221278037807,5.69617478098716,168.237728843429,1.14089888181673e-10,1.30157289254744e-08,FALSE,"BraA04001598","AT2G22240","MIPS2","myo-inositol-1-phosphate synthase 2","-","-"
"BraA08002568",4.97133107991889,10.5853184588741,168.086939148141,1.14941951756096e-10,1.30157289254744e-08,FALSE,"BraA08002568","AT1G12900","GAPA-2","glyceraldehyde 3-phosphate dehydrogenase A subunit 2","-","-"
"BraA09000210",4.23315677081116,6.60125324294695,167.919220812532,1.15897975548261e-10,1.30302438223545e-08,FALSE,"BraA09000210","AT4G02530","AT4G02530","chloroplast thylakoid lumen protein","-","-"
"BraA08003837",4.97379190516334,5.7995234245653,167.692011623701,1.17207206337425e-10,1.30839817570998e-08,FALSE,"BraA08003837","AT1G06690","AT1G06690","NAD(P)-linked oxidoreductase superfamily protein","-","-"
"BraA09004850",6.04304930490068,6.4484163374312,167.242966549338,1.19843235861918e-10,1.31345961349001e-08,FALSE,"BraA09004850","AT3G54830","AT3G54830","Transmembrane amino acid transporter family protein","-","-"
"BraA07003149",3.23471707867282,4.12656336599464,167.189068346368,1.2016403071319e-10,1.31345961349001e-08,FALSE,"BraA07003149","AT4G01935","AT4G01935","insulin-induced protein","-","-"
"BraA01001771",4.69649346184154,4.37737746694648,166.861088467665,1.22136777628814e-10,1.32581577922589e-08,FALSE,"BraA01001771","AT4G29900","ACA10","autoinhibited Ca(2 )-ATPase 10","-","-"
"BraA06000196",3.01483540536071,8.85807401679597,166.152612632475,1.26521945887173e-10,1.34557799207034e-08,FALSE,"BraA06000196","AT5G45930","CHLI2","magnesium chelatase i2","-","-"
"BraA05000807",4.84265392118272,7.52359574142168,164.412286441353,1.38054228177764e-10,1.43905533213113e-08,FALSE,"BraA05000807","AT2G39470","PnsL1","PsbP-like protein 2","-","-"
"BraA09006403",4.39960285320113,10.6908134899334,164.201317334356,1.39529740814456e-10,1.44486718448653e-08,FALSE,"BraA09006403","AT1G12900","GAPA-2","glyceraldehyde 3-phosphate dehydrogenase A subunit 2","-","-"
"BraA05001097",6.79748340136557,5.27744275236295,164.007030476455,1.4090406478682e-10,1.44551832240538e-08,FALSE,"BraA05001097","AT1G32470","AT1G32470","Single hybrid motif superfamily protein","-","-"
"BraA05004680",3.72195511689238,8.99231518167192,163.72032838292,1.42959616210343e-10,1.45173184461341e-08,FALSE,"BraA05004680","AT3G01120","MTO1","Pyridoxal phosphate (PLP)-dependent transferases superfamily protein","-","-"
"BraA01004807",10.2384610273282,7.94124020799424,163.406497807087,1.45247886840664e-10,1.45911233417829e-08,FALSE,"BraA01004807","AT3G01500","CA1","carbonic anhydrase 1","-","-"
"BraA03004200",7.08197675145212,7.21630274215534,161.61560688916,1.59109284467833e-10,1.51780614395375e-08,FALSE,"BraA03004200","AT3G20390","AT3G20390","endoribonuclease L-PSP family protein","-","-"
"BraA04001908",3.90517500331445,4.26253891111894,160.95198573075,1.64613289018118e-10,1.54226974353879e-08,FALSE,"BraA04001908","AT2G25840","OVA4","Nucleotidylyl transferase superfamily protein","-","-"
"BraA04003129",6.39597331207073,5.09903430125525,160.270093448133,1.70489765255558e-10,1.569303453288e-08,FALSE,"BraA04003129","AT2G43550","AT2G43550","scorpion toxin-like knottin superfamily protein","-","-"
"BraA01000237",5.13404759011482,6.83068884938386,159.535101620528,1.77085764520003e-10,1.60191375491084e-08,FALSE,"BraA01000237","AT4G36530","AT4G36530","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA03001813",4.63839241535226,5.44768826865037,159.367717763494,1.78627176286569e-10,1.60662385985748e-08,FALSE,"BraA03001813","AT2G32640","AT2G32640","Lycopene beta/epsilon cyclase protein","-","-"
"BraA05004368",3.65837887638568,5.3039387142278,158.582336591908,1.86061196108956e-10,1.66397910611078e-08,FALSE,"BraA05004368","AT3G06150","AT3G06150","cytochrome P450 family protein","-","-"
"BraA09003100",3.3073959143531,7.10309182343226,158.40689937458,1.8776829561134e-10,1.66975874176412e-08,FALSE,"BraA09003100","AT4G04850","KEA3","K  efflux antiporter 3","-","-"
"BraA02004452",3.25756001672351,7.18578017694191,158.233277096918,1.89474857344091e-10,1.67150002641664e-08,FALSE,"BraA02004452","AT2G29180","AT2G29180","transmembrane protein","-","YES"
"BraA01004338",3.86197447357426,9.25177750936797,157.382194289221,1.98093055318132e-10,1.70895782224248e-08,FALSE,"BraA01004338","AT5G04590","SIR","sulfite reductase","-","-"
"BraA09004431",3.1399283675183,5.40546907880878,157.047767728479,2.01597787708445e-10,1.71041364483052e-08,FALSE,"BraA09004431","AT3G50240","KICP-02","ATP binding microtubule motor family protein","-","-"
"BraA09004114",6.49371688075688,6.49186725588673,156.963066629441,2.02496320306425e-10,1.71041364483052e-08,FALSE,"BraA09004114","AT1G26761","AT1G26761","Arabinanase/levansucrase/invertase","-","-"
"BraA09005567",3.42333574365237,8.2573897824976,156.896396194471,2.03206703674274e-10,1.71041364483052e-08,FALSE,"BraA09005567","AT2G26500","AT2G26500","cytochrome b6f complex subunit (petM)","-","-"
"BraA01000258",6.40252707540391,6.66468301697435,155.773904818134,2.15591818836794e-10,1.76729366277225e-08,FALSE,"BraA01000258","AT4G36220","FAH1","ferulic acid 5-hydroxylase 1","-","YES"
"BraA05000931",5.64934356350018,3.17741487210941,155.676868356776,2.16701192449202e-10,1.76729366277225e-08,FALSE,"BraA05000931","AT2G37770","ChlAKR","NAD(P)-linked oxidoreductase superfamily protein","-","-"
"BraA07001149",7.15229959874739,3.79909320062958,155.018446524023,2.24398027464484e-10,1.82063141870669e-08,FALSE,"BraA07001149","AT4G27830","BGLU10","beta glucosidase 10","-","-"
"BraA05002362",4.48901255676183,4.22217644942457,154.362811742116,2.32364776885576e-10,1.85655918181673e-08,FALSE,"BraA05002362","AT1G32470","AT1G32470","Single hybrid motif superfamily protein","-","-"
"BraA05000754",6.42758732687769,7.94299858038867,153.208746284594,2.47161678055261e-10,1.96244885994627e-08,FALSE,"BraA05000754","AT2G40100","LHCB4.3","light harvesting complex photosystem II","-","-"
"BraA01001464",3.30842017691636,4.68631143329493,152.387216829748,2.5833156328427e-10,1.9948507182664e-08,FALSE,"BraA01001464","AT4G22990","AT4G22990","Major Facilitator Superfamily with SPX (SYG1/Pho81/XPR1) domain-containing protein","-","-"
"BraA09005883",6.56538614867756,4.48464231106621,152.371917739699,2.5854481990238e-10,1.9948507182664e-08,FALSE,"BraA09005883","AT2G21370","XK-1","xylulose kinase-1","-","-"
"BraA06001278",4.60194682142842,7.42780895234306,152.206771974755,2.60859288764413e-10,2.00289034397652e-08,FALSE,"BraA06001278","AT1G09340","CRB","chloroplast RNA binding protein","-","YES"
"BraA03003168",3.82876611273147,7.3271851977146,152.109684222182,2.62230667109518e-10,2.00364597102127e-08,FALSE,"BraA03003168","AT4G01040","AT4G01040","Glycosyl hydrolase superfamily protein","-","-"
"BraA02002954",7.07629768353731,4.23867843183478,151.856347513646,2.65846897474498e-10,2.00375256351258e-08,FALSE,"BraA02002954","AT4G00165","AT4G00165","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein","-","-"
"BraA10001563",3.53073573341269,5.8554953906434,151.712316428116,2.67927499662109e-10,2.00375256351258e-08,FALSE,"BraA10001563","AT5G60540","PDX2","pyridoxine biosynthesis 2","-","YES"
"BraA06003369",5.85959640570351,5.94661108178435,151.491270636286,2.71155842457547e-10,2.00375256351258e-08,FALSE,"BraA06003369","AT5G65880","AT5G65880","transmembrane protein","-","-"
"BraA07002742",12.0734051677408,5.81647615496935,182.556084947303,2.81934082112239e-10,2.06401974532402e-08,FALSE,"BraA07002742","AT1G72610","GER1","germin-like protein 1","-","-"
"BraA10002910",6.35818682250223,5.85775744117471,149.849295966247,2.9653284669166e-10,2.14102156281042e-08,FALSE,"BraA10002910","AT5G09660","PMDH2","peroxisomal NAD-malate dehydrogenase 2","-","YES"
"BraA09001209",10.790589591053,3.86214632913856,180.918935364219,3.01688476371538e-10,2.15844391731273e-08,FALSE,"BraA09001209","AT2G18230","PPa2","pyrophosphorylase 2","-","-"
"BraA09005843",3.69711124789458,5.74542639277333,148.614927605379,3.17346562583784e-10,2.25712022851911e-08,FALSE,"BraA09005843","AT2G21970","42615","stress enhanced protein 2","-","-"
"BraA03004376",3.00995371857478,8.01377368113886,147.949040977555,3.29244011296139e-10,2.30768405635397e-08,FALSE,"BraA03004376","AT3G24480","AT3G24480","Leucine-rich repeat (LRR) family protein","-","-"
"BraA02004188",3.4947672325286,3.29516387261921,147.465698638082,3.38189840549385e-10,2.34498153755388e-08,FALSE,"BraA02004188","AT5G24270","SOS3","Calcium-binding EF-hand family protein","-","YES"
"BraA06004302",3.3438613207678,8.46291449655141,147.038657282374,3.46318371660743e-10,2.36870144677393e-08,FALSE,"BraA06004302","AT3G26650","GAPA","glyceraldehyde 3-phosphate dehydrogenase A subunit","-","-"
"BraA10001411",5.78350897990969,5.53134390213854,146.928280305332,3.48454433351361e-10,2.36870144677393e-08,FALSE,"BraA10001411","AT5G58770","cPT4","Undecaprenyl pyrophosphate synthetase family protein","-","-"
"BraA06003621",4.98512466509918,3.17362389567172,146.550592799979,3.55874919271008e-10,2.39960803869198e-08,FALSE,"BraA06003621","AT5G24420","PGL5","6-phosphogluconolactonase 5","-","-"
"BraA09003275",3.56953752293871,3.40308657961777,146.188501129104,3.63153906728186e-10,2.43235850719219e-08,FALSE,"BraA09003275","AT3G01660","AT3G01660","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA06003462",4.75921154158398,2.980087146556,146.070405956903,3.65563526227417e-10,2.43812284017777e-08,FALSE,"BraA06003462","AT2G17640","ATSERAT3;1","Trimeric LpxA-like enzymes superfamily protein","-","-"
"BraA03006305",5.91148551162477,3.71997754831239,145.752024356698,3.72148634477654e-10,2.44912261459737e-08,FALSE,"BraA03006305","AT4G34610","BLH6","BEL1-like homeodomain 6","YES","-"
"BraA04002558",3.98051385441132,4.3864969893247,145.097202468776,3.86110036370181e-10,2.4602532361128e-08,FALSE,"BraA04002558","AT2G35410","AT2G35410","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-"
"BraA07003594",3.69880760789578,7.16463507946635,144.695309787705,3.94965988593443e-10,2.47679866950629e-08,FALSE,"BraA07003594","AT1G73110","AT1G73110","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA07000900",3.86932348100975,5.63739977549809,144.350448850458,4.02745060437833e-10,2.49575088633523e-08,FALSE,"BraA07000900","AT3G23530","AT3G23530","Cyclopropane-fatty-acyl-phospholipid synthase","-","-"
"BraA08002073",3.29892833924098,10.1268112405008,143.96504470993,4.11640404490106e-10,2.53094529948214e-08,FALSE,"BraA08002073","AT1G55480","ZKT","protein containing PDZ domain, a K-box domain, and a TPR region","-","-"
"BraA09006174",3.05333320625204,6.85929305435956,143.679610945851,4.18368870255641e-10,2.5623058435112e-08,FALSE,"BraA09006174","AT1G16160","WAKL5","wall associated kinase-like 5","-","-"
"BraA07001383",5.3633581018731,3.53617697842957,142.787396510856,4.40200200240375e-10,2.6546939278864e-08,FALSE,"BraA07001383","AT1G23310","GGT1","glutamate:glyoxylate aminotransferase","-","-"
"BraA08002262",3.0091049003367,7.99870983466408,142.554402659861,4.46107329062464e-10,2.68004937383328e-08,FALSE,"BraA08002262","AT4G24280","cpHsc70-1","chloroplast heat shock protein 70-1","-","-"
"BraA03003722",5.26961197907207,6.26414949144206,141.609142310313,4.70991284843191e-10,2.78960666769344e-08,FALSE,"BraA03003722","AT3G11170","FAD7","fatty acid desaturase 7","-","-"
"BraA01000954",6.416984489476,6.33000713090777,141.514526607862,4.73565634812734e-10,2.79173149511327e-08,FALSE,"BraA01000954","AT4G28660","PSB28","photosystem II reaction center PSB28 protein","-","-"
"BraA08002764",3.46664387586689,6.04383552889214,140.81302471392,4.93146640166051e-10,2.88554948558128e-08,FALSE,"BraA08002764","AT1G29700","AT1G29700","Metallo-hydrolase/oxidoreductase superfamily protein","-","-"
"BraA06004308",3.32821927239113,5.61625200850985,140.328803566031,5.07186304346182e-10,2.92487326067358e-08,FALSE,"BraA06004308","AT3G26570","PHT2;1","phosphate transporter 2;1","-","-"
"BraA09006307",5.36984033822851,4.31587995475605,140.2619807057,5.09158369392987e-10,2.92487326067358e-08,FALSE,"BraA09006307","AT1G14150","PnsL2","PsbQ-like 2","-","-"
"BraA09003620",3.66381064402301,6.12729757827067,140.015640075247,5.16502156269862e-10,2.95627052352277e-08,FALSE,"BraA09003620","AT1G31190","IMPL1","myo-inositol monophosphatase like 1","-","-"
"BraSca000048",7.07763885763451,9.82119377884692,138.890044772815,5.51587101586731e-10,3.10070749249112e-08,FALSE,"BraSca000048","AT1G62180","42462","5'adenylylphosphosulfate reductase 2","-","-"
"BraA02000750",4.56818008486723,7.24749989220224,138.617339197851,5.60480013573235e-10,3.12713550092838e-08,FALSE,"BraA02000750","AT5G17170","ENH1","rubredoxin family protein","-","YES"
"BraA09004670",5.25995300509613,4.86179956009641,138.529253130323,5.63386389337914e-10,3.12713550092838e-08,FALSE,"BraA09004670","AT3G52740","AT3G52740","hypothetical protein","-","-"
"BraA03004059",7.40361201637073,3.85653451087001,138.451196278734,5.65975830351644e-10,3.12713550092838e-08,FALSE,"BraA03004059","AT3G17609","HYH","HY5-homolog","YES","-"
"BraA03004576",3.93029431974448,5.75565541212169,138.269389880766,5.72058377712571e-10,3.14832128153701e-08,FALSE,"BraA03004576","AT2G16430","PAP10","purple acid phosphatase 10","-","-"
"BraA01003240",3.26913618496794,4.0047108425193,137.798926807954,5.88137638025413e-10,3.20631498204327e-08,FALSE,"BraA01003240","AT3G24190","AT3G24190","Protein kinase superfamily protein","-","-"
"BraA04002248",4.64278072697751,6.67870022348172,137.782526436462,5.88707134568301e-10,3.20631498204327e-08,FALSE,"BraA04002248","AT2G30860","GSTF9","glutathione S-transferase PHI 9","-","-"
"BraA02000746",3.43555737741609,6.39825700912015,136.440444221027,6.37451620571203e-10,3.38969206344281e-08,FALSE,"BraA02000746","AT5G17050","UGT78D2","UDP-glucosyl transferase 78D2","-","-"
"BraA01002266",3.17143818507316,5.9640333004982,136.374201657572,6.399709416813e-10,3.39163051247935e-08,FALSE,"BraA01002266","AT4G15810","AT4G15810","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA07004037",3.04890276817274,7.35735177356411,136.267840247171,6.44039191035952e-10,3.39281438754305e-08,FALSE,"BraA07004037","AT1G78510","SPS1","solanesyl diphosphate synthase 1","-","-"
"BraA07003042",4.46142157939647,5.15722744233845,136.255699136782,6.44505401445598e-10,3.39281438754305e-08,FALSE,"BraA07003042","AT1G66130","AT1G66130","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA01004546",3.73020067225028,4.44652212626738,135.78751905234,6.62771976401768e-10,3.46579099952287e-08,FALSE,"BraA01004546","AT3G06350","MEE32","dehydroquinate dehydratase, putative / shikimate dehydrogenase","-","-"
"BraA01001067",3.7201441082827,9.66175701914386,134.865728179332,7.00439344242437e-10,3.55582146985195e-08,FALSE,"BraA01001067","AT4G18480","CHLI1","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
