"","logFC","logCPM","F","PValue","FDR","woundCtrl","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA06000753",5.43618255738321,5.81156072071397,143.984286976473,4.11191148791483e-10,1.25886072189104e-08,FALSE,"BraA06000753","AT1G53580","GLY3","glyoxalase II 3","-","-"
"BraA01000919",3.30394635562127,7.62801087657005,142.67307053676,4.43087809713384e-10,1.32841945235975e-08,FALSE,"BraA01000919","AT4G29010","AIM1","Enoyl-CoA hydratase/isomerase family","-","-"
"BraA07003782",4.5036626702378,3.26764863043601,141.439553504807,4.75616625812744e-10,1.39407927193531e-08,FALSE,"BraA07003782","AT1G75540","BBX21","salt tolerance homolog2","YES","-"
"BraA07003925",4.12280757184909,6.01235478402394,137.496184180231,5.98749490647319e-10,1.62208553920633e-08,FALSE,"BraA07003925","AT1G77000","SKP2B","RNI-like superfamily protein","-","-"
"BraA06001997",3.45666612910982,7.13427302301018,136.659448657741,6.29200489705582e-10,1.68142881289743e-08,FALSE,"BraA06001997","AT1G18270","AT1G18270","ketose-bisphosphate aldolase class-II family protein","-","-"
"BraA03006461",4.3089076701891,3.16559044665973,135.625148314272,6.69240597542072e-10,1.75857212108718e-08,FALSE,"BraA03006461","AT4G36780","BEH2","BES1/BZR1 homolog 2","YES","YES"
"BraA01004308",4.90140553230246,4.15859043583396,134.754965962423,7.0512307340003e-10,1.80465645127097e-08,FALSE,"BraA01004308","AT3G10985","SAG20","senescence associated gene 20","-","YES"
"BraA09005305",12.1613052238439,4.54383227371016,160.723661626961,7.31175502740257e-10,1.83845086471752e-08,FALSE,"BraA09005305","AT3G60140","DIN2","Glycosyl hydrolase superfamily protein","-","-"
"BraA10001950",5.74231413057459,5.03704136383498,133.831896004142,7.45535974146912e-10,1.85970463281654e-08,FALSE,"BraA10001950","AT5G18130","AT5G18130","transmembrane protein","-","-"
"BraA09000881",3.48303175700577,3.25668326657613,133.606358179021,7.5579651846705e-10,1.88231601276446e-08,FALSE,"BraA09000881","AT5G64530","XND1","xylem NAC domain 1","YES","-"
"BraA05004063",4.89118399228446,4.04447318872623,132.473610382085,8.09756373571954e-10,1.96387755316218e-08,FALSE,"BraA05004063","AT3G10260","AT3G10260","Reticulon family protein","-","-"
"BraA08003664",9.28451015129221,6.34831981123932,131.190944996568,8.76077535512257e-10,2.07672596520526e-08,FALSE,"BraA08003664","AT1G10070","BCAT-2","branched-chain amino acid transaminase 2","-","-"
"BraA06004382",4.02851604490105,4.88786814875217,130.472627913085,9.158364204541e-10,2.15474817009679e-08,FALSE,"BraA06004382","AT3G25590","AT3G25590","micronuclear linker histone polyprotein-like protein","-","-"
"BraA10002972",4.41438369152861,4.60892281464321,130.131644435121,9.35407245542608e-10,2.18731461403949e-08,FALSE,"BraA10002972","AT5G04470","SIM","cyclin-dependent protein kinase inhibitor","-","YES"
"BraA01001873",3.08672360371359,4.92599553273482,129.499673647152,9.72918130616876e-10,2.23558122276053e-08,FALSE,"BraA01001873","AT4G27020","AT4G27020","inositol-1,4,5-trisphosphate 5-phosphatase","-","-"
"BraA03005327",4.36285435075677,3.06849146314499,126.004452329559,1.21301126813299e-09,2.62624447873634e-08,FALSE,"BraA03005327","AT4G21980","APG8A","Ubiquitin-like superfamily protein","-","YES"
"BraA09005863",3.13081627236847,6.78849373036521,125.904223228176,1.22080426603066e-09,2.63937924353423e-08,FALSE,"BraA09005863","AT2G21560","AT2G21560","nucleolar-like protein","-","-"
"BraA03000490",8.23029463113042,3.6096829029398,125.207325025174,1.27655029060726e-09,2.73575450398883e-08,FALSE,"BraA03000490","AT5G25400","AT5G25400","Nucleotide-sugar transporter family protein","-","-"
"BraA02000212",3.84206004958634,4.8905799975853,122.014750685089,1.57074403031554e-09,3.15391925561546e-08,FALSE,"BraA02000212","AT5G06300","LOG7","Putative lysine decarboxylase family protein","-","-"
"BraA10000108",11.6036421828805,4.05514930369007,248.207280170022,1.58662691371817e-09,3.17729104604632e-08,FALSE,"BraA10000108","AT1G02340","HFR1","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","YES"
"BraA01000110",5.00581925103949,6.72732531147388,121.840481666462,1.58884345517644e-09,3.17735602720649e-08,FALSE,"BraA01000110","AT4G38060","AT4G38060","hypothetical protein","-","-"
"BraA03004194",4.77881947872632,4.48354453543521,121.260633180249,1.6507520468818e-09,3.25599463883703e-08,FALSE,"BraA03004194","AT3G20250","PUM5","pumilio 5","-","-"
"BraA06004710",3.54339225215292,6.66692260809611,120.324903901752,1.75637994365894e-09,3.42570264103987e-08,FALSE,"BraA06004710","AT5G46180","DELTA-OAT","ornithine-delta-aminotransferase","-","-"
"BraA03004811",6.43371064260694,4.05748730070767,119.372777019209,1.87161264915503e-09,3.5882074418636e-08,FALSE,"BraA03004811","AT3G50770","CML41","calmodulin-like 41","-","-"
"BraA04000504",8.54695164670849,2.94735030284302,118.683233157698,1.96030165504144e-09,3.7040994058046e-08,FALSE,"BraA04000504","AT3G55240","AT3G55240","Plant protein 1589 of unknown function","-","-"
"BraA08001583",4.61147328438647,4.75793936835878,118.223528840025,2.02201587829125e-09,3.78816755290308e-08,FALSE,"BraA08001583","AT4G05530","IBR1","indole-3-butyric acid response 1","-","-"
"BraA01003458",3.59255240953897,3.87378412740412,117.769823755749,2.08504501842568e-09,3.87737821123699e-08,FALSE,"BraA01003458","AT2G18900","AT2G18900","Transducin/WD40 repeat-like superfamily protein","-","-"
"BraA03004213",3.57674024104971,6.91675283930605,117.411772627867,2.13632572069495e-09,3.9380575983582e-08,FALSE,"BraA03004213","AT3G20770","EIN3","Ethylene insensitive 3 family protein","YES","YES"
"BraA04002028",4.99713198121073,4.65867553257247,116.206208971671,2.31955086550943e-09,4.13097164502164e-08,FALSE,"BraA04002028","AT2G28110","FRA8","Exostosin family protein","-","-"
"BraA10002178",3.25478148775321,3.94932360616677,116.202990039972,2.32006285527264e-09,4.13097164502164e-08,FALSE,"BraA10002178","AT5G15260","AT5G15260","ribosomal protein L34e superfamily protein","-","-"
"BraA10000085",3.65072559655946,7.30867872901638,115.482050955014,2.43795512293566e-09,4.28753224972148e-08,FALSE,"BraA10000085","AT1G01060","LHY","Homeodomain-like superfamily protein","YES","YES"
"BraA05000821",3.09744722384226,3.88787745717727,115.408378568199,2.45037198882907e-09,4.29976088117832e-08,FALSE,"BraA05000821","AT2G39300","AT2G39300","CAP-gly domain linker","-","-"
"BraA01004639",3.35572220434946,4.91773971620127,114.972834974163,2.52522812334913e-09,4.39194371950446e-08,FALSE,"BraA01004639","AT3G03720","CAT4","cationic amino acid transporter 4","-","-"
"BraA09005327",4.36240158821455,4.35408981387206,114.831619195132,2.55004053342584e-09,4.42044471322938e-08,FALSE,"BraA09005327","AT3G60390","HAT3","homeobox-leucine zipper protein 3","YES","YES"
"BraA09003235",4.72958090225906,4.94504918964412,114.219951370493,2.66068229679011e-09,4.57195844448431e-08,FALSE,"BraA09003235","AT1G34630","AT1G34630","transmembrane protein","-","-"
"BraA09006599",4.03695404113296,4.65229942264348,113.224515876645,2.85230901912758e-09,4.7913920982997e-08,FALSE,"BraA09006599","AT1G09500","AT1G09500","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA08002431",3.88606617482985,5.25231282787139,111.757124458892,3.16332237631682e-09,5.19735847632846e-08,FALSE,"BraA08002431","AT4G40060","HB16","homeobox protein 16","YES","YES"
"BraA05004722",4.46198900833743,4.23294619056019,111.621343320538,3.19395156982389e-09,5.23184783985278e-08,FALSE,"BraA05004722","AT3G01630","AT3G01630","Major facilitator superfamily protein","-","-"
"BraA08003859",3.1637040619651,2.98564075138551,111.616070719836,3.19514756888727e-09,5.23184783985278e-08,FALSE,"BraA08003859","AT1G06110","SKIP16","SKP1/ASK-interacting protein 16","-","-"
"BraA03001219",7.93015706512015,4.57848110857322,111.51945878403,3.2171505234568e-09,5.25835402276325e-08,FALSE,"BraA03001219","AT5G58670","PLC1","phospholipase C1","-","-"
"BraA04003296",4.28595319430897,8.83340884795396,111.089279097835,3.3171840662637e-09,5.37718611771273e-08,FALSE,"BraA04003296","AT2G46600","AT2G46600","Calcium-binding EF-hand family protein","-","-"
"BraA02002760",3.34874136967656,5.83175732525142,110.409329669178,3.48241223729472e-09,5.5931804709203e-08,FALSE,"BraA02002760","AT1G79590","SYP52","syntaxin of plants 52","-","-"
"BraA08000121",6.38115498337961,7.84792814189299,110.096939081541,3.56136782605281e-09,5.70253607142129e-08,FALSE,"BraA08000121","AT1G54100","ALDH7B4","aldehyde dehydrogenase 7B4","-","-"
"BraA07001373",6.30096093231829,2.94728903570221,109.360461377335,3.75548868455169e-09,5.95880966681891e-08,FALSE,"BraA07001373","AT1G23550","SRO2","similar to RCD one 2","-","-"
"BraA05000422",3.8726966159429,4.6896210277788,108.928886788306,3.87468090494404e-09,6.09874774438192e-08,FALSE,"BraA05000422","AT2G42890","ML2","MEI2-like 2","-","-"
"BraA05004041",3.38295803500536,5.6659541545025,107.868758289979,4.18568475521991e-09,6.48451555582297e-08,FALSE,"BraA05004041","AT3G10450","SCPL7","serine carboxypeptidase-like 7","-","-"
"BraA09006753",5.6898218389191,9.25714314063367,106.306829336964,4.69559041257908e-09,7.05908243495652e-08,FALSE,"BraA09006753","AT1G06570","PDS1","4-hydroxyphenylpyruvate dioxygenase","-","-"
"BraA03000503",3.77921024933277,7.61830412209023,104.650958324859,5.31265015180563e-09,7.82337733295796e-08,FALSE,"BraA03000503","AT5G11520","ASP3","aspartate aminotransferase 3","-","YES"
"BraA04001735",5.22199166910663,7.05548998549103,104.565342730077,5.34691699556863e-09,7.83239447804206e-08,FALSE,"BraA04001735","AT2G23790","AT2G23790","calcium uniporter (DUF607)","-","-"
"BraA08002046",3.33566994485169,4.82131322709702,104.321965463571,5.44567314387835e-09,7.92351510863627e-08,FALSE,"BraA08002046","AT1G54290","AT1G54290","Translation initiation factor SUI1 family protein","-","-"
"BraA08002801",3.4774732827922,4.44840376950471,104.20719043813,5.49294666275746e-09,7.98328536212396e-08,FALSE,"BraA08002801","AT1G28960","NUDX15","nudix hydrolase homolog 15","-","-"
"BraA10000049",3.06031154240015,7.6870173790454,104.021542386923,5.57037813376093e-09,8.07345781081003e-08,FALSE,"BraA10000049","AT1G01490","AT1G01490","Heavy metal transport/detoxification superfamily protein","-","-"
"BraA06001262",3.26480394351377,3.13121535696664,103.745964827682,5.68756059785125e-09,8.19800401192112e-08,FALSE,"BraA06001262","AT1G09140","SR30","SERINE-ARGININE PROTEIN 30","-","-"
"BraA06004703",3.75451702187859,5.78636330330414,102.985120963079,6.02553794472283e-09,8.56731088937464e-08,FALSE,"BraA06004703","AT5G46250","LARP6a","RNA-binding protein","-","-"
"BraA10002096",3.14314464711911,2.89876136299141,102.348594045472,6.32545388459453e-09,8.85788648963682e-08,FALSE,"BraA10002096","AT5G16200","AT5G16200","50S ribosomal protein-like protein","-","-"
"BraA05004440",8.46676172976757,3.79487277406065,102.252373443171,6.37221510907107e-09,8.89961542296173e-08,FALSE,"BraA05004440","AT3G05400","AT3G05400","Major facilitator superfamily protein","-","-"
"BraA02002177",3.20237726753867,2.93791575542739,101.355500662364,6.82700918636822e-09,9.36719967724698e-08,FALSE,"BraA02002177","AT1G70660","MMZ2","MMS ZWEI homologue 2","-","-"
"BraA01003791",3.12795435461884,6.78131521859724,100.435902376853,7.33103805373153e-09,9.81212066035155e-08,FALSE,"BraA01003791","AT3G17810","PYD1","pyrimidine 1","-","-"
"BraA03001850",3.3445054661647,7.09922565414227,100.382907235929,7.36131803721577e-09,9.83172613855365e-08,FALSE,"BraA03001850","AT2G33150","PKT3","peroxisomal 3-ketoacyl-CoA thiolase 3","-","YES"
"BraA10001898",3.13601021359621,4.84060260734326,100.284121539238,7.41813258389517e-09,9.87829161341033e-08,FALSE,"BraA10001898","AT5G18630","AT5G18630","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA05004311",4.11125041444352,5.77088124012387,99.8105545342473,7.69733757979013e-09,1.02084575487636e-07,FALSE,"BraA05004311","AT3G06860","MFP2","multifunctional protein 2","-","-"
"BraA01001448",4.55457892901656,3.3895309843843,99.6392104714114,7.80121465212028e-09,1.03012683409709e-07,FALSE,"BraA01001448","AT4G22920","NYE1","non-yellowing 1","-","YES"
"BraA09000556",3.14805852321733,3.69582221207652,99.419266697957,7.93684159540464e-09,1.0431565152175e-07,FALSE,"BraA09000556","AT5G27920","AT5G27920","F-box family protein","-","-"
"BraA08001424",3.46567203675663,6.09746486247882,98.526414436963,8.5149189163765e-09,1.10217782684018e-07,FALSE,"BraA08001424","AT4G19160","AT4G19160","transglutaminase family protein","-","-"
"BraA09003835",4.31502319944432,7.22612023171365,97.9789488887096,8.89239980972997e-09,1.13124331157482e-07,FALSE,"BraA09003835","AT2G26670","TED4","Plant heme oxygenase (decyclizing) family protein","-","-"
"BraA07003979",3.24559864098109,2.62914097521834,97.6577337494561,9.12249973059404e-09,1.15610423316868e-07,FALSE,"BraA07003979","AT1G77890","AT1G77890","DNA-directed RNA polymerase II protein","-","-"
"BraA06002654",5.9679062319773,3.63741520505203,97.6283400754289,9.1438833503504e-09,1.15788193028572e-07,FALSE,"BraA06002654","AT3G46640","PCL1","Homeodomain-like superfamily protein","YES","YES"
"BraA10002318",7.70892996995967,5.18291615100114,97.5371824694849,9.21055409303604e-09,1.16351622330969e-07,TRUE,"BraA10002318","AT5G13210","AT5G13210","Uncharacterized conserved protein UCP015417, vWA","-","-"
"BraA02001296",5.19829457182462,3.60275488639892,97.4855358227943,9.24856657357205e-09,1.16551191247417e-07,FALSE,"BraA02001296","AT5G57910","AT5G57910","ribosomal RNA small subunit methyltransferase G","-","-"
"BraA03004240",8.00324524541626,2.26389107048165,96.7312677159498,9.82401762301785e-09,1.2234595303412e-07,FALSE,"BraA03004240","AT3G21330","AT3G21330","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","-"
"BraA06001135",3.20483126074858,6.06135586893643,96.73003970013,9.82498631735244e-09,1.2234595303412e-07,FALSE,"BraA06001135","AT1G47960","C/VIF1","cell wall / vacuolar inhibitor of fructosidase 1","-","-"
"BraA03006434",4.48234683784339,5.53949310162516,96.6784467912783,9.86578020193705e-09,1.22756822433588e-07,FALSE,"BraA03006434","AT4G36400","D2HGDH","FAD-linked oxidases family protein","-","-"
"BraA10002498",8.36888151075251,4.0185771473886,96.1184940750233,1.03208243146923e-08,1.26423289333758e-07,FALSE,"BraA10002498","AT5G10660","AT5G10660","calmodulin-binding protein-like protein","-","-"
"BraA01002168",4.99025954094935,4.87499726012156,95.8985328591034,1.05059055082641e-08,1.27989901470648e-07,FALSE,"BraA01002168","AT4G16690","MES16","methyl esterase 16","-","-"
"BraA03002118",3.91589519245196,6.39395678132207,95.7459984017603,1.06364135579065e-08,1.29179899229513e-07,FALSE,"BraA03002118","AT2G38400","AGT3","alanine:glyoxylate aminotransferase 3","-","YES"
"BraA06003555",4.58964667198609,6.39484920222342,94.4763549345929,1.17952636743457e-08,1.39487190258603e-07,FALSE,"BraA06003555","AT5G23750","AT5G23750","Remorin family protein","-","-"
"BraA02004104",3.50236893063626,7.56292291765972,94.2890615588594,1.19777765768519e-08,1.41326988995239e-07,FALSE,"BraA02004104","AT5G25560","AT5G25560","CHY-type/CTCHY-type/RING-type Zinc finger protein","-","-"
"BraA05004393",9.92081835199211,3.39937598009958,208.933619779377,1.21854750886818e-08,1.431844383599e-07,FALSE,"BraA05004393","AT3G05960","STP6","sugar transporter 6","-","-"
"BraA02000250",3.7589406103852,5.5749784775835,93.7426190132254,1.25284256151008e-08,1.45964040845068e-07,FALSE,"BraA02000250","AT5G07440","GDH2","glutamate dehydrogenase 2","-","YES"
"BraA09001072",3.15475417442382,6.83106014629351,92.9805552007297,1.33438341790702e-08,1.53836824117321e-07,FALSE,"BraA09001072","AT2G14170","ALDH6B2","aldehyde dehydrogenase 6B2","-","-"
"BraA04001271",11.1586867878451,3.72674420980719,117.871698162213,1.36617740141676e-08,1.56960819695619e-07,FALSE,"BraA04001271","AT5G39520","AT5G39520","hypothetical protein (DUF1997)","-","-"
"BraA06000717",3.03430163335307,6.20976764349827,91.596133916395,1.49801905163171e-08,1.6938807379801e-07,FALSE,"BraA06000717","AT1G54095","AT1G54095","DUF1677 family protein, putative (DUF1677)","-","-"
"BraA08002898",5.06570143342747,2.26699383726287,91.4699692009492,1.51400486555055e-08,1.7103924399229e-07,FALSE,"BraA08002898","AT5G13090","AT5G13090","hypothetical protein","-","-"
"BraA06003872",4.02006862148972,8.42718666018001,91.4637729439436,1.51479482925827e-08,1.7103924399229e-07,FALSE,"BraA06003872","AT5G28050","AT5G28050","Cytidine/deoxycytidylate deaminase family protein","-","-"
"BraA09003291",6.8026252329612,3.36996514131274,91.438833968449,1.51797893830545e-08,1.71275903146436e-07,FALSE,"BraA09003291","AT3G01970","WRKY45","WRKY DNA-binding protein 45","YES","-"
"BraA02000260",4.54084902602135,2.67334478825702,91.3761505649876,1.52601494281893e-08,1.71690315939742e-07,FALSE,"BraA02000260","AT5G07680","NAC080","NAC domain containing protein 80","YES","YES"
"BraA09004600",4.46404604447581,8.7670479771358,91.2541542328442,1.54179052751108e-08,1.73217579607597e-07,FALSE,"BraA09004600","AT3G51840","ACX4","acyl-CoA oxidase 4","-","-"
"BraA08000149",4.31456650515555,3.30698220101976,91.1397093302823,1.55675424489007e-08,1.74152891361547e-07,FALSE,"BraA08000149","AT1G53580","GLY3","glyoxalase II 3","-","-"
"BraA10002045",3.04677023670398,5.11128779968984,90.5652903203486,1.6343352918099e-08,1.80903217250969e-07,FALSE,"BraA10002045","AT3G03050","CSLD3","cellulose synthase-like D3","-","-"
"BraA04002679",4.08552335182539,4.72176356568361,89.5810596310731,1.7774370619143e-08,1.93875941776726e-07,FALSE,"BraA04002679","AT2G37110","AT2G37110","PLAC8 family protein","-","-"
"BraA02003270",3.97344506238903,4.76520557615465,89.1384240220814,1.8462817837724e-08,1.99180776398749e-07,FALSE,"BraA02003270","AT5G47650","NUDT2","nudix hydrolase homolog 2","-","-"
"BraA07000983",3.37867345253272,5.95874027493372,88.7368761222259,1.91130232077612e-08,2.04791685017128e-07,FALSE,"BraA07000983","AT1G30820","AT1G30820","CTP synthase family protein","-","-"
"BraA05002434",4.73683752343024,2.3536018803018,88.2625953429006,1.99139359175321e-08,2.11693942908185e-07,FALSE,"BraA05002434","AT1G72450","JAZ6","jasmonate-zim-domain protein 6","-","YES"
"BraA09000417",3.21674810872967,4.1599697819002,88.2377154095574,1.99569666090551e-08,2.11958606225727e-07,FALSE,"BraA09000417","AT3G30390","AT3G30390","Transmembrane amino acid transporter family protein","-","-"
"BraA04002068",5.23862904215242,3.44960726189175,88.1517025961165,2.01065253803746e-08,2.13060532039715e-07,FALSE,"BraA04002068","AT2G28570","AT2G28570","hypothetical protein","-","-"
"BraA06004202",3.15196410608029,4.22323712067486,87.8837020007886,2.05805553070621e-08,2.16825930745085e-07,FALSE,"BraA06004202","AT3G27870","AT3G27870","ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein","-","-"
"BraA09003891",3.61916004019055,9.70897775111969,87.6279589835474,2.10444904936704e-08,2.1950979481138e-07,FALSE,"BraA09003891","AT1G28330","DYL1","dormancy-associated protein-like 1","-","-"
"BraA02000554",4.55601317631535,4.34935401201083,86.4959165639211,2.3242276043987e-08,2.37554172033997e-07,FALSE,"BraA02000554","AT5G13800","PPH","pheophytinase","-","-"
"BraA06002932",3.1715710488828,5.54047400849385,86.2679717317732,2.37149532592955e-08,2.39892907648658e-07,FALSE,"BraA06002932","AT5G61820","AT5G61820","stress up-regulated Nod 19 protein","-","-"
"BraA10000542",4.34609108229288,3.44247634772011,86.034983969819,2.42091358628661e-08,2.44107494222621e-07,FALSE,"BraA10000542","AT1G06800","PLA-I{gamma}1","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA08003166",11.1643598969083,2.50992370259301,154.555552420175,2.4891629031626e-08,2.49709522598976e-07,FALSE,"BraA08003166","AT1G20900","ESC","Putative AT-hook DNA-binding family protein","-","YES"
"BraA07002263",4.03796882102367,5.61664384947569,85.3671557606906,2.56901115600996e-08,2.55925541744283e-07,FALSE,"BraA07002263","AT3G61070","PEX11E","peroxin 11E","-","-"
"BraA09001455",4.06780252808772,5.28608050253166,85.1456818879927,2.62032314413525e-08,2.60213793619488e-07,FALSE,"BraA09001455","AT1G64230","UBC28","ubiquitin-conjugating enzyme 28","-","-"
"BraA01002939",3.46677336153166,6.17515035115632,84.9035402696013,2.67772853494061e-08,2.64247317491945e-07,FALSE,"BraA01002939","AT1G58180","BCA6","beta carbonic anhydrase 6","-","-"
"BraA02001554",3.9785901681128,5.25668412210196,84.4251230559809,2.79529613523351e-08,2.72940205760394e-07,FALSE,"BraA02001554","AT5G53970","TAT7","Tyrosine transaminase family protein","-","-"
"BraA08000561",5.46895991493577,3.21169586209108,84.1168441509918,2.87408302801292e-08,2.79075057747831e-07,FALSE,"BraA08000561","AT1G44800","SIAR1","nodulin MtN21 /EamA-like transporter family protein","-","-"
"BraA03005144",4.91939252394824,3.98377385078184,84.0566768801901,2.88974559724827e-08,2.80250127545827e-07,FALSE,"BraA03005144","AT4G18360","GOX3","Aldolase-type TIM barrel family protein","-","-"
"BraA06003015",7.95156671196317,2.15867121743623,83.7073919741953,2.98256219602637e-08,2.86953111035789e-07,FALSE,"BraA06003015","AT5G62480","GSTU9","glutathione S-transferase tau 9","-","-"
"BraA10000561",4.43108183258997,7.15975915205654,83.6742905465123,2.99152852122342e-08,2.87639944557463e-07,FALSE,"BraA10000561","AT1G07040","AT1G07040","plant/protein","-","-"
"BraA05002213",3.2130022754195,6.01743915823006,83.6624335202459,2.99474755607411e-08,2.87645332643526e-07,FALSE,"BraA05002213","AT1G35670","CDPK2","calcium-dependent protein kinase 2","-","-"
"BraA05000496",3.62451626025397,5.74533369873065,83.6591297426333,2.99564517496665e-08,2.87645332643526e-07,FALSE,"BraA05000496","AT2G43400","ETFQO","electron-transfer flavoprotein:ubiquinone oxidoreductase","-","-"
"BraA10001880",6.71447074820298,5.59658073501156,83.5510935137119,3.02516316750322e-08,2.89459381498484e-07,FALSE,"BraA10001880","AT5G18840","AT5G18840","Major facilitator superfamily protein","-","-"
"BraA07002008",7.8915356235331,2.69796461840413,83.3666163795366,3.07631546981083e-08,2.93639815008019e-07,FALSE,"BraA07002008","AT3G55890","AT3G55890","Yippee family putative zinc-binding protein","-","-"
"BraA02001930",3.72739676304308,4.07809685641381,83.3092033256564,3.09243035102715e-08,2.94463724895144e-07,FALSE,"BraA02001930","AT1G67360","AT1G67360","Rubber elongation factor protein (REF)","-","-"
"BraA10001022",3.40731347745217,3.16778096828674,83.0191993362439,3.175274201469e-08,3.00895941788815e-07,FALSE,"BraA10001022","AT5G54640","RAT5","Histone superfamily protein","-","YES"
"BraA01000478",3.86875073131036,1.89643062939188,82.9349512658842,3.19980025479741e-08,3.02622138364249e-07,FALSE,"BraA01000478","AT4G33625","AT4G33625","vacuole protein","-","-"
"BraA05004539",3.21735272575846,6.48351482356955,82.3745255903502,3.36839989141601e-08,3.15399252176609e-07,FALSE,"BraA05004539","AT3G03870","AT3G03870","transmembrane protein","-","-"
