Gene_ID	A._thaliana_best_hit	Symbol	Description	TF	Leaf_development
BraA03004223	AT1G51550	AT1G51550	Kelch repeat-containing F-box family protein	-	-
BraA03004224	AT3G21140	AT3G21140	Pyridoxamine 5'-phosphate oxidase family protein	-	-
BraA03004225	AT3G21150	BBX32	B-box 32	-	-
BraA03004226	AT3G21160	MNS2	alpha-mannosidase 2	-	-
BraA03004227	AT3G21180	ACA9	autoinhibited Ca(2 )-ATPase 9	-	-
BraA03004228	AT1G51650	AT1G51650	ATP synthase epsilon chain	-	-
BraA03004229	AT1G31240	AT1G31240	Bromodomain transcription factor	-	-
BraA05001660	AT4G18780	IRX1	cellulose synthase family protein	-	YES
BraA03004230	AT3G21220	MKK5	MAP kinase kinase 5	-	-
BraA03004231	AT4G03115	AT4G03115	Mitochondrial substrate carrier family protein	-	-
BraA03004232	AT3G21220	MKK5	MAP kinase kinase 5	-	-
BraA03004233	AT3G21230	4CL5	4-coumarate:CoA ligase 5	-	-
BraA03004234	AT3G21230	4CL5	4-coumarate:CoA ligase 5	-	-
BraA03004235	AT3G21230	4CL5	4-coumarate:CoA ligase 5	-	-
BraA03004236	AT1G51690	B ALPHA	protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform	-	-
BraA03004237	AT3G21270	DOF2	DOF zinc finger protein 2	YES	-
BraA03004238	AT3G21305	#N/A	#N/A	-	-
BraA03004239	AT3G21320	AT3G21320	EARLY FLOWERING protein	-	-
BraA05001661	AT5G36160	AT5G36160	Tyrosine transaminase family protein	-	-
BraA03004240	AT3G21330	AT3G21330	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	YES	-
BraA03004241	AT3G21340	AT3G21340	Leucine-rich repeat protein kinase family protein	-	-
BraA03004242	AT3G21352	AT3G21352	transmembrane protein	-	-
BraA03004243	AT3G21400	AT3G21400	dynein beta chain, ciliary protein	-	-
BraA03004244	AT3G21410	AT3G21410	F-box and associated interaction domains-containing protein	-	-
BraA03004245	AT3G21460	AT3G21460	Glutaredoxin family protein	-	-
BraA03004246	AT3G21460	AT3G21460	Glutaredoxin family protein	-	-
BraA03004247	AT3G27060	TSO2	Ferritin/ribonucleotide reductase-like family protein	-	-
BraA03004248	AT3G21490	AT3G21490	Heavy metal transport/detoxification superfamily protein	-	-
BraA03004249	AT4G15560	CLA1	Deoxyxylulose-5-phosphate synthase	-	YES
BraA05001662	AT5G36120	CCB3	cofactor assembly, complex C (B6F)	-	YES
BraA03004250	AT3G29680	AT3G29680	HXXXD-type acyl-transferase family protein	-	-
BraA03004251	AT3G21530	AT3G21530	DNAse I-like superfamily protein	-	-
BraA03004252	AT3G21580	ABCI12	cobalt ion transmembrane transporter	-	-
BraA03004253	AT3G21600	AT3G21600	Senescence/dehydration-associated protein-like protein	-	-
BraA03004254	AT3G21610	AT3G21610	Acid phosphatase/vanadium-dependent haloperoxidase-related protein	-	-
BraA03004255	AT3G21620	AT3G21620	ERD (early-responsive to dehydration stress) family protein	-	-
BraA03004256	AT3G21680	AT3G21680	hypothetical protein	-	-
BraA03004257	AT5G50840	AT5G50840	alpha-taxilin-like protein	-	-
BraA03004258	AT3G21690	AT3G21690	MATE efflux family protein	-	-
BraA03004259	AT3G21700	SGP2	Ras-related small GTP-binding family protein	-	-
BraA05001663	AT5G35980	YAK1	YAK1-like protein 1	-	-
BraA03004260	AT3G21710	AT3G21710	transmembrane protein	-	-
BraA03004261	AT1G19485	AT1G19485	Transducin/WD40 repeat-like superfamily protein	-	-
BraA03004262	AT3G21720	ICL	isocitrate lyase	-	-
BraA03004263	AT3G21760	HYR1	UDP-Glycosyltransferase superfamily protein	-	-
BraA03004264	AT3G21760	HYR1	UDP-Glycosyltransferase superfamily protein	-	-
BraA03004265	AT3G21790	AT3G21790	UDP-Glycosyltransferase superfamily protein	-	-
BraA03004266	AT3G21865	PEX22	peroxin 22	-	-
BraA03004267	AT3G21970	AT3G21970	cysteine-rich repeat secretory protein, putative (DUF26)	-	-
BraA03004268	AT3G21970	AT3G21970	cysteine-rich repeat secretory protein, putative (DUF26)	-	-
BraA03004269	AT2G37920	emb1513	copper ion transmembrane transporter	-	-
BraA05001664	AT5G35910	AT5G35910	Polynucleotidyl transferase, ribonuclease H fold protein with HRDC domain-containing protein	-	YES
BraA03004270	AT3G52590	UBQ1	ubiquitin extension protein 1	-	-
BraA03004271	AT3G11510	AT3G11510	Ribosomal protein S11 family protein	-	-
BraA03004272	AT3G21970	AT3G21970	cysteine-rich repeat secretory protein, putative (DUF26)	-	-
BraA03004273	AT3G22110	PAC1	20S proteasome alpha subunit C1	-	-
BraA03004274	AT3G22142	AT3G22142	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	-	-
BraA03004275	AT2G07760	AT2G07760	Zinc knuckle (CCHC-type) family protein	-	-
BraA03004276	AT3G22160	AT3G22160	VQ motif-containing protein	-	-
BraA03004277	AT3G22190	IQD5	IQ-domain 5	-	-
BraA03004278	AT4G11850	PLDGAMMA1	phospholipase D gamma 1	-	-
BraA03004279	AT3G22190	IQD5	IQ-domain 5	-	-
BraA05001567	AT2G29900	PS2	Presenilin-2	-	-
BraA05001665	AT5G35840	PHYC	phytochrome C	-	-
BraA03004280	AT4G15000	AT4G15000	Ribosomal L27e protein family	-	-
BraA03004281	AT1G12930	AT1G12930	ARM repeat superfamily protein	-	-
BraA03004282	AT5G53670	AT5G53670	transmembrane protein	-	-
BraA03004284	AT4G20520	AT4G20520	RNA binding / RNA-directed DNA polymerase	-	-
BraA03004285	AT2G38640	AT2G38640	LURP-one-like protein (DUF567)	-	-
BraA03004286	AT1G31150	AT1G31150	K-box region protein (DUF1985)	-	-
BraA03004287	AT1G40087	AT1G40087	Plant transposase (Ptta/En/Spm family)	-	-
BraA03004288	AT1G67020	AT1G67020	transmembrane protein	-	-
BraA03004289	AT3G22290	AT3G22290	Endoplasmic reticulum vesicle transporter protein	-	-
BraA05001666	AT4G10200	AT4G10200	TTF-type zinc finger protein with HAT dimerization domain-containing protein	-	-
BraA03004290	AT3G22300	RPS10	ribosomal protein S10	-	-
BraA03004291	AT3G22320	NRPB5	Eukaryotic rpb5 RNA polymerase subunit family protein	-	-
BraA03004292	AT3G22370	AOX1A	alternative oxidase 1A	-	YES
BraA03004293	AT3G22380	TIC	time for coffee	-	-
BraA03004294	AT3G22420	WNK2	with no lysine (K) kinase 2	-	-
BraA03004295	AT3G22480	PDF2	prefoldin 2	-	-
BraA03004296	AT3G22490	AT3G22490	Seed maturation protein	-	-
BraA03004297	AT3G22520	AT3G22520	spindle assembly abnormal protein	-	-
BraA03004298	AT4G30090	AT4G30090	golgin family A protein	-	-
BraA05001667	AT5G35620	LSP1	Eukaryotic initiation factor 4E protein	-	-
BraA03004299	AT3G22540	AT3G22540	hypothetical protein (DUF1677)	-	-
BraA03004300	AT3G22550	AT3G22550	NAD(P)H-quinone oxidoreductase subunit, putative (DUF581)	-	-
BraA03004301	AT2G20630	PIA1	PP2C induced by AVRRPM1	-	-
BraA03004302	AT3G22600	AT3G22600	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	-	-
BraA03004303	AT3G22620	AT3G22620	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	-	-
BraA03004304	AT3G22650	CEG	F-box and associated interaction domains-containing protein	-	-
BraA03004305	AT3G22660	AT3G22660	rRNA processing protein-like protein	-	-
BraA03004306	AT3G22670	AT3G22670	Pentatricopeptide repeat (PPR) superfamily protein	-	-
BraA03004307	AT3G22670	AT3G22670	Pentatricopeptide repeat (PPR) superfamily protein	-	-
BraA03004308	AT3G22680	RDM1	RNA-DIRECTED DNA METHYLATION 1	-	-
BraA05001668	AT5G35220	EGY1	Peptidase M50 family protein	-	-
BraA03004309	AT3G22780	TSO1	Tesmin/TSO1-like CXC domain-containing protein	YES	-
BraA03004310	AT3G22830	HSFA6B	heat shock transcription factor A6B	YES	-
BraA03004311	AT3G22840	ELIP1	Chlorophyll A-B binding family protein	-	YES
BraA03004312	AT3G22850	AT3G22850	aluminum induced protein with YGL and LRDR motifs	-	-
BraA03004313	AT3G22890	APS1	ATP sulfurylase 1	-	-
BraA03004314	AT3G22930	CML11	calmodulin-like 11	-	-
BraA03004315	AT1G28190	AT1G28190	hypothetical protein	-	-
BraA03004316	AT3G22942	AGG2	G-protein gamma subunit 2	-	-
BraA03004317	AT1G23280	AT1G23280	MAK16 protein-like protein	-	-
BraA03004318	AT3G22960	PKP-ALPHA	Pyruvate kinase family protein	-	-
BraA05001669	AT3G24535	AT3G24535	hypothetical protein	-	-
BraA03004319	AT3G22970	AT3G22970	hypothetical protein (DUF506)	-	-
BraA03004320	AT3G23030	IAA2	indole-3-acetic acid inducible 2	-	YES
BraA03004321	AT5G15690	AT5G15690	zinc ion binding protein	-	-
BraA03004322	AT5G15685	#N/A	#N/A	-	-
BraA03004323	AT3G23050	IAA7	indole-3-acetic acid 7	-	YES
BraA03004324	AT1G62740	Hop2	stress-inducible protein	-	-
BraA03004325	AT3G23060	AT3G23060	RING/U-box superfamily protein	-	-
BraA03004326	AT1G63580	AT1G63580	Receptor-like protein kinase-related family protein	-	-
BraA03004327	AT3G16030	CES101	lectin protein kinase family protein	-	-
BraA03004328	AT3G23140	URO	C2H2 and C2HC zinc fingers superfamily protein	-	-
BraA05001670	AT4G13330	AT4G13330	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	-	-
BraA03004329	AT3G23170	AT3G23170	hypothetical protein	-	-
BraA03004330	AT3G23180	AT3G23180	HR-like lesion-inducing protein-like protein	-	-
BraA03004331	AT3G23250	MYB15	myb domain protein 15	YES	-
BraA03004332	AT3G23300	AT3G23300	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	-	-
BraA03004333	AT3G23380	RIC5	ROP-interactive CRIB motif-containing protein 5	-	-
BraA03004334	AT4G14320	AT4G14320	Zinc-binding ribosomal protein family protein	-	YES
BraA03004335	AT3G23410	FAO3	fatty alcohol oxidase 3	-	-
BraA03004336	AT3G23440	EDA6	embryo sac development arrest 6	-	-
BraA03004337	AT3G23530	AT3G23530	Cyclopropane-fatty-acyl-phospholipid synthase	-	-
BraA03004338	AT3G23605	AT3G23605	Ubiquitin-like superfamily protein	-	-
BraA05001671	AT3G57390	AGL18	AGAMOUS-like 18	YES	-
BraA03004339	AT1G66390	MYB90	myb domain protein 90	YES	YES
BraA03004340	AT3G23770	AT3G23770	O-Glycosyl hydrolases family 17 protein	-	-
BraA03004341	AT3G23790	AAE16	AMP-dependent synthetase and ligase family protein	-	-
BraA03004342	AT4G14010	RALFL32	ralf-like 32	-	-
BraA03004343	AT3G23810	SAHH2	S-adenosyl-l-homocysteine (SAH) hydrolase 2	-	YES
BraA03004344	AT3G15670	AT3G15670	Late embryogenesis abundant protein (LEA) family protein	-	-
BraA03004345	AT3G23820	GAE6	UDP-D-glucuronate 4-epimerase 6	-	-
BraA03004346	AT3G23870	AT3G23870	magnesium transporter NIPA (DUF803)	-	-
BraA03004347	AT3G24050	GATA1	GATA transcription factor 1	YES	-
BraA03004348	AT3G24090	GFAT	putative glucosamine-fructose-6-phosphate aminotransferase	-	-
BraA05001672	AT4G13450	AT4G13450	Adenine nucleotide alpha hydrolases-like superfamily protein	-	-
BraA03004349	AT3G24120	AT3G24120	Homeodomain-like superfamily protein	YES	-
BraA03004350	AT3G24130	AT3G24130	Pectin lyase-like superfamily protein	-	-
BraA03004351	AT3G24140	FMA	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	YES	YES
BraA03004352	AT3G24160	PMP	putative type 1 membrane protein	-	-
BraA03004353	AT3G24170	GR1	glutathione-disulfide reductase	-	-
BraA03004354	AT1G34290	RLP5	receptor like protein 5	-	-
BraA03004355	AT3G24250	AT3G24250	glycine-rich protein	-	-
BraA03004356	AT3G23990	HSP60	heat shock protein 60	-	YES
BraA03004357	AT3G23980	BLI	BLISTER	-	YES
BraA03004358	AT4G13560	UNE15	Late embryogenesis abundant protein (LEA) family protein	-	-
BraA03004359	AT3G23920	BAM1	beta-amylase 1	-	-
BraA03004360	AT3G23640	HGL1	heteroglycan glucosidase 1	-	-
BraA03004361	AT3G21890	BBX31	B-box type zinc finger family protein	-	-
BraA03004362	AT3G21890	BBX31	B-box type zinc finger family protein	-	-
BraA03004363	AT3G24290	AMT1;5	ammonium transporter 1;5	-	-
BraA03004364	AT3G24310	MYB305	myb domain protein 305	YES	-
BraA03004365	AT1G40390	AT1G40390	DNAse I-like superfamily protein	-	-
BraA03004366	AT1G48520	GATB	GLU-ADT subunit B	-	-
BraA03004367	AT3G24315	AtSec20	Sec20 family protein	-	-
BraA03004368	AT3G24340	CHR40	chromatin remodeling 40	-	-
BraA05001674	AT4G13510	AMT1;1	ammonium transporter 1;1	-	-
BraA03004369	AT3G24350	SYP32	syntaxin of plants 32	-	-
BraA03004370	AT3G24360	AT3G24360	ATP-dependent caseinolytic (Clp) protease/crotonase family protein	-	-
BraA03004371	AT5G11360	AT5G11360	Interleukin-1 receptor-associated kinase 4 protein	-	-
BraA03004372	AT3G24450	AT3G24450	Heavy metal transport/detoxification superfamily protein	-	-
BraA03004373	AT3G24460	AT3G24460	Serinc-domain containing serine and sphingolipid biosynthesis protein	-	-
BraA03004374	AT3G19960	ATM1	myosin 1	-	-
BraA03004375	AT1G08730	XIC	Myosin family protein with Dil domain-containing protein	-	-
BraA03004376	AT3G24480	AT3G24480	Leucine-rich repeat (LRR) family protein	-	-
BraA03004377	AT4G04470	PMP22	Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein	-	-
BraA03004378	AT3G24490	AT3G24490	Alcohol dehydrogenase transcription factor Myb/SANT-like family protein	YES	-
BraA05001568	AT4G05360	AT4G05360	Zinc knuckle (CCHC-type) family protein	-	-
BraA05001675	AT4G00930	CIP4.1	COP1-interacting protein 4.1	-	-
BraA03004379	AT3G24503	ALDH2C4	aldehyde dehydrogenase 2C4	-	-
BraA03004380	AT3G24515	UBC37	ubiquitin-conjugating enzyme 37	-	-
BraA03004381	AT3G54670	TTN8	Structural maintenance of chromosomes (SMC) family protein	-	YES
BraA03004382	AT3G24520	HSFC1	heat shock transcription factor C1	YES	-
BraA03004383	AT4G01915	AT4G01915	hypothetical protein	-	-
BraA03004384	AT3G24570	AT3G24570	Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein	-	-
BraA03004385	AT5G38440	AT5G38440	Plant self-incompatibility protein S1 family	-	-
BraA03004386	AT2G20120	COV1	CONTINUOUS VASCULAR RING protein (DUF502)	-	-
BraA03004387	AT3G24620	ROPGEF8	RHO guanyl-nucleotide exchange factor 8	-	-
BraA03004388	AT3G24650	ABI3	AP2/B3-like transcriptional factor family protein	YES	YES
BraA05001676	AT4G23160	CRK8	cysteine-rich RECEPTOR-like kinase	-	-
BraA03004389	AT3G24660	TMKL1	transmembrane kinase-like 1	-	-
BraA03004390	AT5G61210	SNAP33	soluble N-ethylmaleimide-sensitive factor adaptor protein 33	-	-
BraA03004391	AT5G07880	SNAP29	synaptosomal-associated protein SNAP25-like 29	-	-
BraA03004392	AT5G53150	AT5G53150	DnaJ heat shock amino-terminal domain protein	-	-
BraA03004393	AT3G18480	CASP	CCAAT-displacement protein alternatively spliced product	-	-
BraA03004394	AT3G24715	AT3G24715	kinase superfamily with octicosapeptide/Phox/Bem1p domain-containing protein	-	-
BraA03004395	AT3G24730	AT3G24730	mRNA splicing factor, thioredoxin-like U5 snRNP	-	-
BraA03004396	AT2G07190	AT2G07190	transmembrane protein, putative (DUF1985)	-	-
BraA03004397	AT3G24800	PRT1	proteolysis 1	-	-
BraA03004398	AT3G24810	ICK3	Cyclin-dependent kinase inhibitor family protein	-	YES
BraA05001677	AT4G13530	AT4G13530	transmembrane protein	-	-
BraA03004399	AT3G24880	AT3G24880	Helicase/SANT-associated, DNA binding protein	-	-
BraA03004400	AT3G25040	ERD2B	endoplasmic reticulum retention defective 2B	-	-
BraA03004401	AT3G25060	AT3G25060	Tetratricopeptide repeat (TPR)-like superfamily protein	-	-
BraA03004402	AT4G22100	BGLU3	beta glucosidase 2	-	-
BraA03004403	AT3G25070	RIN4	RPM1 interacting protein 4	-	-
BraA03004404	AT3G25100	CDC45	cell division cycle 45	-	YES
BraA03004405	AT3G25110	FaTA	fatA acyl-ACP thioesterase	-	-
BraA03004406	AT3G25140	QUA1	Nucleotide-diphospho-sugar transferases superfamily protein	-	-
BraA03004407	AT3G25160	AT3G25160	ER lumen protein retaining receptor family protein	-	-
BraA03004408	AT3G25180	CYP82G1	cytochrome P450, family 82, subfamily G, polypeptide 1	-	-
BraA05001678	AT4G13850	GR-RBP2	glycine-rich RNA-binding protein 2	-	-
BraA03004409	AT3G25190	AT3G25190	Vacuolar iron transporter (VIT) family protein	-	-
BraA03004410	AT3G25220	FKBP15-1	FK506-binding protein 15 kD-1	-	-
BraA03004411	AT3G25230	ROF1	rotamase FKBP 1	-	-
BraA03004412	AT3G25240	AT3G25240	sulfate/thiosulfate import ATP-binding protein, putative (DUF506)	-	-
BraA03004413	AT3G25260	AT3G25260	Major facilitator superfamily protein	-	-
BraA03004414	AT3G25260	AT3G25260	Major facilitator superfamily protein	-	-
BraA03004415	AT3G25470	AT3G25470	bacterial hemolysin-like protein	-	-
BraA03004416	AT3G25480	AT3G25480	Rhodanese/Cell cycle control phosphatase superfamily protein	-	-
BraA03004417	AT3G25500	AFH1	formin homology 1	-	-
BraA03004418	AT4G12790	AT4G12790	P-loop containing nucleoside triphosphate hydrolases superfamily protein	-	-
BraA05001679	AT4G14080	MEE48	O-Glycosyl hydrolases family 17 protein	-	-
BraA03004419	AT3G25520	ATL5	ribosomal protein L5	-	YES
BraA03004420	AT3G25520	ATL5	ribosomal protein L5	-	YES
BraA03004421	AT2G04040	DTX1	MATE efflux family protein	-	-
BraA03004422	AT5G48620	AT5G48620	Disease resistance protein (CC-NBS-LRR class) family	-	-
BraA03004423	AT2G04160	AIR3	Subtilisin-like serine endopeptidase family protein	-	YES
BraA03004424	AT2G04240	XERICO	RING/U-box superfamily protein	-	YES
BraA03004425	AT2G04350	LACS8	AMP-dependent synthetase and ligase family protein	-	-
BraA03004426	AT2G04400	AT2G04400	Aldolase-type TIM barrel family protein	-	YES
BraA03004427	AT2G04410	AT2G04410	RPM1-interacting protein 4 (RIN4) family protein	-	-
BraA03004428	AT1G54410	AT1G54410	dehydrin family protein	-	-
BraA05001680	AT4G14100	AT4G14100	transferases, transferring glycosyl groups	-	-
BraA03004429	AT2G04515	AT2G04515	transmembrane protein	-	-
BraA03004430	AT2G04520	AT2G04520	Nucleic acid-binding, OB-fold-like protein	-	-
BraA03004431	AT2G04530	CPZ	Metallo-hydrolase/oxidoreductase superfamily protein	-	-
BraA03004432	AT2G04540	AT2G04540	Beta-ketoacyl synthase	-	-
BraA03004433	AT2G04550	IBR5	indole-3-butyric acid response 5	-	-
BraA03004434	AT2G04570	AT2G04570	GDSL-like Lipase/Acylhydrolase superfamily protein	-	-
BraA03004435	AT4G23220	CRK14	cysteine-rich RECEPTOR-like kinase	-	-
BraA03004436	AT2G04740	AT2G04740	ankyrin repeat family protein	-	-
BraA03004437	AT2G04780	FLA7	FASCICLIN-like arabinoogalactan 7	-	-
BraA03004438	AT2G04790	AT2G04790	PTB domain engulfment adapter	-	YES
BraA05001681	AT3G23690	AT3G23690	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	YES	-
BraA03004439	AT1G58055	AT1G58055	Defensin-like (DEFL) family protein	-	-
BraA03004440	AT1G58055	AT1G58055	Defensin-like (DEFL) family protein	-	-
BraA03004441	AT2G04795	AT2G04795	hypothetical protein	-	-
BraA03004442	AT2G04842	EMB2761	threonyl-tRNA synthetase, putative / threonine-tRNA ligase	-	-
BraA03004443	AT2G04850	AT2G04850	Auxin-responsive family protein	-	-
BraA03004444	AT2G04860	AT2G04860	Tetratricopeptide repeat (TPR)-like superfamily protein	-	-
BraA03004445	AT2G04865	AT2G04865	Aminotransferase-like, plant mobile domain family protein	-	-
BraA03004446	AT5G41480	GLA1	Folylpolyglutamate synthetase family protein	-	-
BraA03004447	AT2G04865	AT2G04865	Aminotransferase-like, plant mobile domain family protein	-	-
BraA03004448	AT2G04865	AT2G04865	Aminotransferase-like, plant mobile domain family protein	-	-
BraA05001682	AT5G01630	BRCA2B	BRCA2-like B	-	YES
BraA03004449	AT1G67310	AT1G67310	Calmodulin-binding transcription activator protein with CG-1 and Ankyrin domain	YES	-
BraA03004450	AT2G04880	ZAP1	zinc-dependent activator protein-1	YES	-
BraA03004451	AT5G35750	HK2	histidine kinase 2	-	YES
BraA03004452	AT2G04940	AT2G04940	scramblase-like protein	-	-
BraA03004453	AT1G14720	XTH28	xyloglucan endotransglucosylase/hydrolase 28	-	YES
BraA03004454	AT3G15490	AT3G15490	Regulator of Vps4 activity in the MVB pathway protein	-	-
BraA03004455	AT4G09490	AT4G09490	Polynucleotidyl transferase, ribonuclease H-like superfamily protein	-	-
BraA03004456	AT2G05100	LHCB2.1	photosystem II light harvesting complex protein 2.1	-	-
BraA03004457	AT2G05120	AT2G05120	Nucleoporin, Nup133/Nup155-like protein	-	-
BraA03004458	AT2G05160	AT2G05160	CCCH-type zinc fingerfamily protein with RNA-binding domain-containing protein	-	-
BraA05001683	AT1G80290	AT1G80290	Nucleotide-diphospho-sugar transferases superfamily protein	-	-
BraA03004459	AT2G05250	AT2G05250	DNAJ heat shock N-terminal domain-containing protein	-	-
BraA03004460	AT2G05320	AT2G05320	beta-1,2-N-acetylglucosaminyltransferase II	-	-
BraA03004461	AT2G05320	AT2G05320	beta-1,2-N-acetylglucosaminyltransferase II	-	-
BraA03004462	AT2G05440	GRP9	GLYCINE RICH PROTEIN 9	-	-
BraA03004463	AT2G05520	GRP-3	glycine-rich protein 3	-	-
BraA03004464	AT2G05540	AT2G05540	Glycine-rich protein family	-	-
BraA03004465	AT2G05590	AT2G05590	TLD-domain containing nucleolar protein	-	-
BraA03004466	AT2G05620	PGR5	proton gradient regulation 5	-	YES
BraA03004467	AT2G05630	ATG8D	Ubiquitin-like superfamily protein	-	-
BraA03004468	AT2G05710	ACO3	aconitase 3	-	-
BraA05001684	AT4G38180	FRS5	FAR1-related sequence 5	YES	-
BraA03004469	AT2G05755	AT2G05755	Nodulin MtN21 /EamA-like transporter family protein	-	-
BraA03004470	AT2G05760	AT2G05760	Xanthine/uracil permease family protein	-	-
BraA03004471	AT2G07690	MCM5	Minichromosome maintenance (MCM2/3/5) family protein	-	YES
BraA03004472	AT2G07560	HA6	H[ ]-ATPase 6	-	-
BraA03004473	AT2G07050	CAS1	cycloartenol synthase 1	-	YES
BraA03004474	AT2G07020	AT2G07020	kinase with adenine nucleotide alpha hydrolases-like domain-containing protein	-	-
BraA03004475	AT5G35320	AT5G35320	DBH-like monooxygenase	-	-
BraA03004476	AT2G06850	XTH4	xyloglucan endotransglucosylase/hydrolase 4	-	YES
BraA03004477	AT2G06530	VPS2.1	SNF7 family protein	-	-
BraA03004478	AT2G06210	ELF8	binding protein	-	-
BraA05001569	AT1G21240	WAK3	wall associated kinase 3	-	-
BraA05001685	AT5G57350	HA3	H[ ]-ATPase 3	-	-
BraA03004479	AT2G05990	MOD1	NAD(P)-binding Rossmann-fold superfamily protein	-	-
BraA03004480	AT2G05990	MOD1	NAD(P)-binding Rossmann-fold superfamily protein	-	-
BraA03004481	AT2G11520	CRCK3	calmodulin-binding receptor-like cytoplasmic kinase 3	-	-
BraA03004482	AT5G38391	#N/A	#N/A	-	-
BraA03004483	AT2G05840	PAA2	20S proteasome subunit PAA2	-	-
BraA03004484	AT2G11890	AT2G11890	adenylate cyclase	-	-
BraA03004485	AT2G11910	AT2G11910	hypothetical protein	-	-
BraA03004486	AT2G12400	AT2G12400	plasma membrane fusion protein	-	-
BraA03004487	AT2G12462	AT2G12462	sterile alpha motif (SAM) domain protein	-	-
