"","logFC","logCPM","F","PValue","FDR","woundCtrl","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA08002801",3.5098039106677,4.44840376950471,83.2935574026546,3.09683812254845e-08,5.17454692663616e-07,FALSE,"BraA08002801","AT1G28960","NUDX15","nudix hydrolase homolog 15","-","-"
"BraA08002654",4.25496580840216,6.79941584280863,82.6183396893572,3.29386841586399e-08,5.38374754576315e-07,FALSE,"BraA08002654","AT3G45300","IVD","isovaleryl-CoA-dehydrogenase","-","-"
"BraA09006753",5.7304720087119,9.25714314063367,82.1303558575845,3.44491992883283e-08,5.55563931145787e-07,FALSE,"BraA09006753","AT1G06570","PDS1","4-hydroxyphenylpyruvate dioxygenase","-","-"
"BraA03000503",3.82005414659412,7.61830412209023,81.953204353077,3.50164439434308e-08,5.612403711463e-07,FALSE,"BraA03000503","AT5G11520","ASP3","aspartate aminotransferase 3","-","YES"
"BraA03004194",4.37246196158923,4.48354453543521,81.2735361495542,3.72909393131086e-08,5.86959384788329e-07,FALSE,"BraA03004194","AT3G20250","PUM5","pumilio 5","-","-"
"BraA09001072",3.37632473597999,6.83106014629351,80.5395659625423,3.99329382624441e-08,6.16220047304775e-07,FALSE,"BraA09001072","AT2G14170","ALDH6B2","aldehyde dehydrogenase 6B2","-","-"
"BraA03005327",3.89127111599406,3.06849146314499,80.4754796223553,4.01733046694846e-08,6.18716062130809e-07,FALSE,"BraA03005327","AT4G21980","APG8A","Ubiquitin-like superfamily protein","-","YES"
"BraA07003925",3.51896606254274,6.01235478402394,80.0942335045836,4.16368380608818e-08,6.33201769157758e-07,FALSE,"BraA07003925","AT1G77000","SKP2B","RNI-like superfamily protein","-","-"
"BraA06004382",3.50225743248319,4.88786814875217,80.0813496495449,4.16873196400095e-08,6.33357539704392e-07,FALSE,"BraA06004382","AT3G25590","AT3G25590","micronuclear linker histone polyprotein-like protein","-","-"
"BraA03002118",4.09809579981179,6.39395678132207,79.6405008597424,4.34562541542933e-08,6.51456575427122e-07,FALSE,"BraA03002118","AT2G38400","AGT3","alanine:glyoxylate aminotransferase 3","-","YES"
"BraA09003159",3.015361951313,2.79939435888757,79.3113775141484,4.48311953624157e-08,6.65700957551342e-07,FALSE,"BraA09003159","AT4G05150","AT4G05150","Octicosapeptide/Phox/Bem1p family protein","-","-"
"BraA05004539",3.69439606002713,6.48351482356955,78.5660521313949,4.81268271170759e-08,7.01403943354422e-07,FALSE,"BraA05004539","AT3G03870","AT3G03870","transmembrane protein","-","-"
"BraA06004285",3.67971125186708,6.83926376238172,77.0307357920441,5.57970894016169e-08,7.84849139572341e-07,FALSE,"BraA06004285","AT3G26840","PES2","Esterase/lipase/thioesterase family protein","-","-"
"BraA02002503",3.10936922816855,3.60222993972468,77.0045693805525,5.59390626680621e-08,7.86143612852944e-07,FALSE,"BraA02002503","AT1G75800","AT1G75800","Pathogenesis-related thaumatin superfamily protein","-","-"
"BraA02001544",6.55248215552847,6.69384018968165,76.4762549823313,5.88930769155604e-08,8.15283228364926e-07,FALSE,"BraA02001544","AT5G54080","HGO","homogentisate 1,2-dioxygenase","-","-"
"BraA10001898",3.1646823858817,4.84060260734326,76.2199688204034,6.03880973919574e-08,8.26529263434269e-07,FALSE,"BraA10001898","AT5G18630","AT5G18630","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA03001219",6.89655264308559,4.57848110857322,76.1434414215512,6.08426405018891e-08,8.29864091420913e-07,FALSE,"BraA03001219","AT5G58670","PLC1","phospholipase C1","-","-"
"BraA03001683",3.56337384023516,6.73328953236595,76.0842646051654,6.11967308461298e-08,8.32269882748822e-07,FALSE,"BraA03001683","AT2G30070","KT1","potassium transporter 1","-","-"
"BraA10000085",3.40031142000326,7.30867872901638,75.9685715718319,6.18956152624379e-08,8.39136075995498e-07,FALSE,"BraA10000085","AT1G01060","LHY","Homeodomain-like superfamily protein","YES","YES"
"BraA08003505",3.01174747057246,5.30057353006705,75.5139545895229,6.47289438008667e-08,8.67092404617567e-07,FALSE,"BraA08003505","AT1G12780","UGE1","UDP-D-glucose/UDP-D-galactose 4-epimerase 1","-","-"
"BraA09002415",3.66701500488006,7.80211957880148,75.487539286946,6.48979424147344e-08,8.68617018374081e-07,FALSE,"BraA09002415","AT5G47720","AACT1","Thiolase family protein","-","YES"
"BraA07002578",4.51397657684423,3.87169875255136,75.0908246306103,6.749581484847e-08,8.95016112649467e-07,FALSE,"BraA07002578","AT1G76590","AT1G76590","PLATZ transcription factor family protein","-","-"
"BraA02001296",5.14945713168953,3.60275488639892,74.9363391498753,6.85385013837603e-08,9.05030211225157e-07,FALSE,"BraA02001296","AT5G57910","AT5G57910","ribosomal RNA small subunit methyltransferase G","-","-"
"BraA02000212",3.29986207869432,4.8905799975853,74.6872705069449,7.02574118457636e-08,9.21543052043599e-07,FALSE,"BraA02000212","AT5G06300","LOG7","Putative lysine decarboxylase family protein","-","-"
"BraA06003555",4.76658876219942,6.39484920222342,74.3260566776721,7.28358845340366e-08,9.49056690983563e-07,FALSE,"BraA06003555","AT5G23750","AT5G23750","Remorin family protein","-","-"
"BraA03004213",3.19760643231823,6.91675283930605,74.2285964147128,7.35494551601222e-08,9.55171967178485e-07,FALSE,"BraA03004213","AT3G20770","EIN3","Ethylene insensitive 3 family protein","YES","YES"
"BraA04002882",5.17754401805432,2.71676892696345,73.5262548080092,7.89271461713742e-08,1.00510783231184e-06,FALSE,"BraA04002882","AT3G55960","AT3G55960","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","-","-"
"BraA09004600",4.59004781737878,8.7670479771358,72.6639589689293,8.61350409856543e-08,1.08238104032048e-06,FALSE,"BraA09004600","AT3G51840","ACX4","acyl-CoA oxidase 4","-","-"
"BraA08003418",5.22898998009795,3.25452682836831,72.5756977133261,8.69130938507114e-08,1.08918160605907e-06,FALSE,"BraA08003418","AT1G15010","AT1G15010","mediator of RNA polymerase II transcription subunit","-","-"
"BraA01001964",3.23266750915056,5.73119829794403,71.8878892149308,9.32505875369635e-08,1.1493846889834e-06,FALSE,"BraA01001964","AT4G27740","AT4G27740","Yippee family putative zinc-binding protein","-","-"
"BraA07000983",3.4991037665315,5.95874027493372,71.8542518669948,9.35734171858076e-08,1.15063909314449e-06,FALSE,"BraA07000983","AT1G30820","AT1G30820","CTP synthase family protein","-","-"
"BraA03001585",4.18844731089441,3.62177294657522,71.8031740705713,9.40660028353638e-08,1.1522170308394e-06,FALSE,"BraA03001585","AT5G52120","PP2-A14","phloem protein 2-A14","-","-"
"BraA06002253",3.1096560474175,3.17848467047597,71.5700621438716,9.63509249524267e-08,1.16961339651613e-06,FALSE,"BraA06002253","AT1G76460","AT1G76460","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-"
"BraA02004104",3.51784408484927,7.56292291765972,71.5328636447445,9.67212038353817e-08,1.17287499874338e-06,FALSE,"BraA02004104","AT5G25560","AT5G25560","CHY-type/CTCHY-type/RING-type Zinc finger protein","-","-"
"BraA02000260",4.47595338447695,2.67334478825702,71.2304297958908,9.97909556023255e-08,1.20249693538519e-06,FALSE,"BraA02000260","AT5G07680","NAC080","NAC domain containing protein 80","YES","YES"
"BraA03005224",3.8509664652258,4.17957465224411,71.2144888733463,9.99557317786332e-08,1.20283120657163e-06,FALSE,"BraA03005224","AT4G19860","AT4G19860","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA01002566",3.94928875042988,6.29931685661291,70.1581803664769,1.11577907557985e-07,1.30478177188906e-06,FALSE,"BraA01002566","AT3G48530","KING1","SNF1-related protein kinase regulatory subunit gamma 1","-","-"
"BraA07001523",7.50026953131613,4.73688825473612,69.6352871412794,1.17880040529777e-07,1.35829563538704e-06,FALSE,"BraA07001523","AT1G21000","AT1G21000","PLATZ transcription factor family protein","-","-"
"BraA03003329",6.77374639346252,7.97018615326438,69.5858221416928,1.1849637113622e-07,1.36078179127988e-06,FALSE,"BraA03003329","AT3G03470","CYP89A9","cytochrome P450, family 87, subfamily A, polypeptide 9","-","-"
"BraA09001455",4.22014685213765,5.28608050253166,69.5763720782139,1.18614524627446e-07,1.36078179127988e-06,FALSE,"BraA09001455","AT1G64230","UBC28","ubiquitin-conjugating enzyme 28","-","-"
"BraA08002431",3.37034616922873,5.25231282787139,69.4752069044264,1.19887609069608e-07,1.37039285893656e-06,FALSE,"BraA08002431","AT4G40060","HB16","homeobox protein 16","YES","YES"
"BraA01002939",3.60621638208433,6.17515035115632,69.443726890032,1.20286847633816e-07,1.37232709286604e-06,FALSE,"BraA01002939","AT1G58180","BCA6","beta carbonic anhydrase 6","-","-"
"BraA08002394",3.07251125331193,3.86843832519405,68.8822095097757,1.27661849580732e-07,1.43733727639537e-06,FALSE,"BraA08002394","AT2G02760","UBC2","ubiquiting-conjugating enzyme 2","-","-"
"BraA08001583",3.84631970217227,4.75793936835878,68.86034587421,1.27958985749259e-07,1.43965292043841e-06,FALSE,"BraA08001583","AT4G05530","IBR1","indole-3-butyric acid response 1","-","-"
"BraA09000476",5.51056712929156,5.14530508593149,68.8370307747753,1.28276693677163e-07,1.44013920005602e-06,FALSE,"BraA09000476","AT5G49450","bZIP1","basic leucine-zipper 1","YES","-"
"BraA03006434",4.31959842219512,5.53949310162516,68.806832981538,1.28689491743498e-07,1.44057490825911e-06,FALSE,"BraA03006434","AT4G36400","D2HGDH","FAD-linked oxidases family protein","-","-"
"BraA05001283",3.98364885555736,9.02504558578288,68.7873818376571,1.28956165548734e-07,1.44057490825911e-06,FALSE,"BraA05001283","AT2G33150","PKT3","peroxisomal 3-ketoacyl-CoA thiolase 3","-","YES"
"BraA07003782",3.29038514515763,3.26764863043601,68.2602459750064,1.36421910897971e-07,1.5089816426803e-06,FALSE,"BraA07003782","AT1G75540","BBX21","salt tolerance homolog2","YES","-"
"BraA05004722",3.7898944814457,4.23294619056019,67.2887158915539,1.51471309967858e-07,1.63522525301378e-06,FALSE,"BraA05004722","AT3G01630","AT3G01630","Major facilitator superfamily protein","-","-"
"BraA10001389",3.19156018003401,3.39834688744042,66.9966719847671,1.56348642905107e-07,1.67638122569917e-06,FALSE,"BraA10001389","AT5G58570","AT5G58570","transmembrane protein","-","-"
"BraA02000132",8.0508118059158,1.74928118978356,66.918904873339,1.57676610276116e-07,1.68331041025876e-06,FALSE,"BraA02000132","AT5G04040","SDP1","Patatin-like phospholipase family protein","-","-"
"BraA01003277",3.07176442595997,3.06552127941063,66.6886768548398,1.61681969999912e-07,1.71026492459585e-06,FALSE,"BraA01003277","AT3G23605","AT3G23605","Ubiquitin-like superfamily protein","-","-"
"BraA09003835",4.09615094081673,7.22612023171365,66.5551045209922,1.64057446775497e-07,1.73074008863694e-06,FALSE,"BraA09003835","AT2G26670","TED4","Plant heme oxygenase (decyclizing) family protein","-","-"
"BraA03001850",3.06938581951055,7.09922565414227,66.4729365115617,1.65537964368546e-07,1.74402112393635e-06,FALSE,"BraA03001850","AT2G33150","PKT3","peroxisomal 3-ketoacyl-CoA thiolase 3","-","YES"
"BraA09006975",3.90535892319507,6.22338522966263,66.3262114111131,1.68218697835966e-07,1.76635243758379e-06,FALSE,"BraA09006975","AT1G02340","HFR1","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","YES"
"BraA05004311",3.76950868854956,5.77088124012387,66.1972597176744,1.706145126646e-07,1.78436706268492e-06,FALSE,"BraA05004311","AT3G06860","MFP2","multifunctional protein 2","-","-"
"BraA06004202",3.11481115020969,4.22323712067486,66.1452309602619,1.71591863194591e-07,1.79220698519102e-06,FALSE,"BraA06004202","AT3G27870","AT3G27870","ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein","-","-"
"BraA05004393",11.3387323833189,3.39937598009958,125.771549454019,1.80286299649506e-07,1.86814111684215e-06,FALSE,"BraA05004393","AT3G05960","STP6","sugar transporter 6","-","-"
"BraA01004624",6.55739718003474,4.65397681102179,65.556443318415,1.83095943825362e-07,1.8885518714359e-06,FALSE,"BraA01004624","AT3G04070","NAC047","NAC domain containing protein 47","YES","YES"
"BraA04001735",4.61333146865123,7.05548998549103,65.4714588335752,1.84826001327652e-07,1.90265615493607e-06,FALSE,"BraA04001735","AT2G23790","AT2G23790","calcium uniporter (DUF607)","-","-"
"BraA03000591",4.13325461833673,4.29488567586051,65.3830528953828,1.86644982336796e-07,1.9163679204052e-06,FALSE,"BraA03000591","AT5G13180","NAC083","NAC domain containing protein 83","YES","YES"
"BraA06003456",3.87743191310517,5.9205881495779,65.3665609918987,1.86986502258389e-07,1.91760465518597e-06,FALSE,"BraA06003456","AT2G17710","AT2G17710","Big1","-","-"
"BraA05003015",3.23838198468068,5.5235688485304,64.9654304519502,1.95510589918632e-07,1.98537850665759e-06,FALSE,"BraA05003015","AT3G20250","PUM5","pumilio 5","-","-"
"BraA03004643",3.98371571316653,5.75666309058319,64.8909575419216,1.97140137834142e-07,1.99677333945263e-06,FALSE,"BraA03004643","AT5G23050","AAE17","acyl-activating enzyme 17","-","-"
"BraA09003973",4.2219249871596,4.86064445374239,64.748646258864,2.00296146159801e-07,2.01964211438518e-06,FALSE,"BraA09003973","AT1G27300","AT1G27300","transmembrane protein","-","-"
"BraA02002839",9.75712337563613,5.96587826213606,64.3144087370253,2.1027794507485e-07,2.1027794507485e-06,FALSE,"BraA02002839","AT1G80160","GLYI7","Lactoylglutathione lyase / glyoxalase I family protein","-","-"
"BraA08003115",3.52843094694932,7.37195652180835,64.2576485628594,2.11622994013677e-07,2.11220413809466e-06,FALSE,"BraA08003115","AT1G21920","AT1G21920","Histone H3 K4-specific methyltransferase SET7/9 family protein","-","-"
"BraA05000496",3.57614847283684,5.74533369873065,63.877458036312,2.20882386342517e-07,2.18434308825373e-06,FALSE,"BraA05000496","AT2G43400","ETFQO","electron-transfer flavoprotein:ubiquinone oxidoreductase","-","-"
"BraA07003165",6.58538592183224,3.81275205457346,63.6594571299883,2.26393946369795e-07,2.22715044741286e-06,FALSE,"BraA07003165","AT1G67920","AT1G67920","hypothetical protein","-","-"
"BraA07001251",3.06513647548496,5.05251497390516,63.5639901604995,2.28855474495437e-07,2.24435212994279e-06,FALSE,"BraA07001251","AT1G25520","AT1G25520","Uncharacterized protein family (UPF0016)","-","-"
"BraA09003355",4.75440432661531,3.98757972701851,63.2047606754837,2.38387595397298e-07,2.31475678689295e-06,FALSE,"BraA09003355","AT1G33700","AT1G33700","Beta-glucosidase, GBA2 type family protein","-","-"
"BraA08003166",8.55181251207926,2.50992370259301,102.795598951894,2.48332807010082e-07,2.38904836006462e-06,FALSE,"BraA08003166","AT1G20900","ESC","Putative AT-hook DNA-binding family protein","-","YES"
"BraA03005107",3.75489072561642,6.62835095856727,62.551680997445,2.56866461596984e-07,2.44886620565507e-06,FALSE,"BraA03005107","AT4G17900","AT4G17900","PLATZ transcription factor family protein","-","-"
"BraA04002762",4.37762561569464,7.91536775831814,62.4726577721646,2.59208217601387e-07,2.46464620811764e-06,FALSE,"BraA04002762","AT2G38170","CAX1","cation exchanger 1","-","-"
"BraA10002498",6.87892785526772,4.0185771473886,62.4485777010938,2.59926502656501e-07,2.46510084222121e-06,FALSE,"BraA10002498","AT5G10660","AT5G10660","calmodulin-binding protein-like protein","-","-"
"BraA07002831",5.28958727006347,3.87398064124467,62.3951829203414,2.61527108552796e-07,2.46936813954469e-06,FALSE,"BraA07002831","AT3G29670","PMAT2","HXXXD-type acyl-transferase family protein","-","-"
"BraA03004814",4.71966873391816,3.19709985541244,61.9262852419575,2.76062530203707e-07,2.57723856785667e-06,FALSE,"BraA03004814","AT3G50830","COR413-PM2","cold-regulated 413-plasma membrane 2","-","-"
"BraA02000405",3.23354484905225,5.60214727603406,61.1168068932025,3.0331320514659e-07,2.77405569378694e-06,FALSE,"BraA02000405","AT5G11090","AT5G11090","serine-rich protein-like protein","-","-"
"BraA06003872",3.71215212915642,8.42718666018001,61.1007918701667,3.03881633437848e-07,2.77441816143372e-06,FALSE,"BraA06003872","AT5G28050","AT5G28050","Cytidine/deoxycytidylate deaminase family protein","-","-"
"BraA09001194",4.69569318057117,8.12773627128946,60.8200357593984,3.14041121097615e-07,2.83104653268984e-06,FALSE,"BraA09001194","AT2G18050","HIS1-3","histone H1-3","-","YES"
"BraA07002315",9.56068766491501,1.69604727661123,67.8714826958294,3.3012213319372e-07,2.93260998659951e-06,TRUE,"BraA07002315","AT3G62090","PIL2","phytochrome interacting factor 3-like 2","YES","YES"
"BraA03005014",3.91315793139357,4.55545308771096,59.7675415343752,3.55623197405215e-07,3.08939359096417e-06,FALSE,"BraA03005014","AT4G16520","ATG8F","Ubiquitin-like superfamily protein","-","-"
"BraA04000146",5.15952824191286,5.55301031515804,59.4979109224972,3.67235083149634e-07,3.16901327235484e-06,FALSE,"BraA04000146","AT3G61060","PP2-A13","phloem protein 2-A13","-","-"
"BraA09003891",3.39227330569853,9.70897775111969,59.4541661812907,3.6915836226177e-07,3.18212082256312e-06,FALSE,"BraA09003891","AT1G28330","DYL1","dormancy-associated protein-like 1","-","-"
"BraA01000213",4.14931716675321,7.318369738249,59.3099061122455,3.75580535576893e-07,3.22335748635785e-06,FALSE,"BraA01000213","AT4G36860","AT4G36860","LIM domain-containing protein","-","YES"
"BraA08000149",3.77362055849382,3.30698220101976,58.3726544944637,4.20451408685894e-07,3.5033907743335e-06,FALSE,"BraA08000149","AT1G53580","GLY3","glyoxalase II 3","-","-"
"BraA01004510",4.51982819322344,2.008177966428,58.2665619039194,4.25894711659501e-07,3.53751069209527e-06,FALSE,"BraA01004510","AT3G06860","MFP2","multifunctional protein 2","-","-"
"BraA02000741",3.32152517374207,3.75407427217006,57.8693902354873,4.46977927312913e-07,3.66047480536174e-06,FALSE,"BraA02000741","AT1G20850","XCP2","xylem cysteine peptidase 2","-","YES"
"BraA02001297",6.68813599113381,4.1468813118456,57.8054322127874,4.50480090831209e-07,3.67767460045811e-06,FALSE,"BraA02001297","AT4G28085","AT4G28085","transmembrane protein","-","-"
"BraA03002555",3.82717675222339,6.88140878720684,57.4306752307217,4.71622789587787e-07,3.8146673731304e-06,FALSE,"BraA03002555","AT2G46600","AT2G46600","Calcium-binding EF-hand family protein","-","-"
"BraA05000099",3.93225466095924,6.44094655492594,57.2556707732428,4.81871349469136e-07,3.86904176157386e-06,FALSE,"BraA05000099","AT2G47710","AT2G47710","Adenine nucleotide alpha hydrolases-like superfamily protein","-","-"
"BraA05001380",6.10919868243728,7.14306975819972,57.159324688391,4.87618855819517e-07,3.90138356101413e-06,FALSE,"BraA05001380","AT2G32150","AT2G32150","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","-","-"
