"","logFC","logCPM","F","PValue","FDR","woundCtrl","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA04001451",8.68712410797544,11.8173780567557,311.270662248383,6.10942750562477e-13,1.49295108451444e-10,FALSE,"BraA04001451","AT5G38410","RBCS3B","Ribulose bisphosphate carboxylase (small chain) family protein","-","YES"
"BraA05001097",8.13234616437231,5.27744275236295,309.501551101059,6.41883603726934e-13,1.52197982478877e-10,FALSE,"BraA05001097","AT1G32470","AT1G32470","Single hybrid motif superfamily protein","-","-"
"BraA06003776",3.2911299553,5.12567779080274,305.322156663216,7.22119040626024e-13,1.6384683128648e-10,FALSE,"BraA06003776","AT5G26667","PYR6","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA03001437",5.43227675761059,10.1397579865149,299.505074414896,8.529416955609e-13,1.81423003893629e-10,FALSE,"BraA03001437","AT5G54770","THI1","thiazole biosynthetic enzyme, chloroplast (ARA6) (THI1) (THI4)","-","-"
"BraA05003526",3.7429542557729,9.41760996698446,298.609195813478,8.75333631527727e-13,1.83703351469952e-10,FALSE,"BraA05003526","AT3G15850","FAD5","fatty acid desaturase 5","-","-"
"BraA09006470",3.92415307532769,9.14251252334407,293.954217164985,1.00269608298475e-12,2.02338927515128e-10,FALSE,"BraA09006470","AT1G11860","AT1G11860","Glycine cleavage T-protein family","-","YES"
"BraA09003100",4.03999880240988,7.10309182343226,291.842467634494,1.06714754598826e-12,2.04483641114211e-10,FALSE,"BraA09003100","AT4G04850","KEA3","K  efflux antiporter 3","-","-"
"BraA05000807",5.9158796378693,7.52359574142168,291.803893533895,1.06836680989843e-12,2.04483641114211e-10,FALSE,"BraA05000807","AT2G39470","PnsL1","PsbP-like protein 2","-","-"
"BraA03006148",3.13608625877619,6.9912218686569,291.564280618243,1.07597528129673e-12,2.04483641114211e-10,FALSE,"BraA03006148","AT4G32770","VTE1","tocopherol cyclase, chloroplast / vitamin E deficient 1 (VTE1) / sucrose export defective 1 (SXD1)","-","YES"
"BraA09006403",5.32905433146508,10.6908134899334,291.492039196314,1.07828095377887e-12,2.04483641114211e-10,FALSE,"BraA09006403","AT1G12900","GAPA-2","glyceraldehyde 3-phosphate dehydrogenase A subunit 2","-","-"
"BraA03000235",3.54438306647692,7.66893645006914,287.74918205196,1.20558239508944e-12,2.20649615101253e-10,FALSE,"BraA03000235","AT5G05740","EGY2","ethylene-dependent gravitropism-deficient and yellow-green-like 2","-","-"
"BraA10002909",5.33015906057463,7.8456669337358,286.835716529725,1.23912556135853e-12,2.21634503815719e-10,FALSE,"BraA10002909","AT5G09650","PPa6","pyrophosphorylase 6","-","-"
"BraA03002964",4.63611710878104,6.03421767838878,282.360174185049,1.41916227599238e-12,2.40189400259355e-10,FALSE,"BraA03002964","AT4G04020","FIB","fibrillin","-","YES"
"BraA08002004",4.62258731931449,4.6742263509944,280.108384104179,1.52057751306505e-12,2.51254063012424e-10,FALSE,"BraA08002004","AT4G29070","AT4G29070","Phospholipase A2 family protein","-","-"
"BraA09004850",7.57702508362067,6.4484163374312,279.856217823916,1.53242630553956e-12,2.51254063012424e-10,FALSE,"BraA09004850","AT3G54830","AT3G54830","Transmembrane amino acid transporter family protein","-","-"
"BraA03003901",4.41342401320417,8.56096788157025,278.197412451816,1.61297103383585e-12,2.5767105290886e-10,FALSE,"BraA03003901","AT3G14415","GOX2","Aldolase-type TIM barrel family protein","-","-"
"BraA09005567",4.08698707628902,8.2573897824976,278.043573199341,1.62067561867708e-12,2.5767105290886e-10,FALSE,"BraA09005567","AT2G26500","AT2G26500","cytochrome b6f complex subunit (petM)","-","-"
"BraA03006095",5.87644813494642,6.94860898486964,276.700917341875,1.68967874353034e-12,2.63659109068765e-10,FALSE,"BraA03006095","AT4G31870","GPX7","glutathione peroxidase 7","-","YES"
"BraA07002023",5.92507371159453,6.99680278150415,275.635323058223,1.74676501526324e-12,2.66857264129593e-10,FALSE,"BraA07002023","AT3G56290","AT3G56290","potassium transporter","-","-"
"BraA06001278",5.617645596394,7.42780895234306,269.571224376865,2.11527894834494e-12,3.02677187699539e-10,FALSE,"BraA06001278","AT1G09340","CRB","chloroplast RNA binding protein","-","YES"
"BraA09003521",3.30016237717692,6.27170023057618,266.410591089643,2.3409727900716e-12,3.28990283176133e-10,FALSE,"BraA09003521","AT1G32080","LrgB","membrane protein","-","-"
"BraA01000237",6.13890009354574,6.83068884938386,266.116910658887,2.36326440147004e-12,3.29183908664942e-10,FALSE,"BraA01000237","AT4G36530","AT4G36530","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA01000215",3.06186688831656,7.4280499794971,263.831833400464,2.54497932747862e-12,3.45327367366495e-10,FALSE,"BraA01000215","AT4G36810","GGPS1","geranylgeranyl pyrophosphate synthase 1","-","-"
"BraA07002708",6.0718860933154,8.60239868618774,262.652227608721,2.64481071088196e-12,3.52790852451543e-10,FALSE,"BraA07002708","AT1G73600","AT1G73600","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA03001809",6.08084243656736,3.81301413800745,261.062663774454,2.78627595454503e-12,3.65466529371157e-10,FALSE,"BraA03001809","AT2G32500","AT2G32500","Stress responsive alpha-beta barrel domain protein","-","-"
"BraA04000162",3.25158302956707,10.9126849435535,256.229853775449,3.27060271124516e-12,4.1183429339999e-10,FALSE,"BraA04000162","AT3G60750","AT3G60750","Transketolase","-","-"
"BraA05000185",3.02099540878724,9.09010349453549,254.065171419592,3.51725595959242e-12,4.32512568781131e-10,FALSE,"BraA05000185","AT2G46820","PSI-P","photosystem I P subunit","-","-"
"BraA08002568",5.4338731624422,10.5853184588741,253.661988007971,3.56543908804493e-12,4.33444793077775e-10,FALSE,"BraA08002568","AT1G12900","GAPA-2","glyceraldehyde 3-phosphate dehydrogenase A subunit 2","-","-"
"BraA07003829",5.54163203496274,8.22515117782685,253.542057677807,3.57991252224337e-12,4.33444793077775e-10,FALSE,"BraA07003829","AT1G76100","PETE1","plastocyanin 1","-","-"
"BraA07000900",4.6913294492449,5.63739977549809,253.192714380311,3.6224447338791e-12,4.35246413063031e-10,FALSE,"BraA07000900","AT3G23530","AT3G23530","Cyclopropane-fatty-acyl-phospholipid synthase","-","-"
"BraA03004149",5.7058783401773,6.95758357358282,251.467420541254,3.84088706578707e-12,4.57996684965822e-10,FALSE,"BraA03004149","AT3G19480","AT3G19480","D-3-phosphoglycerate dehydrogenase","-","-"
"BraA10001878",5.19864511917617,4.71208671983152,250.486613280013,3.97155804470332e-12,4.6614181601966e-10,FALSE,"BraA10001878","AT5G18860","NSH3","inosine-uridine preferring nucleoside hydrolase family protein","-","-"
"BraA02004452",3.62672670500327,7.18578017694191,250.292207235149,3.99803971808476e-12,4.6614181601966e-10,FALSE,"BraA02004452","AT2G29180","AT2G29180","transmembrane protein","-","YES"
"BraA09006174",3.57626937712786,6.85929305435956,248.140988349592,4.30452506110049e-12,4.94549083662203e-10,FALSE,"BraA09006174","AT1G16160","WAKL5","wall associated kinase-like 5","-","-"
"BraA09000210",4.55760695482891,6.60125324294695,247.433412120991,4.41096067851762e-12,4.99485763164513e-10,FALSE,"BraA09000210","AT4G02530","AT4G02530","chloroplast thylakoid lumen protein","-","-"
"BraA06004302",3.85398134615084,8.46291449655141,246.4028528779,4.57124089225821e-12,5.100588003537e-10,FALSE,"BraA06004302","AT3G26650","GAPA","glyceraldehyde 3-phosphate dehydrogenase A subunit","-","-"
"BraA05001825",3.48192882945769,7.37150437945894,244.725437249812,4.84612479404871e-12,5.26055201781563e-10,FALSE,"BraA05001825","AT1G52510","AT1G52510","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA07001383",6.66181162461812,3.53617697842957,242.908491195387,5.1647397842152e-12,5.39458874412444e-10,FALSE,"BraA07001383","AT1G23310","GGT1","glutamate:glyoxylate aminotransferase","-","-"
"BraA06003049",6.36356358170637,4.35068066413696,242.850741210779,5.17524079010667e-12,5.39458874412444e-10,FALSE,"BraA06003049","AT5G62720","AT5G62720","Integral membrane HPP family protein","-","-"
"BraA04001564",5.04889539061347,5.14396076287877,242.358387789203,5.26573612592296e-12,5.45280833039654e-10,FALSE,"BraA04001564","AT2G21860","AT2G21860","violaxanthin de-epoxidase-like protein","-","-"
"BraA05004613",3.42978764553487,4.08165428308533,242.116351532407,5.31086524469482e-12,5.46359600990173e-10,FALSE,"BraA05004613","AT3G02730","TRXF1","thioredoxin F-type 1","-","-"
"BraA08000983",3.31842795747455,8.07869059836051,241.64813194288,5.39939051041011e-12,5.51859783336722e-10,FALSE,"BraA08000983","AT5G40950","RPL27","ribosomal protein large subunit 27","-","-"
"BraA01004807",10.8789848019349,7.94124020799424,239.873297028635,5.75012912063922e-12,5.76477913113766e-10,FALSE,"BraA01004807","AT3G01500","CA1","carbonic anhydrase 1","-","-"
"BraA10002206",3.89019998326235,5.53879901228745,238.417676896381,6.05669424732151e-12,5.9957463806818e-10,FALSE,"BraA10002206","AT5G14760","AO","L-aspartate oxidase","-","-"
"BraA09003620",4.28521531211415,6.12729757827067,237.424163555744,6.27633613457067e-12,6.17434567238389e-10,FALSE,"BraA09003620","AT1G31190","IMPL1","myo-inositol monophosphatase like 1","-","-"
"BraA08002764",4.03504285807468,6.04383552889214,235.819895851067,6.64989792435784e-12,6.42143517358236e-10,FALSE,"BraA08002764","AT1G29700","AT1G29700","Metallo-hydrolase/oxidoreductase superfamily protein","-","-"
"BraA08003681",4.03570712364559,7.14648445054856,234.255152693031,7.03815692606568e-12,6.67352951905264e-10,FALSE,"BraA08003681","AT1G09780","iPGAM1","Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent","-","-"
"BraA06000196",3.118908895439,8.85807401679597,233.463675367799,7.24407247881216e-12,6.78700600098235e-10,FALSE,"BraA06000196","AT5G45930","CHLI2","magnesium chelatase i2","-","-"
"BraA10002910",7.47591485616977,5.85775744117471,233.191400101428,7.31644716405931e-12,6.81425315753216e-10,FALSE,"BraA10002910","AT5G09660","PMDH2","peroxisomal NAD-malate dehydrogenase 2","-","YES"
"BraA05002362",5.02788837933255,4.22217644942457,232.163879672101,7.59689213318563e-12,6.94954592958377e-10,FALSE,"BraA05002362","AT1G32470","AT1G32470","Single hybrid motif superfamily protein","-","-"
"BraA09003092",3.92393070601284,8.00589146393961,229.958926067388,8.23984544914238e-12,7.28624535783714e-10,FALSE,"BraA09003092","AT4G04640","ATPC1","ATPase, F1 complex, gamma subunit protein","-","YES"
"BraA02002440",4.44186495720194,5.66193913637554,226.263623715009,9.45718721440604e-12,8.22409540081497e-10,FALSE,"BraA02002440","AT1G74730","AT1G74730","transmembrane protein, putative (DUF1118)","-","-"
"BraA01004802",4.64962113877619,5.2177115189092,225.899680159977,9.58748836481695e-12,8.253364159119e-10,FALSE,"BraA01004802","AT3G01440","PnsL3","PsbQ-like 1","-","-"
"BraA03000567",3.41232352802465,4.97669974825188,225.876885026561,9.59571563607863e-12,8.253364159119e-10,FALSE,"BraA03000567","AT5G12470","AT5G12470","UvrABC system C protein, putative (DUF3411)","-","-"
"BraA02000929",3.19361959664923,6.60736605457699,225.357563371077,9.78528841074895e-12,8.34330317703755e-10,FALSE,"BraA02000929","AT5G19855","RbcX2","Chaperonin-like RbcX protein","-","-"
"BraA06000926",4.16725080117519,6.73986292428155,225.300700703879,9.8062966185003e-12,8.34330317703755e-10,FALSE,"BraA06000926","AT1G51110","AT1G51110","Plastid-lipid associated protein PAP / fibrillin family protein","-","-"
"BraA08002073",3.63386213040118,10.1268112405008,224.699125818911,1.00316426495042e-11,8.48914275823639e-10,FALSE,"BraA08002073","AT1G55480","ZKT","protein containing PDZ domain, a K-box domain, and a TPR region","-","-"
"BraA05004612",4.93054341766288,3.79208094365899,224.190993839388,1.02264655764756e-11,8.6077309183811e-10,FALSE,"BraA05004612","AT3G02720","DJ1D","Class I glutamine amidotransferase-like superfamily protein","-","-"
"BraA02000306",3.13136180104046,3.98995379418638,222.641508621503,1.08469466424721e-11,8.9082139133087e-10,FALSE,"BraA02000306","AT5G09230","SRT2","sirtuin 2","-","-"
"BraA08001624",3.43908367931187,6.86200702077317,222.339142362364,1.09728343083391e-11,8.9082139133087e-10,FALSE,"BraA08001624","AT4G35250","HCF244","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA07002742",11.3777778268133,5.81647615496935,278.931016088747,1.11046237638053e-11,8.96342451498948e-10,FALSE,"BraA07002742","AT1G72610","GER1","germin-like protein 1","-","-"
"BraA02004188",3.81633320490941,3.29516387261921,221.503281092375,1.13293522682583e-11,9.09816350522377e-10,FALSE,"BraA02004188","AT5G24270","SOS3","Calcium-binding EF-hand family protein","-","YES"
"BraA07000048",3.10808899782009,4.84440089447279,221.103642567136,1.15043346770367e-11,9.19178821403846e-10,FALSE,"BraA07000048","AT2G20340","AAS","Pyridoxal phosphate (PLP)-dependent transferases superfamily protein","-","-"
"BraA08002093",3.91310047677157,3.84370381063493,220.879574999626,1.16037533186199e-11,9.2243978401554e-10,FALSE,"BraA08002093","AT4G28730","GrxC5","Glutaredoxin family protein","-","-"
"BraA09001262",4.45786342378112,5.90401711442644,220.534856251323,1.17585710937366e-11,9.25399545077068e-10,FALSE,"BraA09001262","AT4G29840","MTO2","Pyridoxal-5'-phosphate-dependent enzyme family protein","-","-"
"BraA03003008",3.45589911473947,8.77318913740186,218.648270623666,1.26475094176526e-11,9.85503951652736e-10,FALSE,"BraA03003008","AT4G03520","ATHM2","Thioredoxin superfamily protein","-","-"
"BraA09005843",3.96178084437321,5.74542639277333,218.417203944864,1.27614172131846e-11,9.89481314953329e-10,FALSE,"BraA09005843","AT2G21970","42615","stress enhanced protein 2","-","-"
"BraA09003483",3.51649707989398,4.49324982969794,217.303634463842,1.33265667912087e-11,1.02322029899329e-09,FALSE,"BraA09003483","AT1G32520","AT1G32520","TLDc domain protein","-","-"
"BraA02002954",9.72000152742278,4.23867843183478,216.216330818975,1.39052935684168e-11,1.05733971384966e-09,FALSE,"BraA02002954","AT4G00165","AT4G00165","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein","-","-"
"BraA03002946",6.27443825084191,5.68998215316343,214.339252126098,1.49711546475997e-11,1.10631912747991e-09,FALSE,"BraA03002946","AT4G12320","CYP706A6","cytochrome P450, family 706, subfamily A, polypeptide 6","-","-"
"BraA05001563",3.05907244877813,5.59056862107274,213.034397417058,1.57654336273196e-11,1.1450164681828e-09,FALSE,"BraA05001563","AT2G29970","AT2G29970","Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA03005569",5.92737871049355,4.21772587435944,212.967470040206,1.58074153076448e-11,1.1450164681828e-09,FALSE,"BraA03005569","AT4G25130","PMSR4","peptide met sulfoxide reductase 4","-","-"
"BraA09006307",6.01121487441728,4.31587995475605,212.771121654558,1.59312964759869e-11,1.1450164681828e-09,FALSE,"BraA09006307","AT1G14150","PnsL2","PsbQ-like 2","-","-"
"BraA09001531",3.25944172504424,5.00093982374583,211.731712484714,1.66052897543427e-11,1.18555039864186e-09,FALSE,"BraA09001531","AT1G64430","AT1G64430","Pentatricopeptide repeat (PPR) superfamily protein","-","-"
"BraA06000577",3.12383627511928,4.78446826842256,211.670569801026,1.66459109339168e-11,1.18555039864186e-09,FALSE,"BraA06000577","AT3G44020","AT3G44020","thylakoid lumenal P17.1 protein","-","-"
"BraA09005883",6.4304940413331,4.48464231106621,210.848417980913,1.72029644851473e-11,1.20881545087597e-09,FALSE,"BraA09005883","AT2G21370","XK-1","xylulose kinase-1","-","-"
"BraA08000832",3.6811893380508,5.63324744219489,210.516179377438,1.74339156894423e-11,1.21420280067178e-09,FALSE,"BraA08000832","AT1G32550","FdC2","2Fe-2S ferredoxin-like superfamily protein","-","-"
"BraA03000614",4.67312160321213,5.04115653250251,210.223780715525,1.76400205015177e-11,1.22314503389378e-09,FALSE,"BraA03000614","AT5G13630","GUN5","magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH)","-","-"
"BraA05000754",6.57253471936177,7.94299858038867,208.867633062502,1.86319475422869e-11,1.28064128522094e-09,FALSE,"BraA05000754","AT2G40100","LHCB4.3","light harvesting complex photosystem II","-","-"
"BraA07003594",3.93125885740605,7.16463507946635,208.579809500847,1.88503376601047e-11,1.29001875986977e-09,FALSE,"BraA07003594","AT1G73110","AT1G73110","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA10002437",3.13248623824933,4.95669491460944,208.022781185043,1.92811024772163e-11,1.31378594368564e-09,FALSE,"BraA10002437","AT5G11450","PPD5","PsbP domain protein (Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein)","-","-"
"BraA09004114",6.51376729280501,6.49186725588673,207.44739258448,1.97375634220831e-11,1.33264043300452e-09,FALSE,"BraA09004114","AT1G26761","AT1G26761","Arabinanase/levansucrase/invertase","-","-"
"BraA09003275",3.89749686505649,3.40308657961777,207.355200714223,1.98118082162045e-11,1.33264043300452e-09,FALSE,"BraA09003275","AT3G01660","AT3G01660","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA07002501",4.62804587824286,9.46237012293835,206.863929469936,2.02127041493609e-11,1.34550408093664e-09,FALSE,"BraA07002501","AT1G78340","GSTU22","glutathione S-transferase TAU 22","-","-"
"BraA03002984",3.96085741902217,10.8971457091253,206.639731722833,2.03986417494156e-11,1.34550408093664e-09,FALSE,"BraA03002984","AT4G04640","ATPC1","ATPase, F1 complex, gamma subunit protein","-","YES"
"BraA03001813",4.68486525025882,5.44768826865037,206.183340008178,2.07830398098796e-11,1.36302102753127e-09,FALSE,"BraA03001813","AT2G32640","AT2G32640","Lycopene beta/epsilon cyclase protein","-","-"
"BraA06000349",8.50858632267314,5.42284852066216,204.522662825769,2.22510998190049e-11,1.44128523107464e-09,FALSE,"BraA06000349","AT5G43850","ARD4","RmlC-like cupins superfamily protein","-","-"
"BraA09001039",4.50586206680883,11.3550633509068,203.503692075523,2.32086443645644e-11,1.48477244012284e-09,FALSE,"BraA09001039","AT5G66190","FNR1","ferredoxin-NADP[ ]-oxidoreductase 1","-","YES"
"BraA04001060",3.57796568753722,9.71672316165303,202.883385768653,2.38138932739247e-11,1.4993227205263e-09,FALSE,"BraA04001060","AT5G36790","AT5G36790","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","-","-"
"BraA10001411",6.23288149970944,5.53134390213854,202.261228572481,2.44385865160547e-11,1.51852040787352e-09,FALSE,"BraA10001411","AT5G58770","cPT4","Undecaprenyl pyrophosphate synthetase family protein","-","-"
"BraA02000750",4.94550990462031,7.24749989220224,202.196405036818,2.45047130622538e-11,1.51852040787352e-09,FALSE,"BraA02000750","AT5G17170","ENH1","rubredoxin family protein","-","YES"
"BraA01000258",6.21314525403937,6.66468301697435,201.459192048022,2.52708736858233e-11,1.55985706594063e-09,FALSE,"BraA01000258","AT4G36220","FAH1","ferulic acid 5-hydroxylase 1","-","YES"
"BraA07003042",4.87360662649145,5.15722744233845,199.938767111576,2.69363472012619e-11,1.6369811001848e-09,FALSE,"BraA07003042","AT1G66130","AT1G66130","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA05000398",6.59601947773304,6.27424739041247,197.575509688827,2.97721465030471e-11,1.76835315455834e-09,FALSE,"BraA05000398","AT2G42600","PPC2","phosphoenolpyruvate carboxylase 2","-","-"
"BraA01001284",3.69323392471647,7.32956343252374,197.309489400174,3.01115720332076e-11,1.78179001429582e-09,FALSE,"BraA01001284","AT4G21280","PSBQA","photosystem II subunit QA","-","-"
