"","logFC_WT","logCPM_WT","F_WT","PValue_WT","FDR_WT","Gene_ID","logFC_phyB","logCPM_phyB","F_phyB","PValue_phyB","FDR_phyB","WT.P_Avg_CPM","phyB.P_Avg_CPM","WT.R_Avg_CPM","phyB.R_Avg_CPM","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development","group"
"BraA10002120",-1.2727536121683,5.36869634835181,24.3811667441262,5.30314194735851e-05,0.0064515137391923,"BraA10002120",-0.966222475795096,5.36869634835181,10.6825936247057,0.00334754533588091,0.0834202736547489,"67.55153","48.63775","27.89522","24.88486","AT5G16000","NIK1","NSP-interacting kinase 1","-","-","WT_sig"
"BraA01001845",-1.98243820262171,5.69329188850043,24.3320202888217,5.3694301133049e-05,0.0064515137391923,"BraA01001845",-1.20606008570735,5.69329188850043,7.06204408044783,0.0140026897969667,0.176463040355689,"114.074057"," 69.289545"," 28.804822"," 29.961577","AT4G26690","SHV3","PLC-like phosphodiesterase family protein","-","-","WT_sig"
"BraA06003357",-2.20033764661162,6.98764343566879,24.0655358768369,5.74492773144691e-05,0.00674814645469958,"BraA06003357",-1.8343275137441,6.98764343566879,12.9048649469842,0.00152113450557458,0.0563990094365517,"229.0690147","223.3553131"," 49.8279006"," 62.5640491","AT5G65730","XTH6","xyloglucan endotransglucosylase/hydrolase 6","-","-","WT_sig"
"BraA09002774",-1.00011465186713,3.86961638360022,24.0284377474858,5.79943008984922e-05,0.00676170589735013,"BraA09002774",-0.960303647085786,3.86961638360022,16.6008003302313,0.000460106779860127,0.0304289105672202,"21.474116","15.967998","10.684829"," 8.209148","AT3G57350","AT3G57350","Nucleoporin interacting component (Nup93/Nic96-like) family protein","-","-","WT_sig"
"BraA07003735",-0.956261514207764,5.61219297954003,23.5611054987067,6.5364038723766e-05,0.00729666645044026,"BraA07003735",-1.05054141948832,5.61219297954003,21.395330596827,0.000115765103340885,0.0150162008482006,"71.01559","76.99220","36.55680","37.15849","AT1G74960","FAB1","fatty acid biosynthesis 1","-","-","WT_sig"
"BraSca000717",-2.04678529497691,3.33355225342457,23.4638895379585,6.70217737706756e-05,0.00736121534288623,"BraSca000717",-2.03363679533012,3.33355225342457,17.5305237612095,0.00034728640186598,0.0253517354436011,"17.099165","14.872892"," 4.106725"," 3.608466","AT2G47160","BOR1","HCO3- transporter family","-","-","WT_sig"
"BraA09005648",-2.41975196680297,3.3602342577856,23.2919570620319,7.00667413774464e-05,0.0075023844168776,"BraA09005648",-1.91812842767277,3.3602342577856,8.64482346320713,0.00730269038172934,0.127704221565683,"19.7469571"," 3.0691910"," 3.6814298"," 0.8060753","AT3G63520","CCD1","carotenoid cleavage dioxygenase 1","-","-","WT_sig"
"BraA05003457",-1.19137583124047,4.7027870561308,23.2112179246544,7.15483404063204e-05,0.00756331672439335,"BraA05003457",-0.940123837180632,4.7027870561308,10.997863421485,0.00298220811478913,0.0790775896721074,"39.19547","32.25048","17.16580","16.81621","AT3G16850","AT3G16850","Pectin lyase-like superfamily protein","-","-","WT_sig"
"BraA10002744",-1.30881675092112,3.24382000119344,23.2086060458148,7.15968355739904e-05,0.00756331672439335,"BraA10002744",-1.06371193136398,3.24382000119344,11.649938319695,0.00235753464632847,0.0715510753428552,"12.860444"," 9.989919"," 5.194136"," 4.788898","AT5G07590","AT5G07590","Transducin/WD40 repeat-like superfamily protein","-","-","WT_sig"
"BraA03000162",-2.9012429602688,3.21219612884869,22.7890557978261,7.98716739239824e-05,0.00801383297139248,"BraA03000162",-2.15647816570877,3.21219612884869,9.39149119503582,0.00544907667704231,0.110811972734685,"20.943727"," 8.049404"," 2.782871"," 1.809149","AT5G04310","AT5G04310","Pectin lyase-like superfamily protein","-","-","WT_sig"
"BraA09005533",-2.16673502276897,2.78967987050068,22.7618164804129,8.04438125463794e-05,0.00801383297139248,"BraA09005533",0.453285818322403,2.78967987050068,0.852532528753522,0.365329202628082,0.740291460424772,"10.099046"," 6.109899"," 2.253443"," 8.373107","AT3G62950","AT3G62950","Thioredoxin superfamily protein","-","-","WT_sig"
"BraA02000857",-1.91871077218286,6.15759454720131,22.1383811300326,9.48380085977271e-05,0.00888541818647752,"BraA02000857",-0.0285211447719831,6.15759454720131,0.00395733234769054,0.950378489805905,0.992571189097997," 81.59769"," 48.97076"," 21.62752"," 48.00850","AT5G18600","AT5G18600","Thioredoxin superfamily protein","-","-","WT_sig"
"BraA01003988",-3.41645177145645,3.08667283426126,21.9611601538613,9.94252681157632e-05,0.00915177614118194,"BraA01003988",-1.80233979535003,3.08667283426126,5.12487753852339,0.0332269369581224,0.267105203126071,"21.109222"," 8.606960"," 1.980493"," 2.425821","AT3G16530","AT3G16530","Legume lectin family protein","-","-","WT_sig"
"BraA06002884",-1.60103679606584,6.23069786611136,21.7542133307638,0.000105090051763792,0.00951797645068304,"BraA06002884",-0.556794867257688,6.23069786611136,2.05578568164898,0.16495399471193,0.536774008014426,"162.43359"," 82.22264"," 53.47165"," 55.86421","AT4G12730","FLA2","FASCICLIN-like arabinogalactan 2","-","-","WT_sig"
"BraA09002755",-3.70930438050769,3.00790012043675,21.6844645444139,0.000107077728204684,0.0095761559201234,"BraA09002755",-1.70608727574278,3.00790012043675,3.61417281264094,0.0697666429347586,0.370952727388231,"11.8943947"," 2.8504854"," 0.8955024"," 0.8225569","AT5G49690","AT5G49690","UDP-Glycosyltransferase superfamily protein","-","-","WT_sig"
"BraA03000774",-1.12604898510667,6.37750198185869,21.5829931918724,0.000110042897813894,0.00978442390696996,"BraA03000774",-0.964149943936337,6.37750198185869,11.8808586463099,0.0021719401431585,0.0681119578852479,"166.61533"," 87.79092"," 76.32373"," 45.00079","AT5G16150","PGLCT","plastidic GLC translocator","-","-","WT_sig"
