"","logFC","logCPM","PValue","FDR","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA04000208",6.85458349510644,5.35097866420103,9.98565614509815e-05,0.010765358063277,"BraA04000208","AT3G60140","DIN2","Glycosyl hydrolase superfamily protein","-","-"
"BraA03003091",7.00576913519816,5.59753529788587,0.000238188710545543,0.0207132060993748,"BraA03003091","AT2G46450","CNGC12","cyclic nucleotide-gated channel 12","-","-"
"BraA10003178",3.31368162331199,1.77792156043942,0.000258157303472535,0.0222043494899328,"BraA10003178","AT5G01490","CAX4","cation exchanger 4","-","-"
"BraA06003389",2.20087191794728,4.1306865549743,0.000280203965767791,0.0235232828148047,"BraA06003389","AT5G67480","BT4","BTB and TAZ domain protein 4","-","-"
"BraA05003987",3.51116069065925,3.0887876363142,0.000299225688330058,0.0241813046172271,"BraA05003987","AT3G11110","AT3G11110","RING/U-box superfamily protein","-","-"
"BraA09005648",2.17913890364451,3.35901452915901,0.000326935325973307,0.0259897072263629,"BraA09005648","AT3G63520","CCD1","carotenoid cleavage dioxygenase 1","-","-"
"BraA02003103",2.5009975905855,3.54398863430038,0.000349460921345219,0.0269633083430086,"BraA02003103","AT4G11320","AT4G11320","Papain family cysteine protease","-","-"
"BraA03004337",7.05441204814298,2.39232487337319,0.000447863539516843,0.0314704112142639,"BraA03004337","AT3G23530","AT3G23530","Cyclopropane-fatty-acyl-phospholipid synthase","-","-"
"BraA01004052",2.09901949748105,7.33829074788848,0.000456080555723789,0.0317641944561612,"BraA01004052","AT3G14310","PME3","pectin methylesterase 3","-","-"
"BraA03000209",2.60831267805744,3.16283552364553,0.000499595175471251,0.0334622470719893,"BraA03000209","AT5G05110","AT5G05110","Cystatin/monellin family protein","-","-"
"BraA05004056",4.84010764485898,3.88506332217422,0.0005705204910842,0.0367652092277837,"BraA05004056","AT3G10320","AT3G10320","Glycosyltransferase family 61 protein","-","-"
"BraA04001271",3.58500998190928,3.72674420980719,0.000572266598526493,0.0367652092277837,"BraA04001271","AT5G39520","AT5G39520","hypothetical protein (DUF1997)","-","-"
"BraA09006500",6.36413948298933,4.902046056501,0.000611227322320935,0.0386374219009298,"BraA09006500","AT1G11190","BFN1","bifunctional nuclease i","-","YES"
"BraA10001625",2.18751548196461,3.50925270745125,0.000806171954207504,0.0469968391082449,"BraA10001625","AT5G22500","FAR1","fatty acid reductase 1","-","-"
"BraA03004626",2.35961448705263,7.10535362316519,0.000847817691836822,0.0485260017073148,"BraA03004626","AT5G23240","AT5G23240","DNAJ heat shock N-terminal domain-containing protein","-","-"
