"","logFC_WT","logCPM_WT","F_WT","PValue_WT","FDR_WT","Gene_ID","logFC_phyB","logCPM_phyB","F_phyB","PValue_phyB","FDR_phyB","WT.D_Avg_CPM","phyB.D_Avg_CPM","WT.R_Avg_CPM","phyB.R_Avg_CPM","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development","group"
"BraA10002074",2.62962400867281,7.1809979608034,54.4827847062974,1.55964440848294e-07,1.02800682535684e-06,"BraA10002074",0.859713518692364,7.1809979608034,4.86307207690376,0.0376004862896255,0.0574482289068827," 31.67083"," 50.77906","195.35408"," 92.09188","AT5G16570","GLN1;4","glutamine synthetase 1;4","-","-","WT_sig"
"BraA10002002",2.26271924330579,5.31669490652178,53.5493782714172,1.79881659505451e-07,1.15778312008192e-06,"BraA10002002",-0.203798526526479,5.31669490652178,0.362815234106444,0.552782011490885,0.611783775901177," 5.41197","12.14236","25.57902","10.54808","AT5G17520","RCP1","root cap 1 (RCP1)","-","-","WT_sig"
"BraA06000951",1.11131970306365,4.4629175259984,51.9229855197094,2.3164032506056e-07,1.44168395272962e-06,"BraA06000951",0.343308776840947,4.4629175259984,3.81926619217704,0.0628081120975688,0.0907138634993331,"11.68234","14.67736","25.19019","18.62510","AT1G50730","AT1G50730","hypothetical protein","-","-","WT_sig"
"BraA03000774",1.79215519787623,6.37750198185869,51.7562263958006,2.37800263375999e-07,1.47535520123698e-06,"BraA03000774",0.600351763664312,6.37750198185869,4.59821850560097,0.0426934345124221,0.0644206776067071," 22.05934"," 29.64102"," 76.32373"," 45.00079","AT5G16150","PGLCT","plastidic GLC translocator","-","-","WT_sig"
"BraA04001179",1.17279405888138,5.44603349045393,51.6297881214737,2.42589408855197e-07,1.49974756299324e-06,"BraA04001179",0.431090005171091,5.44603349045393,5.36517569146406,0.0297089979575405,0.0465988667515384,"21.24376","26.19955","47.94216","35.32306","AT5G38510","AT5G38510","Rhomboid-related intramembrane serine protease family protein","-","-","WT_sig"
"BraA05001183",3.88756921329803,9.4015795424317,51.31580221471,2.54941799782911e-07,1.56504833408074e-06,"BraA05001183",0.55855806342425,9.4015795424317,0.995359109216626,0.328716255764728,0.390401710234424,"  66.66504"," 120.78017"," 983.08257"," 178.01360","AT2G34430","LHB1B1","light-harvesting chlorophyll-protein complex II subunit B1","-","YES","WT_sig"
"BraA10000990",4.58397519479069,9.31190692690157,50.5320349800212,2.88862041367046e-07,1.74336216683946e-06,"BraA10000990",1.99702838569743,9.31190692690157,8.98795985905609,0.00637653917417304,0.011825936915457,"  39.85100","  44.87642"," 948.31397"," 179.37261","AT5G54270","LHCB3","light-harvesting chlorophyll B-binding protein 3","-","YES","WT_sig"
"BraA08003844",1.79876836878063,3.89543680746217,50.3022054999245,2.99716348184685e-07,1.79989901580578e-06,"BraA08003844",0.797219708457981,3.89543680746217,7.99000149973908,0.00950965950807053,0.0168031029026751," 4.237228"," 6.756525","14.688002","11.776244","AT1G06470","AT1G06470","Nucleotide/sugar transporter family protein","-","-","WT_sig"
"BraA03003243",2.12189410823461,4.87263098178394,48.9277582736424,3.74626781215515e-07,2.18231885134426e-06,"BraA03003243",1.00742941805088,4.87263098178394,8.84873024433169,0.00673576564285374,0.0124030125431116," 8.778352","11.593115","37.990280","23.358435","AT3G01510","LSF1","like SEX4 1","-","YES","WT_sig"
"BraA04003256",2.47751157639107,5.89548679069836,48.8163498250699,3.81535572883701e-07,2.21845951872533e-06,"BraA04003256",0.814899130090746,5.89548679069836,4.43398546253714,0.0462397579652804,0.0690883826391529,"11.37013","27.55908","63.52748","48.62036","AT2G45850","AT2G45850","AT hook motif DNA-binding family protein","-","-","WT_sig"
"BraSca000243",3.54847204727031,6.62538321515414,48.758227138208,3.85194805289619e-07,2.23643166184382e-06,"BraSca000243",0.761298980580249,6.62538321515414,2.10301633358579,0.160378428062086,0.208142847765274,"  8.204007"," 47.265454"," 94.736934"," 80.288346","AT5G23960","TPS21","terpene synthase 21","-","-","WT_sig"
"BraA07001538",3.64054706913982,4.15532910180865,48.7531302052016,3.85517507306412e-07,2.23747992809842e-06,"BraA07001538",1.18553152258412,4.15532910180865,4.97301406453158,0.0356897599962594,0.0548108910470409," 1.915850"," 7.394636","24.010372","17.030218","AT1G20850","XCP2","xylem cysteine peptidase 2","-","YES","WT_sig"
"BraA05001182",4.50535685815798,6.0283248876201,48.7322931560811,3.86839821932066e-07,2.24432686959481e-06,"BraA05001182",0.734148393915118,6.0283248876201,1.25164863551041,0.274674311309761,0.333285049338239,"  4.713461","  7.882568","101.604347"," 13.300745","AT2G34430","LHB1B1","light-harvesting chlorophyll-protein complex II subunit B1","-","YES","WT_sig"
"BraA03002354",1.16910498708,7.3242073983415,48.5308869753004,3.99878137290688e-07,2.30552449851847e-06,"BraA03002354",0.385577966219414,7.3242073983415,4.0649356883978,0.0554896315021459,0.0811827524330355," 69.45274","105.29894","156.11314","137.57808","AT2G42590","GRF9","general regulatory factor 9","-","YES","WT_sig"
"BraA09002859",3.74681846379923,4.30852027466224,48.3243003322958,4.13749587860209e-07,2.37940026047486e-06,"BraA09002859",0.841095876002534,4.30852027466224,2.42178103711165,0.133179626808979,0.176555826326399," 2.01158","10.49926","26.89454","18.94505","AT4G08160","AT4G08160","glycosyl hydrolase family 10 protein / carbohydrate-binding domain-containing protein","-","-","WT_sig"
"BraA08003169",3.92169596044009,5.12758874228201,47.7328266944472,4.56439682496383e-07,2.58989207011286e-06,"BraA08003169",1.27193288072765,5.12758874228201,4.86976054512579,0.0374810207857585,0.0572879459281257," 2.971701","13.154625","45.581233","32.062920","AT1G20850","XCP2","xylem cysteine peptidase 2","-","YES","WT_sig"
"BraA09000906",2.27899219687055,5.0804256573284,47.5140519695638,4.73423440580937e-07,2.67757274694357e-06,"BraA09000906",0.829584264982018,5.0804256573284,5.15731123546203,0.0327259720046935,0.0507716068366298," 8.217857","11.966682","39.461785","21.365642","AT5G64860","DPE1","disproportionating enzyme","-","-","WT_sig"
"BraA08003050",4.19124573746494,2.80247231038986,47.3880131578318,4.83518893442902e-07,2.72390385926674e-06,"BraA08003050",0.916734069293651,2.80247231038986,2.48986361581194,0.128104211180681,0.170646604941091," 0.4735882"," 3.7652146"," 9.4155848"," 7.2163714","AT1G23460","AT1G23460","Pectin lyase-like superfamily protein","-","-","WT_sig"
"BraA08003559",1.10164210848132,5.60221581701374,45.8952876704662,6.22641672354875e-07,3.388789738197e-06,"BraA08003559",0.263138304532489,5.60221581701374,2.00133567448057,0.170426461602469,0.21951820831611,"24.29394","26.49804","52.17151","31.78144","AT1G11930","AT1G11930","Putative pyridoxal phosphate-dependent enzyme, YBL036C type","-","-","WT_sig"
"BraA02003626",2.51747718280828,6.03743880695462,45.7707956333121,6.36073508332341e-07,3.45115374738057e-06,"BraA02003626",0.829996090022779,6.03743880695462,4.14068008705227,0.0534321144567244,0.0784827810329266," 23.03705"," 50.90391","132.44705"," 90.58277","AT3G26220","CYP71B3","cytochrome P450, family 71, subfamily B, polypeptide 3","-","-","WT_sig"
"BraA05003527",5.3211474895502,6.46852722635606,45.3088593087534,6.88734620547184e-07,3.68981719789404e-06,"BraA05003527",-0.0547749695073671,6.46852722635606,0.00564206033683514,0.940767442543401,0.952752512265676,"  1.469339"," 12.499768"," 54.363333"," 12.124403","AT3G15840","PIFI","post-illumination chlorophyll fluorescence increase","-","-","WT_sig"
"BraA01000330",3.71999910113052,4.7564533519532,45.3060164319878,6.89073028161345e-07,3.69037409433806e-06,"BraA01000330",1.0858630150029,4.7564533519532,3.70649625648749,0.066530856328792,0.0954251575191531," 3.180613","14.615322","42.083922","31.202802","AT4G35350","XCP1","xylem cysteine peptidase 1","-","YES","WT_sig"
"BraA02002376",1.39626617897375,3.64218755111234,44.5159403767158,7.90514971302743e-07,4.16701461765076e-06,"BraA02002376",0.690806466224909,3.64218755111234,8.38374322337676,0.00810661854267462,0.0146133507537428," 6.825890"," 7.224424","17.875924","11.685339","AT1G73470","AT1G73470","hypothetical protein","-","-","WT_sig"
"BraA04002510",2.43158180243947,13.1258327433485,43.0479671345849,1.02484069050867e-06,5.22884682937001e-06,"BraA04002510",0.365854532976268,13.1258327433485,0.809816527456517,0.377409549710988,0.440488381466035," 2466.827"," 3431.275","13307.248"," 4421.786","AT1G29930","CAB1","chlorophyll A/B binding protein 1","-","YES","WT_sig"
"BraA10002279",1.57046245424719,5.39586576139624,42.8663096738486,1.05873403993152e-06,5.38780271209897e-06,"BraA10002279",-0.0589104713908864,5.39586576139624,0.0478107257866943,0.828827257817677,0.859063679576599,"13.82779","24.25649","40.85632","23.27609","AT5G13720","AT5G13720","Uncharacterized protein family (UPF0114)","-","-","WT_sig"
"BraA10001524",2.24507109481143,5.36368486634468,42.3813529585149,1.15533227496764e-06,5.79876594642561e-06,"BraA10001524",0.617010567109519,5.36368486634468,2.63161207182537,0.118251148508083,0.158974468527266," 6.411658","10.498658","30.228367","16.190717","AT5G60100","PRR3","pseudo-response regulator 3","-","YES","WT_sig"
"BraA06004857",1.17507586047464,5.38768987645673,41.724807552976,1.30168772532787e-06,6.39302250549998e-06,"BraA06004857",0.523877595363958,5.38768987645673,6.36997980467271,0.0188877983848189,0.0310489761438172,"25.65396","30.84774","57.93003","44.35114","AT5G44000","AT5G44000","Glutathione S-transferase family protein","-","-","WT_sig"
"BraA03003305",1.4763355867544,2.98502966589749,41.7072084182751,1.30587846308404e-06,6.41126856174134e-06,"BraA03003305",0.520647511168443,2.98502966589749,4.09399586204475,0.0546898102715967,0.0801212842399127," 4.353633"," 6.146534","12.022800"," 8.798335","AT3G02600","LPP3","lipid phosphate phosphatase 3","-","-","WT_sig"
"BraA04000679",1.8823565184228,3.28119345379869,41.3477887651855,1.39475308710834e-06,6.78040655646e-06,"BraA04000679",0.726004764386655,3.28119345379869,4.96726246340257,0.0357869759054998,0.0549494684179657," 3.938614"," 5.998812","14.432357"," 9.977010","AT3G52870","AT3G52870","IQ calmodulin-binding motif family protein","-","-","WT_sig"
"BraA07002380",1.24916509757613,4.33748075495648,41.2134132094847,1.42965128043185e-06,6.92178134543136e-06,"BraA07002380",0.460610661380409,4.33748075495648,4.367403650039,0.0477711512411428,0.0710563145469276,"10.80035","15.16336","25.59911","20.90307","AT1G79970","AT1G79970","hypothetical protein","-","-","WT_sig"
"BraA09005783",5.41724388532097,5.98446314348535,41.1838890133984,1.43744539325666e-06,6.95096482023342e-06,"BraA09005783",0.615441926597965,5.98446314348535,0.642578281718538,0.43090305663153,0.493230609510601,"  1.273603"," 15.118040"," 53.823759"," 23.373899","AT5G43745","AT5G43745","ion channel POLLUX-like protein, putative (DUF1012)","-","-","WT_sig"
"BraA03000008",2.9264335788166,3.14769421917282,40.8759522321328,1.52154850841314e-06,7.3060321910991e-06,"BraA03000008",0.986722237777677,3.14769421917282,4.0496469819336,0.0559157386646489,0.0817417782652153," 1.851981"," 3.741350","13.915619"," 7.481271","AT5G01930","MAN6","Glycosyl hydrolase superfamily protein","-","-","WT_sig"
"BraA06004486",1.0277385837118,3.72803963975362,40.7185704246276,1.56658540880901e-06,7.48120580541683e-06,"BraA06004486",0.502598344820641,3.72803963975362,7.52657959979983,0.0115143744648509,0.0199051349892096," 6.884200"," 8.775806","14.049158","12.423373","AT2G02050","AT2G02050","NADH-ubiquinone oxidoreductase B18 subunit","-","-","WT_sig"
"BraA05003486",2.02210291882103,3.68034513030461,40.6272375820852,1.59338447016146e-06,7.57700047140221e-06,"BraA05003486",1.04526025922,3.68034513030461,8.67364938543855,0.00721945058977112,0.0131922018529301," 3.646984"," 4.840696","14.744673","10.047109","AT3G16340","ABCG29","pleiotropic drug resistance 1","-","-","WT_sig"
"BraA02001144",4.61296182888834,2.6569774849263,40.2762556902014,1.70110377633189e-06,7.98787990437471e-06,"BraA02001144",2.21691578586298,2.6569774849263,9.22618294411617,0.0058097623098188,0.0108985645169171," 0.3496713"," 1.1720622"," 9.6571859"," 5.5736877","AT5G60020","LAC17","laccase 17","-","YES","WT_sig"
"BraA01001547",1.63081880167551,7.9617090443942,39.0511762201331,2.1437877415524e-06,9.71587073194207e-06,"BraA01001547",0.695570265509964,7.9617090443942,5.54801767690793,0.0273104990680612,0.0432650172612958,"111.0809","131.2760","344.0465","212.6457","AT4G23890","NdhS","NAD(P)H-quinone oxidoreductase subunit S","-","-","WT_sig"
"BraA07002624",1.56476526132957,3.06814319214115,38.8633746591177,2.2220867915884e-06,1.00331744405053e-05,"BraA07002624",0.816057247322445,3.06814319214115,8.31987772279956,0.00831779461488025,0.0149437378425083," 2.991888"," 3.974260"," 8.896828"," 7.001426","AT1G75220","ERDL6","Major facilitator superfamily protein","-","-","WT_sig"
"BraA08003629",1.85556750312554,4.91217095379713,38.1908033070515,2.52904974512425e-06,1.12418082429415e-05,"BraA08003629",-0.177822987269122,4.91217095379713,0.274051954021121,0.605585433145955,0.660242066753295," 9.149055","11.743447","33.123958","10.346127","AT1G10670","ACLA-1","ATP-citrate lyase A-1","-","YES","WT_sig"
"BraA08000335",2.11390132982617,8.44291676477116,38.1228027360804,2.56256291031905e-06,1.13779238951825e-05,"BraA08000335",0.611970066663296,8.44291676477116,2.57534960188812,0.122051288614482,0.163566392745164," 59.75662"," 64.66025","258.20430"," 98.83481","AT3G19320","AT3G19320","Leucine-rich repeat (LRR) family protein","-","-","WT_sig"
"BraA05001633",4.07138020054586,2.76137383604816,37.9343795460594,2.65797319530336e-06,1.17287631326254e-05,"BraA05001633",1.08182189106398,2.76137383604816,2.6266139528719,0.118583052165825,0.159352620258694," 0.6053092"," 1.9231990","10.2977980"," 4.0877983","AT2G29130","LAC2","laccase 2","-","YES","WT_sig"
"BraA07001994",1.04359980299369,3.94579713183714,37.7419981513541,2.75938625913204e-06,1.20847912406061e-05,"BraA07001994",0.509611711381506,3.94579713183714,6.95959497728385,0.0146281638004807,0.0247126004314228," 8.490511","11.450991","17.554316","16.301167","AT3G55410","AT3G55410","2-oxoglutarate dehydrogenase, E1 component","-","YES","WT_sig"
"BraA05000930",3.39964389273722,3.16365623494976,37.5407298664156,2.87000449818083e-06,1.24893200999077e-05,"BraA05000930",1.41166919427392,3.16365623494976,6.1485101755028,0.0208297741677093,0.0339049271354442," 1.111971"," 2.824694","10.893155"," 7.658276","AT2G37770","ChlAKR","NAD(P)-linked oxidoreductase superfamily protein","-","-","WT_sig"
"BraA08002362",2.44598854572169,4.83229970877488,37.4760502129229,2.90656915459838e-06,1.26309769446103e-05,"BraA08002362",0.945591111429862,4.83229970877488,4.7460557636305,0.0397612911560134,0.0603978694070305," 5.758444","13.969620","31.440640","26.981956","AT4G37080","AT4G37080","ternary complex factor MIP1 leucine-zipper protein (Protein of unknown function, DUF547)","-","-","WT_sig"
"BraA03002969",1.78249021819176,7.29757686064717,37.3641978468701,2.9710023062727e-06,1.2864807785621e-05,"BraA03002969",0.376805376555763,7.29757686064717,1.3243592241981,0.261520380463937,0.319640533351636," 56.59218"," 69.71154","194.34822"," 90.54674","AT4G04340","AT4G04340","ERD (early-responsive to dehydration stress) family protein","-","-","WT_sig"
"BraA02003957",1.38031263653017,5.45072866039834,37.0068582219574,3.18747569519695e-06,1.37004007215729e-05,"BraA02003957",0.611502223037046,5.45072866039834,5.64491772726737,0.0261275380028713,0.0416031814026499,"19.78116","26.45996","51.39719","40.47029","AT5G49460","ACLB-2","ATP citrate lyase subunit B 2","-","-","WT_sig"
"BraA08001368",1.19082191368494,6.33742919536342,36.6197679012617,3.44148901562189e-06,1.46126347736414e-05,"BraA08001368",0.672371853263384,6.33742919536342,8.95578748205734,0.00645763508680701,0.0119616766034853," 34.26047"," 43.88613"," 78.24195"," 69.96757","AT4G18240","SS4","starch synthase 4","-","-","WT_sig"
"BraA02002022",2.86505075394017,4.50887245501248,36.0545212001466,3.8527889600973e-06,1.60984598438894e-05,"BraA02002022",0.794063553165501,4.50887245501248,2.67968503724682,0.115113885960636,0.15526071679695," 2.301545"," 9.491793","15.420946","16.488467","AT1G68570","AT1G68570","Major facilitator superfamily protein","-","-","WT_sig"
"BraA03005861",2.04881019844015,4.49155596951805,35.6765576921002,4.15748529156504e-06,1.71927712361648e-05,"BraA03005861",1.06620294562245,4.49155596951805,7.79851184463873,0.010287116464875,0.0180150437424491," 7.684343","11.004672","31.173705","23.115499","AT4G29110","AT4G29110","cotton fiber protein","-","-","WT_sig"
"BraA10001453",2.38828892718162,2.53649645626856,35.6661539340844,4.16623451379292e-06,1.7211687991365e-05,"BraA10001453",1.37685246169247,2.53649645626856,9.42169620023235,0.00538586947549751,0.0102099417903407," 2.107892"," 2.433835","11.069789"," 6.371540","AT5G59050","AT5G59050","G patch domain protein","-","-","WT_sig"
"BraA10002553",1.79875140264936,3.00339479205364,35.2862334304383,4.49986207879886e-06,1.84207617998164e-05,"BraA10002553",0.863550112289771,3.00339479205364,6.45978149169125,0.0181583635828815,0.02996253724652," 2.328869"," 3.237513"," 8.186695"," 5.902181","AT5G10020","AT5G10020","Leucine-rich receptor-like protein kinase family protein","-","-","WT_sig"
"BraA09004036",1.17066684247832,3.58452685187806,34.7348016830339,5.03687859325855e-06,2.03127002454239e-05,"BraA09004036",0.648828724290533,3.58452685187806,8.04639056953167,0.00929323982640615,0.0164724768995082," 6.237982"," 5.621447","14.012510"," 8.834107","AT1G25390","AT1G25390","Protein kinase superfamily protein","-","-","WT_sig"
"BraA09003764",2.44908002173613,11.4236891841942,34.6250396719803,5.15187297088547e-06,2.07074771608114e-05,"BraA09003764",0.448426780753282,11.4236891841942,0.964595420999362,0.336151385519732,0.398120602564378," 646.7148"," 870.0384","3530.7082","1187.2988","AT2G34420","LHB1B2","photosystem II light harvesting complex protein B1B2","-","-","WT_sig"
"BraA01001892",3.69311640172214,3.51693120449826,34.5358963054779,5.24736708456135e-06,2.10429446906995e-05,"BraA01001892",1.58973321531285,3.51693120449826,6.10905353939463,0.0211985160870771,0.0344410242785502," 0.9052493"," 2.1719407","11.2473702"," 6.5637276","AT4G27190","AT4G27190","NB-ARC domain-containing disease resistance protein","-","-","WT_sig"
"BraA03005753",1.18154149598576,8.55683093393281,33.9772673772951,5.89141193201872e-06,2.3205911864358e-05,"BraA03005753",0.378622132239398,8.55683093393281,2.68134388168412,0.115007383813107,0.155156957334217,"223.2081","271.8647","506.2757","353.4589","AT4G27800","TAP38","thylakoid-associated phosphatase 38","-","-","WT_sig"
"BraA02002435",4.09608997182447,6.70517129334772,33.4998726027971,6.51017509786258e-06,2.53450794064697e-05,"BraA02002435",2.25935267278857,6.70517129334772,9.37794210271383,0.00547769399209016,0.0103616035855665,"  5.299616"," 20.934656"," 88.334893","100.821342","AT1G74670","GASA6","Gibberellin-regulated family protein","-","YES","WT_sig"
"BraA01001841",1.91047288601526,4.75360400675171,33.4633103116013,6.56039757537634e-06,2.54901648571769e-05,"BraA01001841",0.949088408377468,4.75360400675171,6.66259214815704,0.0166232269475457,0.0276614432978506," 7.134943","10.579425","26.389279","20.506485","AT4G26670","AT4G26670","Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein","-","-","WT_sig"
"BraA10002794",1.30967074616409,6.80178625501458,33.3041317649031,6.78401062779498e-06,2.62166283529322e-05,"BraA10002794",0.450536266164914,6.80178625501458,3.05323490943461,0.0937862456196548,0.12940002682796," 42.68517"," 62.92121","105.82981"," 86.03566","AT5G07070","CIPK2","CBL-interacting protein kinase 2","-","-","WT_sig"
"BraA08002615",1.33691965554355,3.76429944711596,33.0056613609855,7.22596977817788e-06,2.76933928192159e-05,"BraA08002615",0.785853337971943,3.76429944711596,8.80210880443066,0.00686098261039224,0.0126143985851622," 5.510332"," 6.196930","13.855732","10.675602","AT1G12120","AT1G12120","hypothetical protein (DUF863)","-","-","WT_sig"
"BraA02002550",1.41776753475934,3.48349438256349,32.6039581464216,7.87093585365023e-06,2.97737395665596e-05,"BraA02002550",0.577208605234906,3.48349438256349,4.21786946065775,0.051423750172681,0.075886914280705," 6.454070"," 8.382807","17.227246","12.548659","AT1G76570","AT1G76570","Chlorophyll A-B binding family protein","-","-","WT_sig"
"BraA09004891",3.13840351753115,2.4212551603419,32.3489174824026,8.31275882704199e-06,3.12274042810599e-05,"BraA09004891",1.80447467701053,2.4212551603419,9.03055583647276,0.00627088668343896,0.0116574650286204," 1.477686"," 2.130540","12.650462"," 7.424124","AT3G55120","TT5","Chalcone-flavanone isomerase family protein","-","YES","WT_sig"
"BraA07001204",1.436188286202,3.08885401899929,32.3318599804589,8.34325619628184e-06,3.1312077379465e-05,"BraA07001204",0.0304216779435281,3.08885401899929,0.0114824118466082,0.915585341947513,0.931444757126025," 3.827227"," 6.470276","10.401997"," 6.616522","AT1G24440","AT1G24440","RING/U-box superfamily protein","-","-","WT_sig"
"BraA03001262",1.55321091251473,5.15324828843447,32.1092533854971,8.75261260418057e-06,3.2682607404542e-05,"BraA03001262",-0.0377327453214937,5.15324828843447,0.0149649464117146,0.903688857411335,0.921791162440527,"14.95343","25.48318","43.92205","24.87845","AT5G58070","TIL","temperature-induced lipocalin","-","-","WT_sig"
"BraA05004667",1.57464600576961,3.88413592939424,32.0076271172355,8.94671351605747e-06,3.33147080063271e-05,"BraA05004667",0.876068248767761,3.88413592939424,7.83423033472563,0.010136935258802,0.0177837005097575," 6.545639"," 9.148725","19.322677","16.814236","AT3G02110","scpl25","serine carboxypeptidase-like 25","-","-","WT_sig"
"BraA10000221",2.60449316625552,5.6722642700059,31.9622922126292,9.03480640405088e-06,3.35950514528138e-05,"BraA10000221",1.42574769012855,5.6722642700059,7.84825591249209,0.0100786262606206,0.0176932386060862,"11.57868","15.49070","69.41223","41.84225","AT1G03600","PSB27","photosystem II family protein","-","-","WT_sig"
"BraA06003597",2.58865072681626,2.63547106758314,31.8504007463183,9.25629279535011e-06,3.43132474325979e-05,"BraA06003597",0.437461881997013,2.63547106758314,0.686781660057652,0.41569582640697,0.478538163361787," 1.526547"," 1.596266"," 9.477774"," 2.203471","AT5G24150","SQP1","FAD/NAD(P)-binding oxidoreductase family protein","-","-","WT_sig"
"BraA01002454",1.3354867742558,9.78336619565715,31.7717811294744,9.41544802993114e-06,3.47722083508015e-05,"BraA01002454",0.407488387296592,9.78336619565715,2.28868993935074,0.143807573339336,0.18883216854602," 402.5763"," 528.3320","1015.9869"," 700.8139","AT3G50820","PSBO2","photosystem II subunit O-2","-","YES","WT_sig"
