"","logFC_WT","logCPM_WT","F_WT","PValue_WT","FDR_WT","Gene_ID","logFC_phyB","logCPM_phyB","F_phyB","PValue_phyB","FDR_phyB","WT.D_Avg_CPM","phyB.D_Avg_CPM","WT.R_Avg_CPM","phyB.R_Avg_CPM","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development","group"
"BraA01000537",5.44398595877338,11.6687695467769,359.36106763726,1.24584832382404e-15,1.57302850976759e-12,"BraA01000537",4.18692613786324,11.6687695467769,179.979895882321,1.98910239677767e-12,5.88112253764895e-10," 118.2021"," 292.2269","5140.9536","5322.9981","AT4G33010","GLDP1","glycine decarboxylase P-protein 1","-","YES","Both_sig"
"BraA03002180",2.54355867039224,7.86470082831801,355.69927985877,1.39347423094876e-15,1.57302850976759e-12,"BraA03002180",2.32282564998023,7.86470082831801,226.953230127728,1.75780572550835e-13,1.32308157012715e-10," 50.61252"," 67.27862","294.94969","336.63031","AT2G39190","ATATH8","Protein kinase superfamily protein","-","-","Both_sig"
"BraA01002230",2.59038069939337,6.72304219076014,353.675745576585,1.48312217686942e-15,1.57302850976759e-12,"BraA01002230",2.46718410340919,6.72304219076014,243.766107947148,8.23428514201821e-14,9.01905374722007e-11," 26.2507"," 27.7933","157.9030","153.8804","AT1G54350","ABCD2","ABC transporter family protein","-","-","Both_sig"
"BraA04002623",3.04372306224938,6.75708713247123,351.284445644609,1.59721999747016e-15,1.57302850976759e-12,"BraA04002623",2.84888128432274,6.75708713247123,235.695174178283,1.17772634973232e-13,1.0817195135066e-10," 19.18909"," 22.28613","158.31768","160.67851","AT3G11510","AT3G11510","Ribosomal protein S11 family protein","-","-","Both_sig"
"BraA06002613",6.14883096222119,5.87198419318427,351.076923482553,1.60756217254289e-15,1.57302850976759e-12,"BraA06002613",5.06054554114641,5.87198419318427,211.117535916688,3.76853247339689e-13,2.34200533250065e-10,"  1.384731","  3.274142"," 95.141109","109.699249","AT3G47070","AT3G47070","thylakoid soluble phosphoprotein","-","-","Both_sig"
"BraA09001106",6.77705390186752,10.6070830398973,350.580451155592,1.6326009628464e-15,1.57302850976759e-12,"BraA09001106",6.21839993179581,10.6070830398973,233.578679217333,1.29600372078461e-13,1.0817195135066e-10,"  24.17015","  34.61011","2645.23405","2579.92926","AT2G15620","NIR1","nitrite reductase 1","-","-","Both_sig"
"BraA06004803",2.6001309652172,6.92550053706201,349.303846158537,1.69895074117211e-15,1.57302850976759e-12,"BraA06004803",2.30951230974658,6.92550053706201,212.233331972353,3.56541032949819e-13,2.3383149410959e-10," 24.98322"," 29.92805","151.35844","148.36868","AT5G44650","CEST","death domain associated protein","-","-","Both_sig"
"BraA03000987",3.32213483561433,5.37464466565348,347.352141306756,1.80611683288893e-15,1.57934883053732e-12,"BraA03000987",2.87917077086907,5.37464466565348,203.304672129429,5.59702319643855e-13,2.93657150373143e-10," 7.353292"," 7.384077","73.500848","54.458713","AT5G19855","RbcX2","Chaperonin-like RbcX protein","-","-","Both_sig"
"BraA03000453",3.14410029632957,6.77050808726292,339.860342539666,2.29106741687986e-15,1.89796848114153e-12,"BraA03000453",2.97527797689687,6.77050808726292,233.413541147383,1.30576053091648e-13,1.0817195135066e-10," 18.92097"," 25.63235","166.88692","201.60753","AT5G10470","KAC1","kinesin like protein for actin based chloroplast movement 1","-","-","Both_sig"
"BraA08003464",6.69161153418166,7.98803974367136,336.018879802063,2.59318469329431e-15,2.04083635362262e-12,"BraA08003464",6.74488490342609,7.98803974367136,256.684082923433,4.74710247470573e-14,6.94867931142046e-11,"  3.497761","  3.533537","359.119120","382.160624","AT1G13930","AT1G13930","oleosin-B3-like protein","-","-","Both_sig"
"BraA07002023",5.93023070741233,6.99670285120533,333.464288643014,2.81791642385261e-15,2.11209545292572e-12,"BraA07002023",5.86959022548762,6.99670285120533,253.805684956079,5.35492007875657e-14,7.02387016996903e-11,"  3.367264","  6.407719","204.390282","374.421482","AT3G56290","AT3G56290","potassium transporter","-","-","Both_sig"
"BraA06000973",3.58215851657228,5.89360066781633,332.00053946682,2.95615307670571e-15,2.11499315578854e-12,"BraA06000973",3.49543848606516,5.89360066781633,242.430018875973,8.73023223813577e-14,9.01905374722007e-11,"  7.590754","  9.648983"," 90.570549","108.681851","AT1G50450","AT1G50450","Saccharopine dehydrogenase","-","-","Both_sig"
"BraA03005881",4.78258698136965,4.25186482643815,329.934474081375,3.16395982515753e-15,2.16524902817302e-12,"BraA03005881",4.19989927353314,4.25186482643815,210.591498452245,3.86862380209764e-13,2.34200533250065e-10," 1.353421"," 1.942072","36.378669","35.899052","AT4G29590","AT4G29590","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-","Both_sig"
"BraA04003076",6.06840564556528,9.04005405928589,326.674950001611,3.52477814945656e-15,2.31166700301859e-12,"BraA04003076",5.35973654642508,9.04005405928589,205.075624395444,5.11095706670465e-13,2.77401600792866e-10," 13.52704"," 17.80403","905.05674","732.09759","AT2G42600","PPC2","phosphoenolpyruvate carboxylase 2","-","-","Both_sig"
"BraA01000670",2.59012476007587,5.70341239839435,322.358700323732,4.07302032460259e-15,2.56437359636979e-12,"BraA01000670",2.30804361614214,5.70341239839435,197.68096480121,7.50471573391013e-13,3.45671137571316e-10,"11.21935","12.98514","67.55569","64.36000","AT4G31780","MGD1","monogalactosyl diacylglycerol synthase 1","-","-","Both_sig"
"BraA10002909",5.32396281998138,7.84565199032383,318.892344775858,4.58047805398418e-15,2.58157772150579e-12,"BraA10002909",6.44511253408278,7.84565199032383,314.191043270522,5.38154447876496e-15,4.23527550478803e-11,"  9.120594","  5.128057","362.739269","447.450942","AT5G09650","PPa6","pyrophosphorylase 6","-","-","Both_sig"
"BraA06003059",2.63175046701192,5.49983334862175,318.250678692248,4.68174012521004e-15,2.58157772150579e-12,"BraA06003059",2.00833119186408,5.49983334862175,146.654500557089,1.61151123294216e-11,1.79084968116961e-09,"10.61382","13.25688","65.60520","53.36078","AT5G62840","AT5G62840","Phosphoglycerate mutase family protein","-","YES","Both_sig"
"BraA10003025",2.69432514755773,5.59626246065255,317.272357850968,4.84083979243716e-15,2.58157772150579e-12,"BraA10003025",3.07115472312961,5.59626246065255,301.056312992916,8.54627501995359e-15,4.394349117816e-11,"10.269499"," 8.678963","66.187606","73.173729","AT5G03900","AT5G03900","Iron-sulfur cluster biosynthesis family protein","-","-","Both_sig"
"BraA08002692",2.55673635950156,7.61790620058872,316.001020370728,5.05642588249115e-15,2.58157772150579e-12,"BraA08002692",2.22773003457546,7.61790620058872,184.855587371136,1.50821494305071e-12,5.27540071191517e-10," 49.51358"," 60.82283","291.44169","284.94252","AT4G14210","PDS3","phytoene desaturase 3","-","-","Both_sig"
"BraA03006568",2.19111240828927,7.71171409366734,315.790521262183,5.09311678878417e-15,2.58157772150579e-12,"BraA03006568",2.03285082989288,7.71171409366734,206.690725555253,4.70746149212873e-13,2.64626585307522e-10," 65.16561"," 86.37039","297.50260","353.50679","AT5G42310","AT5G42310","Pentatricopeptide repeat (PPR-like) superfamily protein","-","-","Both_sig"
"BraA01000119",5.54229160743108,9.39944309652242,314.923223304515,5.24736982464018e-15,2.58157772150579e-12,"BraA01000119",4.42769151518123,9.39944309652242,168.590676431269,3.90046140692472e-12,8.07806086118357e-10," 20.14519"," 44.56912","936.67210","959.99993","AT4G37930","SHM1","serine transhydroxymethyltransferase 1","-","YES","Both_sig"
"BraA08002432",7.78091373578446,6.93907624463704,314.917288741994,5.24844263584404e-15,2.58157772150579e-12,"BraA08002432",6.49437182975288,6.93907624463704,195.388917465774,8.47591551010042e-13,3.51081342444686e-10,"  0.9525366","  1.8426552","192.3881813","168.6680907","AT4G39970","AT4G39970","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","-","-","Both_sig"
"BraA05000807",5.89335113846083,7.52363486766713,311.368106131344,5.93483073886248e-15,2.78582358731577e-12,"BraA05000807",4.84195532440611,7.52363486766713,176.592184703367,2.42041518693552e-12,6.05465597069163e-10,"  5.251896","  8.939496","311.415936","258.013688","AT2G39470","PnsL1","PsbP-like protein 2","-","-","Both_sig"
"BraA04001910",2.22272363665237,7.31584138748949,310.970214155557,6.01766213270243e-15,2.78582358731577e-12,"BraA04001910",1.98037152876015,7.31584138748949,188.599356159028,1.22484094379172e-12,4.48348754773993e-10," 47.68502"," 52.64639","222.58839","207.73373","AT2G25870","AT2G25870","haloacid dehalogenase-like hydrolase family protein","-","-","Both_sig"
"BraA08003566",4.89479002174375,8.51855926149464,309.394715329893,6.35818781870723e-15,2.85936789332719e-12,"BraA08003566",4.3876689977553,8.51855926149464,196.696773585331,7.9060743027747e-13,3.45671137571316e-10," 18.09460"," 26.35259","536.53869","552.15997","AT1G11860","AT1G11860","Glycine cleavage T-protein family","-","YES","Both_sig"
"BraA04001451",8.64415410249416,11.8173790627989,307.684556656243,6.75166755528596e-15,2.93036768556547e-12,"BraA04001451",7.51584825734132,11.8173790627989,192.358754933324,9.97517736319139e-13,3.96986527844903e-10,"  14.19763","  19.35426","5652.61949","3546.92434","AT5G38410","RBCS3B","Ribulose bisphosphate carboxylase (small chain) family protein","-","YES","Both_sig"
"BraA10001684",4.94356588667238,5.70448700745725,307.115454209559,6.88841196733941e-15,2.93036768556547e-12,"BraA10001684",4.13312087000537,5.70448700745725,179.495601458599,2.04528467976504e-12,5.88112253764895e-10," 2.910894"," 4.383786","85.998243","77.189672","AT5G21430","NdhU","Chaperone DnaJ-domain superfamily protein","-","-","Both_sig"
"BraA09006403",5.2981597065415,10.6908169053563,306.236171399538,7.10563673617614e-15,2.94322953230033e-12,"BraA09006403",4.41178221965254,10.6908169053563,173.568081368255,2.8920864214618e-12,6.89718792027405e-10,"  66.57958","  96.27426","2614.98664","2049.88304","AT1G12900","GAPA-2","glyceraldehyde 3-phosphate dehydrogenase A subunit 2","-","-","Both_sig"
"BraA09003100",4.02959409285762,7.10310914188974,290.454239588434,1.2588114955879e-14,4.95342323513839e-12,"BraA09003100",3.24757862281728,7.10310914188974,154.19396983574,9.70230699860983e-12,1.31650269101827e-09," 11.12955"," 21.65085","180.68127","205.75038","AT4G04850","KEA3","K  efflux antiporter 3","-","-","Both_sig"
"BraA09000087",6.66890212184495,9.39192339081762,286.727953551885,1.44687065915991e-14,5.55457175004315e-12,"BraA09000087",5.97902420843371,9.39192339081762,184.007594988949,1.58184114147387e-12,5.28829430576622e-10,"   6.977040","   6.072929"," 702.387931"," 385.234284","AT4G01080","TBL26","TRICHOME BIREFRINGENCE-LIKE 26","-","-","Both_sig"
"BraA07002742",11.3532685523417,5.81653029568302,334.265804436447,1.79698906457326e-14,6.73443044675788e-12,"BraA07002742",12.0633894065408,5.81653029568302,222.316631049195,1.00886029947879e-12,3.96986527844903e-10," 0.02416943"," 0.00000000","96.92725595","51.94024463","AT1G72610","GER1","germin-like protein 1","-","-","Both_sig"
"BraA03006148",3.112849685431,6.99123210101888,280.329885583088,1.84491955549861e-14,6.75326367524374e-12,"BraA03006148",3.24835021481066,6.99123210101888,226.862828371252,1.76522954083037e-13,1.32308157012715e-10," 21.59433"," 20.34432","186.17030","193.33486","AT4G32770","VTE1","tocopherol cyclase, chloroplast / vitamin E deficient 1 (VTE1) / sucrose export defective 1 (SXD1)","-","YES","Both_sig"
"BraA09000299",2.74097197233223,6.35999159209029,275.570923770484,2.21790614081586e-14,7.93405514919127e-12,"BraA09000299",2.45789817891454,6.35999159209029,170.806493722332,3.41092221911828e-12,7.76109955216819e-10," 16.86480"," 18.82442","112.57805","103.60564","AT3G26290","CYP71B26","cytochrome P450, family 71, subfamily B, polypeptide 26","-","-","Both_sig"
"BraA04002534",4.0791481527119,6.27500240910833,273.734525539013,2.38310281855267e-14,8.33556408089312e-12,"BraA04002534",3.81858423518789,6.27500240910833,186.637709180724,1.36532614868647e-12,4.88414399552843e-10,"  6.077150","  7.475326","102.538684","105.624162","AT2G34860","EDA3","DnaJ/Hsp40 cysteine-rich domain superfamily protein","-","-","Both_sig"
"BraA05003526",3.72301674185062,9.41762957542658,270.028321229866,2.75869496325408e-14,9.23869334502536e-12,"BraA05003526",3.65710348974761,9.41762957542658,196.754729904412,7.88180440165039e-13,3.45671137571316e-10,"  67.81111","  67.41512"," 894.71311"," 850.79280","AT3G15850","FAD5","fatty acid desaturase 5","-","-","Both_sig"
"BraA10001878",5.19974323446239,4.71197765930545,269.317097562811,2.83787478135157e-14,9.24405172129739e-12,"BraA10001878",5.1662005605475,4.71197765930545,196.033323649606,8.18975985270215e-13,3.48396811031167e-10," 1.553199"," 1.141234","56.931827","42.039593","AT5G18860","NSH3","inosine-uridine preferring nucleoside hydrolase family protein","-","-","Both_sig"
"BraA03006095",5.82962342752081,6.94848505398134,267.137309411658,3.09632399511611e-14,9.24405172129739e-12,"BraA03006095",5.39775660386792,6.94848505398134,182.764345613415,1.69693521099004e-12,5.44538989936128e-10,"  3.724301","  6.493302","212.453720","273.038832","AT4G31870","GPX7","glutathione peroxidase 7","-","YES","Both_sig"
"BraA05001006",3.42258934465627,8.26491094874402,266.911358043577,3.12454271006487e-14,9.24405172129739e-12,"BraA05001006",2.98681814209997,8.26491094874402,158.485136536606,7.33885267467544e-12,1.11699971290526e-09," 41.91670"," 41.43648","449.05561","328.69697","AT2G36880","MAT3","methionine adenosyltransferase 3","-","-","Both_sig"
"BraA03004149",5.67382124108897,6.95760844099694,266.654031399947,3.15702046538296e-14,9.24405172129739e-12,"BraA03004149",5.95835426334093,6.95760844099694,215.988674610641,2.9645375611274e-13,2.02877483531066e-10,"  3.535355","  2.876861","174.799169","180.223636","AT3G19480","AT3G19480","D-3-phosphoglycerate dehydrogenase","-","-","Both_sig"
"BraA08002568",5.41667081123705,10.585320799473,266.605549554315,3.16318041459431e-14,9.24405172129739e-12,"BraA08002568",4.96908494681121,10.585320799473,175.818041575563,2.53262441149368e-12,6.22867316201728e-10,"  53.26454","  61.24969","2270.30869","1919.52774","AT1G12900","GAPA-2","glyceraldehyde 3-phosphate dehydrogenase A subunit 2","-","-","Both_sig"
"BraA02001698",5.04410011505849,6.13907797634585,266.216156461756,3.21313157666659e-14,9.24405172129739e-12,"BraA02001698",4.62228191253279,6.13907797634585,177.222316926945,2.33306398195299e-12,6.05465597069163e-10,"  3.974888","  5.214994","130.599072","128.385940","AT5G52030","AT5G52030","TraB family protein","-","-","Both_sig"
"BraA09000731",4.71431640687422,4.98575096385375,266.109675124552,3.22693966066158e-14,9.24405172129739e-12,"BraA09000731",2.87706567648598,4.98575096385375,91.642309560375,1.5722731198883e-09,4.41133313851012e-08," 2.811787"," 7.867703","73.816839","57.847609","AT5G61060","HDA05","histone deacetylase 5","-","-","Both_sig"
"BraA09006470",3.93824032803713,9.14250515653088,266.08512444609,3.23013243120303e-14,9.24405172129739e-12,"BraA09006470",3.41868950934547,9.14250515653088,158.096134920045,7.52488684342361e-12,1.11699971290526e-09," 55.13481"," 83.46863","844.83268","893.05881","AT1G11860","AT1G11860","Glycine cleavage T-protein family","-","YES","Both_sig"
"BraA04001528",3.90889023744355,5.48584139739443,264.551343009098,3.43656611693801e-14,9.65920547867933e-12,"BraA04001528",4.78519925840638,5.48584139739443,269.890085499248,2.77389472211298e-14,5.71923323846268e-11," 4.797213"," 2.705607","72.133060","75.507952","AT2G21280","SULA","NAD(P)-binding Rossmann-fold superfamily protein","-","-","Both_sig"
"BraA06001278",5.59462148964125,7.42782494870909,263.029275474193,3.65566393256756e-14,9.92071556872646e-12,"BraA06001278",4.63599618180667,7.42782494870909,150.70334455994,1.22377119450442e-11,1.54097268811996e-09,"  6.769836"," 11.731374","320.786485","292.469756","AT1G09340","CRB","chloroplast RNA binding protein","-","YES","Both_sig"
"BraA07002219",2.51582154217184,6.71795575127942,261.651072241602,3.86718243463681e-14,1.03168561900311e-11,"BraA07002219",2.38172752202998,6.71795575127942,178.363103184696,2.18350875098665e-12,6.02954872640874e-10," 25.92819"," 28.68795","148.18160","149.60076","AT3G59970","MTHFR1","methylenetetrahydrofolate reductase 1","-","-","Both_sig"
"BraA06004302",3.85522222200054,8.46293656729554,260.385893406849,4.07309350213946e-14,1.06850819539459e-11,"BraA06004302",3.35964405871255,8.46293656729554,155.715645246108,8.78103218890064e-12,1.234048630833e-09," 34.34968"," 48.68498","496.20685","499.99655","AT3G26650","GAPA","glyceraldehyde 3-phosphate dehydrogenase A subunit","-","-","Both_sig"
"BraA02002954",9.7111015004692,4.2382756313115,258.125687818112,4.47121272047132e-14,1.15371947901998e-11,"BraA02002954",7.0795383808721,4.2382756313115,177.880444092789,2.24547395548597e-12,6.05465597069163e-10," 0.02185446"," 0.27449437","30.97424815","40.06049405","AT4G00165","AT4G00165","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein","-","-","Both_sig"
"BraA03005774",2.89285466528615,4.84133678369642,255.800647656626,4.92527279541478e-14,1.25038377096498e-11,"BraA03005774",2.42089722310033,4.84133678369642,140.341810703477,2.5086994238529e-11,2.4074016201055e-09," 6.011794"," 6.629574","44.585878","35.599940","AT4G28030","AT4G28030","Acyl-CoA N-acyltransferases (NAT) superfamily protein","-","-","Both_sig"
"BraA08001067",2.71237829582129,7.4313523139216,253.947643395206,5.32303917139833e-14,1.32991486599698e-11,"BraA08001067",1.85632649953459,7.4313523139216,95.1881301908778,1.10077225433069e-09,3.47217540744792e-08," 34.86402"," 44.58682","228.39168","161.50460","AT2G04700","AT2G04700","ferredoxin thioredoxin reductase catalytic beta chain family protein","-","-","Both_sig"
"BraA03001809",6.08032917660055,3.81312609855329,253.389736677982,5.44953349289529e-14,1.34024464340894e-11,"BraA03001809",5.72376313519527,3.81312609855329,179.413067211569,2.05503011163083e-12,5.88112253764895e-10," 0.3125379"," 0.3653216","22.6299258","20.5938831","AT2G32500","AT2G32500","Stress responsive alpha-beta barrel domain protein","-","-","Both_sig"
"BraA04000162",3.23218333527739,10.9126859072333,252.6514007238,5.62198131625391e-14,1.36138439873595e-11,"BraA04000162",2.61163481570272,10.9126859072333,130.43309420098,5.20921193193727e-11,3.96101429027501e-09," 284.4009"," 332.7764","2672.2227","2034.0373","AT3G60750","AT3G60750","Transketolase","-","-","Both_sig"
"BraA04001213",2.51632131466763,5.83868250268996,251.777216692509,5.83385965373546e-14,1.39128713560297e-11,"BraA04001213",2.4250712423183,5.83868250268996,177.556134556798,2.2881813559866e-12,6.05465597069163e-10,"14.80845","15.81127","84.68441","84.93421","AT5G39040","ABCB27","transporter associated with antigen processing protein 2","-","-","Both_sig"
"BraA06004063",3.04825112692883,6.86393152601881,251.321328874696,5.94778233722097e-14,1.3972849848934e-11,"BraA06004063",2.99685227962094,6.86393152601881,183.787892682152,1.60154714008145e-12,5.28829430576622e-10," 20.74908"," 22.62732","171.17095","180.53848","AT5G20140","HBP5","SOUL heme-binding family protein","-","-","Both_sig"
"BraA09004850",7.58617697326935,6.44844526441035,250.082248738116,6.26980897265856e-14,1.4512763710242e-11,"BraA09004850",5.96929736466968,6.44844526441035,147.680834880272,1.50197884196672e-11,1.71312659221422e-09,"  0.6832359","  2.1128719","128.1978480","135.5952910","AT3G54830","AT3G54830","Transmembrane amino acid transporter family protein","-","-","Both_sig"
"BraA02001404",4.24003452618032,4.44674395866252,248.848092414738,6.60946636203589e-14,1.50772464548471e-11,"BraA02001404",3.62615283843564,4.44674395866252,152.325629960089,1.09796936703543e-11,1.46457947772353e-09," 1.759375"," 2.737500","32.339142","34.148035","AT5G56260","AT5G56260","Ribonuclease E inhibitor RraA/Dimethylmenaquinone methyltransferase","-","-","Both_sig"
"BraA06004423",2.26814260949303,5.58970961660114,246.89415081132,7.18878550970503e-14,1.59003434037637e-11,"BraA06004423",1.9141547948851,5.58970961660114,136.014653251932,3.43220728934378e-11,3.04919925511371e-09,"16.15126","19.21146","77.70752","72.40801","AT2G03390","AT2G03390","uvrB/uvrC motif-containing protein","-","-","Both_sig"
"BraA07003829",5.55516279634489,8.22511746167431,246.789745147213,7.22125554233095e-14,1.59003434037637e-11,"BraA07003829",5.38834333962829,8.22511746167431,176.571083961793,2.42340105561355e-12,6.05465597069163e-10,"  7.172466","  5.773370","334.381151","242.531031","AT1G76100","PETE1","plastocyanin 1","-","-","Both_sig"
"BraA03000586",3.83867183497971,7.18463863047571,246.08225532268,7.44552570546044e-14,1.59003434037637e-11,"BraA03000586",3.7725387766471,7.18463863047571,180.013902561649,1.98522080196407e-12,5.88112253764895e-10," 16.00060"," 15.87512","227.38646","216.99050","AT5G13120","Pnsl5","cyclophilin 20-2","-","-","Both_sig"
"BraA05003370",2.44050941356146,9.20588885872612,246.051994292337,7.45528549651412e-14,1.59003434037637e-11,"BraA05003370",2.15042983660339,9.20588885872612,146.552973363828,1.62280913160989e-11,1.79084968116961e-09,"141.2275","187.5858","766.4844","832.8697","AT3G17930","DAC","transmembrane protein","-","-","Both_sig"
"BraA09004965",2.72278600565016,6.42059640754607,245.989813132437,7.47538381117228e-14,1.59003434037637e-11,"BraA09004965",2.56557585855135,6.42059640754607,166.509595892941,4.43035206114979e-12,8.75309632732172e-10," 20.00027"," 20.83564","131.71644","123.46455","AT3G56010","AT3G56010","transmembrane protein","-","-","Both_sig"
"BraA04000964",4.85919901608542,6.79609815171692,245.374984809384,7.67730806770983e-14,1.61121105314337e-11,"BraA04000964",4.22055264809983,6.79609815171692,149.749040610403,1.30502742400149e-11,1.60477591045183e-09,"  6.566476","  9.034440","186.256982","168.703027","AT4G12830","AT4G12830","alpha/beta-Hydrolases superfamily protein","-","-","Both_sig"
"BraA07003591",2.92551910647103,6.51750929313367,244.588739725756,7.94420705570398e-14,1.64528709285238e-11,"BraA07003591",2.20341439749296,6.51750929313367,110.672765040379,2.60818924717148e-10,1.28290308595247e-08," 18.00243"," 24.59182","136.93427","113.25253","AT1G73060","LPA3","Low PSII Accumulation 3","-","-","Both_sig"
"BraA01002293",2.23573372503746,7.05576765578094,243.199167188114,8.44088882351425e-14,1.71909701055225e-11,"BraA01002293",1.67173294392815,7.05576765578094,106.249984478161,3.86523463510608e-10,1.64429170693432e-08," 39.80261"," 55.54689","187.46215","177.01508","AT4G15545","AT4G15545","PH-response transcription factor","-","-","Both_sig"
"BraA05001825",3.45628307712623,7.37152466774394,242.889597985344,8.55607268246479e-14,1.71909701055225e-11,"BraA05001825",2.64954192790987,7.37152466774394,115.452766860197,1.72979851224851e-10,9.45382936902484e-09," 21.97324"," 32.44370","239.96190","203.77403","AT1G52510","AT1G52510","alpha/beta-Hydrolases superfamily protein","-","-","Both_sig"
"BraA09005917",2.70596303952006,9.24574802982866,242.69791022105,8.62825056122157e-14,1.71909701055225e-11,"BraA09005917",2.54917753941022,9.24574802982866,163.683002655953,5.27915715943662e-12,9.50397278711738e-10,"136.6582","152.8078","891.7026","894.4285","AT2G20890","PSB29","photosystem II reaction center PSB29 protein","-","YES","Both_sig"
"BraA09004319",2.25115133480104,5.23397612777486,242.076247428832,8.8669180309078e-14,1.74456612258111e-11,"BraA09004319",1.82546722399055,5.23397612777486,124.381100601659,8.33484731341932e-11,5.55930452677224e-09,"11.42694","15.04755","54.26223","53.32441","AT1G22700","AT1G22700","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-","Both_sig"
"BraA03003901",4.40434906219343,8.5609845846274,241.42478299528,9.12474347141269e-14,1.74550304704538e-11,"BraA03003901",3.36530468232819,8.5609845846274,117.065032083445,1.51090737828236e-10,8.66722919421352e-09," 26.26755"," 53.42250","555.06161","550.81707","AT3G14415","GOX2","Aldolase-type TIM barrel family protein","-","-","Both_sig"
"BraA06001796",2.86410776638743,4.11680499352511,241.284754934351,9.18121783080645e-14,1.74550304704538e-11,"BraA06001796",2.48989303730832,4.11680499352511,145.047951859596,1.80077754329691e-11,1.92817949193832e-09," 4.038307"," 5.625827","29.263496","31.780184","AT1G16080","AT1G16080","nuclear protein","-","YES","Both_sig"
