"","logFC_WT","logCPM_WT","F_WT","PValue_WT","FDR_WT","Gene_ID","logFC_phyB","logCPM_phyB","F_phyB","PValue_phyB","FDR_phyB","WT.D_Avg_CPM","phyB.D_Avg_CPM","WT.R_Avg_CPM","phyB.R_Avg_CPM","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development","group"
"BraA08002685",-1.07811384551047,3.46327191361792,37.8759292016865,2.68834973513131e-06,1.18324304784769e-05,"BraA08002685",-0.558032975341509,3.46327191361792,7.85655029366869,0.0100443178951828,0.0176349764272367,"16.301597","15.685386"," 7.718810","10.646598","AT4G38480","AT4G38480","Transducin/WD40 repeat-like superfamily protein","-","-","WT_sig"
"BraA03005442",-2.20086180591817,3.06771361704214,36.8388773190745,3.29511167185994e-06,1.41014295038269e-05,"BraA03005442",-1.23890507453737,3.06771361704214,9.03146068893655,0.00626866332143342,0.0116547083249896,"19.005650"," 9.022366"," 4.114209"," 3.841243","AT4G23440","AT4G23440","Disease resistance protein (TIR-NBS class)","-","-","WT_sig"
"BraA03004292",-2.11280569662793,3.81476926332885,36.2730610601811,3.68775497795697e-06,1.55076845720125e-05,"BraA03004292",-0.840119861668141,3.81476926332885,4.46320749056435,0.0455851903709171,0.068249871248762,"44.661529","14.999151","10.326123"," 8.346440","AT3G22370","AOX1A","alternative oxidase 1A","-","YES","WT_sig"
"BraA09000285",-1.80058467650512,2.39222544907571,36.035300422626,3.86768346640296e-06,1.61521193317014e-05,"BraA09000285",-0.633060781007489,2.39222544907571,3.60138327348974,0.0702289136436964,0.100145234712066,"8.965377","7.048117","2.561417","4.558038","AT4G03610","AT4G03610","Metallo-hydrolase/oxidoreductase superfamily protein","-","-","WT_sig"
"BraA07000129",-2.14286182976476,2.76999695076533,35.3986037857105,4.39825616732798e-06,1.80470677981602e-05,"BraA07000129",-0.497418565710503,2.76999695076533,1.59363374452307,0.219335159701988,0.273929652758018,"13.284870","10.386107"," 2.994179"," 7.349979","AT2G19490","RECA2","recA DNA recombination family protein","-","-","WT_sig"
"BraA05002124",-2.12430759774283,3.38070981230723,34.5183829206432,5.26635341085348e-06,2.11071633553316e-05,"BraA05002124",-1.04677430866242,3.38070981230723,6.90145634251895,0.0149968221805895,0.025256792330674,"16.556112","15.712038"," 3.781596"," 7.616618","AT1G47380","AT1G47380","Protein phosphatase 2C family protein","-","-","WT_sig"
"BraA02000857",-2.42212131180705,6.15759454720131,34.2135043708098,5.60912907381405e-06,2.22892430249515e-05,"BraA02000857",-0.133477679196872,6.15759454720131,0.0866441427638253,0.771102012760286,0.809844910979309,"115.85617"," 52.65766"," 21.62752"," 48.00850","AT5G18600","AT5G18600","Thioredoxin superfamily protein","-","-","WT_sig"
"BraA01004820",-1.08138420305369,3.08509521842405,33.461474576499,6.56293024993989e-06,2.54937122739521e-05,"BraA01004820",-0.614216392341002,3.08509521842405,8.3836340334424,0.00810697450963671,0.0146133507537428,"11.627094","12.049304"," 5.494280"," 7.890804","AT3G02065","AT3G02065","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-","WT_sig"
"BraA10002617",-1.89024070370079,3.81041327496606,33.0017154267578,7.2320184429484e-06,2.76963431367416e-05,"BraA10002617",-0.985746223995704,3.81041327496606,7.09108336061816,0.0138308233552474,0.0234941894681194,"24.157172","16.871066"," 6.510418"," 8.540421","AT5G05690","CPD","Cytochrome P450 superfamily protein","-","YES","WT_sig"
"BraA04000154",-1.40828233208804,5.83506052558639,32.759042857899,7.61480297379666e-06,2.89160431381325e-05,"BraA04000154",-0.692817241963186,5.83506052558639,6.15877782550435,0.0207349904848199,0.0337716008103338,"83.17230","82.85452","31.34338","51.24897","AT3G60880","DHDPS1","dihydrodipicolinate synthase 1","-","-","WT_sig"
"BraA05000631",-1.6550094127672,5.1492970233242,32.5478616038703,7.96587793190644e-06,3.00678461986109e-05,"BraA05000631",-0.917020188989652,5.1492970233242,7.80284754039149,0.010268756477422,0.0179868937185201,"68.29998","57.92127","21.67376","30.64540","AT2G45000","EMB2766","structural constituent of nuclear pore","-","-","WT_sig"
"BraA09006395",-2.00792278980851,4.68877689928497,32.3558798672555,8.30034553050415e-06,3.11882164359359e-05,"BraA09006395",-1.11131486457799,4.68877689928497,7.87779365325169,0.00995703414594679,0.0175129866417703,"52.79512","42.89192","13.10681","19.83091","AT1G13030","AT1G13030","sphere organelles protein-like protein","-","-","WT_sig"
"BraA04002758",-1.82925738290209,5.03087870195771,31.8947653481362,9.16777553391096e-06,3.40332044584336e-05,"BraA04002758",-1.08248076204313,5.03087870195771,8.75001301400718,0.00700394038376594,0.0128472231255653,"78.12323","62.84221","21.96308","29.72092","AT2G38120","AUX1","Transmembrane amino acid transporter family protein","-","YES","WT_sig"
"BraA10000910",-5.16518640754258,1.97885817019423,31.8036170597337,9.35064457773897e-06,3.46013933890192e-05,"BraA10000910",-2.29756847789873,1.97885817019423,7.28106197612886,0.0127623781220225,0.0218513903666522," 9.43413299","12.30128773"," 0.25209040"," 2.51627715","AT5G53200","TRY","Homeodomain-like superfamily protein","YES","YES","WT_sig"
"BraA09001508",-1.71338058441004,4.52555609336642,31.791580451631,9.37508842385651e-06,3.46638223611702e-05,"BraA09001508",-0.542964176603408,4.52555609336642,2.54352473015541,0.124264433947206,0.16613598269723,"40.86208","31.67429","12.43676","21.70114","AT1G64600","AT1G64600","copper ion binding / methyltransferase","-","-","WT_sig"
"BraA03001770",-2.06785295751467,2.79122814844911,31.6593409141771,9.64826325309131e-06,3.55402910375982e-05,"BraA03001770",-0.541714184784733,2.79122814844911,1.74194943770802,0.199752267140985,0.252335528475049,"18.890265"," 9.810242"," 4.511702"," 6.750467","AT2G31560","AT2G31560","signal transducer/transcription protein, putative (DUF1685)","-","-","WT_sig"
"BraA10003037",-1.71879537721458,3.87585407203462,31.6319531020253,9.70591495963709e-06,3.57359301671784e-05,"BraA10003037",-0.877394816611047,3.87585407203462,6.49058803959135,0.0179153741666317,0.0296112558419387,"25.771127","19.247339"," 7.803058","10.466450","AT5G03740","HD2C","histone deacetylase 2C","YES","-","WT_sig"
"BraA06003878",-2.33259261442562,4.64388166163475,31.3946042480748,1.0221523076383e-05,3.74852686911157e-05,"BraA06003878",-1.36086665594682,4.64388166163475,8.49466666630352,0.00775373325094324,0.0140409297480265,"56.17951","33.15280","11.10215","12.93377","AT5G28300","AT5G28300","Duplicated homeodomain-like superfamily protein","YES","-","WT_sig"
"BraA08001710",-3.59314196760697,6.28565288965519,31.350003895153,1.03216961782972e-05,3.78085868853613e-05,"BraA08001710",-1.87478867970975,6.28565288965519,7.37709616744378,0.0122572553699052,0.0210621396858414,"247.16667","135.06881"," 20.47381"," 36.76210","AT4G34138","UGT73B1","UDP-glucosyl transferase 73B1","-","-","WT_sig"
"BraA04001733",-5.14246859705545,3.00535104003332,31.0240453354022,1.10870477422941e-05,4.02560856894368e-05,"BraA04001733",-2.74818333432355,3.00535104003332,8.66373139540225,0.00724797207451278,0.0132362316339287,"32.3239604","17.1676781"," 0.8908224"," 2.4720236","AT2G23770","LYK4","protein kinase family protein / peptidoglycan-binding LysM domain-containing protein","-","-","WT_sig"
"BraA03006461",-2.4420959361524,3.16636946684993,31.000449280356,1.11447996297847e-05,4.0437793031999e-05,"BraA03006461",-1.44785728248586,3.16636946684993,8.79129257192793,0.0068903976510803,0.0126625638094575,"27.326277","20.745466"," 5.008511"," 7.631297","AT4G36780","BEH2","BES1/BZR1 homolog 2","YES","YES","WT_sig"
"BraA07002627",-1.69027001536411,3.9925324439013,30.9580290959376,1.12494485212124e-05,4.07423653299316e-05,"BraA07002627",-1.04971480403799,3.9925324439013,9.35473581413741,0.00552709283929227,0.0104399905544774,"27.365854","23.676874"," 8.449064","11.423974","AT1G75200","AT1G75200","flavodoxin family protein / radical SAM domain-containing protein","-","-","WT_sig"
"BraA08003660",-2.28543142873781,3.48004505386886,30.712915082186,1.18754539465489e-05,4.2734258143274e-05,"BraA08003660",-0.990848065492732,3.48004505386886,4.59666700761512,0.0427254695273711,0.0644526442745659,"30.116023","13.895468"," 6.183658"," 6.952292","AT1G10170","NFXL1","NF-X-like 1","YES","-","WT_sig"
"BraA05003740",-3.91698834955403,3.87045536104552,30.3756946143936,1.27994227440717e-05,4.56418019917734e-05,"BraA05003740",-2.27203871890244,3.87045536104552,8.87814285465858,0.00665806286493004,0.0122742925151088,"57.273182","32.292410"," 3.768389"," 6.696298","AT3G13790","ATBFRUCT1","Glycosyl hydrolases family 32 protein","-","-","WT_sig"
"BraA10003047",-1.70533204697632,2.58910028362727,30.3244094997601,1.29466653589938e-05,4.60520932769631e-05,"BraA10003047",-0.509441646259104,2.58910028362727,2.17796017698462,0.153427803479007,0.19994648342106,"10.526567"," 8.754716"," 3.223653"," 6.148791","AT5G03640","AT5G03640","Protein kinase superfamily protein","-","-","WT_sig"
"BraA06002360",-2.101479425137,5.55571628571454,30.0842080779552,1.36612565274891e-05,4.82775432740635e-05,"BraA06002360",-0.978685048421358,5.55571628571454,5.21404863739207,0.0318698112030627,0.0495829621761596,"102.28191"," 67.56089"," 23.83445"," 34.33975","AT1G21830","AT1G21830","hypothetical protein","-","-","WT_sig"
"BraA05003701",-1.18235880506184,7.06583308744871,29.9439441666183,1.4098295852371e-05,4.9606021213826e-05,"BraA05003701",-0.605886250624765,7.06583308744871,6.01718382248412,0.0220855266923208,0.0357613619989269,"241.40868","186.22454","106.35529","122.35967","AT3G14205","AT3G14205","Phosphoinositide phosphatase family protein","-","-","WT_sig"
"BraA09003671",-5.03663718252018,3.92853224356425,29.8231430891028,1.44868937259299e-05,5.08300729483141e-05,"BraA09003671",-1.97048273168383,3.92853224356425,4.38175219991641,0.0474363549350221,0.0706183889792157,"79.228469","15.783790"," 2.394230"," 3.928838","AT1G30730","AT1G30730","FAD-binding Berberine family protein","-","-","WT_sig"
"BraA06002932",-2.20778502020564,5.54011194632736,29.6578181512752,1.50377214919428e-05,5.25169150839095e-05,"BraA06002932",-1.27610512141284,5.54011194632736,7.84348868235457,0.0100984036174119,0.0177220284243577,"142.40723"," 82.22929"," 30.83475"," 33.91936","AT5G61820","AT5G61820","stress up-regulated Nod 19 protein","-","-","WT_sig"
"BraA08002782",-2.41083172936638,5.80014634139547,29.1705014295184,1.67982710936867e-05,5.78186719909532e-05,"BraA08002782",-1.26048224231356,5.80014634139547,6.4622690419272,0.0181386077363871,0.0299393546319981,"120.67269"," 89.97615"," 22.66799"," 37.51295","AT1G29320","AT1G29320","Transducin/WD40 repeat-like superfamily protein","-","-","WT_sig"
"BraA02001147",-1.23738861924311,2.82026001898956,28.4989776144845,1.96018667901855e-05,6.64656146655578e-05,"BraA02001147",-0.52748956469042,2.82026001898956,4.0006632144474,0.0573061447292488,0.0835803111599682,"10.734499"," 8.289894"," 4.544920"," 5.752407","AT5G59980","GAF1","Polymerase/histidinol phosphatase-like protein","-","-","WT_sig"
"BraA09001168",-1.21628816917096,4.59368551303144,28.4843865923939,1.96681753204846e-05,6.66473798803935e-05,"BraA09001168",-0.255261824362229,4.59368551303144,0.966452903247427,0.335695855953057,0.397640937138855,"38.37323","24.96569","16.48297","20.89409","AT2G17670","AT2G17670","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-","WT_sig"
"BraA01001556",-10.6287634785749,1.68627661696636,36.8783303837728,1.99891743894098e-05,6.75605765276595e-05,"BraA01001556",-0.884019617568067,1.68627661696636,0.551380827544195,0.469053884484498,0.530991667274597,"19.17475643"," 1.39783288"," 0.00000000"," 0.69667128","AT4G24000","CSLG2","cellulose synthase like G2","-","-","WT_sig"
"BraA10002896",-2.18852714479859,2.26119997857044,28.4042740390773,2.00366199015205e-05,6.77063970051379e-05,"BraA10002896",-0.629228441113172,2.26119997857044,1.930513273692,0.177878185155183,0.227969609311564,"8.722296","5.395650","1.906603","3.483862","AT5G09420","TOC64-V","translocon at the outer membrane of chloroplasts 64-V","-","-","WT_sig"
"BraA10002904",-3.69538496443402,2.19457047112381,27.8549773126281,2.27744505684508e-05,7.5947002531232e-05,"BraA10002904",-1.41474008907842,2.19457047112381,3.30991893017413,0.0817775594443275,0.114691150820076,"22.5446199"," 3.5371703"," 1.7363559"," 1.3125376","AT5G09570","AT5G09570","Cox19-like CHCH family protein","-","-","WT_sig"
"BraA10002287",-1.14110378880437,4.3560644121523,27.4300934041701,2.5171357268566e-05,8.29037797462291e-05,"BraA10002287",-0.50778033149937,4.3560644121523,4.19761663366762,0.0519423094573445,0.076544513702706,"34.13534","31.82839","15.47768","22.36128","AT5G13590","AT5G13590","hypothetical protein","-","-","WT_sig"
"BraA03001295",-1.09080395267877,3.42228229823378,27.4221638251692,2.52186217375143e-05,8.30073413108479e-05,"BraA03001295",-0.692623581563094,3.42228229823378,8.48945303522316,0.00776993542680531,0.014065415022187,"16.592773","15.054840"," 7.801613"," 9.292821","AT5G57490","VDAC4","voltage dependent anion channel 4","-","YES","WT_sig"
"BraA06000860",-2.24855118865009,2.63983042344052,27.0386577732222,2.76239342655091e-05,9.00768024319687e-05,"BraA06000860",-0.869174832566341,2.63983042344052,3.28797825188198,0.0827317216665381,0.11588478232903,"12.350380"," 7.267157"," 2.582152"," 3.976344","AT1G52160","TRZ3","tRNAse Z3","-","-","WT_sig"
"BraA05003742",-1.57866636662281,3.41468083595949,26.9370132925848,2.83025142781216e-05,9.18708135157009e-05,"BraA05003742",-0.776197204320096,3.41468083595949,5.06215079776371,0.0342203505344688,0.0527549772196415,"18.985251","13.428115"," 6.331238"," 7.845652","AT3G13782","NAP1;4","nucleosome assembly protein1;4","-","-","WT_sig"
"BraA02001459",-1.22313913310242,5.07981742267546,26.8706838075441,2.87550986980156e-05,9.31669933113968e-05,"BraA02001459",-0.782251240954152,5.07981742267546,8.39860294020264,0.00805833498823758,0.0145406617809079,"56.21521","46.29446","24.08129","26.89824","AT4G26840","SUMO1","small ubiquitin-like modifier 1","-","-","WT_sig"
"BraA06002675",-1.56537406343559,3.95983482777438,26.6668409548288,3.01959757426927e-05,9.71554902268977e-05,"BraA06002675",-0.905831570400602,3.95983482777438,6.98826526218296,0.0144500663404713,0.024456348838604,"34.083354","33.214112","11.539652","17.732002","AT1G53540","AT1G53540","HSP20-like chaperones superfamily protein","-","-","WT_sig"
"BraA10000085",-2.49045480440288,7.30874174588209,26.4147023596864,3.2087903218625e-05,0.000102426200904716,"BraA10000085",-0.726699414885445,7.30874174588209,1.87118667798866,0.184428081889594,0.23524295048154,"376.62557","447.95815"," 66.99662","270.69322","AT1G01060","LHY","Homeodomain-like superfamily protein","YES","YES","WT_sig"
"BraA07001209",-1.23132239872755,4.71536563787657,26.4048007465795,3.21647859615769e-05,0.000102623907419734,"BraA07001209",-0.454944657432251,4.71536563787657,2.78716975661681,0.108445404063476,0.147263450949798,"48.17364","40.72618","20.55256","29.69389","AT1G24490","ALB4","OxaA/YidC-like membrane insertion protein","-","-","WT_sig"
"BraA10001825",-1.31137570250588,6.79206306219571,26.3502368145705,3.25920684931638e-05,0.000103767024556005,"BraA10001825",-0.831228051943879,6.79206306219571,8.11716400480213,0.00902926067290668,0.0160660821830829,"167.31041","159.81665"," 67.40141"," 89.79985","AT5G12110","AT5G12110","elongation factor 1-beta 1","-","-","WT_sig"
"BraA07003964",-2.54525243539933,2.70823644892919,26.3265572478895,3.2779418242313e-05,0.000104274058838724,"BraA07003964",-1.6531692681526,2.70823644892919,8.97856512122044,0.00640010382656163,0.0118640483135178,"16.185972","12.113852"," 2.767771"," 3.816568","AT1G77700","AT1G77700","Pathogenesis-related thaumatin superfamily protein","-","-","WT_sig"
"BraA01002421",-1.79284059706109,2.78443415478172,26.0533499595086,3.50278516809308e-05,0.000110532956186418,"BraA01002421",-0.720405670054599,2.78443415478172,3.3930337691762,0.0782759907567706,0.110271555939458,"11.738115"," 9.983817"," 3.388892"," 6.037283","AT3G51270","AT3G51270","protein serine/threonine kinase","-","-","WT_sig"
"BraA03001349",-3.04887523518424,3.80029736367113,25.8656876836942,3.66692737372565e-05,0.000115181474481025,"BraA03001349",-2.00220799967196,3.80029736367113,9.35177064692967,0.00553343992862986,0.0104507252791737,"38.660093","43.899155"," 4.692611","10.999059","AT5G56550","OXS3","oxidative stress 3","-","-","WT_sig"
"BraA01001962",-2.06423758364036,3.3621195633179,25.7795101430609,3.74509247241365e-05,0.000117355674926918,"BraA01001962",-1.1656304211354,3.3621195633179,6.66943280475087,0.016574018542456,0.0276029046511752,"17.852294","16.910644"," 4.246527"," 7.545761","AT4G27730","OPT6","oligopeptide transporter 1","-","-","WT_sig"
"BraA02002741",-2.30712326624283,5.78462840926333,25.2874972381372,4.22756199702352e-05,0.000130448590145364,"BraA02002741",-1.03999449819716,5.78462840926333,4.1133668464207,0.0541639203974434,0.0794242693362921,"147.81776"," 61.62405"," 29.85149"," 30.06456","AT1G79330","MC5","metacaspase 5","-","-","WT_sig"
"BraA07000216",-1.36490152122594,3.32918077671108,25.2514131554148,4.26551925048697e-05,0.000131489940259408,"BraA07000216",-0.362313765161023,3.32918077671108,1.39231563868396,0.249957863019627,0.306842673836291,"15.959341","11.688125"," 6.194473"," 9.073865","AT2G18510","emb2444","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-","WT_sig"
"BraA02002420",-1.06288181692645,6.94252290720543,25.2506535460663,4.26632226750188e-05,0.000131489940259408,"BraA02002420",-0.651864096924256,6.94252290720543,7.22349240362782,0.0130761875503112,0.0223279661577239,"199.80619","167.12980"," 95.63814","106.34997","AT1G74250","AT1G74250","DNAJ heat shock N-terminal domain-containing protein","YES","-","WT_sig"
"BraA02001008",-1.74117843375407,4.60982386852026,25.1106735685468,4.41714842695086e-05,0.000135686799844275,"BraA02001008",-1.0348864738007,4.60982386852026,6.89183047517094,0.0150588465818621,0.0253422693465742,"47.67399","34.40511","14.26829","16.78653","AT5G21090","AT5G21090","Leucine-rich repeat (LRR) family protein","-","-","WT_sig"
"BraA01000646",-1.99280565675685,2.31394715795894,25.0700005128382,4.46205379550377e-05,0.000136959295517218,"BraA01000646",-0.504085053805542,2.31394715795894,1.31306795229512,0.263508283801752,0.321764641660839,"9.855775","7.012172","2.474675","4.922173","AT4G32050","AT4G32050","neurochondrin family protein","-","-","WT_sig"
"BraA10001901",-2.24423306768581,5.90807157726709,25.0321168870335,4.50432663695006e-05,0.00013801460242475,"BraA10001901",-0.891491955148084,5.90807157726709,3.1979659561723,0.0867827405186429,0.120774565496325,"152.33511"," 94.98067"," 32.18190"," 51.12230","AT5G18600","AT5G18600","Thioredoxin superfamily protein","-","-","WT_sig"
"BraA03000246",-1.12744485044222,6.62593119176,24.6509765068724,4.95473659113205e-05,0.000150033770574103,"BraA03000246",-0.781285936408994,6.62593119176,8.94959454358484,0.00647337523534539,0.0119885782097113,"172.21726"," 94.63469"," 78.80234"," 55.03279","AT5G06110","AT5G06110","DnaJ and myb-like DNA-binding domain-containing protein","YES","-","WT_sig"
"BraA07003036",-1.09859335581624,6.30205509076665,24.3507653669602,5.34404117896932e-05,0.000160717318705926,"BraA07003036",-0.627356696242814,6.30205509076665,6.06443111841978,0.0216243024571151,0.0350676407042027,"114.74848","102.64099"," 53.56344"," 66.42004","AT2G03820","NMD3","nonsense-mediated mRNA decay NMD3 family protein","-","-","WT_sig"
"BraA08002357",-3.57133445429591,3.64755629964559,24.3498104343421,5.34533140676953e-05,0.000160717318705926,"BraA08002357",-1.89680251225267,3.64755629964559,6.58825412270712,0.0171685481971084,0.0284712660009544,"13.039133","15.477529"," 1.094869"," 4.138106","AT4G37220","AT4G37220","Cold acclimation protein WCOR413 family","-","-","WT_sig"
"BraA09001682",-1.51306472902479,8.68984967994948,24.2439921822228,5.49042699125156e-05,0.000164514222048924,"BraA09001682",-0.898379345566742,8.68984967994948,6.59056436353525,0.0171513054223519,0.028449947027908,"765.6726","573.2246","268.2867","307.5438","AT1G62380","ACO2","ACC oxidase 2","-","YES","WT_sig"
"BraA05000830",-1.09910651897859,3.08132217794657,24.0946192539039,5.70259001702714e-05,0.000170191063458489,"BraA05000830",-0.688226746747165,3.08132217794657,7.15448474615407,0.0134636372575524,0.0229273667027886,"14.925577","11.282526"," 6.975381"," 7.015771","AT2G39090","APC7","tetratricopeptide repeat (TPR)-containing protein","-","YES","WT_sig"
"BraA08001289",-1.85143777293158,2.30210698940085,24.0817825961181,5.72123478382417e-05,0.000170715138383682,"BraA08001289",-1.09058381146552,2.30210698940085,6.58811538434196,0.0171695842999403,0.0284712660009544,"8.368633","6.503157","2.322526","3.030439","AT4G16790","AT4G16790","hydroxyproline-rich glycoprotein family protein","-","-","WT_sig"
"BraA01002626",-1.10001807945038,3.46232951007779,24.0542777275423,5.76140837377478e-05,0.000171848716701184,"BraA01002626",-0.620441689846103,3.46232951007779,5.82820534183261,0.0240429194699124,0.0386316407162537,"19.288839","15.304723"," 9.027036"," 9.954890","AT3G47940","AT3G47940","DNAJ heat shock family protein","-","-","WT_sig"
"BraA01001785",-3.08103442624002,2.47744406596762,24.0414131523912,5.78030366570097e-05,0.000172346996965587,"BraA01001785",-1.73317451537558,2.47744406596762,6.02647474334505,0.0219939723436031,0.0356230834213123,"20.012013"," 6.749658"," 2.354141"," 2.041074","AT4G26140","BGAL12","beta-galactosidase 12","-","-","WT_sig"
"BraA03000085",-5.51644346523579,3.36558019901397,23.7889111730324,6.16516739850394e-05,0.000182336968907276,"BraA03000085",-2.86591900807619,3.36558019901397,4.82835299807172,0.0382275261098061,0.0583043857527469,"59.7186916"," 4.5824425"," 1.2875868"," 0.6230206","AT5G02540","AT5G02540","NAD(P)-binding Rossmann-fold superfamily protein","-","-","WT_sig"
"BraA05004382",-1.16324925419154,4.04175999165614,23.6688757524034,6.35783276971796e-05,0.000187436388453569,"BraA05004382",-0.438267121741075,4.04175999165614,2.58458286522818,0.121417903129331,0.162786865013259,"25.36646","18.88335","11.29319","13.91046","AT3G06040","AT3G06040","Ribosomal protein L12/ ATP-dependent Clp protease adaptor protein ClpS family protein","-","-","WT_sig"
"BraA05004687",-1.41897841421911,6.92501783581186,23.6482357281514,6.39161702964676e-05,0.000188291319570728,"BraA05004687",-0.947786541909238,6.92501783581186,8.08627144200013,0.00914345705380841,0.0162454017413866,"202.09940","166.61930"," 75.55362"," 86.36132","AT3G01160","AT3G01160","pre-rRNA-processing ESF1-like protein","-","-","WT_sig"
"BraA04002960",-1.45459135680392,6.80563689852451,23.6238062583498,6.43185672300509e-05,0.000189335000598654,"BraA04002960",-1.01030571568487,6.80563689852451,8.73174446509555,0.00705484523982416,0.0129192495392957,"214.26949","189.27054"," 78.17348"," 93.97736","AT2G40880","CYSA","cystatin A","-","-","WT_sig"
"BraA08001892",-2.6904873466372,2.6728688074199,23.5769822494677,6.50975723659154e-05,0.000191306159268019,"BraA08001892",-0.128676897074235,2.6728688074199,0.0466320723640631,0.83091596834298,0.860831787120286,"14.781432"," 6.799016"," 2.276403"," 6.199380","AT4G31120","SKB1","SHK1 binding protein 1","-","YES","WT_sig"
"BraA09005912",-2.83069885928828,2.54119131445774,23.515721079282,6.61323150651411e-05,0.000194020995177133,"BraA09005912",-1.81490354408115,2.54119131445774,7.79290707989646,0.0103109041520001,0.0180546925522841,"18.820665","10.966304"," 2.633582"," 3.069235","AT2G20960","pEARLI4","phospholipase-like protein (PEARLI 4) family protein","-","-","WT_sig"
"BraA09005982",-1.08055445259681,2.97183057219041,23.3494947883788,6.90312906729144e-05,0.000201624144589288,"BraA09005982",-0.327587857984483,2.97183057219041,1.61975799444411,0.215717320224075,0.269925321593683,"13.871013"," 8.043388"," 6.567405"," 6.400497","AT2G19530","AT2G19530","transmembrane protein","-","-","WT_sig"
"BraA05002387",-3.20846785739115,3.50371681278735,23.2495472394637,7.08407716224157e-05,0.000206106052742481,"BraA05002387",-1.14257085924458,3.50371681278735,2.48485220812486,0.128469909050729,0.171046892950302,"49.7181168","14.3654359"," 5.3560958"," 6.4952415","AT1G32350","AOX1D","alternative oxidase 1D","-","-","WT_sig"
