"","logFC_WT","logCPM_WT","F_WT","PValue_WT","FDR_WT","Gene_ID","logFC_phyB","logCPM_phyB","F_phyB","PValue_phyB","FDR_phyB","WT.D_Avg_CPM","phyB.D_Avg_CPM","WT.R_Avg_CPM","phyB.R_Avg_CPM","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development","group"
"BraA07002547",-2.28190342495972,5.46522088399089,193.077691105344,9.59507253967548e-13,9.04349950745461e-11,"BraA07002547",-2.55768615916914,5.46522088399089,178.938439894978,2.11206098669607e-12,5.93639998760644e-10,"102.65771","125.81108"," 21.10472"," 21.35685","AT1G77310","AT1G77310","wound-responsive family protein","-","-","Both_sig"
"BraA09002521",-2.36748606189076,4.72553239971944,191.050200152401,1.07096712233805e-12,9.52717986883475e-11,"BraA09002521",-2.552344311045,4.72553239971944,164.34742270937,5.06485089470695e-12,9.37891212737499e-10,"66.26593","65.76199","12.84142","11.19463","AT3G11810","AT3G11810","transmembrane protein","-","-","Both_sig"
"BraA05002442",-2.16686611606512,6.66934552718901,190.858805419771,1.08219386672307e-12,9.52717986883475e-11,"BraA05002442",-2.09976963583513,6.66934552718901,135.282013071294,3.62234276283576e-11,3.16753750483527e-09,"233.35401","241.22450"," 51.94966"," 56.26107","AT1G31870","AT1G31870","pre-mRNA-splicing factor of RES complex protein","-","-","Both_sig"
"BraA04001423",-1.7593526380374,6.27092833937615,189.975429935621,1.13569330422147e-12,9.63047187358807e-11,"BraA04001423",-1.78094559043085,6.27092833937615,145.922293403134,1.69494701778281e-11,1.83989421102769e-09,"160.10335","154.71015"," 47.28692"," 44.99828","AT5G41940","AT5G41940","Ypt/Rab-GAP domain of gyp1p superfamily protein","-","-","Both_sig"
"BraA07002414",-2.60891904330089,6.12365688119556,183.31460120634,1.64491057353244e-12,1.25396596198518e-10,"BraA07002414",-2.82652256482323,6.12365688119556,159.425645074946,6.90938432667896e-12,1.10411369756108e-09,"163.25021","232.76150"," 26.75021"," 32.80833","AT1G80490","TPR1","TOPLESS-related 1","-","-","Both_sig"
"BraA06002456",-1.85875742140282,6.60694059198802,182.896810356842,1.68424985291803e-12,1.27452368677547e-10,"BraA06002456",-1.86671187012444,6.60694059198802,138.421002230092,2.88018610660332e-11,2.68249285904948e-09,"204.40744","208.85224"," 56.35060"," 57.28061","AT3G48860","AT3G48860","coiled-coil protein","-","-","Both_sig"
"BraA07001107",-1.87615825586887,6.48865119769337,180.108924441063,1.97441834709694e-12,1.40621469607719e-10,"BraA07001107",-2.12509190741167,6.48865119769337,170.573436209179,3.45912541443083e-12,7.76109955216819e-10,"189.17334","204.11062"," 51.50729"," 46.79633","AT1G28490","SYP61","syntaxin of plants 61","-","-","Both_sig"
"BraA05002514",-2.19539827085359,4.66974295756857,179.403988844473,2.05610513701708e-12,1.44521246031457e-10,"BraA05002514",-2.03336033710873,4.66974295756857,117.405570176083,1.46863677960754e-10,8.5300158343257e-09,"59.04301","58.12330","12.87585","14.18689","AT3G22590","PHP","PLANT HOMOLOGOUS TO PARAFIBROMIN","-","-","Both_sig"
"BraA02002078",-1.78056753161732,5.54351058285503,178.233821820783,2.19992207336092e-12,1.53215811657968e-10,"BraA02002078",-1.89681609136656,5.54351058285503,151.228124805983,1.18144293321366e-11,1.51197135436806e-09," 91.62971","105.29760"," 26.66236"," 28.27542","AT1G69220","SIK1","Protein kinase superfamily protein","-","-","Both_sig"
"BraA03005909",-3.10456219838443,8.04268726173098,177.427179745845,2.30540750549937e-12,1.59154009370877e-10,"BraA03005909",-3.21857944174011,8.04268726173098,141.694602762223,2.27843020333036e-11,2.30079265409028e-09,"704.95773","779.27518"," 81.94096"," 83.70111","AT4G29900","ACA10","autoinhibited Ca(2 )-ATPase 10","-","-","Both_sig"
"BraA08003167",-3.71204571667766,3.12534429821024,174.757014639574,2.69569371592391e-12,1.81325722601036e-10,"BraA08003167",-4.08383921124738,3.12534429821024,150.457589643189,1.24415742400495e-11,1.5542093534792e-09,"27.193037","23.940400"," 2.066917"," 1.419675","AT1G76460","AT1G76460","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-","Both_sig"
"BraA08002252",-2.3159111213788,5.61876085325803,172.155791029932,3.14580327347596e-12,2.02930096411933e-10,"BraA08002252",-2.18940316186116,5.61876085325803,116.75125943557,1.55102729698394e-10,8.8448372797586e-09,"123.54767","118.39313"," 24.79343"," 25.93980","AT4G24630","AT4G24630","DHHC-type zinc finger family protein","-","-","Both_sig"
"BraA03000536",-3.04748167003439,4.03829534720179,171.61913590923,3.24846764248048e-12,2.06172906018721e-10,"BraA03000536",-3.21378835858719,4.03829534720179,141.436052521826,2.32060050548756e-11,2.32369562537861e-09,"46.309074","46.148943"," 5.588070"," 4.939683","AT5G11970","AT5G11970","ABC family ABC transporter, putative (DUF3511)","-","-","Both_sig"
"BraA10001873",-2.29433336727222,4.08479094081437,169.598120929779,3.66902950982919e-12,2.24770314603397e-10,"BraA10001873",-2.12502339600411,4.08479094081437,111.43312806588,2.44086586958889e-10,1.23138553805542e-08,"38.362752","39.487549"," 7.818500"," 9.060863","AT5G18940","AT5G18940","Mo25 family protein","-","-","Both_sig"
"BraA01001678",-2.12404517730808,6.02107460291512,165.663082549433,4.66784411292164e-12,2.74148754990249e-10,"BraA01001678",-2.09552282393456,6.02107460291512,121.263460953058,1.0699662731038e-10,6.65437058458975e-09,"160.03650","153.33109"," 36.69694"," 35.87996","AT4G25210","AT4G25210","DNA-binding storekeeper protein-related transcriptional regulator","YES","-","Both_sig"
"BraA06001028",-2.3064317541988,5.60335351294556,164.554363197661,5.00004742900885e-12,2.89584622906068e-10,"BraA06001028",-2.55827219010322,5.60335351294556,149.305319366089,1.34478900088568e-11,1.61064957751136e-09,"116.32095","131.22935"," 23.50985"," 22.26744","AT1G49820","MTK","S-methyl-5-thioribose kinase","-","-","Both_sig"
"BraA05003854",-1.83404573861828,5.38170373857318,164.334386082109,5.06896375243713e-12,2.9225454015883e-10,"BraA05003854",-2.0891166189901,5.38170373857318,157.762667432841,7.68844329443873e-12,1.12051942087468e-09,"87.12480","98.94629","24.42419","23.25257","AT3G12680","HUA1","floral homeotic protein (HUA1)","YES","-","Both_sig"
"BraA05000076",-1.60512878641763,4.5126044510131,162.494081261257,5.68763298239239e-12,3.15631044208575e-10,"BraA05000076",-1.83502413679472,4.5126044510131,157.955646463978,7.59332714617933e-12,1.11699971290526e-09,"45.13878","50.93172","14.84242","14.26006","AT2G48110","REF4","reduced epidermal fluorescence 4","-","-","Both_sig"
"BraA03004700",-2.84917323357445,4.89545924317281,161.705230015039,5.97753842622427e-12,3.27827368741359e-10,"BraA03004700",-3.27882487948368,4.89545924317281,155.205095489509,9.07908121573013e-12,1.25355033627712e-09,"78.930894","93.558553","10.944245"," 9.664612","AT5G61190","AT5G61190","putative endonuclease or glycosyl hydrolase with C2H2-type zinc finger domain-containing protein","-","-","Both_sig"
"BraA05002380",-2.06536919053018,5.6995709372294,160.326039853265,6.52370575648777e-12,3.48078402058026e-10,"BraA05002380",-1.97901770200509,5.6995709372294,110.797083224982,2.58000091123767e-10,1.27301612360128e-08,"132.76144","102.00122"," 31.72015"," 25.83661","AT3G48110","EDD1","glycine-tRNA ligase","-","-","Both_sig"
"BraA05002388",-2.95447413951109,4.24597405098162,159.424246009493,6.91000254173521e-12,3.64977986600377e-10,"BraA05002388",-2.910066842614,4.24597405098162,117.038251903823,1.51428718450363e-10,8.66722919421352e-09,"54.566626","54.104034"," 7.028876"," 7.191700","AT1G32340","NHL8","NDR1/HIN1-like 8","-","-","Both_sig"
"BraA06001323",-2.0140498143099,8.77639213304156,158.894981101901,7.14824055593728e-12,3.75044354501509e-10,"BraA06001323",-1.88975628453156,8.77639213304156,105.815440516647,4.02047846980817e-10,1.67413574377727e-08,"1008.6951"," 969.8006"," 249.7127"," 261.6940","AT1G09770","CDC5","cell division cycle 5","YES","-","Both_sig"
"BraA06004753",-2.56586643493349,7.47491060069458,158.581643851725,7.29347691810222e-12,3.7887566564663e-10,"BraA06004753",-3.11484407038027,7.47491060069458,167.5808845607,4.14843121615671e-12,8.37132145414188e-10,"436.13952","602.36111"," 73.65301"," 69.53272","AT5G45500","AT5G45500","RNI-like superfamily protein","-","-","Both_sig"
"BraA09003406",-2.04839491373929,4.80177373614252,158.335811092827,7.40966782929825e-12,3.82154982810078e-10,"BraA09003406",-2.10389659036717,4.80177373614252,125.169430342588,7.83132370987883e-11,5.33614870967502e-09,"65.46480","66.17931","15.81967","15.37968","AT1G33230","AT1G33230","TMPIT-like protein","-","-","Both_sig"
"BraA01001016",-2.38303144348105,4.01393092480036,157.284097449251,7.92995314316921e-12,4.00055969466293e-10,"BraA01001016",-2.63285028064846,4.01393092480036,140.710072384341,2.44360929965191e-11,2.37422286274822e-09,"39.059183","36.783465"," 7.484144"," 5.924261","AT4G17900","AT4G17900","PLATZ transcription factor family protein","-","-","Both_sig"
"BraA09006846",-2.15848340507776,4.75854330948469,154.875272708569,9.27745730884742e-12,4.49097245850913e-10,"BraA09006846",-2.06015868817618,4.75854330948469,106.498123071772,3.77951547015621e-10,1.62800415912047e-08,"70.37126","60.85430","15.75898","14.58278","AT1G04590","AT1G04590","PPR containing-like protein","-","-","Both_sig"
"BraA07001630",-2.62593442454829,4.6698964572499,154.83581063912,9.30150585434546e-12,4.49097245850913e-10,"BraA07001630",-2.32968153673525,4.6698964572499,94.2025183809874,1.21411301259378e-09,3.69635180236482e-08,"70.103388","69.758208","11.351232","13.859594","AT5G67440","NPY3","Phototropic-responsive NPH3 family protein","-","YES","Both_sig"
"BraA08001524",-1.60274064665518,5.59594429028048,154.266463705263,9.65611189642202e-12,4.6056727651419e-10,"BraA08001524",-1.4594063601935,5.59594429028048,96.7373996083901,9.45179792011003e-10,3.08015112344786e-08,"100.81647"," 89.46519"," 33.19564"," 32.53486","AT5G53400","BOB1","HSP20-like chaperones superfamily protein","-","YES","Both_sig"
"BraA02003047",-2.73730753325698,5.1888707652565,153.469666822121,1.01772630867617e-11,4.82500364414544e-10,"BraA02003047",-2.62718623805968,5.1888707652565,108.149750960114,3.25899232836077e-10,1.50429733866271e-08," 87.72381","112.18025"," 13.14468"," 18.16807","AT4G12400","Hop3","stress-inducible protein","-","-","Both_sig"
"BraA09000797",-2.47638010309409,6.59498607023574,153.001347997456,1.04977692960856e-11,4.91770502144008e-10,"BraA09000797",-2.42493727523046,6.59498607023574,110.554657538041,2.63527945991691e-10,1.29218999062593e-08,"252.69891","247.47496"," 45.40739"," 46.09589","AT5G62810","PEX14","peroxin 14","-","-","Both_sig"
"BraA04002500",-2.06973145480369,5.94986457190021,150.852571796712,1.21156951676135e-11,5.47991499822519e-10,"BraA04002500",-2.18263135472272,5.94986457190021,125.352185637169,7.71937420631659e-11,5.30580567718005e-09,"134.85475","168.76386"," 32.13032"," 37.18244","AT1G29350","AT1G29350","RNA polymerase II degradation factor-like protein (DUF1296)","-","-","Both_sig"
"BraA05004538",-2.28984995640431,5.70463589735487,150.627173877162,1.23005074541287e-11,5.5475641068191e-10,"BraA05004538",-2.45978791779203,5.70463589735487,128.710347876823,5.94348094333843e-11,4.37151355365172e-09,"120.67422","118.89041"," 24.67268"," 21.60307","AT3G03880","AT3G03880","sterol O-acyltransferase, putative (DUF1639)","-","-","Both_sig"
"BraA07001790",-1.56331927470382,7.0823910640279,150.258193027048,1.26096918570729e-11,5.65460255926861e-10,"BraA07001790",-1.67868300706261,7.0823910640279,129.249146313781,5.7024261774332e-11,4.23378245437729e-09,"257.13196","290.66326"," 86.99473"," 90.77708","AT2G26990","FUS12","proteasome family protein","-","-","Both_sig"
"BraA07003495",-2.49313650943965,4.82819409424005,148.930331535065,1.37941812229606e-11,6.04792235235097e-10,"BraA07003495",-2.53898992019252,4.82819409424005,116.02708769636,1.64810999397592e-10,9.18511718561537e-09,"70.79896","75.08451","12.57503","12.90238","AT1G71840","AT1G71840","transducin family protein / WD-40 repeat family protein","-","-","Both_sig"
"BraA09005163",-2.36846663814991,4.34940851519539,148.38450738874,1.43156627379959e-11,6.18707059664864e-10,"BraA09005163",-2.48371153530871,4.34940851519539,121.958887658386,1.01151151520174e-10,6.39405271055239e-09,"51.452837","55.203482"," 9.964094"," 9.860600","AT3G58180","AT3G58180","ARM repeat superfamily protein","-","-","Both_sig"
"BraA07000520",-3.67572168582938,6.05775453051384,147.470026795011,1.52379888647386e-11,6.49100200172985e-10,"BraA07000520",-3.57647560505323,6.05775453051384,106.38062866763,3.81984353928571e-10,1.63381351381405e-08,"202.898116","252.327176"," 15.871958"," 21.175418","AT2G15580","AT2G15580","RING/U-box superfamily protein","-","-","Both_sig"
"BraA09006467",-1.83919864789137,4.85050100912624,146.58330929359,1.61942437741519e-11,6.76120416459285e-10,"BraA09006467",-1.77664359780544,4.85050100912624,103.378195687095,5.02677318166994e-10,1.97803524698712e-08,"64.95843","65.54480","18.14315","19.13205","AT1G11890","SEC22","Synaptobrevin family protein","-","-","Both_sig"
"BraA08002185",-1.99328997505978,4.45016050266238,146.453024340655,1.63401549616281e-11,6.80407510836047e-10,"BraA08002185",-1.3776491893867,4.45016050266238,54.652708755624,1.51994415677265e-07,1.42574022810498e-06,"52.97698","42.73768","13.29470","16.43988","AT4G26780","AR192","Co-chaperone GrpE family protein","-","-","Both_sig"
"BraA03003103",-1.57051029823194,6.08473860152338,145.094294924731,1.79499158641099e-11,7.28174421910025e-10,"BraA03003103",-1.86518162806162,6.08473860152338,151.106196954628,1.19113372262795e-11,1.51197135436806e-09,"134.16987","158.60075"," 45.17645"," 43.52536","AT4G02080","SAR2","secretion-associated RAS super family 2","-","-","Both_sig"
"BraA09004695",-2.05050805727818,5.53870984500409,145.039323943971,1.80185697838969e-11,7.29080432901123e-10,"BraA09004695",-2.30060808987517,5.53870984500409,134.82489027822,3.74675279078509e-11,3.20510265907377e-09,"102.28377","114.29835"," 24.68850"," 23.18973","AT3G53030","SRPK4","ser/arg-rich protein kinase 4","-","-","Both_sig"
"BraA10002642",-2.57722916050587,4.76654008616598,143.235040921695,2.04381512082053e-11,7.95083701160656e-10,"BraA10002642",-2.86134265903342,4.76654008616598,129.579891073711,5.55972743587799e-11,4.18708659524974e-09,"68.96903","73.09366","11.56270","10.06481","AT5G05930","GC1","guanylyl cyclase 1","-","-","Both_sig"
"BraA09000394",-3.2850213740534,4.12027484099641,142.744779403233,2.11550359444681e-11,8.08204528558078e-10,"BraA09000394",-2.95770604424293,4.12027484099641,91.7036121479116,1.56246505092807e-09,4.39164283957282e-08,"41.263507","53.124957"," 4.226742"," 6.859806","AT3G29100","VTI13","vesicle transport V-snare 13","-","-","Both_sig"
"BraA08003387",-2.28346033688771,6.00453946576054,141.549462754285,2.3019994980227e-11,8.66829476049696e-10,"BraA08003387",-2.39531968351192,6.00453946576054,115.944858755643,1.65954431520752e-10,9.19761532442479e-09,"161.96519","165.88905"," 33.24377"," 31.55044","AT1G15940","AT1G15940","Tudor/PWWP/MBT superfamily protein","-","-","Both_sig"
"BraA03006138",-1.70520582009214,6.43297133002939,141.240343114025,2.35308492975266e-11,8.80214440027409e-10,"BraA03006138",-1.52777264065508,6.43297133002939,85.9679335938106,2.84879770142323e-09,6.89858478660485e-08,"178.57250","159.75035"," 54.75183"," 55.37940","AT4G32610","AT4G32610","copper ion binding protein","-","-","Both_sig"
"BraA03002359",-2.31284067400504,5.95577147485471,141.052097723408,2.38479693762675e-11,8.85299617883139e-10,"BraA03002359",-2.30748387135482,5.95577147485471,105.471403544268,4.14819293075353e-10,1.72275875277205e-08,"149.82356","147.47167"," 30.14774"," 29.79208","AT2G42780","AT2G42780","transcription elongation factor B polypeptide","-","-","Both_sig"
"BraA06000263",-1.76980350078368,5.36930734154813,140.679480346503,2.44894595067884e-11,9.04845287879929e-10,"BraA06000263",-1.92924565382707,5.36930734154813,124.523319740286,8.24146969864022e-11,5.54362107079474e-09,"86.00990","95.81481","25.20441","25.16812","AT5G45190","AT5G45190","Cyclin family protein","-","YES","Both_sig"
"BraA05001344",-2.04768827285456,6.55168309486814,140.298679696104,2.51644517300858e-11,9.25440351008297e-10,"BraA05001344",-2.37425268205835,6.55168309486814,138.206609723747,2.92522216773309e-11,2.7084115835364e-09,"208.98095","224.31055"," 50.53962"," 43.26149","AT2G32260","CCT1","phosphorylcholine cytidylyltransferase","-","-","Both_sig"
"BraA04002996",-3.04023247571609,8.45776794572992,140.227606339658,2.52926572283089e-11,9.27987004134223e-10,"BraA04002996",-4.23869602534788,8.45776794572992,182.426168853452,1.72979348772595e-12,5.44538989936128e-10,"1220.74728"," 711.26495"," 148.38963","  37.66825","AT2G41560","ACA4","autoinhibited Ca(2 )-ATPase, isoform 4","-","-","Both_sig"
"BraA03000872",-1.5608537961786,6.93270620240551,138.758691344901,2.81076995680368e-11,1.00741534514071e-09,"BraA03000872",-1.36222282226054,6.93270620240551,80.1622609462449,5.41041669537941e-09,1.09460101266416e-07,"250.79913","231.73599"," 84.99152"," 90.15107","AT5G17900","AT5G17900","microfibrillar-associated protein-like protein","-","-","Both_sig"
"BraA09002834",-2.56814118215496,4.55623373544997,138.732173636306,2.81615471322688e-11,1.00741534514071e-09,"BraA09002834",-2.7081153201359,4.55623373544997,114.53784885532,1.86915938237255e-10,1.00755372186794e-08,"64.188959","62.748006","10.821729"," 9.575988","AT4G09830","AT4G09830","nuclear receptor family 2 group C protein","-","-","Both_sig"
"BraA07003886",-3.16487677593505,7.82275950492283,138.17237805351,2.93248354420146e-11,1.04192530441831e-09,"BraA07003886",-2.94096029765582,7.82275950492283,91.2276124181792,1.64040491277927e-09,4.54360060622108e-08,"646.02118","524.94169"," 72.02107"," 68.34147","AT1G76490","HMG1","hydroxy methylglutaryl CoA reductase 1","-","YES","Both_sig"
"BraA05002303",-2.15092055957487,7.40950254628089,138.085895958809,2.95091587713366e-11,1.04611297085774e-09,"BraA05002303",-1.79750569200254,7.40950254628089,74.1063606263455,1.09962501921681e-08,1.85908676718288e-07,"402.06688","351.67141"," 90.51542","101.15810","AT1G33520","MOS2","D111/G-patch domain-containing protein","-","-","Both_sig"
"BraA09004419",-1.77737676736504,6.20710187854684,137.374243701369,3.10746076163657e-11,1.09177304437856e-09,"BraA09004419",-1.95481194536202,6.20710187854684,123.399132120847,9.01181182936884e-11,5.88572274665002e-09,"149.40210","162.49600"," 43.57416"," 41.92318","AT3G50000","CKA2","casein kinase II, alpha chain 2","-","-","Both_sig"
"BraA09002488",-1.72629702842492,7.44627917090628,135.626294959748,3.53160675678185e-11,1.21902391122251e-09,"BraA09002488",-1.49613359865473,7.44627917090628,77.4633711999293,7.38203770000892e-09,1.37669755211067e-07,"380.19429","354.15626","114.90329","125.56200","AT2G02470","AL6","alfin-like 6","-","-","Both_sig"
"BraA01001803",-2.43121484486882,4.8245438105418,135.164415336953,3.65391347406989e-11,1.25299777956122e-09,"BraA01001803",-2.49660851468017,4.8245438105418,106.854303346732,3.6600622414761e-10,1.60920054974396e-08,"71.81821","76.24816","13.31975","13.50042","AT4G26400","AT4G26400","RING/U-box superfamily protein","-","-","Both_sig"
"BraA02003289",-2.42366349889572,5.68338114647477,134.593473101716,3.8114981452759e-11,1.29854936810915e-09,"BraA02003289",-2.73854056507411,5.68338114647477,125.743649147529,7.4853824727086e-11,5.24748600285642e-09,"129.00872","138.17200"," 24.02876"," 20.71103","AT2G01100","AT2G01100","FAM133-like protein","-","-","Both_sig"
"BraA08001833",-3.31032313966778,5.11139774675753,134.503527294703,3.83699007375355e-11,1.3044108803646e-09,"BraA08001833",-4.10895971633258,5.11139774675753,143.12643372044,2.05946560771055e-11,2.14675421624928e-09," 98.986628","102.960813","  9.974778","  5.982723","AT4G32150","VAMP711","vesicle-associated membrane protein 711","-","-","Both_sig"
"BraA03006213",-2.08196114179481,7.41329405723801,134.446379353767,3.85328279106054e-11,1.307126533002e-09,"BraA03006213",-1.91351588012848,7.41329405723801,86.1283669623744,2.80013170515404e-09,6.84380016135476e-08,"409.52265","339.66441"," 96.70571"," 90.20253","AT4G33740","AT4G33740","myb-like protein X","-","-","Both_sig"
"BraA04000569",-1.82820064620532,6.83897768681243,134.019276018086,3.97745483482329e-11,1.33486437313686e-09,"BraA04000569",-1.89726531494422,6.83897768681243,107.847094743217,3.34822347145409e-10,1.53647339477223e-08,"243.76691","248.98937"," 68.64865"," 66.84346","AT3G54300","VAMP727","vesicle-associated membrane protein 727","-","-","Both_sig"
"BraA07000905",-3.69694084191722,6.67377805132086,133.572307175257,4.11207230386166e-11,1.37710676729325e-09,"BraA07000905",-3.77597515595502,6.67377805132086,103.792872197045,4.83783551466755e-10,1.92401314296255e-08,"351.72032","351.95769"," 27.10753"," 25.70120","AT2G26230","AT2G26230","uricase / urate oxidase / nodulin 35","-","-","Both_sig"
"BraA01001623",-1.76112965508028,5.92895726807496,133.323463302713,4.18915708794957e-11,1.39697738483742e-09,"BraA01001623",-1.86775149632865,5.92895726807496,111.612361169097,2.40314629917205e-10,1.21625475077068e-08,"141.22728","127.16414"," 41.67249"," 34.82275","AT4G24520","ATR1","P450 reductase 1","-","YES","Both_sig"
"BraA04003105",-2.06306419767498,7.72527055464509,132.326121491837,4.51423535554317e-11,1.4927324474002e-09,"BraA04003105",-2.15027593675343,7.72527055464509,107.207077778911,3.54578302211383e-10,1.58552911272931e-08,"459.8016","487.4136","110.0276","109.8013","AT2G43160","AT2G43160","ENTH/VHS family protein","-","-","Both_sig"
"BraA03004556",-2.59456599998484,5.64528341709063,131.512011673132,4.79992560542461e-11,1.56300822582192e-09,"BraA03004556",-2.50613332308162,5.64528341709063,92.8686610244455,1.38815559009629e-09,4.04621647928067e-08,"123.83266","120.42352"," 20.50074"," 21.19640","AT2G15910","AT2G15910","CSL zinc finger domain-containing protein","-","-","Both_sig"
"BraA08002778",-2.29100823441047,5.15256324087675,131.389860800451,4.84445992794105e-11,1.56896706308214e-09,"BraA08002778",-2.32438776490346,5.15256324087675,101.908815446278,5.76357836067838e-10,2.1703043874899e-08,"80.40679","93.59781","16.41497","18.66419","AT1G29350","AT1G29350","RNA polymerase II degradation factor-like protein (DUF1296)","-","-","Both_sig"
"BraA05002550",-1.59868065989401,5.80980447577288,130.773639423847,5.07607476984909e-11,1.62815087548594e-09,"BraA05002550",-1.51054188484869,5.80980447577288,88.284104875069,2.22685684727536e-09,5.74602078296953e-08,"110.34710","118.07126"," 36.44029"," 41.44245","AT3G22270","AT3G22270","Topoisomerase II-associated protein PAT1","-","-","Both_sig"
"BraA01004496",-1.33574376955362,5.35438473820681,130.766259548725,5.07892045656669e-11,1.62815087548594e-09,"BraA01004496",-1.3741101373596,5.35438473820681,104.062367323437,4.71919000177686e-10,1.89489925071346e-08,"73.73175","82.10068","29.21337","31.67360","AT3G06670","AT3G06670","binding protein","-","-","Both_sig"
"BraA04001122",-1.23177208703504,5.77127476184923,130.60761299024,5.14051564414778e-11,1.64454707802614e-09,"BraA04001122",-1.47995780029619,5.77127476184923,139.915320392678,2.58644412874745e-11,2.43776231056795e-09," 93.45378","101.24502"," 39.79038"," 36.28606","AT5G37720","ALY4","ALWAYS EARLY 4","-","-","Both_sig"
"BraA09004665",-1.83295436405487,6.68763361008101,129.152981943954,5.74465885538915e-11,1.79183673858105e-09,"BraA09004665",-1.70769934781391,6.68763361008101,84.9510929052091,3.17944301113139e-09,7.46931835749374e-08,"199.27923","222.38166"," 55.92304"," 68.08826","AT3G52660","AT3G52660","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-","Both_sig"
"BraA05004019",-1.85074475140027,5.82118191774571,128.139997550885,6.21076690117584e-11,1.89086017455527e-09,"BraA05004019",-1.82858849173919,5.82118191774571,94.1547448863169,1.21991982029749e-09,3.70686061225531e-08,"123.20215","126.43477"," 34.15380"," 35.58409","AT3G10730","SUN2","SAD1/UNC-84 domain protein 2","-","-","Both_sig"
