"Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA06004302","AT3G26650","GAPA","glyceraldehyde 3-phosphate dehydrogenase A subunit","-","-"
"BraA01000258","AT4G36220","FAH1","ferulic acid 5-hydroxylase 1","-","YES"
"BraA09005883","AT2G21370","XK-1","xylulose kinase-1","-","-"
"BraA08001424","AT4G19160","AT4G19160","transglutaminase family protein","-","-"
"BraA05000754","AT2G40100","LHCB4.3","light harvesting complex photosystem II","-","-"
"BraA03003168","AT4G01040","AT4G01040","Glycosyl hydrolase superfamily protein","-","-"
"BraA09005843","AT2G21970","42615","stress enhanced protein 2","-","-"
"BraA07001383","AT1G23310","GGT1","glutamate:glyoxylate aminotransferase","-","-"
"BraA09003275","AT3G01660","AT3G01660","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA06003621","AT5G24420","PGL5","6-phosphogluconolactonase 5","-","-"
"BraA07000520","AT2G15580","AT2G15580","RING/U-box superfamily protein","-","-"
"BraA02002954","AT4G00165","AT4G00165","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein","-","-"
"BraA07003594","AT1G73110","AT1G73110","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA09001209","AT2G18230","PPa2","pyrophosphorylase 2","-","-"
"BraA10002910","AT5G09660","PMDH2","peroxisomal NAD-malate dehydrogenase 2","-","YES"
"BraA08002073","AT1G55480","ZKT","protein containing PDZ domain, a K-box domain, and a TPR region","-","-"
"BraA09006174","AT1G16160","WAKL5","wall associated kinase-like 5","-","-"
"BraA06003369","AT5G65880","AT5G65880","transmembrane protein","-","-"
"BraA08002764","AT1G29700","AT1G29700","Metallo-hydrolase/oxidoreductase superfamily protein","-","-"
"BraA04002558","AT2G35410","AT2G35410","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-"
"BraA06001724","AT1G15380","GLYI4","Lactoylglutathione lyase / glyoxalase I family protein","-","-"
"BraA10001411","AT5G58770","cPT4","Undecaprenyl pyrophosphate synthetase family protein","-","-"
"BraA07002742","AT1G72610","GER1","germin-like protein 1","-","-"
"BraA06004308","AT3G26570","PHT2;1","phosphate transporter 2;1","-","-"
"BraA03006305","AT4G34610","BLH6","BEL1-like homeodomain 6","YES","-"
"BraA09006307","AT1G14150","PnsL2","PsbQ-like 2","-","-"
"BraA03003722","AT3G11170","FAD7","fatty acid desaturase 7","-","-"
"BraA03004059","AT3G17609","HYH","HY5-homolog","YES","-"
"BraA01000954","AT4G28660","PSB28","photosystem II reaction center PSB28 protein","-","-"
"BraA09003620","AT1G31190","IMPL1","myo-inositol monophosphatase like 1","-","-"
"BraA09004670","AT3G52740","AT3G52740","hypothetical protein","-","-"
"BraA07000900","AT3G23530","AT3G23530","Cyclopropane-fatty-acyl-phospholipid synthase","-","-"
"BraA02000750","AT5G17170","ENH1","rubredoxin family protein","-","YES"
"BraA03003901","AT3G14415","GOX2","Aldolase-type TIM barrel family protein","-","-"
"BraA01003240","AT3G24190","AT3G24190","Protein kinase superfamily protein","-","-"
"BraSca000048","AT1G62180","42462","5'adenylylphosphosulfate reductase 2","-","-"
"BraA01001067","AT4G18480","CHLI1","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA04002248","AT2G30860","GSTF9","glutathione S-transferase PHI 9","-","-"
"BraA08001833","AT4G32150","VAMP711","vesicle-associated membrane protein 711","-","-"
"BraA03000034","AT5G01500","TAAC","thylakoid ATP/ADP carrier","-","-"
"BraA05003586","AT3G15354","SPA3","SPA1-related 3","-","YES"
"BraA06003957","AT5G49030","OVA2","tRNA synthetase class I (I, L, M and V) family protein","-","-"
"BraA01001284","AT4G21280","PSBQA","photosystem II subunit QA","-","-"
"BraA07003294","AT1G69530","EXPA1","expansin A1","-","YES"
"BraA03002964","AT4G04020","FIB","fibrillin","-","YES"
"BraA07003042","AT1G66130","AT1G66130","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA03002984","AT4G04640","ATPC1","ATPase, F1 complex, gamma subunit protein","-","YES"
"BraSca000338","AT5G49740","FRO7","ferric reduction oxidase 7","-","-"
"BraA02000746","AT5G17050","UGT78D2","UDP-glucosyl transferase 78D2","-","-"
"BraA03004576","AT2G16430","PAP10","purple acid phosphatase 10","-","-"
"BraA08003979","AT1G03600","PSB27","photosystem II family protein","-","-"
"BraA07002006","AT3G55800","SBPASE","sedoheptulose-bisphosphatase","-","YES"
"BraA02001456","AT5G55220","AT5G55220","trigger factor type chaperone family protein","-","-"
"BraA01000740","AT4G30950","FAD6","fatty acid desaturase 6","-","-"
"BraA08000832","AT1G32550","FdC2","2Fe-2S ferredoxin-like superfamily protein","-","-"
"BraA02000212","AT5G06300","LOG7","Putative lysine decarboxylase family protein","-","-"
"BraA05004612","AT3G02720","DJ1D","Class I glutamine amidotransferase-like superfamily protein","-","-"
"BraA08002004","AT4G29070","AT4G29070","Phospholipase A2 family protein","-","-"
"BraA03001585","AT5G52120","PP2-A14","phloem protein 2-A14","-","-"
"BraA05004278","AT3G07270","AT3G07270","GTP cyclohydrolase I","-","-"
"BraA05003559","AT3G15520","AT3G15520","Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein","-","-"
"BraA03004049","AT3G17390","MTO3","S-adenosylmethionine synthetase family protein","-","-"
"BraA02000264","AT5G07870","AT5G07870","HXXXD-type acyl-transferase family protein","-","-"
"BraA08002093","AT4G28730","GrxC5","Glutaredoxin family protein","-","-"
"BraA05004010","AT3G10840","AT3G10840","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA09003092","AT4G04640","ATPC1","ATPase, F1 complex, gamma subunit protein","-","YES"
"BraA03001589","AT5G52060","BAG1","BCL-2-associated athanogene 1","-","-"
"BraA05004075","AT3G10060","AT3G10060","FKBP-like peptidyl-prolyl cis-trans isomerase family protein","-","-"
"BraA08000920","AT5G33320","CUE1","Glucose-6-phosphate/phosphate translocator-like protein","-","YES"
"BraA03005909","AT4G29900","ACA10","autoinhibited Ca(2 )-ATPase 10","-","-"
"BraA08002054","AT1G55210","AT1G55210","Disease resistance-responsive (dirigent-like protein) family protein","-","-"
"BraA07000870","AT3G23820","GAE6","UDP-D-glucuronate 4-epimerase 6","-","-"
"BraA06003273","AT5G65010","ASN2","asparagine synthetase 2","-","-"
"BraA03000614","AT5G13630","GUN5","magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH)","-","-"
"BraA06003049","AT5G62720","AT5G62720","Integral membrane HPP family protein","-","-"
"BraA05003985","AT3G11170","FAD7","fatty acid desaturase 7","-","-"
"BraA07002501","AT1G78340","GSTU22","glutathione S-transferase TAU 22","-","-"
"BraA09003557","AT1G56050","AT1G56050","GTP-binding protein-like protein","-","-"
"BraA03002853","AT4G09650","ATPD","F-type H -transporting ATPase subunit delta","-","-"
"BraA01004718","AT3G02660","EMB2768","Tyrosyl-tRNA synthetase, class Ib, bacterial/mitochondrial","-","-"
"BraA05000438","AT2G43100","IPMI2","isopropylmalate isomerase 2","-","-"
"BraA02003166","AT5G46800","BOU","Mitochondrial substrate carrier family protein","-","YES"
"BraA09001039","AT5G66190","FNR1","ferredoxin-NADP[ ]-oxidoreductase 1","-","YES"
"BraA06001997","AT1G18270","AT1G18270","ketose-bisphosphate aldolase class-II family protein","-","-"
"BraA06003357","AT5G65730","XTH6","xyloglucan endotransglucosylase/hydrolase 6","-","-"
"BraA09005884","AT2G21340","AT2G21340","MATE efflux family protein","-","-"
"BraA01000383","AT4G34740","ASE2","GLN phosphoribosyl pyrophosphate amidotransferase 2","-","YES"
"BraA09002953","AT4G09650","ATPD","F-type H -transporting ATPase subunit delta","-","-"
"BraA07003348","AT1G24180","IAR4","Thiamin diphosphate-binding fold (THDP-binding) superfamily protein","-","-"
"BraA10001806","AT5G19750","AT5G19750","Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein","-","-"
"BraA05000025","AT3G04790","EMB3119","Ribose 5-phosphate isomerase, type A protein","-","YES"
"BraA02002897","AT4G01150","AT4G01150","CURVATURE THYLAKOID 1A-like protein","-","-"
"BraA06000926","AT1G51110","AT1G51110","Plastid-lipid associated protein PAP / fibrillin family protein","-","-"
"BraA01000082","AT4G39800","MIPS1","myo-inositol-1-phosphate synthase 1","-","-"
"BraA09001262","AT4G29840","MTO2","Pyridoxal-5'-phosphate-dependent enzyme family protein","-","-"
"BraA09006919","AT1G03055","D27","beta-carotene isomerase D27-like protein","-","-"
"BraA07000914","AT3G23410","FAO3","fatty alcohol oxidase 3","-","-"
"BraA02002662","AT1G78090","TPPB","trehalose-6-phosphate phosphatase","-","-"
"BraA03004313","AT3G22890","APS1","ATP sulfurylase 1","-","-"
"BraA10002541","AT5G10180","SULTR2;1","slufate transporter 2;1","-","-"
"BraA03002946","AT4G12320","CYP706A6","cytochrome P450, family 706, subfamily A, polypeptide 6","-","-"
"BraA04000488","AT3G55330","PPL1","PsbP-like protein 1","-","-"
"BraA03003122","AT4G01900","GLB1","nitrogen regulatory P-II-like protein","-","-"
"BraA01002010","AT1G56430","NAS4","nicotianamine synthase 4","-","-"
"BraA10000072","AT1G01190","CYP78A8","cytochrome P450, family 78, subfamily A, polypeptide 8","-","-"
"BraA09003891","AT1G28330","DYL1","dormancy-associated protein-like 1","-","-"
"BraA04001727","AT2G23670","YCF37","homolog of Synechocystis YCF37","-","-"
"BraA10000146","AT1G02820","LEA3","Late embryogenesis abundant 3 (LEA3) family protein","-","-"
"BraA08001298","AT4G16980","AT4G16980","arabinogalactan-protein family","-","-"
"BraA05002485","AT3G22840","ELIP1","Chlorophyll A-B binding family protein","-","YES"
"BraA02004127","AT4G11900","AT4G11900","S-locus lectin protein kinase family protein","-","-"
"BraA01004368","AT3G10185","AT3G10185","Gibberellin-regulated family protein","-","-"
"BraA01004000","AT3G15190","PRPS20","chloroplast 30S ribosomal protein S20","-","YES"
"BraA06001604","AT1G14150","PnsL2","PsbQ-like 2","-","-"
"BraA07003033","AT1G65980","TPX1","thioredoxin-dependent peroxidase 1","-","-"
"BraA04000967","AT4G12800","PSAL","photosystem I subunit l","-","-"
"BraA10002346","AT5G12860","DiT1","dicarboxylate transporter 1","-","-"
"BraA09001455","AT1G64230","UBC28","ubiquitin-conjugating enzyme 28","-","-"
"BraA09003505","AT1G32220","AT1G32220","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA03000536","AT5G11970","AT5G11970","ABC family ABC transporter, putative (DUF3511)","-","-"
"BraA09000035","AT4G00360","CYP86A2","cytochrome P450, family 86, subfamily A, polypeptide 2","-","-"
"BraA03003808","AT3G12780","PGK1","phosphoglycerate kinase 1","-","-"
"BraA02003646","AT3G26650","GAPA","glyceraldehyde 3-phosphate dehydrogenase A subunit","-","-"
"BraA03001437","AT5G54770","THI1","thiazole biosynthetic enzyme, chloroplast (ARA6) (THI1) (THI4)","-","-"
"BraA06002958","AT5G62070","IQD23","IQ-domain 23","-","-"
"BraA05000484","AT4G04020","FIB","fibrillin","-","YES"
"BraA07003217","AT1G68590","PSRP3/1","Ribosomal protein PSRP-3/Ycf65","-","-"
"BraA09002255","AT5G45680","FKBP13","FK506-binding protein 13","-","YES"
"BraA03000610","AT5G13550","SULTR4;1","sulfate transporter 4.1","-","-"
"BraA04000186","AT3G60440","AT3G60440","Phosphoglycerate mutase family protein","-","-"
"BraA03001864","AT3G61580","SLD1","Fatty acid/sphingolipid desaturase","-","-"
"BraA03000660","AT3G46610","AT3G46610","Pentatricopeptide repeat (PPR-like) superfamily protein","-","-"
"BraA04003012","AT4G13770","CYP83A1","cytochrome P450, family 83, subfamily A, polypeptide 1","-","-"
"BraA03003892","AT3G14310","PME3","pectin methylesterase 3","-","-"
"BraA01001297","AT4G21445","AT4G21445","receptor-interacting protein","-","-"
"BraA07003560","AT1G72640","AT1G72640","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA08002431","AT4G40060","HB16","homeobox protein 16","YES","YES"
"BraA04000666","AT3G52740","AT3G52740","hypothetical protein","-","-"
"BraA03000037","AT5G01410","RSR4","Aldolase-type TIM barrel family protein","-","YES"
"BraA02001049","AT5G22300","NIT4","nitrilase 4","-","-"
"BraA02001494","AT5G54600","RPL24","Translation protein SH3-like family protein","-","YES"
"BraA07002703","AT1G73680","ALPHA DOX2","alpha dioxygenase","-","YES"
"BraA09004198","AT1G23740","AOR","Oxidoreductase, zinc-binding dehydrogenase family protein","-","-"
"BraA06002493","AT3G48420","AT3G48420","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","-","-"
"BraA02000032","AT5G01410","RSR4","Aldolase-type TIM barrel family protein","-","YES"
"BraA09000556","AT5G27920","AT5G27920","F-box family protein","-","-"
"BraA07003984","AT1G77990","AST56","STAS domain / Sulfate transporter family","-","-"
"BraA03001189","AT5G59480","AT5G59480","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","-","-"
"BraA08000536","AT1G45474","Lhca5","photosystem I light harvesting complex protein 5","-","-"
"BraA08003665","AT1G10060","BCAT-1","branched-chain amino acid transaminase 1","-","-"
"BraA02002405","AT1G74070","AT1G74070","Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein","-","-"
"BraA02002760","AT1G79590","SYP52","syntaxin of plants 52","-","-"
"BraA09000270","AT4G03400","DFL2","Auxin-responsive GH3 family protein","-","-"
"BraA03005093","AT4G17730","SYP23","syntaxin of plants 23","-","YES"
"BraA09005351","AT3G60750","AT3G60750","Transketolase","-","-"
"BraA08000827","AT1G32470","AT1G32470","Single hybrid motif superfamily protein","-","-"
"BraA03001644","AT5G51100","FSD2","Fe superoxide dismutase 2","-","-"
"BraA03001683","AT2G30070","KT1","potassium transporter 1","-","-"
"BraA03001723","AT2G30860","GSTF9","glutathione S-transferase PHI 9","-","-"
"BraA09000036","AT4G00370","ANTR2","Major facilitator superfamily protein","-","-"
"BraA08000887","AT5G35630","GS2","glutamine synthetase 2","-","YES"
"BraA03001226","AT1G45191","BGLU1","Glycosyl hydrolase superfamily protein","-","-"
"BraA02000616","AT5G14910","AT5G14910","Heavy metal transport/detoxification superfamily protein","-","-"
"BraA01004706","AT3G02830","ZFN1","zinc finger protein 1","YES","-"
"BraA03003893","AT3G14310","PME3","pectin methylesterase 3","-","-"
"BraA03006333","AT4G35090","CAT2","catalase 2","-","YES"
"BraA10001389","AT5G58570","AT5G58570","transmembrane protein","-","-"
"BraA06000602","AT3G43540","AT3G43540","initiation factor 4F subunit (DUF1350)","-","-"
"BraA03005293","AT4G21445","AT4G21445","receptor-interacting protein","-","-"
"BraA06002590","AT3G47430","PEX11B","peroxin 11B","-","-"
"BraA09000144","AT4G01883","AT4G01883","Polyketide cyclase / dehydrase and lipid transport protein","-","-"
"BraA02003931","AT5G49030","OVA2","tRNA synthetase class I (I, L, M and V) family protein","-","-"
"BraA05001614","AT2G29450","GSTU5","glutathione S-transferase tau 5","-","-"
"BraA03005831","AT4G28740","AT4G28740","LOW PSII ACCUMULATION-like protein","-","-"
"BraA10000984","AT5G54180","PTAC15","plastid transcriptionally active 15","-","-"
"BraA01002956","AT1G58290","HEMA1","Glutamyl-tRNA reductase family protein","-","-"
"BraA01001161","AT4G19450","AT4G19450","Major facilitator superfamily protein","-","-"
"BraA09005047","AT3G56910","PSRP5","plastid-specific 50S ribosomal protein 5","-","-"
"BraA05003814","AT3G13120","AT3G13120","Ribosomal protein S10p/S20e family protein","-","-"
"BraA04001167","AT5G38430","RBCS1B","Ribulose bisphosphate carboxylase (small chain) family protein","-","YES"
"BraA09004180","AT1G24100","UGT74B1","UDP-glucosyl transferase 74B1","-","-"
"BraA10003007","AT5G04140","GLU1","glutamate synthase 1","-","-"
"BraA01001964","AT4G27740","AT4G27740","Yippee family putative zinc-binding protein","-","-"
"BraA04000590","AT3G54050","HCEF1","high cyclic electron flow 1","-","-"
"BraA08000387","AT1G49010","AT1G49010","Duplicated homeodomain-like superfamily protein","YES","-"
"BraA05004539","AT3G03870","AT3G03870","transmembrane protein","-","-"
"BraA09000816","AT5G63060","AT5G63060","Sec14p-like phosphatidylinositol transfer family protein","-","-"
"BraA03004311","AT3G22840","ELIP1","Chlorophyll A-B binding family protein","-","YES"
"BraA04001575","AT2G21960","AT2G21960","transmembrane protein","-","-"
"BraA06000074","AT3G26060","PRXQ","Thioredoxin superfamily protein","-","YES"
"BraA04000874","AT4G13930","SHM4","serine hydroxymethyltransferase 4","-","-"
"BraA10003124","AT5G02400","PLL2","pol-like 2","-","-"
"BraA07001589","AT1G20070","AT1G20070","hypothetical protein","-","-"
"BraA07000699","AT2G04039","AT2G04039","DUF2996 family protein","-","-"
"BraA01000075","AT4G39710","PnsL4","FK506-binding protein 16-2","-","-"
"BraA03004811","AT3G50770","CML41","calmodulin-like 41","-","-"
"BraA08000675","AT4G12980","AT4G12980","Auxin-responsive family protein","-","-"
"BraA08000572","AT1G44575","NPQ4","Chlorophyll A-B binding family protein","-","YES"
"BraA08003664","AT1G10070","BCAT-2","branched-chain amino acid transaminase 2","-","-"
"BraA05004714","AT3G01480","CYP38","cyclophilin 38","-","-"
"BraA02004397","AT5G63780","SHA1","RING/FYVE/PHD zinc finger superfamily protein","-","-"
"BraA01002939","AT1G58180","BCA6","beta carbonic anhydrase 6","-","-"
"BraA07003458","AT5G26780","SHM2","serine hydroxymethyltransferase 2","-","-"
"BraA10001774","AT5G20250","DIN10","Raffinose synthase family protein","-","-"
"BraA04000404","AT3G56650","PPD6","thylakoid lumenal protein (Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein)","-","YES"
"BraA01001670","AT4G25050","ACP4","acyl carrier protein 4","-","-"
"BraA07001570","AT1G20340","DRT112","Cupredoxin superfamily protein","-","YES"
"BraA02001088","AT5G22860","AT5G22860","Serine carboxypeptidase S28 family protein","-","-"
"BraA06003370","AT5G65890","ACR1","ACT domain repeat 1","-","-"
"BraA02002146","AT1G70260","UMAMIT36","nodulin MtN21 /EamA-like transporter family protein","-","-"
"BraA09001606","AT1G63470","AT1G63470","AT hook motif DNA-binding family protein","-","-"
"BraA05003842","AT3G12780","PGK1","phosphoglycerate kinase 1","-","-"
"BraA09003486","AT1G32470","AT1G32470","Single hybrid motif superfamily protein","-","-"
"BraA06001393","AT1G10470","ARR4","response regulator 4","-","YES"
"BraA07000236","AT2G18328","RL4","RAD-like 4","YES","-"
"BraA01003904","AT3G16250","PnsB3","NDH-dependent cyclic electron flow 1","-","-"
"BraA09005931","AT5G36160","AT5G36160","Tyrosine transaminase family protein","-","-"
"BraA08002654","AT3G45300","IVD","isovaleryl-CoA-dehydrogenase","-","-"
"BraA03002118","AT2G38400","AGT3","alanine:glyoxylate aminotransferase 3","-","YES"
"BraA05004631","AT3G02570","MEE31","Mannose-6-phosphate isomerase, type I","-","-"
"BraA05003840","AT3G12780","PGK1","phosphoglycerate kinase 1","-","-"
"BraA03000658","AT5G14320","EMB3137","Ribosomal protein S13/S18 family","-","-"
"BraA02003490","AT2G02500","ISPD","Nucleotide-diphospho-sugar transferases superfamily protein","-","YES"
"BraA08000492","AT1G47580","DYW1","Pentatricopeptide repeat (PPR) superfamily protein","-","-"
"BraA03002738","AT2G21340","AT2G21340","MATE efflux family protein","-","-"
"BraA08000943","AT4G14040","SBP2","selenium-binding protein 2","-","-"
