;level	cluster	node
21	a.t_motifs_m552_AT5G44210,a.t_motifs_m434_AT4G27950	node_15
22	a.t_motifs_m530_AT5G25190,a.t_motifs_m507_AT5G13910	node_38
23	a.t_motifs_m215_AT2G30340,a.t_motifs_m117_AT1G65620	node_56
24	a.t_motifs_m452_AT4G34410,a.t_motifs_m249_AT2G44840,a.t_motifs_m569_AT5G51190,a.t_motifs_m615_AT5G67000,a.t_motifs_m519_AT5G18450,a.t_motifs_m49_AT1G22810,a.t_motifs_m490_AT5G07310,a.t_motifs_m522_AT5G19790,a.t_motifs_m126_AT1G68550,a.t_motifs_m59_AT1G28370,a.t_motifs_m96_AT1G50640,a.t_motifs_m56_AT1G28160,a.t_motifs_m221_AT2G33710,a.t_motifs_m83_AT1G43160,a.t_motifs_m520_AT5G18560,a.t_motifs_m560_AT5G47230,a.t_motifs_m606_AT5G65130,a.t_motifs_m155_AT1G75490,a.t_motifs_m324_AT3G23220,a.t_motifs_m307_AT3G15210,a.t_motifs_m105_AT1G53170,a.t_motifs_m218_AT2G31230,a.t_motifs_m415_AT4G18450,a.t_motifs_m407_AT4G16750,a.t_motifs_m225_AT2G35700,a.t_motifs_m357_AT3G50260,a.t_motifs_m616_AT5G67190,a.t_motifs_m85_AT1G44830,a.t_motifs_m370_AT3G57600	node_73
25	a.t_motifs_m452_AT4G34410,a.t_motifs_m249_AT2G44840,a.t_motifs_m569_AT5G51190,a.t_motifs_m615_AT5G67000,a.t_motifs_m519_AT5G18450,a.t_motifs_m49_AT1G22810,a.t_motifs_m490_AT5G07310	node_70
26	a.t_motifs_m452_AT4G34410,a.t_motifs_m249_AT2G44840,a.t_motifs_m569_AT5G51190,a.t_motifs_m615_AT5G67000	node_65
27	a.t_motifs_m452_AT4G34410,a.t_motifs_m249_AT2G44840,a.t_motifs_m569_AT5G51190	node_45
28	a.t_motifs_m249_AT2G44840,a.t_motifs_m569_AT5G51190	node_22
29	a.t_motifs_m519_AT5G18450,a.t_motifs_m49_AT1G22810,a.t_motifs_m490_AT5G07310	node_58
30	a.t_motifs_m519_AT5G18450,a.t_motifs_m49_AT1G22810	node_30
31	a.t_motifs_m522_AT5G19790,a.t_motifs_m126_AT1G68550,a.t_motifs_m59_AT1G28370,a.t_motifs_m96_AT1G50640,a.t_motifs_m56_AT1G28160,a.t_motifs_m221_AT2G33710,a.t_motifs_m83_AT1G43160,a.t_motifs_m520_AT5G18560,a.t_motifs_m560_AT5G47230,a.t_motifs_m606_AT5G65130,a.t_motifs_m155_AT1G75490,a.t_motifs_m324_AT3G23220,a.t_motifs_m307_AT3G15210,a.t_motifs_m105_AT1G53170,a.t_motifs_m218_AT2G31230,a.t_motifs_m415_AT4G18450,a.t_motifs_m407_AT4G16750,a.t_motifs_m225_AT2G35700,a.t_motifs_m357_AT3G50260,a.t_motifs_m616_AT5G67190,a.t_motifs_m85_AT1G44830,a.t_motifs_m370_AT3G57600	node_72
32	a.t_motifs_m522_AT5G19790,a.t_motifs_m126_AT1G68550,a.t_motifs_m59_AT1G28370,a.t_motifs_m96_AT1G50640,a.t_motifs_m56_AT1G28160,a.t_motifs_m221_AT2G33710,a.t_motifs_m83_AT1G43160,a.t_motifs_m520_AT5G18560,a.t_motifs_m560_AT5G47230,a.t_motifs_m606_AT5G65130,a.t_motifs_m155_AT1G75490,a.t_motifs_m324_AT3G23220,a.t_motifs_m307_AT3G15210,a.t_motifs_m105_AT1G53170,a.t_motifs_m218_AT2G31230,a.t_motifs_m415_AT4G18450,a.t_motifs_m407_AT4G16750,a.t_motifs_m225_AT2G35700,a.t_motifs_m357_AT3G50260,a.t_motifs_m616_AT5G67190,a.t_motifs_m85_AT1G44830	node_62
33	a.t_motifs_m522_AT5G19790,a.t_motifs_m126_AT1G68550,a.t_motifs_m59_AT1G28370,a.t_motifs_m96_AT1G50640,a.t_motifs_m56_AT1G28160,a.t_motifs_m221_AT2G33710,a.t_motifs_m83_AT1G43160,a.t_motifs_m520_AT5G18560,a.t_motifs_m560_AT5G47230,a.t_motifs_m606_AT5G65130,a.t_motifs_m155_AT1G75490,a.t_motifs_m324_AT3G23220,a.t_motifs_m307_AT3G15210,a.t_motifs_m105_AT1G53170,a.t_motifs_m218_AT2G31230,a.t_motifs_m415_AT4G18450	node_55
34	a.t_motifs_m522_AT5G19790,a.t_motifs_m126_AT1G68550,a.t_motifs_m59_AT1G28370,a.t_motifs_m96_AT1G50640,a.t_motifs_m56_AT1G28160,a.t_motifs_m221_AT2G33710,a.t_motifs_m83_AT1G43160,a.t_motifs_m520_AT5G18560,a.t_motifs_m560_AT5G47230,a.t_motifs_m606_AT5G65130,a.t_motifs_m155_AT1G75490,a.t_motifs_m324_AT3G23220,a.t_motifs_m307_AT3G15210,a.t_motifs_m105_AT1G53170	node_52
35	a.t_motifs_m126_AT1G68550,a.t_motifs_m59_AT1G28370,a.t_motifs_m96_AT1G50640,a.t_motifs_m56_AT1G28160,a.t_motifs_m221_AT2G33710,a.t_motifs_m83_AT1G43160,a.t_motifs_m520_AT5G18560,a.t_motifs_m560_AT5G47230,a.t_motifs_m606_AT5G65130,a.t_motifs_m155_AT1G75490,a.t_motifs_m324_AT3G23220,a.t_motifs_m307_AT3G15210,a.t_motifs_m105_AT1G53170	node_48
36	a.t_motifs_m126_AT1G68550,a.t_motifs_m59_AT1G28370,a.t_motifs_m96_AT1G50640,a.t_motifs_m56_AT1G28160,a.t_motifs_m221_AT2G33710,a.t_motifs_m83_AT1G43160,a.t_motifs_m520_AT5G18560,a.t_motifs_m560_AT5G47230,a.t_motifs_m606_AT5G65130,a.t_motifs_m155_AT1G75490,a.t_motifs_m324_AT3G23220,a.t_motifs_m307_AT3G15210	node_41
37	a.t_motifs_m126_AT1G68550,a.t_motifs_m59_AT1G28370,a.t_motifs_m96_AT1G50640,a.t_motifs_m56_AT1G28160,a.t_motifs_m221_AT2G33710,a.t_motifs_m83_AT1G43160,a.t_motifs_m520_AT5G18560,a.t_motifs_m560_AT5G47230,a.t_motifs_m606_AT5G65130,a.t_motifs_m155_AT1G75490	node_29
38	a.t_motifs_m126_AT1G68550,a.t_motifs_m59_AT1G28370,a.t_motifs_m96_AT1G50640,a.t_motifs_m56_AT1G28160,a.t_motifs_m221_AT2G33710,a.t_motifs_m83_AT1G43160,a.t_motifs_m520_AT5G18560,a.t_motifs_m560_AT5G47230	node_11
39	a.t_motifs_m126_AT1G68550,a.t_motifs_m59_AT1G28370,a.t_motifs_m96_AT1G50640,a.t_motifs_m56_AT1G28160,a.t_motifs_m221_AT2G33710,a.t_motifs_m83_AT1G43160,a.t_motifs_m520_AT5G18560	node_9
40	a.t_motifs_m59_AT1G28370,a.t_motifs_m96_AT1G50640,a.t_motifs_m56_AT1G28160,a.t_motifs_m221_AT2G33710,a.t_motifs_m83_AT1G43160,a.t_motifs_m520_AT5G18560	node_8
41	a.t_motifs_m59_AT1G28370,a.t_motifs_m96_AT1G50640,a.t_motifs_m56_AT1G28160,a.t_motifs_m221_AT2G33710,a.t_motifs_m83_AT1G43160	node_5
42	a.t_motifs_m59_AT1G28370,a.t_motifs_m96_AT1G50640,a.t_motifs_m56_AT1G28160	node_3
43	a.t_motifs_m59_AT1G28370,a.t_motifs_m96_AT1G50640	node_1
44	a.t_motifs_m221_AT2G33710,a.t_motifs_m83_AT1G43160	node_4
45	a.t_motifs_m606_AT5G65130,a.t_motifs_m155_AT1G75490	node_13
46	a.t_motifs_m324_AT3G23220,a.t_motifs_m307_AT3G15210	node_18
47	a.t_motifs_m218_AT2G31230,a.t_motifs_m415_AT4G18450	node_40
48	a.t_motifs_m407_AT4G16750,a.t_motifs_m225_AT2G35700,a.t_motifs_m357_AT3G50260,a.t_motifs_m616_AT5G67190,a.t_motifs_m85_AT1G44830	node_47
49	a.t_motifs_m225_AT2G35700,a.t_motifs_m357_AT3G50260,a.t_motifs_m616_AT5G67190,a.t_motifs_m85_AT1G44830	node_20
50	a.t_motifs_m357_AT3G50260,a.t_motifs_m616_AT5G67190,a.t_motifs_m85_AT1G44830	node_12
51	a.t_motifs_m357_AT3G50260,a.t_motifs_m616_AT5G67190	node_6
52	a.t_motifs_m442_AT4G31060,a.t_motifs_m162_AT1G77640,a.t_motifs_m325_AT3G23240	node_79
53	a.t_motifs_m442_AT4G31060,a.t_motifs_m162_AT1G77640	node_21
54	a.t_motifs_m81_AT1G36060,a.t_motifs_m40_AT1G19210,a.t_motifs_m88_AT1G46768,a.t_motifs_m25_AT1G12610,a.t_motifs_m430_AT4G25470,a.t_motifs_m572_AT5G52020,a.t_motifs_m571_AT5G51990,a.t_motifs_m431_AT4G25480,a.t_motifs_m432_AT4G25490,a.t_motifs_m250_AT2G44940,a.t_motifs_m311_AT3G16280,a.t_motifs_m533_AT5G25810,a.t_motifs_m161_AT1G77200,a.t_motifs_m217_AT2G31220,a.t_motifs_m376_AT3G60490,a.t_motifs_m2_AT1G01250,a.t_motifs_m448_AT4G32800,a.t_motifs_m205_AT2G23340,a.t_motifs_m232_AT2G38340,a.t_motifs_m293_AT3G11020,a.t_motifs_m398_AT4G06746,a.t_motifs_m594_AT5G62000,a.t_motifs_m43_AT1G19850,a.t_motifs_m539_AT5G37020,a.t_motifs_m111_AT1G59750,a.t_motifs_m115_AT1G63030,a.t_motifs_m223_AT2G33860,a.t_motifs_m151_AT1G74930,a.t_motifs_m164_AT1G78080	node_78
55	a.t_motifs_m81_AT1G36060,a.t_motifs_m40_AT1G19210,a.t_motifs_m88_AT1G46768,a.t_motifs_m25_AT1G12610,a.t_motifs_m430_AT4G25470,a.t_motifs_m572_AT5G52020,a.t_motifs_m571_AT5G51990,a.t_motifs_m431_AT4G25480,a.t_motifs_m432_AT4G25490,a.t_motifs_m250_AT2G44940,a.t_motifs_m311_AT3G16280,a.t_motifs_m533_AT5G25810,a.t_motifs_m161_AT1G77200,a.t_motifs_m217_AT2G31220,a.t_motifs_m376_AT3G60490,a.t_motifs_m2_AT1G01250,a.t_motifs_m448_AT4G32800,a.t_motifs_m205_AT2G23340,a.t_motifs_m232_AT2G38340,a.t_motifs_m293_AT3G11020,a.t_motifs_m398_AT4G06746	node_74
56	a.t_motifs_m81_AT1G36060,a.t_motifs_m40_AT1G19210,a.t_motifs_m88_AT1G46768,a.t_motifs_m25_AT1G12610,a.t_motifs_m430_AT4G25470,a.t_motifs_m572_AT5G52020,a.t_motifs_m571_AT5G51990,a.t_motifs_m431_AT4G25480,a.t_motifs_m432_AT4G25490,a.t_motifs_m250_AT2G44940,a.t_motifs_m311_AT3G16280,a.t_motifs_m533_AT5G25810,a.t_motifs_m161_AT1G77200,a.t_motifs_m217_AT2G31220,a.t_motifs_m376_AT3G60490,a.t_motifs_m2_AT1G01250,a.t_motifs_m448_AT4G32800	node_69
57	a.t_motifs_m81_AT1G36060,a.t_motifs_m40_AT1G19210,a.t_motifs_m88_AT1G46768,a.t_motifs_m25_AT1G12610,a.t_motifs_m430_AT4G25470,a.t_motifs_m572_AT5G52020,a.t_motifs_m571_AT5G51990,a.t_motifs_m431_AT4G25480,a.t_motifs_m432_AT4G25490,a.t_motifs_m250_AT2G44940,a.t_motifs_m311_AT3G16280,a.t_motifs_m533_AT5G25810	node_66
58	a.t_motifs_m81_AT1G36060,a.t_motifs_m40_AT1G19210,a.t_motifs_m88_AT1G46768	node_44
59	a.t_motifs_m81_AT1G36060,a.t_motifs_m40_AT1G19210	node_16
60	a.t_motifs_m25_AT1G12610,a.t_motifs_m430_AT4G25470,a.t_motifs_m572_AT5G52020,a.t_motifs_m571_AT5G51990,a.t_motifs_m431_AT4G25480,a.t_motifs_m432_AT4G25490,a.t_motifs_m250_AT2G44940,a.t_motifs_m311_AT3G16280,a.t_motifs_m533_AT5G25810	node_54
61	a.t_motifs_m25_AT1G12610,a.t_motifs_m430_AT4G25470,a.t_motifs_m572_AT5G52020,a.t_motifs_m571_AT5G51990,a.t_motifs_m431_AT4G25480,a.t_motifs_m432_AT4G25490	node_51
62	a.t_motifs_m25_AT1G12610,a.t_motifs_m430_AT4G25470,a.t_motifs_m572_AT5G52020	node_31
63	a.t_motifs_m25_AT1G12610,a.t_motifs_m430_AT4G25470	node_19
64	a.t_motifs_m571_AT5G51990,a.t_motifs_m431_AT4G25480,a.t_motifs_m432_AT4G25490	node_37
65	a.t_motifs_m571_AT5G51990,a.t_motifs_m431_AT4G25480	node_28
66	a.t_motifs_m250_AT2G44940,a.t_motifs_m311_AT3G16280,a.t_motifs_m533_AT5G25810	node_35
67	a.t_motifs_m250_AT2G44940,a.t_motifs_m311_AT3G16280	node_27
68	a.t_motifs_m161_AT1G77200,a.t_motifs_m217_AT2G31220,a.t_motifs_m376_AT3G60490,a.t_motifs_m2_AT1G01250,a.t_motifs_m448_AT4G32800	node_34
69	a.t_motifs_m161_AT1G77200,a.t_motifs_m217_AT2G31220,a.t_motifs_m376_AT3G60490	node_7
70	a.t_motifs_m161_AT1G77200,a.t_motifs_m217_AT2G31220	node_2
71	a.t_motifs_m2_AT1G01250,a.t_motifs_m448_AT4G32800	node_24
72	a.t_motifs_m205_AT2G23340,a.t_motifs_m232_AT2G38340,a.t_motifs_m293_AT3G11020,a.t_motifs_m398_AT4G06746	node_63
73	a.t_motifs_m205_AT2G23340,a.t_motifs_m232_AT2G38340,a.t_motifs_m293_AT3G11020	node_60
74	a.t_motifs_m205_AT2G23340,a.t_motifs_m232_AT2G38340	node_33
75	a.t_motifs_m594_AT5G62000,a.t_motifs_m43_AT1G19850,a.t_motifs_m539_AT5G37020,a.t_motifs_m111_AT1G59750,a.t_motifs_m115_AT1G63030,a.t_motifs_m223_AT2G33860,a.t_motifs_m151_AT1G74930,a.t_motifs_m164_AT1G78080	node_75
76	a.t_motifs_m594_AT5G62000,a.t_motifs_m43_AT1G19850,a.t_motifs_m539_AT5G37020,a.t_motifs_m111_AT1G59750,a.t_motifs_m115_AT1G63030,a.t_motifs_m223_AT2G33860	node_68
77	a.t_motifs_m594_AT5G62000,a.t_motifs_m43_AT1G19850,a.t_motifs_m539_AT5G37020,a.t_motifs_m111_AT1G59750,a.t_motifs_m115_AT1G63030	node_64
78	a.t_motifs_m594_AT5G62000,a.t_motifs_m43_AT1G19850,a.t_motifs_m539_AT5G37020	node_50
79	a.t_motifs_m43_AT1G19850,a.t_motifs_m539_AT5G37020	node_42
80	a.t_motifs_m111_AT1G59750,a.t_motifs_m115_AT1G63030	node_39
81	a.t_motifs_m151_AT1G74930,a.t_motifs_m164_AT1G78080	node_23
