"","logFC_WT","logCPM_WT","F_WT","PValue_WT","FDR_WT","Gene_ID","logFC_phyB","logCPM_phyB","F_phyB","PValue_phyB","FDR_phyB","WT.P_Avg_CPM","phyB.P_Avg_CPM","WT.D_Avg_CPM","phyB.D_Avg_CPM","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development","group"
"BraA05001406",4.80565722873297,1.97037230773186,41.5295598500884,1.34901132657257e-06,6.28394148572127e-06,"BraA05001406",2.26425058144874,1.97037230773186,7.81258194205194,0.0102276666123986,0.0178335518421573," 0.6053861"," 0.5323464","17.5361686"," 2.5952486","AT2G32020","AT2G32020","Acyl-CoA N-acyltransferases (NAT) superfamily protein","-","-","WT_sig"
"BraA06003425",7.04584195405349,4.73360908763387,41.1743070044051,1.43998487222972e-06,6.65453960331642e-06,"BraA06003425",0.190990857507079,4.73360908763387,0.0409708168830241,0.841356643577643,0.867366621031707,"  0.9206137"," 10.6613332","133.0053624"," 12.2952310","AT2G18193","AT2G18193","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-","WT_sig"
"BraA04000325",1.69014018188805,4.80081078869402,40.5023218899528,1.6308475241957e-06,7.39969444532726e-06,"BraA04000325",0.344199692667943,4.80081078869402,1.36113633253876,0.255179019696196,0.311584504773731,"17.27404","36.84299","55.14478","46.78547","AT3G57800","AT3G57800","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","-","WT_sig"
"BraA09001604",1.53817543585105,3.4769748963757,40.1095959209465,1.75500319750689e-06,7.89024573800585e-06,"BraA09001604",0.708979931442654,3.4769748963757,6.77312007152739,0.0158475675627843,0.0262818157663286," 6.601622"," 9.125830","19.310543","14.910345","AT1G63500","BSK7","kinase with tetratricopeptide repeat domain-containing protein","-","YES","WT_sig"
"BraA08003795",1.22451573243747,3.39752795253274,39.6093752709717,1.92823990104061e-06,8.56632685362101e-06,"BraA08003795",0.452407682288576,3.39752795253274,4.26973296390496,0.0501223033775361,0.0736006208753072," 6.516043"," 8.869733","15.332442","12.135824","AT1G07640","OBP2","Dof-type zinc finger DNA-binding family protein","YES","YES","WT_sig"
"BraA03003710",4.0938544938831,3.7454150676125,39.4398276464118,1.99110694278306e-06,8.79349699197681e-06,"BraA03003710",1.93416752044199,3.7454150676125,7.90156587619959,0.00986035043663339,0.017286914220607," 3.509146"," 4.582942","59.617439","17.578938","AT3G10986","AT3G10986","LURP-one-like protein (DUF567)","-","-","WT_sig"
"BraA02003218",1.09565489723737,5.56329214090348,39.2105695982017,2.07968346072134e-06,9.11562731042992e-06,"BraA02003218",0.601343045384005,5.56329214090348,9.0435820773768,0.00623896262354446,0.0114600620486159,"35.09153","37.85880","75.17930","57.47394","AT5G47120","BI1","BAX inhibitor 1","-","-","WT_sig"
"BraA08002841",4.96501934481307,2.33098221282888,39.208000637494,2.08069995949371e-06,9.11754380914005e-06,"BraA08002841",2.43392515558391,2.33098221282888,8.81066197928421,0.00683781981841144,0.0124438991723663," 0.6738169"," 1.0605256","22.7247543"," 5.7988190","AT1G28190","AT1G28190","hypothetical protein","-","-","WT_sig"
"BraA04002795",1.71874035187168,2.47825251710556,39.0892962743985,2.12826368293952e-06,9.29233574742524e-06,"BraA04002795",0.825040044427774,2.47825251710556,7.32547954002304,0.0125259463111146,0.0213006044659619," 3.587649"," 5.313275","11.670396"," 9.428932","AT2G38770","EMB2765","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-","WT_sig"
"BraA09002844",2.49707140441923,2.71164212505183,38.7501517607376,2.27079057311746e-06,9.82469588259176e-06,"BraA09002844",0.765335164252753,2.71164212505183,3.19584924233874,0.0868807188407566,0.11985122826937," 2.225741"," 5.913516","12.793476","10.072612","AT4G06744","AT4G06744","Leucine-rich repeat (LRR) family protein","-","-","WT_sig"
"BraA07004066",1.23492037430762,2.9619166868724,38.6155563193947,2.33020295410346e-06,1.00458489448339e-05,"BraA07004066",0.595202858626975,2.9619166868724,7.16066458765068,0.013428427583663,0.0226673589997572," 4.566387"," 7.255231","10.849646","10.977554","AT1G16890","UBC36","ubiquitin-conjugating enzyme 36","-","-","WT_sig"
"BraA10003047",1.95327099388777,2.58910028362727,38.2084144310281,2.52044822409513e-06,1.07540946183945e-05,"BraA10003047",0.356527263309492,2.58910028362727,1.07412224436598,0.310685511173195,0.370132451246298," 2.661844"," 6.828323","10.526567"," 8.754716","AT5G03640","AT5G03640","Protein kinase superfamily protein","-","-","WT_sig"
"BraA06002162",1.77509895516574,2.34174246628124,37.2759416505215,3.0229388872762e-06,1.25643142555393e-05,"BraA06002162",0.931235920721044,2.34174246628124,8.03782118247424,0.00932577613089936,0.0164486459323572,"2.796143","2.632427","9.490171","5.026222","AT1G19850","MP","Transcriptional factor B3 family protein / auxin-responsive factor AUX/IAA-like protein","YES","YES","WT_sig"
"BraA08003660",2.57354242179157,3.48004505386886,37.1384274061988,3.10584023590283e-06,1.28748815678458e-05,"BraA08003660",0.590979917257408,3.48004505386886,1.6703659924548,0.208918916279998,0.261584897163883," 5.060959"," 9.200798","30.116023","13.895468","AT1G10170","NFXL1","NF-X-like 1","YES","-","WT_sig"
"BraA07002948",3.02590258168838,2.49485761314896,36.9297974061673,3.2363712224005e-06,1.33456858895949e-05,"BraA07002948",1.35935636812711,2.49485761314896,6.77180904848404,0.0158565296670272,0.0262911384134635," 1.606323"," 4.480574","13.192471","11.500513","AT3G45140","LOX2","lipoxygenase 2","-","YES","WT_sig"
"BraA07003507",1.55963389575315,3.77508223243359,36.4472054500368,3.56174756588701e-06,1.45275736426695e-05,"BraA07003507",0.470725600433522,3.77508223243359,2.63678917543713,0.117908508973531,0.157732443586892," 7.912994","10.810556","23.501892","14.975104","AT1G71960","ABCG25","ATP-binding casette family G25","-","-","WT_sig"
"BraA06003315",1.63679325574349,4.74188556490214,36.2258436561414,3.72274998902923e-06,1.50943031497476e-05,"BraA06003315",-0.146676574798673,4.74188556490214,0.234213027243058,0.632948742622826,0.683447431493673,"11.51469","21.50298","35.52049","19.43302","AT5G65380","AT5G65380","MATE efflux family protein","-","-","WT_sig"
"BraA01002626",1.36765276198401,3.46232951007779,36.0384514895478,3.86523736703857e-06,1.55997015787659e-05,"BraA01002626",0.788941649104721,3.46232951007779,9.35774847799949,0.00552065227223893,0.0102640050513868," 7.435249"," 8.850123","19.288839","15.304723","AT3G47940","AT3G47940","DNAJ heat shock family protein","-","-","WT_sig"
"BraA02002482",3.23902479982432,2.06206173391629,35.4854198247958,4.32146472699377e-06,1.71723945475592e-05,"BraA02002482",1.70568044621669,2.06206173391629,8.85877014781132,0.00670913048215756,0.0122351655415549,"0.9943932","2.3274299","9.9644001","7.6173573","AT1G75540","BBX21","salt tolerance homolog2","YES","-","WT_sig"
"BraA03002016",3.99300717772866,4.52474768342045,35.0958408806097,4.67788977684214e-06,1.84213122560659e-05,"BraA03002016",1.71178129974622,4.52474768342045,5.75300286703972,0.0248749478474424,0.0394888229065802," 5.237731"," 6.587616","85.140298","21.645539","AT2G36800","DOGT1","don-glucosyltransferase 1","-","YES","WT_sig"
"BraA03003201",2.32218818411151,2.56244544766815,34.7686943109334,5.00193656254877e-06,1.95264091008228e-05,"BraA03003201",1.10957358751333,2.56244544766815,6.68228289646407,0.0164820169417049,0.0272015886827415," 2.447338"," 4.533048","12.372036"," 9.771118","AT4G00500","AT4G00500","alpha/beta-Hydrolases superfamily protein","-","-","WT_sig"
"BraA06004448",1.87278706982039,3.66098161300025,34.3000243914811,5.50945342863239e-06,2.12650311345448e-05,"BraA06004448",0.988381495135878,3.66098161300025,7.65169322793622,0.0109307345039288,0.0189128021426667," 6.926025"," 8.824344","25.209468","17.544738","AT2G02870","AT2G02870","Galactose oxidase/kelch repeat superfamily protein","-","-","WT_sig"
"BraA03002625",5.13947558272671,3.45579553716627,33.818770801023,6.08944249363708e-06,2.32189498182771e-05,"BraA03002625",-1.12562567979089,3.45579553716627,1.85457414590298,0.186314838828097,0.236633225462297," 0.9937281","13.0842840","35.5227209"," 6.0568484","AT5G52930","AT5G52930","hypothetical protein (DUF295)","-","-","WT_sig"
"BraA02001008",2.05671537779137,4.60982386852026,33.7949952341602,6.11976765822325e-06,2.33119900630285e-05,"BraA02001008",0.788313146800202,4.60982386852026,4.05161926773576,0.0558605617997089,0.0809841800430522,"11.38827","19.88990","47.67399","34.40511","AT5G21090","AT5G21090","Leucine-rich repeat (LRR) family protein","-","-","WT_sig"
"BraA10002363",1.13987562585445,3.4038389264568,33.792086473276,6.12348897243715e-06,2.33205217580839e-05,"BraA10002363",0.671479765282932,3.4038389264568,9.12308793171658,0.0060479451298912,0.0111469152628205," 7.601238"," 9.123863","16.866732","14.551826","AT5G12390","FIS1B","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-","WT_sig"
"BraA05003503",1.06085374697061,3.98381444497722,33.3430946320655,6.72852002500198e-06,2.533658018984e-05,"BraA05003503",0.523635705090322,3.98381444497722,6.30354733664172,0.0194483406970639,0.0316007930806014,"11.14725","11.99417","23.14649","17.24158","AT3G16170","AAE13","AMP-dependent synthetase and ligase family protein","-","-","WT_sig"
"BraA02001867",1.2204704658755,3.69191311006896,33.1715873480231,6.97653688222779e-06,2.61143140371618e-05,"BraA02001867",0.261988721941937,3.69191311006896,1.21410494553998,0.281807132765429,0.339896112622824," 9.341007","14.393374","21.648819","17.263270","AT1G66350","RGL1","RGA-like 1","YES","YES","WT_sig"
"BraA04002293",1.03880520255272,4.54670425442925,33.1320248518851,7.03514836106376e-06,2.62961850399296e-05,"BraA04002293",0.574412803056233,4.54670425442925,7.80825698258977,0.0102459002573844,0.0178613877562555,"18.15221","21.30600","37.23953","31.75117","AT2G31260","APG9","autophagy 9 (APG9)","-","-","WT_sig"
"BraA03001163",1.34175413632084,5.89344762448026,32.8527748982652,7.46440245384003e-06,2.76351609008988e-05,"BraA03001163",0.708075568401891,5.89344762448026,7.07776927079198,0.0139093302536137,0.023395261614862," 41.51774"," 54.40945","105.39059"," 88.90105","AT5G59890","ADF4","actin depolymerizing factor 4","-","-","WT_sig"
"BraA05000164",5.03578932526031,2.45036869507064,32.652560648324,7.78967177543296e-06,2.86470639591857e-05,"BraA05000164",0.821117848360591,2.45036869507064,0.884839422271301,0.356559751642293,0.418176360456477," 0.6943817"," 1.7445132","23.9920942"," 3.1064557","AT2G47000","ABCB4","ATP binding cassette subfamily B4","-","-","WT_sig"
"BraA04002933",1.13290809916554,5.12070191375612,32.4388745818456,8.15391579675481e-06,2.98124586854636e-05,"BraA04002933",0.473123887313541,5.12070191375612,4.39840669783142,0.047051069353021,0.0695710504101973,"22.37491","33.51860","49.25429","46.50809","AT2G40540","KT2","potassium transporter 2","-","-","WT_sig"
"BraA07000129",2.06408342977292,2.76999695076533,32.2401926143276,8.50924743242664e-06,3.09391440486014e-05,"BraA07000129",0.854177802741382,2.76999695076533,4.62753998109161,0.0420930644593202,0.062931690215587," 3.205212"," 5.731382","13.284870","10.386107","AT2G19490","RECA2","recA DNA recombination family protein","-","-","WT_sig"
"BraA05004200",1.10323924156237,6.05717117630895,32.173664194406,8.63196523593611e-06,3.13346708518529e-05,"BraA05004200",0.355395900402328,6.05717117630895,2.57185653626325,0.122291920109042,0.162848969756034," 49.69742"," 60.29961","106.67095"," 77.15235","AT3G08590","iPGAM2","Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent","-","-","WT_sig"
"BraA03001771",1.30855302195313,3.30017420373053,32.0968250790836,8.77610235016573e-06,3.17919104698754e-05,"BraA03001771",0.193571049266886,3.30017420373053,0.562660613140757,0.46072098812235,0.521746050294682," 5.704381"," 8.747261","13.944173","10.008423","AT2G31570","GPX2","glutathione peroxidase 2","-","-","WT_sig"
"BraA06004605",3.30129856742057,2.96191320557613,32.0817869117499,8.80461648853726e-06,3.18731976838952e-05,"BraA06004605",1.61267221017121,2.96191320557613,6.89713105390119,0.015024657179001,0.0250809315937508," 1.901695"," 5.011603","19.562699","15.327778","AT5G47550","AT5G47550","Cystatin/monellin superfamily protein","-","-","WT_sig"
"BraA08002297",4.84201795131911,5.21943872951795,31.7271493422741,9.50712174749224e-06,3.40172985463805e-05,"BraA08002297",1.39532871047016,5.21943872951795,2.73400065488421,0.111685903084147,0.150020149730711,"  4.363940"," 23.585169","128.928967"," 61.911122","AT4G35720","AT4G35720","DUF241 domain protein, putative (DUF241)","-","-","WT_sig"
"BraA04002958",2.81810492307026,5.1303989620682,31.5932358111545,9.78805548376049e-06,3.48955817246637e-05,"BraA04002958",1.41018806745783,5.1303989620682,6.5719433655211,0.0172908337926862,0.0284059830807724," 15.65232"," 19.72421","110.72018"," 52.46773","AT2G40820","AT2G40820","stomatal closure actin-binding-like protein","-","-","WT_sig"
"BraA07003953",1.09208702408363,5.29918363889909,31.2820447658941,1.04763922199855e-05,3.69893256039864e-05,"BraA07003953",0.619914735308844,5.29918363889909,7.77052097414445,0.0104065221006692,0.0181113067077105,"27.39415","35.41806","58.63507","54.44659","AT1G77480","AT1G77480","Eukaryotic aspartyl protease family protein","-","-","WT_sig"
"BraA02003998",2.55740371360985,4.53000639542793,31.1767571243605,1.07210615449825e-05,3.77684665886358e-05,"BraA02003998",1.47610044924299,4.53000639542793,8.63494702769503,0.00733145275745038,0.0132701318309877," 9.982311","17.620534","58.489851","49.032815","AT5G28300","AT5G28300","Duplicated homeodomain-like superfamily protein","YES","-","WT_sig"
"BraA08000118",3.48418680079822,2.09566092886781,31.1544490272872,1.07736952645613e-05,3.78860508186316e-05,"BraA08000118",1.45021321632773,2.09566092886781,4.97757476782864,0.0356128835581737,0.0542534637248987," 0.9828327"," 2.6302268","11.9288277"," 7.2014928","AT1G54120","AT1G54120","hypothetical protein","-","-","WT_sig"
"BraA01000357",2.55753252151339,4.43373581755095,31.1280562074351,1.08363296853861e-05,3.80348976718233e-05,"BraA01000357",1.54430471992304,4.43373581755095,9.19546503112039,0.00587963410662535,0.0108736271693435," 9.497827","11.159557","56.255630","32.606226","AT4G35070","AT4G35070","SBP (S-ribonuclease binding protein) family protein","-","-","WT_sig"
"BraA03005962",1.87356817196616,3.92806987769727,31.1070166814724,1.08865435688561e-05,3.81720195530842e-05,"BraA03005962",0.995715719184015,3.92806987769727,7.00279243047473,0.0143607416766989,0.0240901709465246," 8.267664","11.369342","30.758548","22.692211","AT4G30490","AT4G30490","AFG1-like ATPase family protein","-","-","WT_sig"
"BraA09006946",4.0293202557206,4.07748846869651,30.7145271841667,1.1871215027451e-05,4.12205878076502e-05,"BraA09006946",2.16652382953613,4.07748846869651,7.66707269256545,0.0108612740905819,0.0188070906695004," 4.102654"," 4.196605","67.538307","18.906673","AT1G02860","NLA","SPX (SYG1/Pho81/XPR1) domain-containing protein","-","-","WT_sig"
"BraA05004090",1.14098478230077,3.41977025744248,30.643878306914,1.2058535615403e-05,4.18156753880685e-05,"BraA05004090",0.636553320968401,3.41977025744248,7.54491609117154,0.0114267253218386,0.0196715144444645," 7.569694","10.338238","16.691522","16.068841","AT3G09900","RABE1e","RAB GTPase homolog E1E","-","-","WT_sig"
"BraA06000747",1.36060790465967,2.62571274748409,30.6273641778313,1.21027836874708e-05,4.19413948130317e-05,"BraA06000747",0.756651436546985,2.62571274748409,7.41342359071627,0.0120719716086761,0.020637866093251," 3.943153"," 4.781826","10.249567"," 8.094168","AT5G41010","NRPB12","DNA directed RNA polymerase, 7 kDa subunit","-","-","WT_sig"
"BraA02003347",5.97065144455354,1.42060067146933,30.5257763882968,1.23788933328986e-05,4.28039940816838e-05,"BraA02003347",1.71118349432639,1.42060067146933,3.30914610053779,0.0818109526365743,0.113560755181599," 0.1279475"," 1.3083598","10.1239094"," 4.3068612","AT2G01520","MLP328","MLP-like protein 328","-","-","WT_sig"
"BraA06004968",2.22166930367637,2.10797873716447,30.3371357430924,1.29099564858644e-05,4.4415894008198e-05,"BraA06004968",1.13417572333137,2.10797873716447,6.43414250002363,0.0183633823695933,0.0300113839162495,"2.063386","2.909498","9.945754","6.388158","AT4G39110","AT4G39110","Malectin/receptor-like protein kinase family protein","-","-","WT_sig"
"BraA07001410",1.52346851357729,3.46522238538582,30.3319326474525,1.29249511266096e-05,4.44577645832244e-05,"BraA07001410",0.838883596050768,3.46522238538582,7.35984817457368,0.0123463248860898,0.0210565774956174," 7.061453"," 9.629826","20.113439","17.218554","AT1G22910","AT1G22910","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-","WT_sig"
"BraA09001300",5.11404665924031,2.68852524029142,30.2567958540622,1.31436105871695e-05,4.51506832479372e-05,"BraA09001300",1.01793944950271,2.68852524029142,1.53547763088691,0.227667173935347,0.282141667407476," 0.4929973"," 7.9947953","16.0766358","16.2459901","AT1G20750","AT1G20750","RAD3-like DNA-binding helicase protein","-","-","WT_sig"
"BraA02000912",1.55203618390043,5.13590497020669,30.1163413786563,1.35632230124575e-05,4.63896415071884e-05,"BraA02000912",0.936396769918029,5.13590497020669,8.5285791774883,0.00764924825491306,0.0137819559904226,"20.57564","24.51941","60.60111","46.98284","AT5G19590","AT5G19590","DUF538 family protein (Protein of unknown function, DUF538)","-","-","WT_sig"
"BraA08000718",2.31283374243373,6.73895016027627,30.099107814231,1.36157043429501e-05,4.65388026836123e-05,"BraA08000718",1.09811442530036,6.73895016027627,5.48592901284296,0.0280998423041312,0.0439784744821543," 51.88337"," 68.12804","257.92356","145.89772","AT1G42990","BZIP60","basic region/leucine zipper motif 60","YES","YES","WT_sig"
"BraA08002975",1.06090399514115,3.92848971554512,30.0307086242377,1.38261887789361e-05,4.70844247902324e-05,"BraA08002975",0.610030531883363,3.92848971554512,7.74718480134851,0.0105072406798219,0.0182643808172718,"10.96892","13.36065","22.74676","20.40777","AT1G26580","AT1G26580","ELM2 domain protein","-","-","WT_sig"
"BraA09006952",1.22880745011568,3.41916440453659,29.9301544232717,1.41420765782943e-05,4.80354521671022e-05,"BraA09006952",0.73009570663411,3.41916440453659,8.37126102845515,0.00814742309914464,0.014579362495472," 6.345189"," 8.924458","14.950481","14.831528","AT1G02750","AT1G02750","Drought-responsive family protein","-","-","WT_sig"
"BraA05000202",1.25219505529791,4.85866019762486,29.8722525695028,1.4327528590479e-05,4.85919629420683e-05,"BraA05000202",0.686776135303733,4.85866019762486,6.99684081949196,0.0143972628557621,0.0241411438531689,"21.10803","29.89040","50.40145","48.09235","AT2G46640","AT2G46640","NAD-dependent protein deacetylase HST1-like protein","-","-","WT_sig"
"BraA08001332",1.25701197700285,4.54370993219569,29.720276813479,1.48269899793077e-05,5.00593784372166e-05,"BraA08001332",0.690227112625279,4.54370993219569,6.91675217345417,0.0148988441570289,0.0248946716594093,"16.73440","17.51344","39.88411","28.28397","AT4G17530","RAB1C","RAB GTPase homolog 1C","-","-","WT_sig"
"BraA09004366",2.42480978919972,3.01645568893687,29.6954843805055,1.49102511038082e-05,5.02973322704545e-05,"BraA09004366",1.20071910110002,3.01645568893687,6.19399903981115,0.0204134762240906,0.0330427926539681," 2.917673"," 5.845394","15.755777","13.415111","AT1G22190","AT1G22190","Integrase-type DNA-binding superfamily protein","YES","-","WT_sig"
"BraA09005982",1.22944930129744,2.97183057219041,29.4318052540262,1.58279331942264e-05,5.30079649615766e-05,"BraA09005982",0.215401157496307,2.97183057219041,0.70385682739537,0.41004192617052,0.471615631561855," 5.933034"," 6.915905","13.871013"," 8.043388","AT2G19530","AT2G19530","transmembrane protein","-","-","WT_sig"
"BraA02000967",2.54271786959644,2.70890716970023,29.3357484211174,1.61773585146299e-05,5.40619157155572e-05,"BraA02000967",1.43944388175721,2.70890716970023,7.72471370142243,0.0106052429635404,0.0184180359816281," 2.278061"," 3.255902","13.954410"," 8.871903","AT5G20510","AL5","alfin-like 5","-","-","WT_sig"
"BraA04002435",2.80933811716186,6.67770847641875,29.3266001580534,1.62110721617052e-05,5.41400967165797e-05,"BraA04002435",1.54558751165823,6.67770847641875,7.34793918009369,0.0124082408133925,0.0211415577400734," 29.94859"," 58.91846","210.42112","172.04703","AT2G33380","RD20","Caleosin-related family protein","-","YES","WT_sig"
"BraA10000005",1.36098520512977,3.43293399421273,29.2776320545932,1.63928361689623e-05,5.46312177216741e-05,"BraA10000005",0.868842075025903,3.43293399421273,9.36175003839588,0.00551211035779501,0.0102517567094049," 6.511437"," 8.451551","16.977784","15.465455","AT1G02140","MAGO","mago nashi family protein","-","-","WT_sig"
"BraA10000910",5.00752359302687,1.97885817019423,28.9813603977902,1.75409581539523e-05,5.80030843158003e-05,"BraA10000910",2.44450957212842,1.97885817019423,8.16087708246616,0.00887034904580423,0.0157282070497869," 0.29099646"," 2.24720455"," 9.43413299","12.30128773","AT5G53200","TRY","Homeodomain-like superfamily protein","YES","YES","WT_sig"
"BraA03006109",3.27472602361728,2.62509743608191,28.9678444069566,1.75953814999681e-05,5.81553554576365e-05,"BraA03006109",1.91488442687181,2.62509743608191,7.86556542426018,0.0100071742866768,0.0175092177937187," 1.894803"," 1.429735","18.770003"," 5.414375","AT4G32070","Phox4","Octicosapeptide/Phox/Bem1p (PB1) domain-containing protein / tetratricopeptide repeat (TPR)-containing protein","-","-","WT_sig"
"BraA05002619",1.1730489883492,2.82644603407711,28.503908607705,1.95795130270474e-05,6.38610527595871e-05,"BraA05002619",0.716149526635438,2.82644603407711,8.33693491839006,0.00826080692285729,0.0147504368650906," 5.185063"," 6.445745","11.675421","10.605012","AT3G21480","AT3G21480","BRCT domain-containing DNA repair protein","-","-","WT_sig"
"BraA08004017",6.63086295391575,1.36602055357608,28.4379800551973,1.98806960010066e-05,6.47469801481158e-05,"BraA08004017",1.67049480826905,1.36602055357608,2.30691811306518,0.142293852161604,0.186285056393882," 0.10647600"," 0.72044024","13.19516092"," 2.30692076","AT1G02400","GA2OX6","gibberellin 2-oxidase 6","-","-","WT_sig"
"BraA05004696",1.25160286751302,3.6950807636935,28.4084675681312,2.00171483915765e-05,6.51509337641469e-05,"BraA05004696",0.296454220665662,3.6950807636935,1.2566717700571,0.273738091538612,0.331280759712267," 7.916385","11.088567","18.947141","13.635268","AT3G01280","VDAC1","voltage dependent anion channel 1","-","YES","WT_sig"
"BraA08002186",1.52153927973879,4.31296103451881,28.3329239452842,2.03710919497224e-05,6.61115437708516e-05,"BraA08002186",0.770327735090561,4.31296103451881,5.74977415940035,0.0249113809353082,0.0395323114418937,"12.27593","17.13247","35.35557","29.22994","AT4G26760","MAP65-2","microtubule-associated protein 65-2","-","-","WT_sig"
