"","logFC_WT","logCPM_WT","F_WT","PValue_WT","FDR_WT","Gene_ID","logFC_phyB","logCPM_phyB","F_phyB","PValue_phyB","FDR_phyB","WT.P_Avg_CPM","phyB.P_Avg_CPM","WT.D_Avg_CPM","phyB.D_Avg_CPM","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development","group"
"BraA01004497",-1.12259528761817,3.91760102126913,8.94529336331148,0.00648433206289909,0.011085411824702,"BraA01004497",-1.77855978488374,3.91760102126913,17.0155162029468,0.000405487880566615,0.00102544653600876,"13.348415","22.314512"," 6.161049"," 6.496332","AT3G06680","AT3G06680","Ribosomal L29e protein family","-","-","phyB_sig"
"BraA07001377",-0.616053351282707,5.18805702078701,8.93545138644608,0.00650948032155364,0.0111211570890323,"BraA07001377",-1.11821561144015,5.18805702078701,21.8870280512666,0.000101415329585144,0.000309476015445943,"37.66209","44.50668","24.56101","20.50259","AT1G70490","ARFA1D","Ras-related small GTP-binding family protein","-","-","phyB_sig"
"BraA06003323",-0.583065326712298,4.17475900849341,8.90591650572803,0.00658559412145614,0.0112365584251187,"BraA06003323",-1.00111377566343,4.17475900849341,19.7761991566413,0.000181040957250575,0.000509888292305032,"17.985861","19.627434","11.984203"," 9.782741","AT5G65460","KAC2","kinesin like protein for actin based chloroplast movement 2","-","-","phyB_sig"
"BraA03003642",-1.12514820221746,5.85643573394996,8.84816452415969,0.0067372699165027,0.0114779335951675,"BraA03003642",-1.68165333622835,5.85643573394996,14.5231182016146,0.000886614595725509,0.00203015911212096,"62.32601","76.07723","28.56970","23.67649","AT3G09200","AT3G09200","Ribosomal protein L10 family protein","-","-","phyB_sig"
"BraA03000113",-0.911324381511012,5.81979647608519,8.83766778025222,0.00676524834213746,0.0115193648750804,"BraA03000113",-1.50258249111732,5.81979647608519,17.4672432662407,0.000353920155791262,0.000911437050417942,"70.55061","58.00198","37.57609","20.48459","AT5G02590","AT5G02590","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-","phyB_sig"
"BraA03005282",-0.551760916532502,4.02615003087392,8.83722075044731,0.00676644270657234,0.0115201523203298,"BraA03005282",-1.04880127955469,4.02615003087392,24.2046625242981,5.54544302570131e-05,0.000184474648118118,"16.69100","21.22387","11.42407","10.24567","AT4G21150","HAP6","ribophorin II (RPN2) family protein","-","-","phyB_sig"
"BraA06003931",-2.27448454768209,2.3497465664676,8.82426962531005,0.00680114613896499,0.0115754801283855,"BraA06003931",-2.83081061863976,2.3497465664676,10.1022423233355,0.00415528200807803,0.00796251994243343,"7.061406","7.561170","1.493806","1.037386","AT5G49330","MYB111","myb domain protein 111","YES","YES","phyB_sig"
"BraA05000269",-0.80490812204421,6.48641461303093,8.81392429578358,0.00682900783568547,0.0116191312651269,"BraA05000269",-1.15592682916237,6.48641461303093,13.5012868293125,0.00124278036322813,0.00273203392698475," 96.86769","106.00752"," 55.35467"," 47.59717","AT2G40660","AT2G40660","Nucleic acid-binding, OB-fold-like protein","-","-","phyB_sig"
"BraA09005314",-1.1957740004617,6.06508207348667,8.80062039874517,0.00686502216132872,0.0116703152413127,"BraA09005314",-1.64918891641886,6.06508207348667,12.3216959771156,0.00186046855749653,0.00390138224020721,"79.97803","83.29928","34.95283","26.53776","AT3G60245","AT3G60245","Zinc-binding ribosomal protein family protein","-","-","phyB_sig"
"BraA03004735",-1.50728201117552,5.18047534555194,8.73430451450057,0.00704768726436403,0.0119575937847461,"BraA03004735",-2.30412039392967,5.18047534555194,14.5955022305329,0.000865998448915501,0.00198931926239492,"43.723411","44.381952","15.605169"," 8.928674","AT5G61480","PXY","Leucine-rich repeat protein kinase family protein","-","-","phyB_sig"
"BraA09006829",-1.93500075914312,2.91241653090506,8.72089987459844,0.00708525587792001,0.012016154241834,"BraA09006829",-2.51949422986174,2.91241653090506,10.8017277919299,0.00320402400840333,0.00632010283034899,"11.422877","13.454511"," 3.011385"," 2.292499","AT5G07570","AT5G07570","glycine/proline-rich protein","-","-","phyB_sig"
"BraA08000311",-0.893154583449065,2.93874796454641,8.71552681510931,0.00710037653978527,0.012040500617994,"BraA08000311",-1.58887178244316,2.93874796454641,20.0503208578433,0.000167628712035761,0.000476173240830694,"8.885691","8.347323","4.843940","2.770305","AT1G49950","TRB1","telomere repeat binding factor 1","YES","-","phyB_sig"
"BraA06001734",-1.2932175702093,4.33069001136144,8.70877899385367,0.00711941632081233,0.0120701866533376,"BraA06001734",-1.76154575606199,4.33069001136144,11.4664553708386,0.00251739628485526,0.00510484636995901,"31.454201","18.221142","12.967460"," 5.344653","AT1G15480","AT1G15480","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-","phyB_sig"
"BraA01000395",-0.895097024663066,4.66347553052273,8.67066125548588,0.00722803063044267,0.012242462296693,"BraA01000395",-1.45720058357289,4.66347553052273,17.1729486196058,0.000386640853918226,0.000983949400270474,"25.01531","32.51919","13.54021","11.83640","AT4G34620","SSR16","small subunit ribosomal protein 16","-","-","phyB_sig"
"BraA07001579",-2.43087498268001,5.6098295713038,8.63185613697395,0.00734047971402998,0.012419558282149,"BraA07001579",-4.88093946811059,5.6098295713038,20.7691373386283,0.000137330596188507,0.000400812828482681," 43.139652"," 71.361550","  8.391988","  2.392895","AT1G20190","EXPA11","expansin 11","-","YES","phyB_sig"
"BraA06002385",-2.53231106197936,4.40845104694435,8.76081712125326,0.00741873865932358,0.0125371426345022,"BraA06002385",-10.1862139062853,4.40845104694435,25.7115378483406,4.91798992049259e-05,0.000166565347599182,"16.714373","14.143110"," 2.837046"," 0.000000","AT3G49570","LSU3","response to low sulfur 3","-","-","phyB_sig"
"BraA07001227",-1.78261501851472,4.4109412220499,8.57137122985246,0.00751961091335874,0.0126956204938493,"BraA07001227",-3.52835492911992,4.4109412220499,22.9865649161069,7.58533194940283e-05,0.000240034428796945,"19.979685","54.319312"," 5.925905"," 4.662207","AT1G25230","AT1G25230","Calcineurin-like metallo-phosphoesterase superfamily protein","-","-","phyB_sig"
"BraA08001048",-0.656392425663062,3.16783918579525,8.57131631389571,0.0075197757219922,0.0126956204938493,"BraA08001048",-1.29133548223277,3.16783918579525,25.5227676620849,3.98891167967834e-05,0.000139523266306971," 6.933781","11.550868"," 4.383236"," 4.722623","AT5G40270","AT5G40270","HD domain-containing metal-dependent phosphohydrolase family protein","-","-","phyB_sig"
"BraA08003628",-1.59115674329851,3.08481399894961,8.56119093225196,0.00755023112875864,0.0127429378047031,"BraA08003628",-3.03818289352454,3.08481399894961,19.1442119262605,0.000216638353043315,0.000595405566073299,"10.9982748"," 7.9535184"," 3.6126854"," 0.9342479","AT1G10740","AT1G10740","alpha/beta-Hydrolases superfamily protein","-","-","phyB_sig"
"BraA01000091",-2.52116890741836,3.05963178731345,8.55309067997359,0.0075746930559966,0.0127773731327174,"BraA01000091",-5.44895495824007,3.05963178731345,17.0530469313338,0.000400905652254275,0.00101565346313895," 4.7756989"," 4.7303834"," 0.7873538"," 0.1000603","AT4G39940","AKN2","APS-kinase 2","-","-","phyB_sig"
"BraA06004625",-0.794269259369802,5.61540127420806,8.54959033326531,0.0075852907256222,0.0127938786992385,"BraA06004625",-1.02031879911227,5.61540127420806,10.6015841194084,0.00344915745776123,0.00674239175175879,"55.36810","64.09280","31.84525","31.60173","AT4G17520","AT4G17520","Hyaluronan / mRNA binding family","-","-","phyB_sig"
"BraA07001645",-1.25713024523477,2.76437817254641,8.53140055569679,0.00764062563504721,0.0128775508615101,"BraA07001645",-1.82903843814611,2.76437817254641,13.6889808310918,0.0011671044965049,0.00258229467178138," 8.116383","10.519467"," 3.443426"," 2.935542","AT5G67320","HOS15","WD-40 repeat family protein","-","-","phyB_sig"
"BraA08002311",-0.921069718628345,2.91182559058577,8.50828379570951,0.00771159105178101,0.0129874216943113,"BraA08002311",-1.24428541967068,2.91182559058577,11.7453385025006,0.00227883512475306,0.00467346773467273," 8.194801"," 8.753149"," 4.286551"," 3.682654","AT4G23620","AT4G23620","Ribosomal protein L25/Gln-tRNA synthetase, anti-codon-binding domain-containing protein","-","-","phyB_sig"
"BraA09000962",-3.79872186922809,1.96115430469106,8.46290863039113,0.00785300642334995,0.0132029823866191,"BraA09000962",-5.52916144798686,1.96115430469106,12.5644049129704,0.00171010960475667,0.00362081317983185," 2.13685920"," 4.93392225"," 0.13807167"," 0.09390493","AT5G67360","ARA12","Subtilase family protein","-","-","phyB_sig"
"BraA05004316",-1.88429216703108,2.78219270715725,8.4615735620383,0.00785721028418011,0.0132086393114381,"BraA05004316",-3.24009917909567,2.78219270715725,17.3209694701766,0.000369789143567718,0.000947498147445204," 6.850822","10.111987"," 1.832641"," 1.046264","AT3G06730","TRX z","Thioredoxin z","-","-","phyB_sig"
"BraA01000185",-0.765068563737876,4.11589442842508,8.45943115274133,0.00786396147793174,0.0132185768541911,"BraA01000185",-1.27769202049462,4.11589442842508,17.5997940592768,0.0003401797869307,0.000880083801165224,"19.408448","23.105526","11.354854"," 9.546927","AT4G36920","AP2","Integrase-type DNA-binding superfamily protein","YES","YES","phyB_sig"
"BraA09006979",-0.72973294737226,4.02166855585707,8.40989382477946,0.00802185933581941,0.0134595529203494,"BraA09006979",-1.51940815760729,4.02166855585707,27.8795855503483,2.2643448117654e-05,8.6026520244237e-05," 9.933884","18.020354"," 6.044132"," 6.277170","AT1G02270","AT1G02270","Calcium-binding endonuclease/exonuclease/phosphatase family","-","-","phyB_sig"
"BraA10001841",-0.590705367437326,5.75550832820219,8.39720722082343,0.00806285658474368,0.0135209164789042,"BraA10001841",-1.00104251907059,5.75550832820219,17.8083704170463,0.000319721780385791,0.000834840879773116,"67.62844","56.03695","44.92538","28.00691","AT5G19320","RANGAP2","RAN GTPase activating protein 2","-","-","phyB_sig"
"BraA04000764",-0.866058940408098,4.04051220597151,8.39228962099252,0.00807881000307177,0.0135421160221885,"BraA04000764",-1.16712111935922,4.04051220597151,11.4316155842654,0.00254907168991094,0.0051617635918176,"18.259213","19.444980","10.113560"," 8.644244","AT3G52090","NRPB11","DNA-directed RNA polymerase, RBP11-like protein","-","-","phyB_sig"
"BraA09003175",-1.07010162563794,2.93796180408142,8.38204461434377,0.0081121580785139,0.0135951201188042,"BraA09003175",-1.43108289720254,2.93796180408142,11.3068299095301,0.00266615564657436,0.00536571920177477," 9.622316"," 9.981091"," 4.616754"," 3.695978","AT4G05400","AT4G05400","copper ion binding protein","-","-","phyB_sig"
"BraA06004140",-1.18550419298595,5.43745583950895,8.37941800162193,0.00812073224622234,0.0136080406212647,"BraA06004140",-2.11459434930376,5.43745583950895,18.9371849120038,0.000229904954224893,0.000628100827820805,"51.09034","53.34701","22.58182","12.25828","AT3G28860","ABCB19","ATP binding cassette subfamily B19","-","YES","phyB_sig"
"BraA05003585",-2.35119267535072,4.28110286221969,8.33298635056484,0.00827396064059634,0.0138471175420507,"BraA05003585",-4.69957218891225,4.28110286221969,18.8458335167512,0.000236038223193514,0.000642664181467896,"29.709501","34.058076"," 5.818666"," 1.347422","AT3G16530","AT3G16530","Legume lectin family protein","-","-","phyB_sig"
"BraA04000877",-0.947331927116766,4.00352228677367,8.33257742233122,0.00827532420576574,0.0138479271740116,"BraA04000877",-1.46495533769576,4.00352228677367,14.8749589492066,0.000791179243630608,0.00183539591669061,"18.096297","20.541641"," 9.438006"," 7.403327","AT4G13840","AT4G13840","HXXXD-type acyl-transferase family protein","-","-","phyB_sig"
"BraA08003272",-1.59995491524332,5.78453759635338,8.29323031017161,0.00840769159729069,0.0140440481525369,"BraA08003272",-2.56346489776054,5.78453759635338,14.8278989315772,0.000803267967275024,0.00186069724869888," 74.23293"," 63.63856"," 24.49145"," 10.74437","AT1G18800","NRP2","NAP1-related protein 2","-","-","phyB_sig"
"BraA09005609",-1.01310100671508,2.96950457826208,8.25487647212769,0.00853896545201656,0.0142451845484622,"BraA09005609",-1.39342574931476,2.96950457826208,11.4358817702946,0.002545169640681,0.00515518853999729,"10.089069"," 7.794663"," 4.990443"," 2.959469","AT1G11280","AT1G11280","S-locus lectin protein kinase family protein","-","-","phyB_sig"
"BraA02004484",-1.01973768206036,6.68860100837047,8.18963668515538,0.00876748018611108,0.014604734694612,"BraA02004484",-1.72131382967667,6.68860100837047,17.0507639351209,0.000401182770391679,0.00101619195461298," 86.18117","142.09547"," 42.68482"," 43.06595","AT5G65310","HB5","homeobox protein 5","YES","YES","phyB_sig"
"BraA06003309",-0.9113841953191,4.44018228419387,8.17129136186277,0.00883294589932043,0.0147044493342468,"BraA06003309",-1.67251210564868,4.44018228419387,20.6575323801678,0.00014161505302202,0.00041141028692628,"20.12062","34.05540","10.81243","10.67200","AT5G65310","HB5","homeobox protein 5","YES","YES","phyB_sig"
"BraA01001102",-1.0857262176346,3.56831373135677,8.14703450563179,0.0089203354429932,0.0148405115603755,"BraA01001102",-1.93645088071012,3.56831373135677,17.6742204923049,0.00033272045615508,0.000863197623187895,"13.652652"," 9.692672"," 6.422373"," 2.549906","AT4G18760","RLP51","receptor like protein 51","-","-","phyB_sig"
"BraA04003298",-0.855231204301834,5.06317937501192,8.1428450371943,0.00893552499914728,0.0148626401232778,"BraA04003298",-1.36757413505336,5.06317937501192,15.0095947570795,0.000757677576718466,0.00176679186037758,"49.84891","31.73086","27.69125","12.32604","AT2G46630","AT2G46630","serine/arginine repetitive matrix protein","-","-","phyB_sig"
"BraA09001679",-2.93085360958739,3.11355994115132,8.13944778734035,0.00894786317473818,0.0148800175774304,"BraA09001679",-6.48708251301093,3.11355994115132,15.4798739034607,0.000652271145544442,0.0015546256557949,"13.47459982"," 9.67409282"," 1.76888396"," 0.09354992","AT1G62440","LRX2","leucine-rich repeat/extensin 2","-","-","phyB_sig"
"BraA06003855",-1.94632530202722,3.20773642625065,8.11377922265833,0.0090416957331618,0.0150249462457735,"BraA06003855",-2.50235156601213,3.20773642625065,9.70247629694093,0.00483536549894593,0.00913011671705962,"10.034710"," 9.830097"," 2.560704"," 1.742558","AT5G27330","AT5G27330","Prefoldin chaperone subunit family protein","-","-","phyB_sig"
"BraA10000246",-2.12074596961169,2.96930524362213,8.09687953064356,0.00910406509224201,0.0151142268275382,"BraA10000246",-3.44216993171933,2.96930524362213,14.7709560973793,0.000818165732317047,0.00189214349495597," 7.8918221","10.6694938"," 1.9420578"," 0.9550818","AT1G03820","AT1G03820","E6-like protein","-","-","phyB_sig"
"BraA07002229",-0.888254038768078,7.08649229226489,8.0885472705243,0.00913499021520532,0.0151607703487275,"BraA07002229",-1.1897271670331,7.08649229226489,10.7813954128104,0.0032280334692009,0.00635830894821952,"162.03079","169.10899"," 87.57247"," 74.11077","AT3G60245","AT3G60245","Zinc-binding ribosomal protein family protein","-","-","phyB_sig"
"BraA03005008",-0.759488461837706,3.30759476628707,8.06188110236876,0.00923474232702274,0.0153134054179665,"BraA03005008",-1.35126233693231,3.30759476628707,18.9255157918848,0.000230678645006831,0.000629814722013447,"10.468924","11.862497"," 6.264323"," 4.664769","AT4G16450","AT4G16450","NADH-ubiquinone oxidoreductase","-","-","phyB_sig"
"BraA06000831",-1.28066584487664,2.35842765279091,8.04954279644185,0.00928130292729737,0.0153792723524224,"BraA06000831",-2.08482005020193,2.35842765279091,14.6439700425199,0.000852486895615588,0.00196286479476146,"7.723425","5.386047","3.197456","1.270717","AT1G52620","AT1G52620","Pentatricopeptide repeat (PPR) superfamily protein","-","-","phyB_sig"
"BraA03001906",-1.27212181264182,3.88664307798166,7.97607084877076,0.00956397689444613,0.0157944597963049,"BraA03001906",-1.76752859774205,3.88664307798166,11.4099769152441,0.00256896455501469,0.00519402724417871,"17.357165","18.084876"," 7.117542"," 5.265446","AT2G34480","AT2G34480","Ribosomal protein L18ae/LX family protein","-","-","phyB_sig"
"BraA03000027",-0.692029128985486,7.09751095014266,7.96389601814102,0.00961172830748095,0.0158683242668083,"BraA03000027",-1.06037464757727,7.09751095014266,13.8264117375504,0.00111488991146945,0.00247938608660605,"168.70502","127.36944","104.52543"," 61.07068","AT5G01590","AT5G01590","histone-lysine N-methyltransferase ATXR3-like protein","-","-","phyB_sig"
"BraA07003905",-1.50121346030208,3.77443711834228,7.95344061248342,0.00965294574703511,0.0159280182470209,"BraA07003905",-3.02085954150807,3.77443711834228,20.7867047030533,0.000136669150463926,0.000399106355859067,"17.892463","17.681681"," 6.224315"," 2.165207","AT1G76790","IGMT5","O-methyltransferase family protein","-","-","phyB_sig"
"BraA10001023",-0.470994310708369,3.76107407347615,7.91265004749333,0.00981562444074416,0.0161730310066718,"BraA10001023",-1.19981775739854,3.76107407347615,38.1305075094173,2.5587415765236e-06,1.40036830370242e-05,"12.985642","15.137022"," 9.408542"," 6.573652","AT5G54650","Fh5","formin homology5","-","-","phyB_sig"
"BraA03005480",-1.36292960037134,4.45344800056211,7.89009053929587,0.00990689174749408,0.016307957560704,"BraA03005480",-2.40992827290308,4.45344800056211,17.2399412312508,0.000378912434066514,0.000966782576139881,"31.004767","31.921522","12.095361"," 5.969319","AT4G23740","AT4G23740","Leucine-rich repeat protein kinase family protein","-","-","phyB_sig"
"BraA06003948",-0.650518897288159,5.95362606926824,7.88816958997989,0.0099147063194369,0.016318212708475,"BraA06003948",-1.07444299948285,5.95362606926824,15.9704631350649,0.000559111057762997,0.00135892650543384,"77.37758","76.76287","49.41506","36.42277","AT5G49210","AT5G49210","stress response NST1-like protein","-","-","phyB_sig"
"BraA04002669",-1.49305546401476,3.63153988321914,7.87293142239196,0.00997693778383946,0.0164041576013406,"BraA04002669",-2.89888058339825,3.63153988321914,19.9962088094846,0.000170188035658633,0.000482485533369395,"14.857612","17.818175"," 5.412712"," 2.361526","AT2G36910","ABCB1","ATP binding cassette subfamily B1","-","YES","phyB_sig"
"BraA01003478",-1.04325030905456,3.80772691508415,7.86486570824013,0.0100100517857597,0.0164517296760841,"BraA01003478",-1.66561486883317,3.80772691508415,14.966271130511,0.000768285728436783,0.00178834921112022,"14.630599","16.851882"," 7.247602"," 5.278195","AT3G21190","MSR1","O-fucosyltransferase family protein","-","-","phyB_sig"
"BraA09006445",-1.40648161612327,4.18254285865278,7.86272562513627,0.0100188582888906,0.0164627653687377,"BraA09006445",-2.79424191799521,4.18254285865278,20.9841593010662,0.000129468629023611,0.000381331628149634,"19.726659","22.981352"," 7.604689"," 3.306221","AT1G12110","NRT1.1","nitrate transporter 1.1","-","-","phyB_sig"
"BraA09000059",-0.665743050895429,4.15967814699042,7.84723040731069,0.0100828770675896,0.016555861156255,"BraA09000059",-1.02352928139398,4.15967814699042,13.7359359300259,0.00114897019473922,0.00254643633697485,"20.414283","17.747368","13.013705"," 8.714896","AT4G00755","AT4G00755","F-box family protein","-","-","phyB_sig"
"BraA05001448",-0.781815437637442,7.34545145264496,7.82247421632026,0.0101860960792656,0.0167131400278996,"BraA05001448",-1.21559982407592,7.34545145264496,13.9970362162416,0.00105358538070076,0.00236029517395815,"164.70837","212.61570"," 95.89208"," 91.52805","AT5G60390","AT5G60390","GTP binding Elongation factor Tu family protein","-","-","phyB_sig"
"BraA03006071",-0.841567412462896,2.98098029692952,7.81639695692724,0.0102116125583559,0.0167515145042753,"BraA03006071",-1.33943604817907,2.98098029692952,14.9198119629365,0.00077984211693785,0.00181203349876022," 8.633358","10.064426"," 4.825081"," 3.959516","AT4G31590","CSLC5","Cellulose-synthase-like C5","-","-","phyB_sig"
"BraA10003103",-1.60749637087138,2.61962711764632,7.79782119666432,0.0102900444330865,0.0168661146909072,"BraA10003103",-2.83292801159204,2.61962711764632,17.9058289746887,0.000310625829014215,0.000814037285663476," 4.049991"," 8.073388"," 1.300089"," 1.112773","AT5G02710","AT5G02710","zinc/iron-chelating domain protein","-","-","phyB_sig"
"BraA04002682",-1.27250291284582,4.71377298371191,7.78216186183344,0.0103566787731927,0.0169629681467277,"BraA04002682",-1.66366826121818,4.71377298371191,9.84468888839903,0.00458036034454302,0.00869765614948813,"31.92094","32.44081","13.19343","10.24020","AT2G37190","AT2G37190","Ribosomal protein L11 family protein","-","-","phyB_sig"
"BraA08002599",-1.14613997996751,2.69731319671042,7.74340546028667,0.0105236532283616,0.0172095897988999,"BraA08002599",-1.75487665641674,2.69731319671042,13.4838091590948,0.00125009547214693,0.00274619717119227,"7.321164","8.581791","3.259957","2.525373","AT1G12460","AT1G12460","Leucine-rich repeat protein kinase family protein","-","-","phyB_sig"
"BraA08003425",-1.2378352075406,3.29355151280774,7.72619875382005,0.0105987352344103,0.0173181932179976,"BraA08003425",-1.89303411829207,3.29355151280774,13.3076054936883,0.00132653031516488,0.00289712601091926,"13.109017","14.440803"," 5.646236"," 3.865662","AT1G14710","AT1G14710","hydroxyproline-rich glycoprotein family protein","-","-","phyB_sig"
"BraA06001087",-1.17125371465024,3.26631560091025,7.68741147023966,0.0107701622283058,0.0175780125957624,"BraA06001087",-1.69887191399465,3.26631560091025,11.8966752997406,0.00215982637808911,0.00445494262758781,"10.336702","10.232549"," 4.576072"," 3.158539","AT4G02750","AT4G02750","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-","phyB_sig"
"BraA09004003",-1.20429544809205,7.03254331742917,7.67432195282382,0.0108287022946013,0.0176625672660129,"BraA09004003",-1.86323267154011,7.03254331742917,13.2196893839508,0.00136656526710601,0.0029746559679503,"169.26692","127.31802"," 73.39806"," 34.94235","AT1G24575","AT1G24575","DEAD-box ATP-dependent RNA helicase-like protein","-","-","phyB_sig"
"BraA03006201",-0.710813661503695,4.10463907142874,7.657043540071,0.0109065146891807,0.0177729103641893,"BraA03006201",-1.0101639257801,4.10463907142874,11.8160155308257,0.0022223857769509,0.00456901151112947,"17.73758","22.48706","10.86129","11.13717","AT4G33670","AT4G33670","NAD(P)-linked oxidoreductase superfamily protein","-","-","phyB_sig"
"BraA10001039",-0.470415124631318,7.55774136540515,7.6548506738642,0.010916434194366,0.0177872333560373,"BraA10001039",-1.17840607046271,7.55774136540515,35.2679613021291,4.51662374316745e-06,2.22022666200674e-05,"180.50382","213.42988","130.27231"," 94.28125","AT5G54810","TSB1","tryptophan synthase beta-subunit 1","-","YES","phyB_sig"
"BraA09005960",-0.753273131414827,3.18735810144987,7.64389761726898,0.0109661300324644,0.0178645090779331,"BraA09005960",-1.287686711661,3.18735810144987,16.4777709419154,0.00047781662819996,0.00118494307985936,"11.473542","10.420004"," 6.793524"," 4.248502","AT2G19880","AT2G19880","Nucleotide-diphospho-sugar transferases superfamily protein","-","-","phyB_sig"
"BraA08002918",-0.6996997890053,3.41662792366015,7.63462022099031,0.0110084184825019,0.017925978368982,"BraA08002918",-1.15612194261367,3.41662792366015,15.7180721587026,0.000605081290264728,0.0014551534772753,"10.560546","12.496631"," 6.575071"," 5.594962","AT1G24625","ZFP7","zinc finger protein 7","YES","-","phyB_sig"
"BraA07000070",-0.94380558675551,4.23626386210558,7.63241520649129,0.0110184958862699,0.0179405322488765,"BraA07000070",-2.02516841805985,4.23626386210558,25.0087105960033,4.53066250068624e-05,0.00015526385173169,"20.15966","24.91859","10.45302"," 6.11018","AT2G20060","AT2G20060","Ribosomal protein L4/L1 family","-","-","phyB_sig"
"BraA06004916",-1.24808479646284,2.90907279816929,7.60592802972767,0.0111403472737979,0.0181201887041004,"BraA06004916",-1.79928924029832,2.90907279816929,11.6521533586513,0.00235567398675384,0.00480888249842643,"10.626688","10.365443"," 4.476911"," 2.957441","AT5G43020","AT5G43020","Leucine-rich repeat protein kinase family protein","-","-","phyB_sig"
"BraA09000766",-0.975757435562228,8.01727206245843,7.60311356757953,0.011153382080728,0.0181376416934249,"BraA09000766",-1.80784486427133,8.01727206245843,18.7544114306591,0.000242355188324385,0.00065679591326202,"328.85492","341.85306","167.14444"," 97.64354","AT5G02500","HSC70-1","heat shock cognate protein 70-1","-","YES","phyB_sig"
