"","logFC_WT","logCPM_WT","F_WT","PValue_WT","FDR_WT","Gene_ID","logFC_phyB","logCPM_phyB","F_phyB","PValue_phyB","FDR_phyB","WT.P_Avg_CPM","phyB.P_Avg_CPM","WT.D_Avg_CPM","phyB.D_Avg_CPM","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development","group"
"BraA06004243",1.61422347702642,5.27783246641175,149.816190012109,1.29912227047888e-11,6.53296630585864e-10,"BraA06004243",1.4188576456291,5.27783246641175,88.9006350239985,2.08736182306802e-09,5.98453098271232e-08,"23.31966","27.96277","71.41395","74.79236","AT5G40650","SDH2-2","succinate dehydrogenase 2-2","-","-","Both_sig"
"BraA05002380",1.99191820517676,5.6995709372294,149.136358193583,1.36027380254646e-11,6.73292756354759e-10,"BraA05002380",2.01345001906145,5.6995709372294,114.388472613713,1.89304887243634e-10,1.14442053054028e-08," 33.40911"," 25.24965","132.76144","102.00122","AT3G48110","EDD1","glycine-tRNA ligase","-","-","Both_sig"
"BraA07003150",3.01966225794019,4.03804260292903,149.034695866275,1.36968410639902e-11,6.75825323972434e-10,"BraA07003150",1.97373093347817,4.03804260292903,53.0208106609346,1.95171685296002e-07,1.7943938823359e-06," 5.753602"," 7.945594","46.547687","31.252486","AT1G67730","KCR1","beta-ketoacyl reductase 1","-","-","Both_sig"
"BraA05004510",2.19007289443086,5.67412861863659,146.512977235151,1.62728347903981e-11,7.71577952633677e-10,"BraA05004510",2.28171982932179,5.67412861863659,119.368655845024,1.24869350995658e-10,8.67326023026468e-09," 26.63205"," 24.92409","121.52635","121.26020","AT3G04560","AT3G04560","nucleolar/coiled-body phosphoprotein","-","-","Both_sig"
"BraA03000676",1.86095990517221,5.98180605931617,145.667055587955,1.72512510428046e-11,8.08138962540906e-10,"BraA03000676",1.6543768710136,5.98180605931617,88.2273905746353,2.24018868479675e-09,6.31909854815427e-08," 32.37262"," 38.41370","117.70139","120.96464","AT5G14640","SK13","shaggy-like kinase 13","-","-","Both_sig"
"BraA05003854",1.72324217747676,5.38170373857318,145.28705953494,1.77114057945111e-11,8.24785583448537e-10,"BraA05003854",2.06296900833923,5.38170373857318,154.227678632833,9.68079703036754e-12,2.0186794208036e-09,"26.36472","23.67049","87.12480","98.94629","AT3G12680","HUA1","floral homeotic protein (HUA1)","YES","-","Both_sig"
"BraA01000919",3.35478179018798,7.62793405850654,144.706338717358,1.84405838877091e-11,8.51187068599829e-10,"BraA01000919",2.76743620581423,7.62793405850654,78.0152766825928,6.92284656585633e-09,1.39342205814039e-07," 56.38523"," 81.36577","576.53008","554.15702","AT4G29010","AIM1","Enoyl-CoA hydratase/isomerase family","-","-","Both_sig"
"BraA03004964",1.60277746070273,6.01551427823431,144.591597079918,1.85884807828933e-11,8.53010750795163e-10,"BraA03004964",1.67916501710573,6.01551427823431,119.347680633952,1.2508450268552e-10,8.67326023026468e-09," 40.97503"," 41.72374","124.44575","133.63544","AT4G15900","PRL1","pleiotropic regulatory locus 1","-","YES","Both_sig"
"BraA03000536",2.77355472769036,4.03829534720179,144.107715113732,1.92265101435014e-11,8.69534575987849e-10,"BraA03000536",3.18565581832168,4.03829534720179,139.339744891537,2.6955431969165e-11,3.50643387764179e-09," 6.747912"," 5.062831","46.309074","46.148943","AT5G11970","AT5G11970","ABC family ABC transporter, putative (DUF3511)","-","-","Both_sig"
"BraA06004577",1.9462423958302,5.72404129862522,143.837278158973,1.95934304957201e-11,8.7863417664568e-10,"BraA06004577",2.0223842160681,5.72404129862522,117.106537216945,1.50568538148861e-10,9.673260369237e-09," 28.66585"," 31.27663","110.54441","127.10699","AT2G01060","AT2G01060","myb-like HTH transcriptional regulator family protein","YES","-","Both_sig"
"BraA10001873",2.10511885837958,4.08479094081437,143.128692168681,2.05913883925892e-11,9.1041700364987e-10,"BraA10001873",2.01673310677905,4.08479094081437,101.46645784144,6.00777405424256e-10,2.4591355379517e-08," 8.932828"," 9.743171","38.362752","39.487549","AT5G18940","AT5G18940","Mo25 family protein","-","-","Both_sig"
"BraA06002912",2.50311690194747,6.73669791724269,142.845690267279,2.10052763698234e-11,9.19309951024014e-10,"BraA06002912",2.83052689682726,6.73669791724269,134.199058599648,3.92466467393563e-11,4.44418863077315e-09," 43.53921"," 45.83532","246.93471","326.15269","AT3G49490","AT3G49490","hypothetical protein","-","-","Both_sig"
"BraA07001183",2.02683066304924,6.2624516893867,142.36578118589,2.17279425753156e-11,9.47362371566394e-10,"BraA07001183",1.82710092709883,6.2624516893867,88.4963417166278,2.17772581754318e-09,6.1872571061606e-08," 39.61665"," 46.25668","161.58507","164.12655","AT1G27320","HK3","histidine kinase 3","-","YES","Both_sig"
"BraA08002510",2.30193258269284,4.64407611003312,142.203128442485,2.19789631588772e-11,9.55659889836261e-10,"BraA08002510",2.2456485250541,4.64407611003312,104.09233074969,4.70619507934232e-10,2.08663409996755e-08,"11.26331","13.55220","55.88715","64.35165","AT4G38800","MTN1","methylthioadenosine nucleosidase 1","-","-","Both_sig"
"BraA09002834",2.61803527392927,4.55623373544997,141.674250951113,2.28171927654911e-11,9.83952367476246e-10,"BraA09002834",2.84136867229482,4.55623373544997,124.470851787426,8.27578592852995e-11,6.64596278138069e-09,"10.465714"," 8.744827","64.188959","62.748006","AT4G09830","AT4G09830","nuclear receptor family 2 group C protein","-","-","Both_sig"
"BraA02002078",1.58131585919855,5.54351058285503,141.586390888836,2.29597772229048e-11,9.84705431848833e-10,"BraA02002078",1.80882977242729,5.54351058285503,138.448746228908,2.87441335492139e-11,3.62978843277476e-09," 30.64817"," 30.04547"," 91.62971","105.29760","AT1G69220","SIK1","Protein kinase superfamily protein","-","-","Both_sig"
"BraA08003565",2.71809754840137,5.34209285737446,140.630528878975,2.45751167954797e-11,1.02875621904481e-09,"BraA08003565",3.21847408892721,5.34209285737446,143.58907316981,1.99368877303298e-11,2.93277208294758e-09," 15.01227"," 13.36102"," 98.92484","124.52015","AT4G26910","AT4G26910","Dihydrolipoamide succinyltransferase","-","-","Both_sig"
"BraA05002550",1.65885132851237,5.80980447577288,139.598771455121,2.64583893303141e-11,1.08170142353024e-09,"BraA05002550",1.64799638109273,5.80980447577288,104.218722629006,4.65180603708362e-10,2.08509075427644e-08," 34.90745"," 37.66761","110.34710","118.07126","AT3G22270","AT3G22270","Topoisomerase II-associated protein PAT1","-","-","Both_sig"
"BraA06001323",1.87458743615121,8.77639213304156,138.874913490084,2.78730114437796e-11,1.13119138964846e-09,"BraA06001323",2.06783210768485,8.77639213304156,125.170309263169,7.83078111233433e-11,6.4910183812802e-09," 275.0657"," 231.3075","1008.6951"," 969.8006","AT1G09770","CDC5","cell division cycle 5","YES","-","Both_sig"
"BraA01001354",2.3376852742497,5.05276031220741,138.471628749265,2.8696615980515e-11,1.14932502680231e-09,"BraA01001354",2.12212114191718,5.05276031220741,87.7822131468932,2.34789841433324e-09,6.51266701497897e-08,"16.37709","16.57922","82.93711","72.25489","AT4G21980","APG8A","Ubiquitin-like superfamily protein","-","YES","Both_sig"
"BraA01002149",3.93825327554091,6.24969123871413,137.778432621321,3.01747295529462e-11,1.190351486625e-09,"BraA01002149",1.78514083896125,6.24969123871413,25.8659862941573,3.66665963291812e-05,0.000129896967414205," 14.54003"," 59.06520","223.10889","203.54660","AT4G16780","HB-2","homeobox protein 2","YES","YES","Both_sig"
"BraA08002505",2.1452483015705,3.62868748060632,137.02195585414,3.18827348984299e-11,1.23796253525571e-09,"BraA08002505",2.44171343391282,3.62868748060632,133.918611195636,4.00734982816149e-11,4.47345292874197e-09," 6.338514"," 6.102333","28.068576","33.219208","AT4G38910","BPC5","basic pentacysteine 5","YES","-","Both_sig"
"BraA06000753",5.43714952597865,5.81133349009439,136.765777862772,3.24847198618239e-11,1.25383637648472e-09,"BraA06000753",5.02598734566641,5.81133349009439,92.4256916498496,1.45180704720339e-09,4.60714575060109e-08,"  5.200192","  5.296367","226.198689","172.564600","AT1G53580","GLY3","glyoxalase II 3","-","-","Both_sig"
"BraA01000674",2.18543715587862,4.39771195885338,136.148023598943,3.39877582210778e-11,1.29846435533923e-09,"BraA01000674",1.94809715530014,4.39771195885338,84.2858286256333,3.41820480547686e-09,8.2773259565061e-08,"10.57363","11.95398","47.91563","46.16162","AT4G31720","TAFII15","TBP-associated factor II 15","-","-","Both_sig"
"BraA09006975",8.33283503313826,6.22321497600425,135.544387929642,3.55296741768737e-11,1.34109609482972e-09,"BraA09006975",3.55320607572335,6.22321497600425,34.6429041842799,5.13296397769012e-06,2.46997410604838e-05,"  0.6107671"," 31.7842634","188.4547347","372.8097876","AT1G02340","HFR1","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","YES","Both_sig"
"BraA03000872",1.54244598142684,6.93270620240551,135.374834871434,3.59763271093116e-11,1.35007784227908e-09,"BraA03000872",1.64462983051425,6.93270620240551,114.991115427072,1.79865150822885e-10,1.11900295413131e-08," 86.07577"," 74.10904","250.79913","231.73599","AT5G17900","AT5G17900","microfibrillar-associated protein-like protein","-","-","Both_sig"
"BraA03005620",2.8871277566314,7.18428656730513,135.324264495079,3.61107224650251e-11,1.35007784227908e-09,"BraA03005620",2.06797979659227,7.18428656730513,55.782839343244,1.28227659670137e-07,1.27983726265565e-06," 51.29493"," 85.78838","379.31755","359.72108","AT4G25700","BETA-OHASE 1","beta-hydroxylase 1","-","-","Both_sig"
"BraA09003548",2.86091683111513,5.91601376730706,133.988791572698,3.98648231810482e-11,1.45585224331717e-09,"BraA09003548",2.6275197937396,5.91601376730706,87.2526832683491,2.48339916295161e-09,6.69327103165382e-08," 22.83205"," 25.65618","165.57522","158.64936","AT1G55850","CSLE1","cellulose synthase like E1","-","-","Both_sig"
"BraA05001344",1.99704790853444,6.55168309486814,133.566394399229,4.1138859410068e-11,1.49199457860477e-09,"BraA05001344",2.03463543324326,6.55168309486814,104.192475518085,4.66304428802898e-10,2.08509075427644e-08," 52.28444"," 54.73258","208.98095","224.31055","AT2G32260","CCT1","phosphorylcholine cytidylyltransferase","-","-","Both_sig"
"BraA07001790",1.46971339116104,7.0823910640279,133.269816968673,4.20598001992775e-11,1.51839737416658e-09,"BraA07001790",1.69993774093448,7.0823910640279,132.374141389709,4.49797083517588e-11,4.71987072971123e-09," 92.81972"," 89.46046","257.13196","290.66326","AT2G26990","FUS12","proteasome family protein","-","-","Both_sig"
"BraA02003621",2.73872719045582,3.64033569208413,132.832644380968,4.34584026560069e-11,1.56529807278158e-09,"BraA02003621",2.32494921872341,3.64033569208413,76.8654287139367,7.91717031449805e-09,1.5327953351808e-07," 4.474852"," 5.710550","29.852860","28.731205","AT3G26170","CYP71B19","cytochrome P450, family 71, subfamily B, polypeptide 19","-","-","Both_sig"
"BraA10002262",2.41090059705537,4.90984896493924,132.498819094855,4.45603843883849e-11,1.59404647789359e-09,"BraA10002262",2.63148794403587,4.90984896493924,118.19837567026,1.37511968677323e-10,9.13265142186101e-09,"13.93055","13.44434","73.97452","83.39045","AT5G13970","AT5G13970","midasin-like protein","-","-","Both_sig"
"BraA07003945",1.87523501401697,3.87862863101748,131.976255752703,4.63468227973974e-11,1.64063042861471e-09,"BraA07003945",2.22168815669062,3.87862863101748,137.593210826846,3.05835400463445e-11,3.79043244353907e-09," 9.173633"," 7.128426","33.685807","33.300474","AT1G77310","AT1G77310","wound-responsive family protein","-","-","Both_sig"
"BraA09001196",2.1598912264306,5.08743869773012,131.457643168462,4.81969236489072e-11,1.69713552177584e-09,"BraA09001196",2.40587260302727,5.08743869773012,122.112156444247,9.99100565049258e-11,7.33707030434992e-09,"16.79710","17.45059","74.91965","92.51040","AT2G18090","AT2G18090","PHD finger family protein / SWIB complex BAF60b domain-containing protein / GYF domain-containing protein","-","-","Both_sig"
"BraA07001656",1.90154628549805,7.36966536502062,131.1241184142,4.94290365213885e-11,1.72504277641462e-09,"BraA07001656",1.8359152969261,7.36966536502062,92.2595512834901,1.47649193531783e-09,4.63871917403245e-08," 95.64857"," 96.76326","357.49275","345.48012","AT5G67250","SKIP2","SKP1/ASK1-interacting protein 2","-","YES","Both_sig"
"BraA07000928",2.58236589840398,6.63610292893446,131.095207019905,4.95374418640029e-11,1.72504277641462e-09,"BraA07000928",2.92549754897914,6.63610292893446,123.258988336188,9.11320128157748e-11,7.03146020451125e-09," 41.35271"," 38.96990","247.96053","296.14710","AT3G23280","XBAT35","hypothetical protein","-","-","Both_sig"
