"","logFC_WT","logCPM_WT","F_WT","PValue_WT","FDR_WT","Gene_ID","logFC_phyB","logCPM_phyB","F_phyB","PValue_phyB","FDR_phyB","WT.P_Avg_CPM","phyB.P_Avg_CPM","WT.D_Avg_CPM","phyB.D_Avg_CPM","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development","group"
"BraA08002352",-1.44777235992535,4.84284144355896,44.6461208561467,7.72739951777761e-07,3.90965182930953e-06,"BraA08002352",-0.742602122740702,4.84284144355896,9.20849872828797,0.00584987514095183,0.0108287704008681,"33.68771","29.01187","12.28121","17.34210","AT4G36870","BLH2","BEL1-like homeodomain 2","YES","YES","WT_sig"
"BraA08003169",-3.76205588242452,5.12758874228201,44.2547462669773,8.27533925063511e-07,4.14953296607189e-06,"BraA08003169",-1.69905959106981,5.12758874228201,8.56184356153694,0.0075482640440395,0.0136218385752329,"40.796315","42.985023"," 2.971701","13.154625","AT1G20850","XCP2","xylem cysteine peptidase 2","-","YES","WT_sig"
"BraA02000152",-1.31779212415395,4.81400090932666,44.1560090620853,8.42015127243311e-07,4.21543196654253e-06,"BraA02000152",-0.60044444655742,4.81400090932666,7.18776643237438,0.0132752123910025,0.0224245377800364,"36.09527","31.75472","14.44888","20.92009","AT5G04430","BTR1L","binding to TOMV RNA 1L (long form)","-","-","WT_sig"
"BraA07001538",-3.31836859098491,4.15532910180865,40.9335585573027,1.50541718407588e-06,6.90220404234032e-06,"BraA07001538",-1.6112351373239,4.15532910180865,9.10318435297522,0.00609515383619263,0.0112234114859233,"19.167379","22.760594"," 1.915850"," 7.394636","AT1G20850","XCP2","xylem cysteine peptidase 2","-","YES","WT_sig"
"BraA02002017",-1.63735529600874,8.13733688116404,40.8399993918807,1.5317114376911e-06,7.0125474197958e-06,"BraA02002017",-0.497173667690073,8.13733688116404,2.95983084511419,0.0986534457617069,0.134047413353701,"429.1254","282.1095","138.0366","199.8509","AT1G68520","BBX14","B-box type zinc finger protein with CCT domain-containing protein","YES","YES","WT_sig"
"BraA06002552",-2.65451868832278,6.47451018366045,40.8278304006897,1.53516798842154e-06,7.0263286239474e-06,"BraA06002552",-1.15210932395016,6.47451018366045,6.40304843705496,0.0186154753365268,0.0303760710965096,"133.88449","105.57011"," 21.11600"," 47.45730","AT3G47800","AT3G47800","Galactose mutarotase-like superfamily protein","-","-","WT_sig"
"BraA05001382",-2.83349423613843,5.99399168212099,40.3429571080692,1.68003838239312e-06,7.5944296780206e-06,"BraA05001382",-1.05338512803001,5.99399168212099,4.77243330258695,0.039262294815722,0.0591603025463779,"120.41848"," 84.48349"," 17.10778"," 40.62390","AT2G32100","OFP16","ovate family protein 16","-","YES","WT_sig"
"BraA10002859",-1.20799090013352,4.49626122813938,39.4987370373314,1.96901473865108e-06,8.71059358807421e-06,"BraA10002859",-0.153038898819208,4.49626122813938,0.496622505212819,0.487994202357206,0.548038785528995,"33.38396","23.76649","14.53357","21.34816","AT5G08520","AT5G08520","Duplicated homeodomain-like superfamily protein","YES","-","WT_sig"
"BraA05001513",-2.86835492932373,3.08096365507404,39.3820009557857,2.01305541285835e-06,8.87051853258411e-06,"BraA05001513",-1.47027542162948,3.08096365507404,8.27396697788385,0.00847334424438468,0.0150961831646776,"16.318165"," 5.858027"," 2.270089"," 2.070325","AT1G06680","PSBP-1","photosystem II subunit P-1","-","-","WT_sig"
"BraA04002613",-1.48555349890023,5.51269266946107,39.3077507778197,2.04162401462005e-06,8.9687864890091e-06,"BraA04002613",-0.720265633714755,5.51269266946107,7.16520132233035,0.0134026443254367,0.0226300817080427,"70.27396","41.91333","25.15094","25.40041","AT2G36000","EMB3114","Mitochondrial transcription termination factor family protein","-","-","WT_sig"
"BraA05003243",-1.87304380848674,4.09348097208593,39.1637799045865,2.09828236330269e-06,9.18691638341707e-06,"BraA05003243",-0.376669406882787,4.09348097208593,1.2665081224567,0.271916883437099,0.329405968236738,"32.193217","15.467902"," 8.821109","11.862135","AT3G58970","MGT6","magnesium transporter 6","-","-","WT_sig"
"BraA02003315",-1.00922674437613,6.02947003600922,39.0588198352707,2.14066510707305e-06,9.33353705964816e-06,"BraA02003315",-0.410973288622794,6.02947003600922,4.98328776644113,0.0355168454952389,0.0541176329230455,"69.25232","63.85796","34.42235","48.00847","AT2G01320","ABCG7","ABC-2 type transporter family protein","-","-","WT_sig"
"BraA08003050",-3.78552858995074,2.80247231038986,38.831913553376,2.23550510077915e-06,9.68800944005063e-06,"BraA08003050",-0.754614149951385,2.80247231038986,1.69323379494626,0.205934767313103,0.258362285788956," 7.0785662"," 6.4059022"," 0.4735882"," 3.7652146","AT1G23460","AT1G23460","Pectin lyase-like superfamily protein","-","-","WT_sig"
"BraA01000196",-1.21653014996488,5.01995274646848,38.6906062173867,2.29686921977144e-06,9.91300288434397e-06,"BraA01000196",-0.410363124392887,5.01995274646848,3.42471953505679,0.0769866564135847,0.107598115072795,"43.89327","33.12758","18.96889","24.90469","AT4G37080","AT4G37080","ternary complex factor MIP1 leucine-zipper protein (Protein of unknown function, DUF547)","-","-","WT_sig"
"BraA06002419",-1.4729583663695,7.72906548714733,38.1954698929432,2.52676741556462e-06,1.07781352631401e-05,"BraA06002419",-0.697755761158693,7.72906548714733,6.64350590501017,0.016761382411261,0.0276284594358831,"329.7228","230.0917","118.7779","141.8232","AT3G49140","AT3G49140","Pentatricopeptide repeat (PPR) superfamily protein","-","-","WT_sig"
"BraA06002684",-3.43884160686008,4.97941161755478,36.5969521263823,3.45713295531041e-06,1.41411831384059e-05,"BraA06002684",-1.6523747472003,4.97941161755478,7.57824126131823,0.0112693094960017,0.0194366569654906,"36.541090","27.969446"," 3.296311"," 8.872269","AT3G46130","MYB48","myb domain protein 48","YES","-","WT_sig"
"BraA07001994",-1.03103689749475,3.94579713183714,36.4952335623466,3.52782450467068e-06,1.43966703924077e-05,"BraA07001994",-0.432436379165615,3.94579713183714,5.0116807538686,0.0350438325835317,0.0534545775343926,"17.440613","15.460326"," 8.490511","11.450991","AT3G55410","AT3G55410","2-oxoglutarate dehydrogenase, E1 component","-","YES","WT_sig"
"BraA09002859",-3.20351211232445,4.30852027466224,36.042339914217,3.86222119225494e-06,1.55994413923609e-05,"BraA09002859",-1.2969610297317,4.30852027466224,5.71724305325776,0.0252818011076452,0.0400418141914204,"18.43386","25.88608"," 2.01158","10.49926","AT4G08160","AT4G08160","glycosyl hydrolase family 10 protein / carbohydrate-binding domain-containing protein","-","-","WT_sig"
"BraA03005861",-2.06105058674248,4.49155596951805,35.9143825869733,3.96283252174394e-06,1.59567623157456e-05,"BraA03005861",-1.03221754291611,4.49155596951805,7.31582435698463,0.0125769255266934,0.0213734407028885,"31.438165","22.585679"," 7.684343","11.004672","AT4G29110","AT4G29110","cotton fiber protein","-","-","WT_sig"
"BraA02004523",-1.26123680395888,6.88081306956573,34.9280985521856,4.84109413933794e-06,1.89643657922298e-05,"BraA02004523",-0.587466305396361,6.88081306956573,5.84334649846155,0.023879175012391,0.0380538842457258,"141.65223","114.18972"," 59.24514"," 75.95913","AT5G67385","AT5G67385","Phototropic-responsive NPH3 family protein","-","-","WT_sig"
"BraA03001249",-2.26525537508655,4.62064199142554,34.8124784660911,4.95718635842376e-06,1.93709317978128e-05,"BraA03001249",-1.14951627569439,4.62064199142554,7.33282312943185,0.0124873251494582,0.0212555961774058,"35.547299","24.813741"," 7.456432","11.193132","AT5G58320","NET4A","Kinase interacting (KIP1-like) family protein","-","-","WT_sig"
"BraA08000043",-1.25437876643064,9.91048649314022,34.5219851258226,5.2624421533858e-06,2.04419643371896e-05,"BraA08000043",-0.575586487132722,9.91048649314022,5.58432097284584,0.0268604478645806,0.0422487707992903,"1419.7052"," 996.2761"," 595.1722"," 668.4866","AT1G55670","PSAG","photosystem I subunit G","-","-","WT_sig"
"BraA06001853",-1.25055458375676,8.09316030505777,34.1742575354685,5.6549884917941e-06,2.17520818330496e-05,"BraA06001853",-0.540330842705669,8.09316030505777,4.91585104439736,0.0366692648328945,0.0556366135020011,"312.2951","335.4972","131.2313","230.6811","AT1G16720","HCF173","high chlorophyll fluorescence phenotype 173","-","YES","WT_sig"
"BraA09003582",-2.30348425728934,3.21734213705386,34.0324663548074,5.82409774496844e-06,2.23425051196206e-05,"BraA09003582",-1.21404742794211,3.21734213705386,7.83964667419116,0.0101143737459362,0.0176732063455857,"13.044716"," 8.888376"," 2.732723"," 3.810516","AT1G31770","ABCG14","ATP-binding cassette 14","-","YES","WT_sig"
"BraA07003471",-1.13499976697643,4.95319519335384,33.9594064420846,5.91337381236168e-06,2.26463512911369e-05,"BraA07003471",-0.457096693972353,4.95319519335384,4.24805516198748,0.0506616959925608,0.0742748784391679,"37.31142","27.86592","16.97444","20.29900","AT1G71480","AT1G71480","Nuclear transport factor 2 (NTF2) family protein","-","-","WT_sig"
"BraA07001204",-1.47648785951364,3.08885401899929,33.8141550452741,6.09531697345569e-06,2.3234230617877e-05,"BraA07001204",-0.621622349931298,3.08885401899929,4.83869142586255,0.038039591414206,0.0574995840641124,"10.704252"," 9.978260"," 3.827227"," 6.470276","AT1G24440","AT1G24440","RING/U-box superfamily protein","-","-","WT_sig"
"BraA10001720",-1.54886589226978,3.08306872584839,33.0041620192869,7.22826744883659e-06,2.6852237348286e-05,"BraA10001720",-0.539121574001092,3.08306872584839,3.2228430017303,0.0856407295647962,0.118327342288439,"10.246664"," 7.911643"," 3.493114"," 5.421970","AT5G20885","AT5G20885","RING/U-box superfamily protein","-","-","WT_sig"
"BraA03002749",-1.31624948651549,4.6719836394258,32.9543217618546,7.30509927894061e-06,2.71056724777287e-05,"BraA03002749",-0.431881453571979,4.6719836394258,2.77945815082321,0.108908523036026,0.146677517976132,"32.84274","24.67487","13.12622","18.27457","AT5G49760","AT5G49760","Leucine-rich repeat protein kinase family protein","-","-","WT_sig"
"BraA02003989",-2.27907754899626,2.98845447745652,32.6940186541571,7.72107423873737e-06,2.84280019924506e-05,"BraA02003989",-0.84629979423619,2.98845447745652,3.88057895305674,0.0608839020863305,0.0873575769224103,"12.091713","10.053890"," 2.547478"," 5.573337","AT5G28650","WRKY74","WRKY DNA-binding protein 74","YES","-","WT_sig"
"BraA03001262",-1.55369607275369,5.15324828843447,32.0248846058289,8.91342532740059e-06,3.22226262409934e-05,"BraA03001262",-0.786738364676044,5.15324828843447,6.49399783995057,0.0178887014946272,0.0293055954959859,"43.84639","44.06861","14.95343","25.48318","AT5G58070","TIL","temperature-induced lipocalin","-","-","WT_sig"
"BraA05003926",-2.35366049715504,4.96740383285467,31.4549678879953,1.00876255590647e-05,3.57888027540126e-05,"BraA05003926",-1.05501173264468,4.96740383285467,5.06722809130755,0.0341387153710079,0.05226058937363,"49.728032","22.818388"," 9.684173","10.954430","AT3G11840","PUB24","E3 ubiquitin-protein ligase PUB24-like protein","-","-","WT_sig"
"BraA01001054",-1.89179895174726,3.13964327601404,31.2420477992984,1.05686151325832e-05,3.72739621459412e-05,"BraA01001054",-1.07294215658668,3.13964327601404,8.15229318869388,0.00890130954580839,0.0157777716498901,"13.438056","10.607727"," 3.661942"," 5.027847","AT4G18375","AT4G18375","RNA-binding KH domain-containing protein","-","-","WT_sig"
"BraA07001036",-1.57611266247565,3.22523764761534,31.1552831396857,1.07717222104205e-05,3.78860508186316e-05,"BraA07001036",-0.57585528535123,3.22523764761534,3.26106881809573,0.0839195093091036,0.116214418135253,"12.925191"," 7.986035"," 4.317232"," 5.359175","AT1G29720","AT1G29720","Leucine-rich repeat transmembrane protein kinase","-","-","WT_sig"
"BraA09002291",-1.88608221030975,3.95952147051616,31.147816456337,1.07893982991063e-05,3.79327963430719e-05,"BraA09002291",-0.562001229386426,3.95952147051616,2.2732991377099,0.145100646303866,0.189612633692225,"27.048295","23.081434"," 7.297008","15.581740","AT5G46330","FLS2","Leucine-rich receptor-like protein kinase family protein","-","YES","WT_sig"
"BraA05004164",-2.06333431709105,8.9472813887783,31.1167617979057,1.08632540432067e-05,3.80988455080379e-05,"BraA05004164",-0.76844628316501,8.9472813887783,3.46179700443561,0.0755087440837471,0.105739113156422,"822.0834","527.2196","196.7351","309.4530","AT3G08940","LHCB4.2","light harvesting complex photosystem II","-","YES","WT_sig"
"BraA03000008",-2.53996200823755,3.14769421917282,31.0174879390945,1.11030643932387e-05,3.88792510677591e-05,"BraA03000008",-1.16541994462583,3.14769421917282,5.66370937311445,0.0259048056261154,0.040917374867542,"10.613656"," 8.418659"," 1.851981"," 3.741350","AT5G01930","MAN6","Glycosyl hydrolase superfamily protein","-","-","WT_sig"
"BraA08003359",-1.48637061380638,3.10166073900492,30.9084643310663,1.13730786232216e-05,3.97010994742754e-05,"BraA08003359",-0.881286317745409,3.10166073900492,8.82478088945678,0.00679977246559049,0.0123832487109099,"10.060603","10.978318"," 3.596383"," 5.934396","AT1G17110","UBP15","ubiquitin-specific protease 15","-","YES","WT_sig"
"BraA09000836",-1.58079229876331,4.36893552332193,30.6407364410459,1.20669403809866e-05,4.18356038759314e-05,"BraA09000836",-0.731725934177219,4.36893552332193,5.15125439359616,0.0328188793142547,0.0504955191013069,"30.80179","20.40382","10.32150","12.29911","AT5G63410","AT5G63410","Leucine-rich repeat protein kinase family protein","-","-","WT_sig"
"BraA06004328",-2.24357342598619,3.97637720544356,30.3231351607237,1.29503474409036e-05,4.45353875289102e-05,"BraA06004328",-1.29040412743222,3.97637720544356,8.2112072634655,0.00869118806278684,0.0154418444641906,"21.473385","17.364327"," 4.571338"," 7.096408","AT3G26300","CYP71B34","cytochrome P450, family 71, subfamily B, polypeptide 34","-","-","WT_sig"
"BraA09002774",-1.12565225688621,3.86961638360022,30.090540582799,1.36418762697692e-05,4.65979020152273e-05,"BraA09002774",-0.489277022162402,3.86961638360022,4.40664642332084,0.0468617577302821,0.0693106621569855,"21.474116","15.967998"," 9.816690","11.364647","AT3G57350","AT3G57350","Nucleoporin interacting component (Nup93/Nic96-like) family protein","-","-","WT_sig"
"BraA04000679",-1.60800866160886,3.28119345379869,30.0776545903819,1.36813446262919e-05,4.66934638378486e-05,"BraA04000679",-0.653806697770394,3.28119345379869,4.02856725125577,0.0565093434122006,0.081804199881177,"11.976594"," 9.499637"," 3.938614"," 5.998812","AT3G52870","AT3G52870","IQ calmodulin-binding motif family protein","-","-","WT_sig"
"BraA01000330",-2.97502122215947,4.7564533519532,30.0775131112781,1.36817786496967e-05,4.66934638378486e-05,"BraA01000330",-0.967859690031011,4.7564533519532,2.95759158369388,0.0987736791394754,0.134187615195524,"25.108979","28.666152"," 3.180613","14.615322","AT4G35350","XCP1","xylem cysteine peptidase 1","-","YES","WT_sig"
"BraA07000875",-1.23659304802314,4.30116084243072,30.0315344408855,1.38236264912118e-05,4.70844247902324e-05,"BraA07000875",-0.768190420206616,4.30116084243072,8.9452130204509,0.00648453692225662,0.0118599362254612,"25.91365","22.12902","11.01404","12.99067","AT3G23805","RALFL24","ralf-like 24","-","-","WT_sig"
"BraA05000100",-1.14269614357229,4.56503954167671,29.9461169884847,1.40914108666889e-05,4.78736902744836e-05,"BraA05000100",-0.133334362451758,4.56503954167671,0.319968156510139,0.577050617011958,0.632153167578523,"27.48878","22.06397","12.50872","20.07494","AT2G47700","RFI2","RING/U-box superfamily protein","-","-","WT_sig"
"BraA03003254",-1.38567099318149,3.53479239854031,29.867602212558,1.43425374174997e-05,4.8621912330701e-05,"BraA03003254",-0.791005498952327,3.53479239854031,7.69022105728903,0.0107576425312553,0.0186420008193282,"14.266377","11.584594"," 5.530157"," 6.675183","AT3G01210","AT3G01210","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-","WT_sig"
"BraA06002499",-2.80503280296309,4.27327780990731,29.5166796278517,1.55260117096433e-05,5.21620969711389e-05,"BraA06002499",-1.57603748102508,4.27327780990731,7.80259660571294,0.0102698181022251,0.0178991182514697,"29.787786","22.795466"," 4.158616"," 7.601809","AT3G48350","CEP3","Cysteine proteinases superfamily protein","-","-","WT_sig"
"BraA04002502",-1.06059993595699,6.20210847533142,29.1627193033571,1.68281445603388e-05,5.59634471539683e-05,"BraA04002502",-0.346462692318653,6.20210847533142,2.39699341470303,0.13508638471392,0.177974361379183," 78.78512"," 67.33889"," 37.80619"," 52.96770","AT2G34310","AT2G34310","hypothetical protein","-","-","WT_sig"
"BraA09000655",-2.28552680181614,5.05094268726858,29.1378170465415,1.69241265337299e-05,5.62588704627051e-05,"BraA09000655",-0.391334367096503,5.05094268726858,0.724242360596467,0.403443798149756,0.465114288645511,"46.077176","38.800132"," 9.444347","29.510220","AT5G24470","PRR5","two-component response regulator-like protein","-","YES","WT_sig"
"BraA07002924",-1.00126208322128,8.20038338381491,28.5821349585578,1.92285727149762e-05,6.28572657390915e-05,"BraA07002924",-0.0594834049690118,8.20038338381491,0.0772139033722075,0.783567464928379,0.817590447329976,"427.5742","288.3038","213.6438","276.6421","AT1G68520","BBX14","B-box type zinc finger protein with CCT domain-containing protein","YES","YES","WT_sig"
"BraA08002741",-1.03689567438961,5.53523657555701,28.4047038808225,2.00346231010159e-05,6.51943286355158e-05,"BraA08002741",-0.640895974292598,5.53523657555701,8.34260299986216,0.00824196529525715,0.0147221752628709,"52.74770","52.48864","25.69639","33.61894","AT1G30120","PDH-E1 BETA","pyruvate dehydrogenase E1 beta","-","-","WT_sig"
"BraA09004836",-2.00679790595449,3.82396408518754,28.3578298475162,2.02536540639293e-05,6.5771098610738e-05,"BraA09004836",-0.612145616077789,3.82396408518754,2.14548152240629,0.156394605814809,0.202438412460945,"23.260661","14.521668"," 5.752835"," 9.515438","AT3G54720","AMP1","Peptidase M28 family protein","-","-","WT_sig"
"BraA06001290",-1.39164602509993,6.47152092873806,28.323556586326,2.04154530391311e-05,6.62145540564442e-05,"BraA06001290",-0.522976240107588,6.47152092873806,3.09088507352347,0.0919034115620155,0.125919193766202,"148.36484"," 81.50351"," 56.47918"," 56.75282","AT1G09440","AT1G09440","Protein kinase superfamily protein","-","-","WT_sig"
"BraA08003702",-1.53078383908836,3.19949928405264,27.9300786741988,2.23772063722962e-05,7.1647117229443e-05,"BraA08003702",-0.660564386450267,3.19949928405264,4.13228336390499,0.0536558898117741,0.0782205584005504,"11.450025"," 7.706399"," 3.973182"," 4.839770","AT5G47260","AT5G47260","putative disease resistance protein","-","-","WT_sig"
"BraA01003922",-1.01819968756137,4.72269611126813,27.9214655134931,2.24223801413837e-05,7.17771534320478e-05,"BraA01003922",-0.64312519175585,4.72269611126813,8.63960976695879,0.00731785831889662,0.0132470488717002,"30.64339","30.56932","15.16683","19.55508","AT3G16060","AT3G16060","ATP binding microtubule motor family protein","-","-","WT_sig"
"BraA07002380",-1.0251273291698,4.33748075495648,27.6756298873513,2.37544849602703e-05,7.54734746214482e-05,"BraA07002380",-0.612769735076144,4.33748075495648,7.72786368183471,0.0105914445013299,0.0183965279685426,"21.92406","23.22901","10.80035","15.16336","AT1G79970","AT1G79970","hypothetical protein","-","-","WT_sig"
"BraA10002980",-2.27130384633875,5.43754879265135,27.5872376133402,2.42542994139103e-05,7.68598092963456e-05,"BraA10002980",0.0860805222720044,5.43754879265135,0.0328843029259494,0.857673518572262,0.881416896208371,"67.74921","28.62184","14.11794","30.38917","AT5G04380","AT5G04380","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-","WT_sig"
"BraA01000359",-1.17410686844464,3.87316027011966,27.4910272425647,2.48113589430283e-05,7.8451343865662e-05,"BraA01000359",-0.660060220138304,3.87316027011966,6.82304777397397,0.0155104030572764,0.025801494834235,"15.838349","14.587552"," 7.070564"," 9.228709","AT4G35040","bZIP19","Basic-leucine zipper (bZIP) transcription factor family protein","YES","-","WT_sig"
"BraA06000762",-1.12650006088502,4.89039913967742,27.4775418203974,2.48905457015745e-05,7.86414407269362e-05,"BraA06000762",-0.64071960348097,4.89039913967742,6.86686461664699,0.0152210419131119,0.0253603471697239,"33.10371","29.51840","15.15842","18.92765","AT1G53510","MPK18","mitogen-activated protein kinase 18","-","-","WT_sig"
"BraA08002517",-1.07720128352867,6.15755198362019,27.3401032826489,2.57134558968591e-05,8.09297732086706e-05,"BraA08002517",-0.64141531102623,6.15755198362019,7.39580002430456,0.0121614692105345,0.0207773282724209,"96.65057","73.16930","45.70704","46.90527","AT4G38710","AT4G38710","glycine-rich protein","-","-","WT_sig"
"BraA09004692",-1.48595430319882,3.76018447939341,27.2540809672101,2.62435447958458e-05,8.24333257007809e-05,"BraA09004692",-0.594482860615904,3.76018447939341,3.3946538556815,0.0782094693234004,0.109113370603645,"23.720553","14.243587"," 8.421096"," 9.402185","AT3G53000","PP2-A15","phloem protein 2-A15","-","-","WT_sig"
"BraA01000094",-1.48570512406478,5.65746725151527,27.0686103347661,2.7427362662317e-05,8.5656088949379e-05,"BraA01000094",-0.994768480978347,5.65746725151527,9.41660015386507,0.00539647677163596,0.0100497567895823,"66.95590","65.16906","23.84035","32.64196","AT4G39980","DHS1","3-deoxy-D-arabino-heptulosonate 7-phosphate synthase 1","-","-","WT_sig"
"BraA09000027",-2.95795232200955,3.21214670360223,27.0053550105567,2.78442937284609e-05,8.67516198111589e-05,"BraA09000027",-1.17776823434215,3.21214670360223,4.1881800607655,0.0521859445258664,0.076317640698424," 8.622863","11.941686"," 1.088157"," 5.241652","AT4G00230","XSP1","xylem serine peptidase 1","-","-","WT_sig"
"BraA05004485",-1.13165019704233,5.01106049213141,26.9135109279792,2.84619846060246e-05,8.8500916179144e-05,"BraA05004485",-0.520885684248272,5.01106049213141,4.47150202330422,0.045401302574225,0.067403933457678,"30.33257","32.41127","13.87195","22.59114","AT3G04140","AT3G04140","Ankyrin repeat family protein","-","-","WT_sig"
"BraA01002219",-1.12219437700866,3.62551794913981,26.9045313891122,2.85231712628592e-05,8.86561444860591e-05,"BraA01002219",-0.0369071080483996,3.62551794913981,0.0225598081412133,0.881904044739296,0.901082094397697,"17.862559","10.789478"," 8.227143","10.516286","AT4G16380","AT4G16380","Heavy metal transport/detoxification superfamily protein","-","-","WT_sig"
"BraA08003280",-1.67838435408471,2.84812130476657,26.7651302487486,2.94916390459512e-05,9.1233961985706e-05,"BraA08003280",-0.460893042795584,2.84812130476657,1.631126573584,0.214166311032275,0.267219796721999,"11.506772"," 7.785197"," 3.624567"," 5.628704","AT1G18620","TRM3","LONGIFOLIA protein","-","YES","WT_sig"
"BraA07002953",-1.22098346539467,5.70728670618348,26.5969794624244,3.07077212571082e-05,9.44391427485119e-05,"BraA07002953",-0.733312732608025,5.70728670618348,7.39754621255293,0.0121525689256903,0.0207666306470921,"65.75434","61.88458","28.16247","37.19489","AT1G67900","AT1G67900","Phototropic-responsive NPH3 family protein","-","-","WT_sig"
"BraA08001256",-1.27992806971063,7.0796380966291,26.4518815645608,3.18009990775158e-05,9.74396973875996e-05,"BraA08001256",-0.863769878841425,7.0796380966291,9.20341437761389,0.00586146415900003,0.0108438464812718,"135.40840","105.31591"," 55.82388"," 57.87076","AT4G16370","OPT3","oligopeptide transporter","-","-","WT_sig"
"BraA04003237",-1.00398022025599,5.42978381449733,26.3831181348164,3.23338452269405e-05,9.88845837109643e-05,"BraA04003237",-0.329198506343777,5.42978381449733,2.17140973353289,0.154020682096606,0.199776311182578,"59.76094","41.08365","29.82248","32.68405","AT2G45590","AT2G45590","Protein kinase superfamily protein","-","-","WT_sig"
"BraA01004794",-1.24469930796226,5.9240171165798,26.3287164376946,3.2762286544559e-05,9.99570440417441e-05,"BraA01004794",-0.658203519980445,5.9240171165798,5.69031539250755,0.0255930622696088,0.0404940490675154,"82.86327","75.96482","34.92926","48.10367","AT3G01310","AT3G01310","Phosphoglycerate mutase-like family protein","-","-","WT_sig"
"BraA07001246",-1.25451989057703,8.16197986629063,26.2947401910253,3.30329982366797e-05,0.000100568547823083,"BraA07001246",-0.695409698360043,8.16197986629063,6.19102474591865,0.0204404116353797,0.0330795886429032,"371.8143","255.1452","155.9638","157.5302","AT1G25440","BBX15","B-box type zinc finger protein with CCT domain-containing protein","YES","-","WT_sig"
