"","logFC","logCPM","F","PValue","FDR","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA05003779",-3.30713524080614,9.02522368995888,401.101947458051,6.75179232452325e-14,4.619400174726e-11,"BraA05003779","AT3G13460","ECT2","evolutionarily conserved C-terminal region 2","-","-"
"BraA01000119",5.54268106996335,9.40575204555094,393.15071615325,8.04708709232958e-14,5.06515849939593e-11,"BraA01000119","AT4G37930","SHM1","serine transhydroxymethyltransferase 1","-","YES"
"BraA10001684",4.97704854076783,5.71077647301716,374.547812220813,1.22996650964633e-13,6.45158433193156e-11,"BraA10001684","AT5G21430","NdhU","Chaperone DnaJ-domain superfamily protein","-","-"
"BraA06002613",6.16343347689678,5.87898480934895,373.065030140107,1.27336845797794e-13,6.46378259830351e-11,"BraA06002613","AT3G47070","AT3G47070","thylakoid soluble phosphoprotein","-","-"
"BraA09000731",4.75079674249965,4.98886048067261,370.723381581745,1.34541232036605e-13,6.59982964727834e-11,"BraA09000731","AT5G61060","HDA05","histone deacetylase 5","-","-"
"BraA08002432",7.81961776142,6.94570006872093,367.652461367644,1.446838204789e-13,6.59982964727834e-11,"BraA08002432","AT4G39970","AT4G39970","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","-","-"
"BraA01000537",5.48754042762091,11.6761791209245,366.49626279684,1.48719969665068e-13,6.59982964727834e-11,"BraA01000537","AT4G33010","GLDP1","glycine decarboxylase P-protein 1","-","YES"
"BraA08003464",6.72450269566045,7.99426823356295,366.097496403459,1.50140857357204e-13,6.59982964727834e-11,"BraA08003464","AT1G13930","AT1G13930","oleosin-B3-like protein","-","-"
"BraA06000973",3.57920078812802,5.89970698131406,365.352921301237,1.52834422735797e-13,6.59982964727834e-11,"BraA06000973","AT1G50450","AT1G50450","Saccharopine dehydrogenase","-","-"
"BraA05004133",7.23485753944619,5.30894913640051,363.252381476971,1.60726684813393e-13,6.59982964727834e-11,"BraA05004133","AT5G02120","OHP","one helix protein","-","-"
"BraA07003370",3.85421396850981,6.9493374174952,362.782277814443,1.62554252187324e-13,6.59982964727834e-11,"BraA07003370","AT1G70410","BCA4","beta carbonic anhydrase 4","-","-"
"BraA09005382",4.17155346122214,3.64583514469874,362.523589718056,1.63569748502704e-13,6.59982964727834e-11,"BraA09005382","AT3G61220","SDR1","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA04001528",3.88710508452701,5.49245035424006,357.715029022776,1.83787472448498e-13,7.05385284499895e-11,"BraA04001528","AT2G21280","SULA","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA03000586",3.86485338633056,7.19200816552999,354.751999931023,1.97618540587215e-13,7.23515182466599e-11,"BraA03000586","AT5G13120","Pnsl5","cyclophilin 20-2","-","-"
"BraA08003566",4.92103544857405,8.52662044561117,353.088373405251,2.0588775844394e-13,7.36329492471327e-11,"BraA08003566","AT1G11860","AT1G11860","Glycine cleavage T-protein family","-","YES"
"BraA03005881",4.77613848393193,4.25728001971169,347.678904742757,2.35546243368956e-13,8.05772975142149e-11,"BraA03005881","AT4G29590","AT4G29590","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA06001302",-4.41557775983373,8.94584262594024,337.681648402602,3.0367304278684e-13,9.95541458602858e-11,"BraA06001302","AT1G09570","PHYA","phytochrome A","-","YES"
"BraA01002037",4.16434335412578,9.26311943650433,333.325263497783,3.39984324921122e-13,1.04535944073531e-10,"BraA01002037","AT1G54780","TLP18.3","thylakoid lumen 18.3 kDa protein","-","-"
"BraA06004063",3.08208306920176,6.87002963341672,333.232253099818,3.40810383909083e-13,1.04535944073531e-10,"BraA06004063","AT5G20140","HBP5","SOUL heme-binding family protein","-","-"
"BraA04003129",8.74236809516238,5.10860647988539,327.136073754304,4.00135534193155e-13,1.14482413928427e-10,"BraA04003129","AT2G43550","AT2G43550","scorpion toxin-like knottin superfamily protein","-","-"
"BraA09000087",6.7098354111231,9.40191396616587,326.178643563041,4.10454342066041e-13,1.15337670120558e-10,"BraA09000087","AT4G01080","TBL26","TRICHOME BIREFRINGENCE-LIKE 26","-","-"
"BraA04000964",4.92477859027514,6.80276343126002,324.257721467188,4.32059531642768e-13,1.19278750700537e-10,"BraA04000964","AT4G12830","AT4G12830","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA01002846",9.98490902198377,8.03172423058751,320.888770994742,4.73064931590234e-13,1.24069162725065e-10,"BraA01002846","AT1G62510","AT1G62510","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein","-","-"
"BraA02001404",4.27838444830694,4.45493833684142,317.933125951694,5.12615202763858e-13,1.30105045656324e-10,"BraA02001404","AT5G56260","AT5G56260","Ribonuclease E inhibitor RraA/Dimethylmenaquinone methyltransferase","-","-"
"BraA05001097",8.13173525123338,5.28441818004705,311.306299141593,6.15326372160558e-13,1.49029021260329e-10,"BraA05001097","AT1G32470","AT1G32470","Single hybrid motif superfamily protein","-","-"
"BraA04001451",8.69177358064858,11.8262671485409,310.743050165426,6.25058172545864e-13,1.49029021260329e-10,"BraA04001451","AT5G38410","RBCS3B","Ribulose bisphosphate carboxylase (small chain) family protein","-","YES"
"BraA03000839",3.05770747442274,6.90297660397882,308.659214234594,6.6257567586957e-13,1.54117684347936e-10,"BraA03000839","AT5G17310","UGP2","UDP-glucose pyrophosphorylase 2","-","-"
"BraA05003526",3.75116464025294,9.42449353335112,307.02520288346,6.93744258478201e-13,1.559537093059e-10,"BraA05003526","AT3G15850","FAD5","fatty acid desaturase 5","-","-"
"BraA05001006",3.43811204434894,8.27172096357279,305.206325845608,7.30366077955164e-13,1.57130138566624e-10,"BraA05001006","AT2G36880","MAT3","methionine adenosyltransferase 3","-","-"
"BraA06003776",3.29934113201879,5.13196639418391,305.07590972215,7.33073174943356e-13,1.57130138566624e-10,"BraA06003776","AT5G26667","PYR6","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA09003100",4.04797103020659,7.10875622121495,304.443454453002,7.46360147884765e-13,1.57130138566624e-10,"BraA09003100","AT4G04850","KEA3","K  efflux antiporter 3","-","-"
"BraA03006148",3.14563790862874,6.99732873963519,302.258628028137,7.94357492043743e-13,1.6311416380529e-10,"BraA03006148","AT4G32770","VTE1","tocopherol cyclase, chloroplast / vitamin E deficient 1 (VTE1) / sucrose export defective 1 (SXD1)","-","YES"
"BraA09006403",5.33855538780281,10.6985073450438,296.858702495938,9.28361455788716e-13,1.83273167437059e-10,"BraA09006403","AT1G12900","GAPA-2","glyceraldehyde 3-phosphate dehydrogenase A subunit 2","-","-"
"BraA03001437",5.44518081968824,10.1481756628418,295.472051325226,9.66695997161751e-13,1.83273167437059e-10,"BraA03001437","AT5G54770","THI1","thiazole biosynthetic enzyme, chloroplast (ARA6) (THI1) (THI4)","-","-"
"BraA05000807",5.92061147631188,7.52994704945782,295.281648236817,9.72095540904676e-13,1.83273167437059e-10,"BraA05000807","AT2G39470","PnsL1","PsbP-like protein 2","-","-"
"BraA03000235",3.55158306895536,7.67584018812471,293.064224507587,1.03750418620843e-12,1.83440066001976e-10,"BraA03000235","AT5G05740","EGY2","ethylene-dependent gravitropism-deficient and yellow-green-like 2","-","-"
"BraA03002964",4.64483772419094,6.04002207676619,292.455138077504,1.05631510974704e-12,1.84690828521993e-10,"BraA03002964","AT4G04020","FIB","fibrillin","-","YES"
"BraA05000169",-5.38508715822659,3.97447261739601,290.637018182167,1.11475362848047e-12,1.88925282605603e-10,"BraA05000169","AT2G46970","PIL1","phytochrome interacting factor 3-like 1","YES","YES"
"BraA09006470",3.93297694162201,9.14970140864173,290.582777309619,1.11655130162183e-12,1.88925282605603e-10,"BraA09006470","AT1G11860","AT1G11860","Glycine cleavage T-protein family","-","YES"
"BraA03003901",4.42158175810302,8.56755135920914,288.882427244117,1.17456878085922e-12,1.9346873251766e-10,"BraA03003901","AT3G14415","GOX2","Aldolase-type TIM barrel family protein","-","-"
"BraA10002909",5.34095189340972,7.85309034052208,288.293024713929,1.19545406054729e-12,1.93934691719301e-10,"BraA10002909","AT5G09650","PPa6","pyrophosphorylase 6","-","-"
"BraA08002004",4.63215581895896,4.68006488701144,287.748020636306,1.21513319619706e-12,1.95115673217928e-10,"BraA08002004","AT4G29070","AT4G29070","Phospholipase A2 family protein","-","-"
"BraA09005567",4.09512101412576,8.26468478494514,285.765566949653,1.28980686583233e-12,2.02964008407376e-10,"BraA09005567","AT2G26500","AT2G26500","cytochrome b6f complex subunit (petM)","-","-"
"BraA07002023",5.93506955885783,7.00049644933774,283.14464668063,1.39645952394736e-12,2.15438108517996e-10,"BraA07002023","AT3G56290","AT3G56290","potassium transporter","-","-"
"BraA03006095",5.88566251278203,6.95434724903875,278.547483561813,1.60798553028833e-12,2.36479068267451e-10,"BraA03006095","AT4G31870","GPX7","glutathione peroxidase 7","-","YES"
"BraA09004850",7.58380520122952,6.45667721723921,276.655567914834,1.70516905717256e-12,2.46170094345573e-10,"BraA09004850","AT3G54830","AT3G54830","Transmembrane amino acid transporter family protein","-","-"
"BraA06001278",5.62576163743543,7.43399994389454,275.409449014468,1.77273253297433e-12,2.51312785034991e-10,"BraA06001278","AT1G09340","CRB","chloroplast RNA binding protein","-","YES"
"BraA09003521",3.30674244460749,6.2781565971284,272.783684421481,1.92503890868024e-12,2.65722914622739e-10,"BraA09003521","AT1G32080","LrgB","membrane protein","-","-"
"BraA01000237",6.15053294927286,6.83713322781001,271.997233522678,1.97344056460018e-12,2.6770742003921e-10,"BraA01000237","AT4G36530","AT4G36530","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA03001809",6.08233319240912,3.81895096684757,268.617548120205,2.19738219275286e-12,2.90571480547555e-10,"BraA03001809","AT2G32500","AT2G32500","Stress responsive alpha-beta barrel domain protein","-","-"
"BraA05000185",3.02929226842371,9.09781047444898,263.08816283395,2.62713743878306e-12,3.41658138319754e-10,"BraA05000185","AT2G46820","PSI-P","photosystem I P subunit","-","-"
"BraA01000215",3.07262613613771,7.43517301929484,261.125572230316,2.80147221260325e-12,3.58406233638413e-10,"BraA01000215","AT4G36810","GGPS1","geranylgeranyl pyrophosphate synthase 1","-","-"
"BraA07002708",6.08776088795444,8.60991805621115,259.893119382318,2.91749210613438e-12,3.64362347477226e-10,"BraA07002708","AT1G73600","AT1G73600","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA08002568",5.44219098244572,10.5929136045647,258.687857830798,3.03612880138626e-12,3.71379600375544e-10,"BraA08002568","AT1G12900","GAPA-2","glyceraldehyde 3-phosphate dehydrogenase A subunit 2","-","-"
"BraA05001825",3.49208944200152,7.37721467236257,257.546228448495,3.1534550261606e-12,3.81713602243563e-10,"BraA05001825","AT1G52510","AT1G52510","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA07001383",6.66641191285443,3.54046336877545,256.547384594818,3.26024175718549e-12,3.89471936147212e-10,"BraA07001383","AT1G23310","GGT1","glutamate:glyoxylate aminotransferase","-","-"
"BraA06004302",3.8602276501733,8.46931298567625,256.259133542585,3.29180017206273e-12,3.89471936147212e-10,"BraA06004302","AT3G26650","GAPA","glyceraldehyde 3-phosphate dehydrogenase A subunit","-","-"
"BraA09006174",3.58545485785241,6.8650788774584,255.951688345418,3.32583397727827e-12,3.90562115421276e-10,"BraA09006174","AT1G16160","WAKL5","wall associated kinase-like 5","-","-"
"BraA09000210",4.56596878965312,6.60718319839489,255.368890714241,3.39142550904612e-12,3.94377925654947e-10,"BraA09000210","AT4G02530","AT4G02530","chloroplast thylakoid lumen protein","-","-"
"BraA03004149",5.71554130706769,6.9649952962094,254.122139247174,3.53661561519145e-12,4.06220316209143e-10,"BraA03004149","AT3G19480","AT3G19480","D-3-phosphoglycerate dehydrogenase","-","-"
"BraA04000162",3.26034946639227,10.9203499967473,250.427032951173,4.00904278641906e-12,4.32097926623906e-10,"BraA04000162","AT3G60750","AT3G60750","Transketolase","-","-"
"BraA07000653",3.00520198049016,6.11500793746386,249.939803811665,4.07639965345309e-12,4.36368877188692e-10,"BraA07000653","AT2G05310","AT2G05310","transmembrane protein","-","-"
"BraA05004613",3.43744141919086,4.08641600820607,249.646543551556,4.11754602823545e-12,4.3779529932644e-10,"BraA05004613","AT3G02730","TRXF1","thioredoxin F-type 1","-","-"
"BraA08002764",4.04207218312871,6.04883280739366,248.655675229426,4.26001703921257e-12,4.49903544490261e-10,"BraA08002764","AT1G29700","AT1G29700","Metallo-hydrolase/oxidoreductase superfamily protein","-","-"
"BraA10001878",5.20444504728786,4.71826228512148,248.240749184556,4.32129418943341e-12,4.53332569099494e-10,"BraA10001878","AT5G18860","NSH3","inosine-uridine preferring nucleoside hydrolase family protein","-","-"
"BraA07003829",5.55021306162641,8.23410450228164,247.395748538252,4.44913210208061e-12,4.63652601048613e-10,"BraA07003829","AT1G76100","PETE1","plastocyanin 1","-","-"
"BraA08000983",3.3273536165789,8.08546084619023,246.797102899641,4.54223791950386e-12,4.70241157245479e-10,"BraA08000983","AT5G40950","RPL27","ribosomal protein large subunit 27","-","-"
"BraA02004452",3.63689007384598,7.19318266208996,244.909561088964,4.85024921603481e-12,4.86556866180496e-10,"BraA02004452","AT2G29180","AT2G29180","transmembrane protein","-","YES"
"BraA07000900",4.69317971027048,5.64392344023115,244.702893293188,4.88535745148185e-12,4.86556866180496e-10,"BraA07000900","AT3G23530","AT3G23530","Cyclopropane-fatty-acyl-phospholipid synthase","-","-"
"BraA04001564",5.05557754939801,5.15027464626915,243.349964816811,5.12227384473846e-12,5.03775632630028e-10,"BraA04001564","AT2G21860","AT2G21860","violaxanthin de-epoxidase-like protein","-","-"
"BraA06000196",3.12681657345447,8.86413540636531,240.144133450533,5.73621446305765e-12,5.50396773113873e-10,"BraA06000196","AT5G45930","CHLI2","magnesium chelatase i2","-","-"
"BraA09003620",4.29479514910143,6.13294896762405,238.900217625548,5.99606518566677e-12,5.6839808290152e-10,"BraA09003620","AT1G31190","IMPL1","myo-inositol monophosphatase like 1","-","-"
"BraA01004807",10.8760301853315,7.94560699538275,238.423568438735,6.09907472534244e-12,5.71583492171435e-10,"BraA01004807","AT3G01500","CA1","carbonic anhydrase 1","-","-"
"BraA05002362",5.0336883402368,4.22720028576039,238.408720748274,6.10231486304023e-12,5.71583492171435e-10,"BraA05002362","AT1G32470","AT1G32470","Single hybrid motif superfamily protein","-","-"
"BraA02000929",3.20481539314141,6.61391592467606,235.79058210415,6.70468069877579e-12,6.24289085656425e-10,"BraA02000929","AT5G19855","RbcX2","Chaperonin-like RbcX protein","-","-"
"BraA06003049",6.37437191652975,4.35825882392443,235.553116238293,6.76249788018461e-12,6.25968627309323e-10,"BraA06003049","AT5G62720","AT5G62720","Integral membrane HPP family protein","-","-"
"BraA09003092",3.9350239586162,8.01313005853179,234.992856676987,6.90111188812322e-12,6.31371492276204e-10,"BraA09003092","AT4G04640","ATPC1","ATPase, F1 complex, gamma subunit protein","-","YES"
"BraA06000926",4.17908500813996,6.74593345623666,234.038354605747,7.14458368770469e-12,6.42440965198406e-10,"BraA06000926","AT1G51110","AT1G51110","Plastid-lipid associated protein PAP / fibrillin family protein","-","-"
"BraA09003483",3.52498054303942,4.49797377538198,233.574520643791,7.26632561735146e-12,6.49283655031954e-10,"BraA09003483","AT1G32520","AT1G32520","TLDc domain protein","-","-"
"BraA10002910",7.483262483356,5.8651668442694,233.281333490831,7.34446432356938e-12,6.49283655031954e-10,"BraA10002910","AT5G09660","PMDH2","peroxisomal NAD-malate dehydrogenase 2","-","YES"
"BraA08002073",3.64473539311624,10.1337011201543,232.595822887526,7.53082634256549e-12,6.54724217274092e-10,"BraA08002073","AT1G55480","ZKT","protein containing PDZ domain, a K-box domain, and a TPR region","-","-"
"BraA08001624",3.44781017591708,6.86764711380943,230.385772788785,8.16829974704565e-12,6.98047053520247e-10,"BraA08001624","AT4G35250","HCF244","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA02004188",3.82377096823558,3.29964349155146,230.259210248174,8.20657758650519e-12,6.98047053520247e-10,"BraA02004188","AT5G24270","SOS3","Calcium-binding EF-hand family protein","-","YES"
"BraA08003681",4.04926580956259,7.15387837572847,229.609245841206,8.40631559177474e-12,7.07389209369879e-10,"BraA08003681","AT1G09780","iPGAM1","Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent","-","-"
"BraA01004802",4.65601015464171,5.22446710361873,228.64851441248,8.71150446623492e-12,7.25398114398034e-10,"BraA01004802","AT3G01440","PnsL3","PsbQ-like 1","-","-"
"BraA03000567",3.42303401921979,4.98275656264716,228.645374506952,8.71252183663119e-12,7.25398114398034e-10,"BraA03000567","AT5G12470","AT5G12470","UvrABC system C protein, putative (DUF3411)","-","-"
"BraA02002440",4.45018621733902,5.66894181462839,228.383729898441,8.7977630222505e-12,7.28639994305968e-10,"BraA02002440","AT1G74730","AT1G74730","transmembrane protein, putative (DUF1118)","-","-"
"BraA03003709",-4.62472204345693,4.45908717389105,228.097607626537,8.89203935327431e-12,7.29448000840668e-10,"BraA03003709","AT3G10985","SAG20","senescence associated gene 20","-","YES"
"BraA05004612",4.93819779385425,3.79973093206018,228.072909200067,8.90022980181801e-12,7.29448000840668e-10,"BraA05004612","AT3G02720","DJ1D","Class I glutamine amidotransferase-like superfamily protein","-","-"
"BraA10002206",3.90079977709186,5.546941736644,226.921773247419,9.2914141011456e-12,7.45967817834832e-10,"BraA10002206","AT5G14760","AO","L-aspartate oxidase","-","-"
"BraA03002946",6.28195336066869,5.6942447117316,221.594799962622,1.13681676475581e-11,8.79253931051966e-10,"BraA03002946","AT4G12320","CYP706A6","cytochrome P450, family 706, subfamily A, polypeptide 6","-","-"
"BraA09005843",3.9718213765111,5.74910682497928,221.488694833431,1.14144575806269e-11,8.79253931051966e-10,"BraA09005843","AT2G21970","42615","stress enhanced protein 2","-","-"
"BraA09001262",4.46696390953116,5.91118886202332,220.163927599057,1.20103573451049e-11,9.08629726839279e-10,"BraA09001262","AT4G29840","MTO2","Pyridoxal-5'-phosphate-dependent enzyme family protein","-","-"
"BraA09001531",3.26858050246824,5.006591199862,219.791206816605,1.21841752314070e-11,9.15007203371336e-10,"BraA09001531","AT1G64430","AT1G64430","Pentatricopeptide repeat (PPR) superfamily protein","-","-"
"BraA08002093",3.91884365563392,3.85122820045657,218.980321179029,1.25720528180801e-11,9.28797291762012e-10,"BraA08002093","AT4G28730","GrxC5","Glutaredoxin family protein","-","-"
"BraA07000048",3.11638430405288,4.85056445251659,217.734018312224,1.31951925130568e-11,9.65765345978895e-10,"BraA07000048","AT2G20340","AAS","Pyridoxal phosphate (PLP)-dependent transferases superfamily protein","-","-"
"BraA03003008",3.46681003343792,8.78051695102014,216.605818748589,1.37889326351693e-11,1.00454927753252e-09,"BraA03003008","AT4G03520","ATHM2","Thioredoxin superfamily protein","-","-"
"BraA10002437",3.13990732863882,4.96218519465231,215.46774385997,1.44180504580377e-11,1.02674906296467e-09,"BraA10002437","AT5G11450","PPD5","PsbP domain protein (Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein)","-","-"
"BraA08000832",3.68972937876785,5.6392930337816,215.391755192603,1.44611766636002e-11,1.02674906296467e-09,"BraA08000832","AT1G32550","FdC2","2Fe-2S ferredoxin-like superfamily protein","-","-"
"BraA03005569",5.93425535846244,4.22471017611632,215.390703147485,1.44617747391481e-11,1.02674906296467e-09,"BraA03005569","AT4G25130","PMSR4","peptide met sulfoxide reductase 4","-","-"
"BraA07003594",3.94101289035446,7.17204471944832,215.256748672038,1.4538150970197e-11,1.02674906296467e-09,"BraA07003594","AT1G73110","AT1G73110","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA09006307",6.0162635430657,4.32315555639579,215.235343966223,1.45503966091205e-11,1.02674906296467e-09,"BraA09006307","AT1G14150","PnsL2","PsbQ-like 2","-","-"
"BraA03000614",4.67981036641735,5.04674146230488,214.668672659175,1.48787877178138e-11,1.03997011659765e-09,"BraA03000614","AT5G13630","GUN5","magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH)","-","-"
"BraA07002742",11.3790386690671,5.82599428474362,268.703206933886,1.49360222643028e-11,1.03997011659765e-09,"BraA07002742","AT1G72610","GER1","germin-like protein 1","-","-"
"BraA07000520",-3.69062391806498,6.04130306165166,214.170165326656,1.51744843937878e-11,1.04730564219581e-09,"BraA07000520","AT2G15580","AT2G15580","RING/U-box superfamily protein","-","-"
"BraA02002954",9.71866752560869,4.24646076063314,213.233821694448,1.57476760433942e-11,1.07741491399501e-09,"BraA02002954","AT4G00165","AT4G00165","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein","-","-"
"BraA09003275",3.90573688033649,3.40872073501553,212.821869026652,1.60074315533329e-11,1.09044564036038e-09,"BraA09003275","AT3G01660","AT3G01660","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA02000306",3.13847190805273,3.99577617338044,212.588403348641,1.61567505027666e-11,1.09587338754972e-09,"BraA02000306","AT5G09230","SRT2","sirtuin 2","-","-"
"BraA07002501",4.636364935222,9.467500670031,212.357264808518,1.63061047027807e-11,1.09777888588189e-09,"BraA07002501","AT1G78340","GSTU22","glutathione S-transferase TAU 22","-","-"
"BraA09005883",6.4364988567912,4.49193285963247,212.329161588294,1.63243682826869e-11,1.09777888588189e-09,"BraA09005883","AT2G21370","XK-1","xylulose kinase-1","-","-"
"BraA09001039",4.51537565358955,11.3623951719875,210.33828950734,1.76778227654041e-11,1.17356663313728e-09,"BraA09001039","AT5G66190","FNR1","ferredoxin-NADP[ ]-oxidoreductase 1","-","YES"
"BraA03002984",3.97047103034926,10.9053981071141,210.223817645954,1.77593460657888e-11,1.17356663313728e-09,"BraA03002984","AT4G04640","ATPC1","ATPase, F1 complex, gamma subunit protein","-","YES"
"BraA04001060",3.58779547155765,9.72271106980348,210.133095640354,1.78242517361343e-11,1.17356663313728e-09,"BraA04001060","AT5G36790","AT5G36790","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","-","-"
"BraA09004114",6.52309608226273,6.50015183077419,209.108850790566,1.85755781384743e-11,1.21542796513025e-09,"BraA09004114","AT1G26761","AT1G26761","Arabinanase/levansucrase/invertase","-","-"
"BraA05000754",6.57919938508816,7.95049055317089,208.954573123205,1.86917620463599e-11,1.21542796513025e-09,"BraA05000754","AT2G40100","LHCB4.3","light harvesting complex photosystem II","-","-"
"BraA06000349",8.51609981548291,5.42701177146686,208.176369790693,1.92902384829512e-11,1.24918186324164e-09,"BraA06000349","AT5G43850","ARD4","RmlC-like cupins superfamily protein","-","-"
"BraA03001813",4.69357026935059,5.45389479027049,207.449862855338,1.98681946385833e-11,1.28133570013421e-09,"BraA03001813","AT2G32640","AT2G32640","Lycopene beta/epsilon cyclase protein","-","-"
"BraA04000967",3.78583545698775,9.36645890801117,205.529935120858,2.14901920651584e-11,1.35267864934933e-09,"BraA04000967","AT4G12800","PSAL","photosystem I subunit l","-","-"
"BraA01001284",3.69921060111066,7.33659120514876,204.493209910292,2.24267431406604e-11,1.39489023739696e-09,"BraA01001284","AT4G21280","PSBQA","photosystem II subunit QA","-","-"
"BraA05001563",3.06659195930395,5.59796011622868,204.234916420289,2.26670655183642e-11,1.3987801686156e-09,"BraA05001563","AT2G29970","AT2G29970","Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA10001411",6.2427558589623,5.53601637577631,203.846012817173,2.30343178680245e-11,1.41589072645013e-09,"BraA10001411","AT5G58770","cPT4","Undecaprenyl pyrophosphate synthetase family protein","-","-"
"BraA02000750",4.95713041304001,7.25533368090883,203.508257531149,2.33586300595721e-11,1.42383825954349e-09,"BraA02000750","AT5G17170","ENH1","rubredoxin family protein","-","YES"
"BraA06000577",3.12968678411444,4.79052045053145,203.151693635108,2.37065088968223e-11,1.42383825954349e-09,"BraA06000577","AT3G44020","AT3G44020","thylakoid lumenal P17.1 protein","-","-"
"BraA09000394",-3.30859736248456,4.11161727037919,201.13551395582,2.57850025830041e-11,1.51967341065975e-09,"BraA09000394","AT3G29100","VTI13","vesicle transport V-snare 13","-","-"
"BraA07003149",3.10279649343583,4.131883723003,199.225155290981,2.7942373506957e-11,1.62251361441135e-09,"BraA07003149","AT4G01935","AT4G01935","insulin-induced protein","-","-"
"BraA01000258",6.21837309652668,6.67173592627865,199.011116756729,2.81963088538468e-11,1.63123939751519e-09,"BraA01000258","AT4G36220","FAH1","ferulic acid 5-hydroxylase 1","-","YES"
"BraA07002006",6.31211572841868,8.26458969381336,198.360581208159,2.89839538191072e-11,1.67066482526546e-09,"BraA07002006","AT3G55800","SBPASE","sedoheptulose-bisphosphatase","-","YES"
