"","logFC","logCPM","F","PValue","FDR","woundCtrl","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA05000821",3.09744722384226,3.88787745717727,115.408378568199,2.45037198882907e-09,4.29976088117832e-08,FALSE,"BraA05000821","AT2G39300","AT2G39300","CAP-gly domain linker","-","-"
"BraA01004639",3.35572220434946,4.91773971620127,114.972834974163,2.52522812334913e-09,4.39194371950446e-08,FALSE,"BraA01004639","AT3G03720","CAT4","cationic amino acid transporter 4","-","-"
"BraA09005327",4.36240158821455,4.35408981387206,114.831619195132,2.55004053342584e-09,4.42044471322938e-08,FALSE,"BraA09005327","AT3G60390","HAT3","homeobox-leucine zipper protein 3","YES","YES"
"BraA09006599",4.03695404113296,4.65229942264348,113.224515876645,2.85230901912758e-09,4.7913920982997e-08,FALSE,"BraA09006599","AT1G09500","AT1G09500","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA08003859",3.1637040619651,2.98564075138551,111.616070719836,3.19514756888727e-09,5.23184783985278e-08,FALSE,"BraA08003859","AT1G06110","SKIP16","SKP1/ASK-interacting protein 16","-","-"
"BraA05004041",3.38295803500536,5.6659541545025,107.868758289979,4.18568475521991e-09,6.48451555582297e-08,FALSE,"BraA05004041","AT3G10450","SCPL7","serine carboxypeptidase-like 7","-","-"
"BraA08002046",3.33566994485169,4.82131322709702,104.321965463571,5.44567314387835e-09,7.92351510863627e-08,FALSE,"BraA08002046","AT1G54290","AT1G54290","Translation initiation factor SUI1 family protein","-","-"
"BraA10000049",3.06031154240015,7.6870173790454,104.021542386923,5.57037813376093e-09,8.07345781081003e-08,FALSE,"BraA10000049","AT1G01490","AT1G01490","Heavy metal transport/detoxification superfamily protein","-","-"
"BraA06001262",3.26480394351377,3.13121535696664,103.745964827682,5.68756059785125e-09,8.19800401192112e-08,FALSE,"BraA06001262","AT1G09140","SR30","SERINE-ARGININE PROTEIN 30","-","-"
"BraA10002096",3.14314464711911,2.89876136299141,102.348594045472,6.32545388459453e-09,8.85788648963682e-08,FALSE,"BraA10002096","AT5G16200","AT5G16200","50S ribosomal protein-like protein","-","-"
"BraA02002177",3.20237726753867,2.93791575542739,101.355500662364,6.82700918636822e-09,9.36719967724698e-08,FALSE,"BraA02002177","AT1G70660","MMZ2","MMS ZWEI homologue 2","-","-"
"BraA01003791",3.12795435461884,6.78131521859724,100.435902376853,7.33103805373153e-09,9.81212066035155e-08,FALSE,"BraA01003791","AT3G17810","PYD1","pyrimidine 1","-","-"
"BraA01001448",4.55457892901656,3.3895309843843,99.6392104714114,7.80121465212028e-09,1.03012683409709e-07,FALSE,"BraA01001448","AT4G22920","NYE1","non-yellowing 1","-","YES"
"BraA07003979",3.24559864098109,2.62914097521834,97.6577337494561,9.12249973059404e-09,1.15610423316868e-07,FALSE,"BraA07003979","AT1G77890","AT1G77890","DNA-directed RNA polymerase II protein","-","-"
"BraA06001135",3.20483126074858,6.06135586893643,96.73003970013,9.82498631735244e-09,1.2234595303412e-07,FALSE,"BraA06001135","AT1G47960","C/VIF1","cell wall / vacuolar inhibitor of fructosidase 1","-","-"
"BraA06000717",3.03430163335307,6.20976764349827,91.596133916395,1.49801905163171e-08,1.6938807379801e-07,FALSE,"BraA06000717","AT1G54095","AT1G54095","DUF1677 family protein, putative (DUF1677)","-","-"
"BraA10002045",3.04677023670398,5.11128779968984,90.5652903203486,1.6343352918099e-08,1.80903217250969e-07,FALSE,"BraA10002045","AT3G03050","CSLD3","cellulose synthase-like D3","-","-"
"BraA09000417",3.21674810872967,4.1599697819002,88.2377154095574,1.99569666090551e-08,2.11958606225727e-07,FALSE,"BraA09000417","AT3G30390","AT3G30390","Transmembrane amino acid transporter family protein","-","-"
"BraA06002932",3.1715710488828,5.54047400849385,86.2679717317732,2.37149532592955e-08,2.39892907648658e-07,FALSE,"BraA06002932","AT5G61820","AT5G61820","stress up-regulated Nod 19 protein","-","-"
"BraA02001554",3.9785901681128,5.25668412210196,84.4251230559809,2.79529613523351e-08,2.72940205760394e-07,FALSE,"BraA02001554","AT5G53970","TAT7","Tyrosine transaminase family protein","-","-"
"BraA05002213",3.2130022754195,6.01743915823006,83.6624335202459,2.99474755607411e-08,2.87645332643526e-07,FALSE,"BraA05002213","AT1G35670","CDPK2","calcium-dependent protein kinase 2","-","-"
"BraA02001930",3.72739676304308,4.07809685641381,83.3092033256564,3.09243035102715e-08,2.94463724895144e-07,FALSE,"BraA02001930","AT1G67360","AT1G67360","Rubber elongation factor protein (REF)","-","-"
"BraA01000478",3.86875073131036,1.89643062939188,82.9349512658842,3.19980025479741e-08,3.02622138364249e-07,FALSE,"BraA01000478","AT4G33625","AT4G33625","vacuole protein","-","-"
"BraA01001583",3.13585927391859,6.91686429078504,81.735951858569,3.57262873028182e-08,3.30058469367062e-07,FALSE,"BraA01001583","AT4G24220","VEP1","NAD(P)-binding Rossmann-fold superfamily protein","-","YES"
"BraA07003574",3.19676206255179,7.60455250178651,81.4735041854318,3.66051761421681e-08,3.36545252615494e-07,FALSE,"BraA07003574","AT1G72770","HAB1","HYPERSENSITIVE TO ABA1","-","YES"
"BraA06004605",3.3993304598235,2.96216113121085,78.6034633661153,4.79551413954309e-08,4.16563976580619e-07,FALSE,"BraA06004605","AT5G47550","AT5G47550","Cystatin/monellin superfamily protein","-","-"
"BraA05002958",3.10847976436647,3.83676418996764,77.7836741541182,5.18782322687395e-08,4.42821787369826e-07,FALSE,"BraA05002958","AT3G20660","42647","organic cation/carnitine transporter4","-","-"
"BraA02000242",8.49445630900822,2.59784346831981,75.3684798759013,6.56657556062955e-08,5.34149350513225e-07,TRUE,"BraA02000242","AT5G07200","GA20OX3","gibberellin 20-oxidase 3","-","-"
"BraA05004579",3.15130183973537,4.13812480822372,74.3865364802874,7.23969361733951e-08,5.78440495111289e-07,FALSE,"BraA05004579","AT3G03310","LCAT3","lecithin:cholesterol acyltransferase 3","-","-"
"BraA06003704",3.14348053616362,5.60920400349797,74.2842658810447,7.31409174061372e-08,5.83200628152279e-07,FALSE,"BraA06003704","AT5G25350","EBF2","EIN3-binding F box protein 2","-","-"
"BraA03003761",3.56621132968041,3.37363217049477,73.0297914520772,8.29914900306511e-08,6.44761131827467e-07,FALSE,"BraA03003761","AT3G11930","AT3G11930","Adenine nucleotide alpha hydrolases-like superfamily protein","-","-"
"BraA09001847",3.34189495634118,6.03462373358854,72.0612847863638,9.16059311291337e-08,6.9655910916549e-07,FALSE,"BraA09001847","AT1G59730","TH7","thioredoxin H-type 7","-","-"
"BraA02001487",3.50348138942843,3.05410109938374,71.1697223767795,1.00420085164875e-07,7.49890205127555e-07,FALSE,"BraA02001487","AT5G54730","G18F","yeast autophagy 18 F-like protein","-","-"
"BraA08003740",3.16990864106243,4.78278833855398,69.041781546709,1.25516238816118e-07,9.01289050623034e-07,FALSE,"BraA08003740","AT1G08800","AT1G08800","myosin-binding protein (Protein of unknown function, DUF593)","-","-"
"BraA05002387",5.37950318339339,3.50562069924392,68.9036514889515,1.27371187309467e-07,9.12527304620397e-07,FALSE,"BraA05002387","AT1G32350","AOX1D","alternative oxidase 1D","-","-"
"BraA10002904",6.55865684523476,2.19442841040591,67.9577274490366,1.40922246076129e-07,9.89347079945705e-07,FALSE,"BraA10002904","AT5G09570","AT5G09570","Cox19-like CHCH family protein","-","-"
"BraA01000203",8.20928089051225,2.82083120143053,65.2182622692851,1.90088866395292e-07,1.264238303676e-06,TRUE,"BraA01000203","AT4G37150","MES9","methyl esterase 9","-","-"
"BraA10001335",3.22576464991687,3.95884486403789,63.9677699106296,2.18642850098538e-07,1.41856490542085e-06,FALSE,"BraA10001335","AT5G57910","AT5G57910","ribosomal RNA small subunit methyltransferase G","-","-"
"BraA10002729",5.60944596145968,2.8247965712843,63.1777193876334,2.39122768895062e-07,1.51657091456381e-06,FALSE,"BraA10002729","AT5G06860","PGIP1","polygalacturonase inhibiting protein 1","-","-"
"BraA03003517",3.05508100281607,5.9449312449264,62.2871555516516,2.64798982082036e-07,1.64936128926444e-06,FALSE,"BraA03003517","AT3G06850","BCE2","2-oxoacid dehydrogenases acyltransferase family protein","-","-"
"BraA05000113",3.09344300559417,4.81837676807814,61.3526394175554,2.95077867562207e-07,1.80020373466245e-06,FALSE,"BraA05000113","AT2G40940","ERS1","ethylene response sensor 1","-","YES"
"BraA01004594",3.26690665372844,4.2228859170966,60.8772636397532,3.11940062031611e-07,1.87976132326859e-06,FALSE,"BraA01004594","AT3G04730","IAA16","indoleacetic acid-induced protein 16","-","-"
"BraA08002841",4.60900749036913,2.3333308770003,59.5147456795137,3.66497892130702e-07,2.13417566486765e-06,FALSE,"BraA08002841","AT1G28190","AT1G28190","hypothetical protein","-","-"
"BraA05000933",3.18411840158577,2.61656589711489,59.14747757244,3.82960331776869e-07,2.20960250079469e-06,FALSE,"BraA05000933","AT2G37760","AKR4C8","NAD(P)-linked oxidoreductase superfamily protein","-","-"
"BraA02004355",3.39091036073679,6.16591626028639,59.0838857666047,3.85893281653188e-07,2.22190558773339e-06,FALSE,"BraA02004355","AT5G62680","GTR2","Major facilitator superfamily protein","-","-"
"BraSca000916",3.96722177178302,5.02200145228781,56.9824938484978,4.98366669815708e-07,2.74110980561434e-06,FALSE,"BraSca000916","AT3G05880","RCI2A","Low temperature and salt responsive protein family","-","-"
"BraA08003881",3.28747753106687,5.10586232109805,55.4941259703873,6.00005106979565e-07,3.20029833407603e-06,FALSE,"BraA08003881","AT1G05680","UGT74E2","Uridine diphosphate glycosyltransferase 74E2","-","-"
"BraA01000666",3.2300976450886,2.72969578534856,55.0088270564368,6.37964221155186e-07,3.3753132238597e-06,FALSE,"BraA01000666","AT4G31820","ENP","Phototropic-responsive NPH3 family protein","-","YES"
"BraA01002289",3.36259359935031,2.99896575623569,54.2668102864872,7.01262526001645e-07,3.6573466399158e-06,FALSE,"BraA01002289","AT4G15563","AT4G15563","F-box-like protein","-","-"
"BraA01002170",3.2398217185073,3.13281218126838,53.7343254439152,7.50980396376841e-07,3.87047525834036e-06,FALSE,"BraA01002170","AT4G16670","AT4G16670","auxin canalization protein (DUF828)","-","-"
"BraA01003228",4.73430184490029,2.3121901177555,53.3750962796104,7.86727795030223e-07,4.02964383136209e-06,FALSE,"BraA01003228","AT3G24110","AT3G24110","Calcium-binding EF-hand family protein","-","-"
"BraA06003425",7.12372257289568,4.73405927630738,52.5854439545977,8.72136674157094e-07,4.38716243248087e-06,FALSE,"BraA06003425","AT2G18193","AT2G18193","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA01003340",3.03681210724887,8.65577491095757,52.4743600755755,8.84956598025882e-07,4.44077034384658e-06,FALSE,"BraA01003340","AT3G23000","CIPK7","CBL-interacting protein kinase 7","-","-"
"BraA09001300",5.08171950566794,2.69118808498327,51.2911653433639,1.03528943362348e-06,5.0362365998681e-06,FALSE,"BraA09001300","AT1G20750","AT1G20750","RAD3-like DNA-binding helicase protein","-","-"
"BraA02002773",3.19895377190609,2.14997255742735,49.9259066528493,1.24501247593427e-06,5.87424951175224e-06,FALSE,"BraA02002773","AT1G80830","NRAMP1","natural resistance-associated macrophage protein 1","-","-"
"BraA08003969",5.91556368789131,2.44239648003148,49.826391711668,1.26205153683141e-06,5.94217504927504e-06,FALSE,"BraA08003969","AT1G03790","SOM","Zinc finger C-x8-C-x5-C-x3-H type family protein","YES","-"
"BraA08003608",4.19105656962824,3.66967683447122,49.3660255197288,1.344318095398e-06,6.25837527996585e-06,FALSE,"BraA08003608","AT1G11190","BFN1","bifunctional nuclease i","-","YES"
"BraA02001115",4.03896059766072,2.09920325583065,49.2279924986605,1.37013121714466e-06,6.35598743231857e-06,FALSE,"BraA02001115","AT5G60640","PDIL1-4","PDI-like 1-4","-","-"
"BraA08002182",3.43409688049121,6.38715342152133,48.4950428679371,1.51675185158868e-06,6.9319611335673e-06,FALSE,"BraA08002182","AT4G26850","VTC2","GDP-L-galactose phosphorylase 1","-","-"
"BraA03000310",3.86078926205677,3.74007644886648,48.4492588046815,1.52647243693338e-06,6.96021904905314e-06,FALSE,"BraA03000310","AT5G07440","GDH2","glutamate dehydrogenase 2","-","YES"
"BraA08002297",5.29241864989083,5.21939857099579,47.8829808160993,1.65259480336798e-06,7.43833062768429e-06,FALSE,"BraA08002297","AT4G35720","AT4G35720","DUF241 domain protein, putative (DUF241)","-","-"
"BraA09002277",4.3749852518969,1.65496331240386,47.5438018079162,1.73365225774725e-06,7.74998197584256e-06,FALSE,"BraA09002277","AT5G46080","AT5G46080","Protein kinase superfamily protein","-","-"
"BraA03002625",5.12879506873635,3.45724635252467,47.413344148458,1.76599628498356e-06,7.8766737108646e-06,FALSE,"BraA03002625","AT5G52930","AT5G52930","hypothetical protein (DUF295)","-","-"
"BraA04002783",5.97140235258085,1.70443652963697,47.0223870767196,1.86700598638704e-06,8.2606033464632e-06,FALSE,"BraA04002783","AT2G38640","AT2G38640","LURP-one-like protein (DUF567)","-","-"
"BraA10001175",3.5945356925635,1.35790123489679,46.7513899605176,1.94078214575827e-06,8.53055319023603e-06,FALSE,"BraA10001175","AT3G24255","AT3G24255","RNA-directed DNA polymerase (reverse transcriptase)-related family protein","-","-"
"BraA06002302",3.69387870861171,4.34720354489004,46.2156921421208,2.09633325652549e-06,9.09489676342645e-06,FALSE,"BraA06002302","AT1G21310","EXT3","extensin 3","-","-"
"BraA09006946",3.79291208196589,4.07878800996212,45.9085948621357,2.19171480566306e-06,9.42557132271493e-06,FALSE,"BraA09006946","AT1G02860","NLA","SPX (SYG1/Pho81/XPR1) domain-containing protein","-","-"
"BraA06003838",3.16828400434107,3.13843692968542,45.9008228360941,2.19419042219501e-06,9.43148929488639e-06,FALSE,"BraA06003838","AT5G27520","PNC2","peroxisomal adenine nucleotide carrier 2","-","-"
"BraA03002461",3.11043483470612,3.05445151868432,44.7339889168258,2.6036308836028e-06,1.09312216878923e-05,FALSE,"BraA03002461","AT2G44670","AT2G44670","senescence-associated family protein (DUF581)","-","-"
"BraA09006785",12.7769588526894,3.74307483075807,101.507437816395,2.60643026138229e-06,1.09371400464295e-05,TRUE,"BraA09006785","AT1G06080","ADS1","delta 9 desaturase 1","-","-"
"BraA10002872",3.59257971370455,2.56107817761732,44.6160921881798,2.64950985697372e-06,1.10795125262397e-05,FALSE,"BraA10002872","AT5G08660","AT5G08660","D-lactate dehydrogenase (DUF668)","-","-"
"BraA02003347",5.90303902277461,1.41969680049871,44.5139959498136,2.68996586409894e-06,1.12159106492496e-05,FALSE,"BraA02003347","AT2G01520","MLP328","MLP-like protein 328","-","-"
"BraA09000183",4.93877786162037,2.51927682609952,44.3763864858759,2.7455831908799e-06,1.14241232455776e-05,FALSE,"BraA09000183","AT4G02280","SUS3","sucrose synthase 3","-","-"
"BraA10002998",5.09763879410239,1.39568337722721,44.1623199888244,2.83465686127501e-06,1.17106296578658e-05,FALSE,"BraA10002998","AT5G04250","AT5G04250","Cysteine proteinases superfamily protein","-","-"
"BraA02002842",6.87053429055124,6.24704972257806,43.8496657494127,2.9705726283299e-06,1.21889502528448e-05,FALSE,"BraA02002842","AT1G80130","AT1G80130","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"BraA07001137",5.84505342672441,2.04027197959052,43.7863263290184,2.99897956899605e-06,1.22990980760807e-05,FALSE,"BraA07001137","AT1G28130","GH3.17","Auxin-responsive GH3 family protein","-","YES"
"BraA03003710",3.72171484789524,3.74714242022663,42.2514265413318,3.7886345356521e-06,1.50133704912296e-05,FALSE,"BraA03003710","AT3G10986","AT3G10986","LURP-one-like protein (DUF567)","-","-"
"BraA05000234",4.89260026554368,3.93966675747056,41.911060147135,3.99347182935306e-06,1.56634055803681e-05,FALSE,"BraA05000234","AT2G46270","GBF3","G-box binding factor 3","YES","-"
"BraA09005196",3.18393160075323,1.76764583303627,41.8905521820886,4.00620085070876e-06,1.57069033288176e-05,FALSE,"BraA09005196","AT3G58750","CSY2","citrate synthase 2","-","-"
"BraA10000910",5.02989171728309,1.97912208224911,41.7607405338446,4.08782566375341e-06,1.59737775440612e-05,FALSE,"BraA10000910","AT5G53200","TRY","Homeodomain-like superfamily protein","YES","YES"
"BraA02001557",3.62256582444189,2.55736074220431,41.2860408134953,4.40242090826498e-06,1.70423278642624e-05,FALSE,"BraA02001557","AT5G53940","AT5G53940","Yippee family putative zinc-binding protein","-","-"
"BraA08000861",4.14621825319538,2.25647808629977,40.4288843526769,5.04089058272157e-06,1.90913421010677e-05,FALSE,"BraA08000861","AT1G32170","XTH30","xyloglucan endotransglucosylase/hydrolase 30","-","-"
"BraA04000794",3.2429465422927,4.90027111106519,39.0553597917102,6.28959828218247e-06,2.3114236974446e-05,FALSE,"BraA04000794","AT3G14990","DJ1A","Class I glutamine amidotransferase-like superfamily protein","-","-"
"BraA06004316",3.04309094833553,3.46102922470302,38.5721865323346,6.80767947242673e-06,2.47066808614242e-05,FALSE,"BraA06004316","AT3G26440","AT3G26440","transmembrane protein, putative (DUF707)","-","-"
"BraA10000284",4.61855122766821,3.02328447994364,38.3780041381843,7.02909563636005e-06,2.53989819367096e-05,FALSE,"BraA10000284","AT1G04310","ERS2","ethylene response sensor 2","-","-"
"BraA08004017",6.4936260766306,1.36589160310255,38.3029801855969,7.11677320222868e-06,2.56568965192578e-05,TRUE,"BraA08004017","AT1G02400","GA2OX6","gibberellin 2-oxidase 6","-","-"
"BraA05001406",4.80556863227039,1.97210384842084,38.1152630385933,7.34151871795328e-06,2.63344358752472e-05,FALSE,"BraA05001406","AT2G32020","AT2G32020","Acyl-CoA N-acyltransferases (NAT) superfamily protein","-","-"
"BraA07003410",3.02435108681896,3.44315495999484,37.3202987466562,8.38469961931925e-06,2.95643306469724e-05,FALSE,"BraA07003410","AT1G70780","AT1G70780","hypothetical protein","-","-"
"BraA02000949",3.48184303018245,4.61084595637084,37.0564231921256,8.76655573958455e-06,3.07249136809309e-05,FALSE,"BraA02000949","AT5G20190","AT5G20190","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"BraA07002886",3.86807011229848,1.90272671042829,36.775798841047,9.19396610503409e-06,3.19807793355219e-05,FALSE,"BraA07002886","AT1G69310","WRKY57","WRKY DNA-binding protein 57","YES","YES"
"BraA03004341",4.13681840228789,3.62410276523624,36.7525037640937,9.23047309407916e-06,3.20652497243006e-05,FALSE,"BraA03004341","AT3G23790","AAE16","AMP-dependent synthetase and ligase family protein","-","-"
"BraA02002482",3.28236651547773,2.06173737262931,36.5239557296799,9.59730553440644e-06,3.31639054031959e-05,FALSE,"BraA02002482","AT1G75540","BBX21","salt tolerance homolog2","YES","-"
"BraA08002359",4.19807253254128,4.17697919127947,35.8991944655826,1.06854164575631e-05,3.63650713604417e-05,FALSE,"BraA08002359","AT4G37180","AT4G37180","Homeodomain-like superfamily protein","YES","-"
"BraA04002350",5.9186394971349,2.27279181056746,34.2588857475599,1.42543713312094e-05,4.66549812337774e-05,FALSE,"BraA04002350","AT2G32020","AT2G32020","Acyl-CoA N-acyltransferases (NAT) superfamily protein","-","-"
"BraA09003749",4.38258786171706,2.79511748515018,34.0385806739618,1.48273982785587e-05,4.82895197402262e-05,FALSE,"BraA09003749","AT1G30040","GA2OX2","gibberellin 2-oxidase","-","YES"
"BraA08000118",3.533028222441,2.09461072425217,32.4377350531601,1.98488385829555e-05,6.20867884132987e-05,FALSE,"BraA08000118","AT1G54120","AT1G54120","hypothetical protein","-","-"
"BraA03002016",3.50755828463544,4.52577936881759,32.123587986512,2.1041622316051e-05,6.54535840424196e-05,FALSE,"BraA03002016","AT2G36800","DOGT1","don-glucosyltransferase 1","-","YES"
"BraA03003187",3.000279211832,1.55356095959926,31.9726966725695,2.16426739908098e-05,6.71375026833554e-05,FALSE,"BraA03003187","AT4G00770","TRM9","DUF4378 domain protein","-","-"
"BraA05002015",3.09887643511868,2.26687425408465,31.269009560241,2.47094218665362e-05,7.55196699377242e-05,FALSE,"BraA05002015","AT1G49560","AT1G49560","Homeodomain-like superfamily protein","YES","-"
"BraA07003776",4.1692967580009,3.08526874665694,30.9528270696772,2.62421363732391e-05,7.95246874306476e-05,FALSE,"BraA07003776","AT1G75450","CKX5","cytokinin oxidase 5","-","YES"
"BraA03006109",3.09287683504188,2.62734633799443,30.7519283587057,2.72707445811178e-05,8.21200535119176e-05,FALSE,"BraA03006109","AT4G32070","Phox4","Octicosapeptide/Phox/Bem1p (PB1) domain-containing protein / tetratricopeptide repeat (TPR)-containing protein","-","-"
"BraA02000948",3.57963327282265,2.88337770075869,30.3848325711304,2.92680088344886e-05,8.7415267372837e-05,FALSE,"BraA02000948","AT5G20190","AT5G20190","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"BraA03002626",9.60291090943613,1.6142396654184,33.4851536313782,3.31351686168087e-05,9.72492176074154e-05,FALSE,"BraA03002626","AT5G52940","AT5G52940","hypothetical protein (DUF295)","-","-"
"BraA02002268",3.29679726274674,1.83738874972353,28.6872124960836,4.08844705947716e-05,0.00011668568760865,FALSE,"BraA02002268","AT1G72220","AT1G72220","RING/U-box superfamily protein","-","-"
"BraA07004131",3.27212536168716,6.73217225609426,28.5106207005917,4.23616090126441e-05,0.000120355907194769,FALSE,"BraA07004131","AT1G80920","J8","Chaperone DnaJ-domain superfamily protein","-","-"
"BraA07001551",3.5553086262065,4.74964259901822,28.32528332507,4.39759691342474e-05,0.000124158162183507,FALSE,"BraA07001551","AT1G20640","AT1G20640","Plant regulator RWP-RK family protein","YES","-"
"BraA05000171",4.14072206699542,3.45537437604747,27.8244788980688,4.86907081624183e-05,0.000135716618819986,FALSE,"BraA05000171","AT2G46950","CYP709B2","cytochrome P450, family 709, subfamily B, polypeptide 2","-","-"
"BraA03002639",3.22895690201778,2.04495862333363,27.6873535898177,5.0077725340687e-05,0.000139090064736618,FALSE,"BraA03002639","AT3G62440","SAF1","F-box/RNI-like superfamily protein","-","-"
"BraA03002003",3.04009397154783,2.69991278502686,27.3031697936234,5.42032235113295e-05,0.000149153625536421,FALSE,"BraA03002003","AT2G36420","TRM27","nucleolin-like protein","-","-"
"BraA09002150",3.26001730497179,2.66672085096162,26.5842879072814,6.29768973653633e-05,0.000170465410925334,FALSE,"BraA09002150","AT5G44290","AT5G44290","Protein kinase superfamily protein","-","-"
"BraA06003537",5.92755011721942,1.60145910109249,28.3106114243718,6.47270121040889e-05,0.000174542259811266,FALSE,"BraA06003537","AT5G23530","CXE18","carboxyesterase 18","-","-"
"BraA05002634",7.04226887516189,2.51326584467857,26.1890598048186,6.84654109158946e-05,0.000183530976272416,FALSE,"BraA05002634","AT3G21330","AT3G21330","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","-"
"BraA04002212",6.32820072486499,2.1561475358987,25.2774677635399,8.32689077559148e-05,0.000217067341516744,FALSE,"BraA04002212","AT2G30490","C4H","cinnamate-4-hydroxylase","-","YES"
"BraA08000823",3.4047048087644,3.42307341630817,24.9413596346543,8.95984301558336e-05,0.000231572954130184,TRUE,"BraA08000823","AT1G33030","AT1G33030","O-methyltransferase family protein","-","-"
"BraA01001556",10.5682816144223,1.68978693669215,38.0775145588052,9.27140070911756e-05,0.00023880190993538,FALSE,"BraA01001556","AT4G24000","CSLG2","cellulose synthase like G2","-","-"
"BraA06001039",3.48202697209886,1.84460575660084,24.5507289003236,9.76356755887777e-05,0.000249640275140897,FALSE,"BraA06001039","AT1G49320","USPL1","unknown seed protein like 1","-","-"
"BraA02004325",3.74736279959661,3.74120467291625,24.4976129028108,9.8789139707448e-05,0.000252220771937588,TRUE,"BraA02004325","AT5G62180","CXE20","carboxyesterase 20","-","-"
"BraA03002777",4.20259094026881,2.44131213870544,24.4870328182641,9.90207005795107e-05,0.000252648051081455,FALSE,"BraA03002777","AT5G50260","CEP1","Cysteine proteinases superfamily protein","-","-"
"BraA05000164",4.50212271658882,2.45320553322336,24.304850334163,0.000103104177924072,0.000261414265548469,FALSE,"BraA05000164",NA,NA,NA,NA,NA
"BraA08002952",3.52189647596276,1.93269418738451,24.201865410135,0.000105495091476741,0.000266745821661671,FALSE,"BraA08002952",NA,NA,NA,NA,NA
"BraA10002784",3.11957951380722,4.3204632953623,24.1352432873048,0.000107074604868369,0.000270262071941651,FALSE,"BraA10002784","AT5G07200","GA20OX3","gibberellin 20-oxidase 3","-","-"
"BraA07001098",10.4157790368295,1.3868110860612,28.1965188155233,0.000130758104998784,0.000322136887256357,FALSE,"BraA07001098","AT1G29000","AT1G29000","Heavy metal transport/detoxification superfamily protein","-","-"
"BraA10000434",4.62538218754177,2.44859793196585,23.1144924716302,0.00013487672832341,0.000330988416559164,FALSE,"BraA10000434","AT1G05560","UGT75B1","UDP-glucosyltransferase 75B1","-","-"
