"gene.ID","logFC","logCPM","F","PValue","FDR","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA03000453",3.11258357289734,6.73549657566972,392.630545174016,4.93552516065219e-14,6.19216470572269e-11,"AT5G10470","KAC1","kinesin like protein for actin based chloroplast movement 1","-","-"
"BraA10002282",2.66567184089978,8.37283216489442,387.345163112167,5.5732900000928e-14,6.24954988826362e-11,"AT5G13650","SVR3","elongation factor family protein","-","-"
"BraA01002230",2.57333457054646,6.68806391661414,386.252992426999,5.71614912340465e-14,6.24954988826362e-11,"AT1G54350","ABCD2","ABC transporter family protein","-","-"
"BraA10001799",2.96417565149253,5.86795107524655,385.540886145773,5.81147534222805e-14,6.24954988826362e-11,"AT5G19850","AT5G19850","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA01000119",5.51521048956422,9.36385213555897,379.118070431466,6.7553970093045e-14,6.93441503005107e-11,"AT4G37930","SHM1","serine transhydroxymethyltransferase 1","-","YES"
"BraA07003370",3.82623235612742,6.90650965341271,374.155755134901,7.60116969908711e-14,7.46335718758627e-11,"AT1G70410","BCA4","beta carbonic anhydrase 4","-","-"
"BraA08002432",7.79168612046388,6.90280464348406,371.895332630314,8.02475534767784e-14,7.5509604173587e-11,"AT4G39970","AT4G39970","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","-","-"
"BraA06003059",2.60840031903018,5.46551582781732,366.216834204669,9.20882421589225e-14,7.69814356606239e-11,"AT5G62840","AT5G62840","Phosphoglycerate mutase family protein","-","YES"
"BraA06002613",6.1343102773879,5.83614604107371,364.892987315579,9.51187541201635e-14,7.69814356606239e-11,"AT3G47070","AT3G47070","thylakoid soluble phosphoprotein","-","-"
"BraA09000731",4.72184910312483,4.94874800494912,363.843260789575,9.76002719234531e-14,7.69814356606239e-11,"AT5G61060","HDA05","histone deacetylase 5","-","-"
"BraA10001684",4.94806202702416,5.66872113711223,362.646970689919,1.00515980710342e-13,7.69814356606239e-11,"AT5G21430","NdhU","Chaperone DnaJ-domain superfamily protein","-","-"
"BraA04001528",3.85896372474753,5.45011191952138,361.748901848451,1.02768193548828e-13,7.69814356606239e-11,"AT2G21280","SULA","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA08003464",6.69272565633752,7.9517198816332,361.097765722589,1.04436059902867e-13,7.69814356606239e-11,"AT1G13930","AT1G13930","oleosin-B3-like protein","-","-"
"BraA05004133",7.20720862571655,5.26545452944,360.62206341817,1.05673493578326e-13,7.69814356606239e-11,"AT5G02120","OHP","one helix protein","-","-"
"BraA03002180",2.52016438232172,7.83025075396478,357.348634876807,1.14641823862208e-13,7.93886639255119e-11,"AT2G39190","ATATH8","Protein kinase superfamily protein","-","-"
"BraA06004803",2.58915495987116,6.89124678681436,356.874684109632,1.16008763651503e-13,7.93886639255119e-11,"AT5G44650","CEST","death domain associated protein","-","-"
"BraA08003566",4.89325669420652,8.48293907530251,353.214615128641,1.27193392963508e-13,8.21909037192601e-11,"AT1G11860","AT1G11860","Glycine cleavage T-protein family","-","YES"
"BraA07003279",2.03983448002355,5.82861651469416,351.333543223583,1.33402060453396e-13,8.21909037192601e-11,"AT1G69390","MINE1","homologue of bacterial MinE 1","-","-"
"BraA01000537",5.45922688745566,11.6332901727078,350.015397642592,1.37952455003033e-13,8.21909037192601e-11,"AT4G33010","GLDP1","glycine decarboxylase P-protein 1","-","YES"
"BraA03000586",3.836470301415,7.1495651087846,349.916386531629,1.3830112657007e-13,8.21909037192601e-11,"AT5G13120","Pnsl5","cyclophilin 20-2","-","-"
"BraA01000743",2.42773452491382,6.62926267244121,342.766420065368,1.66258240334436e-13,9.28179732966476e-11,"AT4G30920","LAP2","Cytosol aminopeptidase family protein","-","YES"
"BraA04001910",2.19697355172289,7.2817006454035,342.248692835461,1.68513346551058e-13,9.28179732966476e-11,"AT2G25870","AT2G25870","haloacid dehalogenase-like hydrolase family protein","-","-"
"BraA06000973",3.55021028267983,5.8584165391072,339.997829649773,1.7871901497515e-13,9.60955122662811e-11,"AT1G50450","AT1G50450","Saccharopine dehydrogenase","-","-"
"BraA09005382",4.14468749961775,3.6060807295791,337.861816219872,1.89039797536889e-13,9.85229207166623e-11,"AT3G61220","SDR1","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA03005881",4.74807397687623,4.21606276027425,337.281020741665,1.91958929793789e-13,9.85229207166623e-11,"AT4G29590","AT4G29590","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA02001404",4.24748452699042,4.41164642960755,334.020362255399,2.09302332701465e-13,1.02839445441515e-10,"AT5G56260","AT5G56260","Ribonuclease E inhibitor RraA/Dimethylmenaquinone methyltransferase","-","-"
"BraA04003129",8.71399328039043,5.06337142220853,333.98909980426,2.09476796276388e-13,1.02839445441515e-10,"AT2G43550","AT2G43550","scorpion toxin-like knottin superfamily protein","-","-"
"BraA03006568",2.16825969759664,7.67792990861849,326.070588901401,2.59323643230996e-13,1.24602251810331e-10,"AT5G42310","AT5G42310","Pentatricopeptide repeat (PPR-like) superfamily protein","-","-"
"BraA09000087",6.6771675056035,9.35798497548509,324.226871130193,2.72730593202309e-13,1.28314062214328e-10,"AT4G01080","TBL26","TRICHOME BIREFRINGENCE-LIKE 26","-","-"
"BraA04000964",4.89535951916187,6.7603004987967,323.454659722968,2.78572312522971e-13,1.28387725177679e-10,"AT4G12830","AT4G12830","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA01002846",9.95888933788679,7.98993205443648,320.917331934451,2.98763849483567e-13,1.34725990977719e-10,"AT1G62510","AT1G62510","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein","-","-"
"BraA10003025",2.67443048110397,5.56131787226328,319.823149066909,3.0796660551956e-13,1.34725990977719e-10,"AT5G03900","AT5G03900","Iron-sulfur cluster biosynthesis family protein","-","-"
"BraA01001280",2.21525581530892,5.82434534808634,319.560464309511,3.10222358891262e-13,1.34725990977719e-10,"AT4G21210","RP1","PPDK regulatory protein","-","-"
"BraA03001640",2.87725585902879,6.23966665609609,318.283518561186,3.21451575317389e-13,1.35656270934884e-10,"AT5G51110","AT5G51110","Transcriptional coactivator/pterin dehydratase","-","-"
"BraA01000670",2.56004651796498,5.66822209280624,317.60312613516,3.27617970232152e-13,1.35656270934884e-10,"AT4G31780","MGD1","monogalactosyl diacylglycerol synthase 1","-","-"
"BraA01002037",4.13686716099058,9.22136361292269,316.916791607895,3.33971126090279e-13,1.35656270934884e-10,"AT1G54780","TLP18.3","thylakoid lumen 18.3 kDa protein","-","-"
"BraA06004063",3.05173166186753,6.82905511440881,316.659006873956,3.36392470989395e-13,1.35656270934884e-10,"AT5G20140","HBP5","SOUL heme-binding family protein","-","-"
"BraA05001097",8.10332146203491,5.24212433513504,311.545650284725,3.88671564614562e-13,1.53988946380538e-10,"AT1G32470","AT1G32470","Single hybrid motif superfamily protein","-","-"
"BraA04001451",8.66487648585772,11.782061495177,310.157059062402,4.04378286291538e-13,1.57449566195204e-10,"AT5G38410","RBCS3B","Ribulose bisphosphate carboxylase (small chain) family protein","-","YES"
"BraA08002200",2.0203577817279,5.17252832233517,307.63797249678,4.34697220636198e-13,1.65577784662172e-10,"AT1G64280","NPR1","regulatory protein (NPR1)","-","YES"
"BraA03005774",2.86867459412667,4.80662141577515,306.825210232073,4.45009606968212e-13,1.65577784662172e-10,"AT4G28030","AT4G28030","Acyl-CoA N-acyltransferases (NAT) superfamily protein","-","-"
"BraA05003526",3.72303994068608,9.38171156740882,306.651397862973,4.47249916503231e-13,1.65577784662172e-10,"AT3G15850","FAD5","fatty acid desaturase 5","-","-"
"BraA03000839",3.02841639604648,6.86114358641456,305.742411369531,4.59171253933642e-13,1.67249426251346e-10,"AT5G17310","UGP2","UDP-glucose pyrophosphorylase 2","-","-"
"BraA06003776",3.27056336509637,5.09049074097112,304.788815287367,4.72056886030261e-13,1.69213661225736e-10,"AT5G26667","PYR6","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA09003100",4.02024114548739,7.06726248680642,303.960921185528,4.83568964681794e-13,1.70631842647015e-10,"AT4G04850","KEA3","K  efflux antiporter 3","-","-"
"BraA03004416",2.5835998275662,4.32791583867116,302.676326133702,5.02051599909941e-13,1.74428173550249e-10,"AT3G25480","AT3G25480","Rhodanese/Cell cycle control phosphatase superfamily protein","-","-"
"BraA09000299",2.7291171489424,6.32525255969573,300.741082867455,5.31389378706091e-13,1.81823732413934e-10,"AT3G26290","CYP71B26","cytochrome P450, family 71, subfamily B, polypeptide 26","-","-"
"BraA05000807",5.8940439035979,7.48697757807886,297.693213180697,5.81518106355078e-13,1.96006319340548e-10,"AT2G39470","PnsL1","PsbP-like protein 2","-","-"
"BraA03006148",3.11623505115915,6.95583815660793,296.554673194995,6.0156850927061e-13,1.99782671247915e-10,"AT4G32770","VTE1","tocopherol cyclase, chloroplast / vitamin E deficient 1 (VTE1) / sucrose export defective 1 (SXD1)","-","YES"
"BraA10002909",5.3133106142545,7.80939501390935,294.740187192421,6.35122972091138e-13,2.07869305488901e-10,"AT5G09650","PPa6","pyrophosphorylase 6","-","-"
"BraA05001006",3.40755313562394,8.2297529555156,294.249501381604,6.44549142757271e-13,2.07940761298392e-10,"AT2G36880","MAT3","methionine adenosyltransferase 3","-","-"
"BraA09004880",2.46497989397006,6.0534449016366,293.057449548608,6.68100203897155e-13,2.10407132130724e-10,"AT3G55040","GSTL2","glutathione transferase lambda 2","-","-"
"BraA09006403",5.31079563898074,10.6554914892824,290.784478826351,7.1569187974417e-13,2.21403694798118e-10,"AT1G12900","GAPA-2","glyceraldehyde 3-phosphate dehydrogenase A subunit 2","-","-"
"BraA05001084",2.77591291378646,6.08377444511863,288.916430782783,7.57621055229506e-13,2.30614644954123e-10,"AT2G35490","AT2G35490","Plastid-lipid associated protein PAP / fibrillin family protein","-","YES"
"BraA02000298",2.43671466208996,8.36472830639325,288.561537523917,7.65890199333979e-13,2.30614644954123e-10,"AT5G08650","AT5G08650","Small GTP-binding protein","-","-"
"BraA03001437",5.41308846176239,10.1050826747428,286.678743204806,8.11464759107357e-13,2.39670897161346e-10,"AT5G54770","THI1","thiazole biosynthetic enzyme, chloroplast (ARA6) (THI1) (THI4)","-","-"
"BraA05001367",2.75496385894931,6.7571393835573,286.154271402919,8.24688725272848e-13,2.39670897161346e-10,"AT2G32480","ARASP","chloroplastic membrane metallo proteases","-","-"
"BraA09006470",3.90475953097913,9.10711323562618,285.639466134845,8.3790127390579e-13,2.39670897161346e-10,"AT1G11860","AT1G11860","Glycine cleavage T-protein family","-","YES"
"BraA09000422",2.48614570801852,6.0974777053505,285.619503369972,8.38418318015603e-13,2.39670897161346e-10,"AT5G47840","AMK2","adenosine monophosphate kinase","-","YES"
"BraA05001505",2.33140382608059,9.01195084755219,285.012215215967,8.54317347963145e-13,2.41163108363146e-10,"AT2G30950","VAR2","FtsH extracellular protease family","-","YES"
"BraA08002578",1.96419173981748,7.21970444502415,284.207818245524,8.75892754513721e-13,2.44201062656585e-10,"AT1G12800","AT1G12800","Nucleic acid-binding, OB-fold-like protein","-","-"
"BraA09001927",2.92381229660122,5.22032441913674,283.016192780411,9.08971084217711e-13,2.49484879352955e-10,"AT1G57770","AT1G57770","FAD/NAD(P)-binding oxidoreductase family protein","-","-"
"BraA03000235",3.52415828700192,7.63457580145001,282.736303455857,9.16939511415458e-13,2.49484879352955e-10,"AT5G05740","EGY2","ethylene-dependent gravitropism-deficient and yellow-green-like 2","-","-"
"BraA01003682",2.13453131025631,7.94494239228634,281.949388608354,9.39760189755415e-13,2.52650051967221e-10,"AT3G19170","PREP1","presequence protease 1","-","-"
"BraA07003591",2.89252833430189,6.4834051139577,281.53627473817,9.51991639958149e-13,2.5292737888441e-10,"AT1G73060","LPA3","Low PSII Accumulation 3","-","-"
"BraA08003752",2.3867034575535,6.45403419531405,279.890362896936,1.00250322403076e-12,2.61743996536338e-10,"AT1G08540","SIG2","RNApolymerase sigma subunit 2","-","-"
"BraA04001213",2.49522061370826,5.80379050761587,279.388776348117,1.01848078885032e-12,2.61743996536338e-10,"AT5G39040","ABCB27","transporter associated with antigen processing protein 2","-","-"
"BraA05000276",2.82875418595837,7.59880544576598,279.343172302411,1.0199473805605e-12,2.61743996536338e-10,"AT2G40840","DPE2","disproportionating enzyme 2","-","-"
"BraA08002004",4.60234045040484,4.63868647780883,278.636837745572,1.04296357689939e-12,2.62126271193654e-10,"AT4G29070","AT4G29070","Phospholipase A2 family protein","-","-"
"BraA09006906",2.57606729648608,5.70560403720035,278.58571872922,1.04465148153163e-12,2.62126271193654e-10,"AT1G03680","THM1","thioredoxin M-type 1","-","YES"
"BraA09004850",7.55358776306182,6.41272936561963,278.136944543719,1.05960005774463e-12,2.62955473670845e-10,"AT3G54830","AT3G54830","Transmembrane amino acid transporter family protein","-","-"
"BraA03005149",2.63707849772165,8.14328880060348,277.181904864316,1.09220654614635e-12,2.65432967096789e-10,"AT4G18480","CHLI1","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA06002534",2.4149731557358,6.44163069368629,276.54962473713,1.11440390809716e-12,2.65432967096789e-10,"AT3G47960","GTR1","Major facilitator superfamily protein","-","-"
"BraA07002023",5.9039440487238,6.95874084469265,276.531335720388,1.11505336438495e-12,2.65432967096789e-10,"AT3G56290","AT3G56290","potassium transporter","-","-"
"BraA10002878",2.27656362687613,4.96350977309037,276.330424515805,1.12221550880579e-12,2.65432967096789e-10,"AT5G08740","NDC1","NAD(P)H dehydrogenase C1","-","-"
"BraA07000852",2.73750971654198,8.09464804368514,276.12271930798,1.12967341152951e-12,2.65432967096789e-10,"AT3G24190","AT3G24190","Protein kinase superfamily protein","-","-"
"BraA06001278",5.59956262040761,7.39144403033954,275.834719729842,1.14010529196247e-12,2.65432967096789e-10,"AT1G09340","CRB","chloroplast RNA binding protein","-","YES"
"BraA03002964",4.615011886745,5.99973064701522,275.197389546942,1.1635716724523e-12,2.68132031418268e-10,"AT4G04020","FIB","fibrillin","-","YES"
"BraA03003901",4.39288472636213,8.52608239781298,274.417634866696,1.19301209267508e-12,2.72139314029103e-10,"AT3G14415","GOX2","Aldolase-type TIM barrel family protein","-","-"
"BraA09005567",4.06762932584195,8.22229120858444,274.060296936334,1.20677841882462e-12,2.72526770323164e-10,"AT2G26500","AT2G26500","cytochrome b6f complex subunit (petM)","-","-"
"BraA03006095",5.85626508428874,6.91249002190462,271.684838551844,1.302886669092e-12,2.85058039241848e-10,"AT4G31870","GPX7","glutathione peroxidase 7","-","YES"
"BraA01000237",6.12169768910592,6.79493582807027,271.51455822312,1.31009464892341e-12,2.85058039241848e-10,"AT4G36530","AT4G36530","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA01002394",2.72323521247901,6.32321182145913,271.45187868271,1.3127589815858e-12,2.85058039241848e-10,"AT3G51820","G4","UbiA prenyltransferase family protein","-","YES"
"BraA05000178",2.63986906246734,4.66559140074968,269.929574441717,1.37934547761548e-12,2.9447459042297e-10,"AT2G46910","AT2G46910","Plastid-lipid associated protein PAP / fibrillin family protein","-","-"
"BraA06000927",2.91821042210527,5.77031431510699,269.866060313603,1.38220371894057e-12,2.9447459042297e-10,"AT1G51100","CRR41","potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel protein","-","-"
"BraA09005548",2.67006848915274,6.07222746419058,266.911257270625,1.5227070946209e-12,3.19642368808899e-10,"AT3G63160","OEP6","outer envelope membrane protein","-","YES"
"BraA04000314",2.15191752926117,5.45075760088152,266.793117370317,1.5286443710473e-12,3.19642368808899e-10,"AT3G58010","PGL34","plastoglobulin 34kD","-","-"
"BraA05000495",2.91578381310627,3.8612305393236,265.079673092466,1.61769977571446e-12,3.33315843532496e-10,"AT2G43360","BIO2","Radical SAM superfamily protein","-","YES"
"BraA09003335",2.75347007362432,5.0771051615417,264.950891515423,1.62462159739134e-12,3.33315843532496e-10,"AT1G34000","OHP2","one-helix protein 2","-","-"
"BraA07002708",6.05746592739723,8.56711515246233,264.453209077974,1.65168106241917e-12,3.33315843532496e-10,"AT1G73600","AT1G73600","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA06004423",2.24872238975127,5.55588305467781,264.427831087241,1.65307419189831e-12,3.33315843532496e-10,"AT2G03390","AT2G03390","uvrB/uvrC motif-containing protein","-","-"
"BraA03001809",6.05593661642405,3.77720406979337,261.913587189698,1.79776261140052e-12,3.59282062418211e-10,"AT2G32500","AT2G32500","Stress responsive alpha-beta barrel domain protein","-","-"
"BraA03004149",5.68798364094948,6.92195755713668,261.423880289097,1.82754458528752e-12,3.62030169908316e-10,"AT3G19480","AT3G19480","D-3-phosphoglycerate dehydrogenase","-","-"
"BraA09000503",2.50263001900513,7.31142424500888,260.404912626894,1.89127991608729e-12,3.69789279451928e-10,"AT5G30510","RPS1","ribosomal protein S1","-","YES"
"BraA06001896",2.71968716579626,9.08412691649564,259.298759094161,1.96326694764673e-12,3.75732690497509e-10,"AT1G17220","FUG1","Translation initiation factor 2, small GTP-binding protein","-","-"
"BraA09000210",4.53796366146184,6.56480266795123,257.590749049549,2.08045239480861e-12,3.94813919596327e-10,"AT4G02530","AT4G02530","chloroplast thylakoid lumen protein","-","-"
"BraA07000900",4.6667809526321,5.6004842039405,257.271319158004,2.10321637131426e-12,3.9580779427825e-10,"AT3G23530","AT3G23530","Cyclopropane-fatty-acyl-phospholipid synthase","-","-"
"BraA09003521",3.27902274472551,6.2374141028459,256.028161372174,2.19447014911171e-12,4.0684032961372e-10,"AT1G32080","LrgB","membrane protein","-","-"
"BraA07003829",5.52348737002273,8.18955314846066,255.982943189267,2.19787097431138e-12,4.0684032961372e-10,"AT1G76100","PETE1","plastocyanin 1","-","-"
"BraA01000417",2.08618496533315,5.65597217350484,255.143254020767,2.26209509866152e-12,4.15324338317667e-10,"AT4G34350","HDR","4-hydroxy-3-methylbut-2-enyl diphosphate reductase","-","YES"
"BraA02004452",3.60877485803397,7.15019973621801,254.768042595728,2.29146247012581e-12,4.17323362603638e-10,"AT2G29180","AT2G29180","transmembrane protein","-","YES"
"BraA10000022",2.57261084580995,6.62614653112777,254.509713307894,2.31192679682056e-12,4.17681942820789e-10,"AT1G01790","KEA1","K  efflux antiporter 1","-","-"
"BraA08002568",5.41499577142176,10.5500742628248,254.2313166038,2.33420753719235e-12,4.18360387400118e-10,"AT1G12900","GAPA-2","glyceraldehyde 3-phosphate dehydrogenase A subunit 2","-","-"
"BraA09006174",3.55781987890366,6.82403037700362,252.107346985772,2.51223058626099e-12,4.45437998088416e-10,"AT1G16160","WAKL5","wall associated kinase-like 5","-","-"
"BraA10001878",5.17748026399088,4.67487879383868,251.74068192311,2.54445829842827e-12,4.45437998088416e-10,"AT5G18860","NSH3","inosine-uridine preferring nucleoside hydrolase family protein","-","-"
"BraA06004035",2.52160496943612,5.89435074402499,251.351436130236,2.57917223256778e-12,4.48041896369833e-10,"AT5G48220","AT5G48220","Aldolase-type TIM barrel family protein","-","-"
"BraA06004302",3.83440459913078,8.4277810421693,249.385214503782,2.76272951276252e-12,4.76265042646686e-10,"AT3G26650","GAPA","glyceraldehyde 3-phosphate dehydrogenase A subunit","-","-"
"BraA04001564",5.026930703803,5.1075469412226,248.530397156891,2.84700211064514e-12,4.80110729642094e-10,"AT2G21860","AT2G21860","violaxanthin de-epoxidase-like protein","-","-"
"BraA08001067",2.69537925250865,7.39718719596373,248.512295596325,2.84881715325867e-12,4.80110729642094e-10,"AT2G04700","AT2G04700","ferredoxin thioredoxin reductase catalytic beta chain family protein","-","-"
"BraA05004150",2.26135691111548,5.77949973480524,246.675626276151,3.03981330551965e-12,5.08504473174446e-10,"AT3G09050","AT3G09050","8-amino-7-oxononanoate synthase","-","-"
"BraA08000983",3.29985068637303,8.04333512715039,246.460046071446,3.06314574237886e-12,5.08639855148102e-10,"AT5G40950","RPL27","ribosomal protein large subunit 27","-","-"
"BraA07001383",6.63793783995082,3.50070721627873,245.719199943261,3.1448517769452e-12,5.18395530501849e-10,"AT1G23310","GGT1","glutamate:glyoxylate aminotransferase","-","-"
"BraA01004807",10.8513152081132,7.90276789322244,244.896741569487,3.2383951171347e-12,5.29946934277195e-10,"AT3G01500","CA1","carbonic anhydrase 1","-","-"
"BraA07002828",2.85369704638269,5.8425133933787,243.839298257597,3.36321933288191e-12,5.46414260391886e-10,"AT1G70610","ABCB26","transporter associated with antigen processing protein 1","-","-"
"BraA06000196",3.09979039634573,8.82210668591743,243.598295803009,3.39240733126197e-12,5.47219534013493e-10,"AT5G45930","CHLI2","magnesium chelatase i2","-","-"
"BraA09003620",4.26712476432621,6.09123708438218,242.835660772124,3.48663361395581e-12,5.58430119886271e-10,"AT1G31190","IMPL1","myo-inositol monophosphatase like 1","-","-"
"BraA05001825",3.46301385655367,7.336774019835,242.582028646372,3.51860969962693e-12,5.59582836948416e-10,"AT1G52510","AT1G52510","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA01000215",3.04168129840285,7.39406791140046,240.666305131341,3.77088342525689e-12,5.91374030504002e-10,"AT4G36810","GGPS1","geranylgeranyl pyrophosphate synthase 1","-","-"
"BraA03004636",2.87351481498445,10.0557085422088,240.443078941705,3.80155857668859e-12,5.9207308508523e-10,"AT5G23120","HCF136","photosystem II stability/assembly factor, chloroplast (HCF136)","-","-"
"BraA02003650",2.79091790711014,6.33097213282419,240.141218675135,3.84347951097804e-12,5.94502039701487e-10,"AT3G26710","CCB1","cofactor assembly of complex C","-","-"
"BraA07000653",2.9766651540846,6.07406046107383,239.669030563276,3.91008460611789e-12,6.00690072516737e-10,"AT2G05310","AT2G05310","transmembrane protein","-","-"
"BraA08003681",4.01944158557674,7.11079626698621,239.017419768558,4.00410550112916e-12,6.058538225269e-10,"AT1G09780","iPGAM1","Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent","-","-"
"BraA09005917",2.68260365920193,9.21098871943712,238.938129492577,4.0157160300912e-12,6.058538225269e-10,"AT2G20890","PSB29","photosystem II reaction center PSB29 protein","-","YES"
"BraA06003049",6.34346965463535,4.31485030641589,238.867622215215,4.02607176019877e-12,6.058538225269e-10,"AT5G62720","AT5G62720","Integral membrane HPP family protein","-","-"
"BraA10000931",2.49088986405285,5.66915336362163,238.69865934392,4.05100859945809e-12,6.058538225269e-10,"AT5G53580","PLR1","NAD(P)-linked oxidoreductase superfamily protein","-","-"
"BraA05001008",8.06786744319164,2.49166854589367,238.031833943051,4.15110577998832e-12,6.16739617299186e-10,"AT2G36870","XTH32","xyloglucan endotransglucosylase/hydrolase 32","-","-"
"BraA04000162",3.23125592944261,10.8783636167344,237.725615037021,4.1979868852694e-12,6.1962835183032e-10,"AT3G60750","AT3G60750","Transketolase","-","-"
"BraA05002362",5.0070444194588,4.18579885854588,236.415322226355,4.40531438914829e-12,6.46007888637245e-10,"AT1G32470","AT1G32470","Single hybrid motif superfamily protein","-","-"
"BraA05004613",3.40981800417241,4.04749621061058,236.086257262456,4.45914565781735e-12,6.46121845695126e-10,"AT3G02730","TRXF1","thioredoxin F-type 1","-","-"
"BraA05003370",2.42086532481343,9.1714937766421,236.060963478786,4.46331346271264e-12,6.46121845695126e-10,"AT3G17930","DAC","transmembrane protein","-","-"
"BraA03000567",3.39402436560691,4.94188078667148,235.299966401277,4.59074598961706e-12,6.60336411996956e-10,"AT5G12470","AT5G12470","UvrABC system C protein, putative (DUF3411)","-","-"
"BraA05000185",2.99990458912025,9.0567730385694,234.991990731957,4.6434581155269e-12,6.60724327558662e-10,"AT2G46820","PSI-P","photosystem I P subunit","-","-"
"BraA10002910",7.45374785016632,5.82188025116634,234.942691590375,4.65195802514401e-12,6.60724327558662e-10,"AT5G09660","PMDH2","peroxisomal NAD-malate dehydrogenase 2","-","YES"
"BraA01000384",2.30489358393538,6.69656373321209,234.193035193414,4.78335463093835e-12,6.75140610190505e-10,"AT4G34730","AT4G34730","ribosome-binding factor A family protein","-","-"
"BraA06000926",4.15052031515454,6.70411269110796,233.219094172515,4.96023676288534e-12,6.9575793053565e-10,"AT1G51110","AT1G51110","Plastid-lipid associated protein PAP / fibrillin family protein","-","-"
"BraA09004305",2.29577590309153,7.02934148974811,232.184071741338,5.15618480786106e-12,7.13651909767591e-10,"AT1G22850","AT1G22850","SNARE associated Golgi protein family","-","-"
"BraA08002764",4.01300932587382,6.00891976431781,232.182731411426,5.15644404584998e-12,7.13651909767591e-10,"AT1G29700","AT1G29700","Metallo-hydrolase/oxidoreductase superfamily protein","-","-"
"BraA02000929",3.17503474991296,6.57198437513615,231.935942124733,5.20442319570183e-12,7.13651909767591e-10,"AT5G19855","RbcX2","Chaperonin-like RbcX protein","-","-"
