"gene.ID","logFC","logCPM","F","PValue","FDR","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA08001424",-5.52972065179817,6.09365899033589,152.660405279959,1.86956161633562e-10,2.21048743359724e-08,"AT4G19160","AT4G19160","transglutaminase family protein","-","-"
"BraA06001028",-2.63516245316749,5.58779293175911,151.78496399399,1.96206175347888e-10,2.27329385258054e-08,"AT1G49820","MTK","S-methyl-5-thioribose kinase","-","-"
"BraA07002547",-2.61107173829036,5.4504195296924,150.550969345453,2.10116504298312e-10,2.33746848106836e-08,"AT1G77310","AT1G77310","wound-responsive family protein","-","-"
"BraA03003847",-2.02083852295444,4.40653205886247,149.907847034856,2.17796214352618e-10,2.41102544545352e-08,"AT3G13460","ECT2","evolutionarily conserved C-terminal region 2","-","-"
"BraA03002440",-2.58800438757904,5.12004996989788,147.682077927773,2.46871953579456e-10,2.62206060568011e-08,"AT2G44120","AT2G44120","Ribosomal protein L30/L7 family protein","-","-"
"BraA07000520",-3.62419344480693,6.04813747981451,147.582240911262,2.48273272127858e-10,2.62206060568011e-08,"AT2G15580","AT2G15580","RING/U-box superfamily protein","-","-"
"BraA01003887",-2.07358044680968,7.77936298492091,147.106211571478,2.55077032333307e-10,2.65456434155902e-08,"AT3G16640","TCTP","translationally controlled tumor protein","-","YES"
"BraA07002414",-2.87601002512264,6.11150468509617,144.014650830571,3.04621967305796e-10,2.9524797801145e-08,"AT1G80490","TPR1","TOPLESS-related 1","-","-"
"BraA05003854",-2.13166825460116,5.36331713302881,142.892959815302,3.25159367986132e-10,3.06497832642038e-08,"AT3G12680","HUA1","floral homeotic protein (HUA1)","YES","-"
"BraA06004753",-3.16924540026516,7.46447585046611,141.417517451277,3.54544249973315e-10,3.28963531422892e-08,"AT5G45500","AT5G45500","RNI-like superfamily protein","-","-"
"BraA05003623",-2.81274787922065,3.5276932940834,140.90264399319,3.65480743352961e-10,3.30538583058985e-08,"AT3G14890","AT3G14890","phosphoesterase","-","-"
"BraA04001122",-1.52971924300367,5.74865727160809,140.815018210652,3.67378932594453e-10,3.30538583058985e-08,"AT5G37720","ALY4","ALWAYS EARLY 4","-","-"
"BraA05000552",-1.73442575806409,4.67119169304348,139.316535278116,4.01588087081262e-10,3.50156902338075e-08,"AT2G44150","ASHH3","histone-lysine N-methyltransferase ASHH3","-","-"
"BraA07003495",-2.57142650130952,4.81239870527942,137.791052753723,4.40073453394086e-10,3.73615744285664e-08,"AT1G71840","AT1G71840","transducin family protein / WD-40 repeat family protein","-","-"
"BraA03005909",-3.24140490137225,8.02782321640821,137.55912850391,4.46274199720431e-10,3.74344664648908e-08,"AT4G29900","ACA10","autoinhibited Ca(2 )-ATPase 10","-","-"
"BraA03003103",-1.91787728306708,6.06567741094159,137.543655716426,4.46691309120574e-10,3.74344664648908e-08,"AT4G02080","SAR2","secretion-associated RAS super family 2","-","-"
"BraA08001833",-4.14815370698049,5.09846064240715,137.511386875787,4.47562588917351e-10,3.74344664648908e-08,"AT4G32150","VAMP711","vesicle-associated membrane protein 711","-","-"
"BraA09003406",-2.15056435784845,4.78320512839956,137.110647487904,4.58540984643015e-10,3.81531092213374e-08,"AT1G33230","AT1G33230","TMPIT-like protein","-","-"
"BraA10003020",-2.23324649401114,5.13310397102244,136.940494086945,4.63292258558107e-10,3.81844126825464e-08,"AT5G03970","AT5G03970","F-box associated ubiquitination effector family protein","-","-"
"BraA10000200",-1.60091684024452,5.57873151257918,135.216290066248,5.14636262722543e-10,4.07451254921415e-08,"AT1G03365","AT1G03365","RING/U-box superfamily protein","-","-"
"BraA09002834",-2.77968715046452,4.54133284226608,134.54488687496,5.36307753163813e-10,4.1763579274822e-08,"AT4G09830","AT4G09830","nuclear receptor family 2 group C protein","-","-"
"BraA09006846",-2.1061501371213,4.74020344812694,132.990941997332,5.90445562870655e-10,4.49104984027822e-08,"AT1G04590","AT1G04590","PPR containing-like protein","-","-"
"BraA02000212",-4.92861321351979,4.88038058740432,132.980656995835,5.90823456539694e-10,4.49104984027822e-08,"AT5G06300","LOG7","Putative lysine decarboxylase family protein","-","-"
"BraA03001585",-7.0319970463517,3.61437470067273,132.898826355246,5.93839649902626e-10,4.49104984027822e-08,"AT5G52120","PP2-A14","phloem protein 2-A14","-","-"
"BraA06000263",-1.97219940733049,5.35074658827578,132.518031894066,6.08101328805593e-10,4.53226148792631e-08,"AT5G45190","AT5G45190","Cyclin family protein","-","YES"
"BraA03002202",-2.22465920726014,4.58865483169672,132.236913908927,6.18873105494923e-10,4.58811114445082e-08,"AT2G39630","AT2G39630","Nucleotide-diphospho-sugar transferases superfamily protein","-","-"
"BraA10001764",-2.76104212495434,4.97156834273181,131.64913128016,6.42084579142849e-10,4.66556520302416e-08,"AT5G20350","TIP1","Ankyrin repeat family protein with DHHC zinc finger domain-containing protein","-","-"
"BraA05001344",-2.42578715427743,6.53387626662813,130.981731203691,6.69615318922154e-10,4.81589896408249e-08,"AT2G32260","CCT1","phosphorylcholine cytidylyltransferase","-","-"
"BraA09000856",-2.86072819502975,5.7349831711866,130.737235946239,6.8002583006617e-10,4.8752454985347e-08,"AT5G63860","UVR8","Regulator of chromosome condensation (RCC1) family protein","-","YES"
"BraA10002216",-2.31349326272065,4.41421200254283,129.2094818357,7.49277978261207e-10,5.21138653912652e-08,"AT5G14620","DRM2","domains rearranged methyltransferase 2","-","-"
"BraA01001678",-2.13278869840962,6.00275430038873,128.409874209834,7.88609178007682e-10,5.41047214473485e-08,"AT4G25210","AT4G25210","DNA-binding storekeeper protein-related transcriptional regulator","YES","-"
"BraA09000394",-3.0208609493566,4.10670298292027,128.257975366732,7.96336129602262e-10,5.43312955130147e-08,"AT3G29100","VTI13","vesicle transport V-snare 13","-","-"
"BraA09002237",-3.4576190668207,6.12594581822145,128.116484380052,8.03609078262241e-10,5.46623608867355e-08,"AT5G45370","UMAMIT1","nodulin MtN21 /EamA-like transporter family protein","-","-"
"BraA06002456",-1.92768177377329,6.58722942276611,126.454401640586,8.94778830872704e-10,5.82328251803985e-08,"AT3G48860","AT3G48860","coiled-coil protein","-","-"
"BraA08002778",-2.36216933271491,5.13622481312923,126.305699145846,9.03477703909264e-10,5.84619970985183e-08,"AT1G29350","AT1G29350","RNA polymerase II degradation factor-like protein (DUF1296)","-","-"
"BraA06000360",-1.96281421982315,5.75828088963385,125.419297925178,9.57313157823659e-10,6.15926012624835e-08,"AT5G43720","AT5G43720","rRNA-processing EFG1-like protein (DUF2361)","-","-"
"BraA09004695",-2.35843821797662,5.52168853526977,124.985657353345,9.84936027010921e-10,6.294231337311e-08,"AT3G53030","SRPK4","ser/arg-rich protein kinase 4","-","-"
"BraA09004419",-2.01188165769606,6.18755399598204,124.943448044929,9.87671520578821e-10,6.294231337311e-08,"AT3G50000","CKA2","casein kinase II, alpha chain 2","-","-"
"BraA01001623",-1.92231900029279,5.90950026100977,123.872083025127,1.05999935012634e-09,6.56952943510188e-08,"AT4G24520","ATR1","P450 reductase 1","-","YES"
"BraA09003548",-2.64970590274962,5.90035489575727,123.766267353419,1.06745522768707e-09,6.56952943510188e-08,"AT1G55850","CSLE1","cellulose synthase like E1","-","-"
"BraA09001739",-2.99335042092096,5.86188076615148,123.600376903172,1.07926113466891e-09,6.56952943510188e-08,"AT1G57570","AT1G57570","Mannose-binding lectin superfamily protein","-","-"
"BraA04000401",-1.76917460967063,7.14584571764806,123.03650886558,1.12048323509269e-09,6.76574141660382e-08,"AT3G56680","AT3G56680","Single-stranded nucleic acid binding R3H protein","-","-"
"BraA08001534",-1.91952662482221,7.73697569602839,121.963378526155,1.20383692712235e-09,7.09380597936573e-08,"AT5G53300","UBC10","ubiquitin-conjugating enzyme 10","-","-"
"BraA10000528",-2.1906058703773,6.96480984150531,121.933836908819,1.20622658463288e-09,7.09380597936573e-08,"AT5G52440","HCF106","Bacterial sec-independent translocation protein mttA/Hcf106","-","-"
"BraA06001997",-3.86119546974983,7.12618938613074,121.571057717656,1.23600432785212e-09,7.23126573468508e-08,"AT1G18270","AT1G18270","ketose-bisphosphate aldolase class-II family protein","-","-"
"BraA04000006",-2.95698405353339,5.8698454998441,121.202470196332,1.26709439615418e-09,7.31836131671353e-08,"AT3G63340","AT3G63340","kinase superfamily protein","-","-"
"BraA04001423",-1.83124998723736,6.25035538181617,120.105172594419,1.36489285722421e-09,7.76972225510512e-08,"AT5G41940","AT5G41940","Ypt/Rab-GAP domain of gyp1p superfamily protein","-","-"
"BraA03000536",-3.26748785000738,4.02410837687948,119.861982970487,1.38768086453738e-09,7.83449924096193e-08,"AT5G11970","AT5G11970","ABC family ABC transporter, putative (DUF3511)","-","-"
"BraA05002442",-2.15315672765768,6.65090080972286,119.652995971744,1.4076006197973e-09,7.86241141206374e-08,"AT1G31870","AT1G31870","pre-mRNA-splicing factor of RES complex protein","-","-"
"BraA02003047",-2.67652753105142,5.1756115314846,119.392572203756,1.43286731237532e-09,7.87658916400421e-08,"AT4G12400","Hop3","stress-inducible protein","-","-"
"BraA03003478",-1.77035522448006,5.36916132681922,119.350561286578,1.43699009678508e-09,7.87658916400421e-08,"AT3G06340","AT3G06340","DNAJ heat shock N-terminal domain-containing protein","-","-"
"BraA05000394",-2.11918657898938,4.82523528322464,119.196772812317,1.45219466593307e-09,7.93558369088211e-08,"AT1G54380","AT1G54380","spliceosome protein-like protein","-","-"
"BraA09003891",-5.22733639308657,9.69828716995405,118.858288473724,1.48629067504861e-09,8.07092996727211e-08,"AT1G28330","DYL1","dormancy-associated protein-like 1","-","-"
"BraA01001004",-2.27997204875304,5.49179877908356,118.442586940193,1.52938279121066e-09,8.26269176409337e-08,"AT4G17730","SYP23","syntaxin of plants 23","-","YES"
"BraA04002430",-1.70601279442763,4.68739557583291,118.331779431596,1.54110137318095e-09,8.2863553120346e-08,"AT2G33340","MAC3B","MOS4-associated complex 3B","-","-"
"BraA08002252",-2.24878111830846,5.60128215960123,118.236664801437,1.5512396286209e-09,8.32105570858569e-08,"AT4G24630","AT4G24630","DHHC-type zinc finger family protein","-","-"
"BraA04002840",-2.73862220566768,7.13796796291081,117.305549315106,1.65448105106737e-09,8.79469179980742e-08,"AT2G39570","ACR9","ACT domain-containing protein","-","-"
"BraA09001455",-6.03012803758794,5.27801314906909,117.067787716491,1.68204739948469e-09,8.88104293893418e-08,"AT1G64230","UBC28","ubiquitin-conjugating enzyme 28","-","-"
"BraA10002892",-2.13018002588002,4.21049143458183,116.90582282514,1.70111677162589e-09,8.93402791944824e-08,"AT5G09330","NAC082","NAC domain containing protein 82","YES","-"
"BraA09000438",-1.73628833509581,5.72233884190005,116.684489442462,1.72756407414704e-09,9.05187459082658e-08,"AT5G48385","AT5G48385","FRIGIDA-like protein","-","-"
"BraA03006111",-2.02799250742662,4.65742077969963,116.29178106457,1.77561646980598e-09,9.21810269830539e-08,"AT4G32160","AT4G32160","Phox (PX) domain-containing protein","-","-"
"BraA02003725",-1.66960658142572,5.70713559900997,115.569613630115,1.86789157380324e-09,9.6087916654211e-08,"AT3G27430","PBB1","N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein","-","-"
"BraA09000881",-3.60249649368977,3.24150231787838,115.250321138938,1.9103709978937e-09,9.78274563388511e-08,"AT5G64530","XND1","xylem NAC domain 1","YES","-"
"BraA05002380",-2.04271996318183,5.67935519283645,114.619533707216,1.99747113800045e-09,1.01032352574947e-07,"AT3G48110","EDD1","glycine-tRNA ligase","-","-"
"BraA05000962",-1.94899508882186,5.51450667063727,114.577853369738,2.00337935580302e-09,1.01032352574947e-07,"AT2G37480","AT2G37480","hypothetical protein","-","-"
"BraA03002365",-2.87527875950368,3.8239705875765,114.571561879038,2.00427285806032e-09,1.01032352574947e-07,"AT2G42890","ML2","MEI2-like 2","-","-"
"BraA09001972",-1.55870315459083,6.70295547820915,113.385060221918,2.18093632524061e-09,1.07790173312516e-07,"AT1G56290","AT1G56290","CwfJ-like family protein","-","-"
"BraA05004538",-2.51545167864901,5.68611794545176,113.115370784824,2.22345336558846e-09,1.08920276258317e-07,"AT3G03880","AT3G03880","sterol O-acyltransferase, putative (DUF1639)","-","-"
"BraA10002487",-2.30796931673032,7.81377286407279,113.07735404159,2.22952020472856e-09,1.08981070959708e-07,"AT5G10860","CBSX3","Cystathionine beta-synthase (CBS) family protein","-","-"
"BraA10002837",-2.04507017559271,5.86169191499165,112.45700721831,2.33115101455985e-09,1.11687221267262e-07,"AT5G23150","HUA2","Tudor/PWWP/MBT domain-containing protein","-","-"
"BraA06001323",-1.9310363331106,8.75740678130886,111.686020566872,2.46467414440971e-09,1.15716707283169e-07,"AT1G09770","CDC5","cell division cycle 5","YES","-"
"BraA06003214",-1.69635751459726,4.75813159161597,110.883058456843,2.61279706157747e-09,1.2082099081084e-07,"AT5G64390","HEN4","RNA-binding KH domain-containing protein","-","-"
"BraA06003767",-3.22352889035445,4.88747541846843,109.963624307122,2.79462598743722e-09,1.27239997327207e-07,"AT5G26230","MAKR1","membrane-associated kinase regulator","-","-"
"BraA10001974",-1.93312576708464,6.10260830136812,109.612642684124,2.86769438360882e-09,1.29263757016044e-07,"AT4G08580","AT4G08580","microfibrillar-associated protein-like protein","-","-"
"BraA05000949",-2.48314365080543,7.77435519943456,109.344836248414,2.92486973581595e-09,1.30796699492934e-07,"AT2G37630","AS1","myb-like HTH transcriptional regulator family protein","YES","YES"
"BraA09004178",-2.07371699413445,5.99414013684765,109.165244363046,2.96391808004438e-09,1.32280952572416e-07,"AT1G24120","ARL1","ARG1-like 1","-","-"
"BraA04002500",-2.23573106012133,5.93465179818603,109.033296936717,2.99297485199596e-09,1.32790473639735e-07,"AT1G29350","AT1G29350","RNA polymerase II degradation factor-like protein (DUF1296)","-","-"
"BraA02000345",-1.46724301653479,5.04773714159419,108.916264534486,3.0190111053647e-09,1.3313731125724e-07,"AT5G09900","EMB2107","26S proteasome regulatory subunit, putative (RPN5)","-","-"
"BraA06004577",-2.0502894353861,5.70591744281267,108.838396232458,3.03647335077768e-09,1.3313731125724e-07,"AT2G01060","AT2G01060","myb-like HTH transcriptional regulator family protein","YES","-"
"BraA04000074",-1.86385882555812,5.84666448959973,108.813586352523,3.04206051493316e-09,1.3313731125724e-07,"AT3G62290","ARFA1E","ADP-ribosylation factor A1E","-","-"
"BraA09000556",-3.91399655946193,3.68348924783709,108.754300739855,3.05545772239368e-09,1.33464993703707e-07,"AT5G27920","AT5G27920","F-box family protein","-","-"
"BraA01001354",-2.33428054171484,5.03391405194147,108.674290861102,3.07364179013916e-09,1.33730179613363e-07,"AT4G21980","APG8A","Ubiquitin-like superfamily protein","-","YES"
"BraA02004549",-1.89672253989939,5.20258624577359,108.506713657503,3.11211694241818e-09,1.34896232074145e-07,"AT5G66240","AT5G66240","Transducin/WD40 repeat-like superfamily protein","-","-"
"BraA07003510",-1.55327899668853,4.96835046436779,108.270603144387,3.16723482046632e-09,1.36239359905887e-07,"AT1G71980","AT1G71980","Protease-associated (PA) RING/U-box zinc finger family protein","-","-"
"BraA03003841",-2.26104418837327,5.31273342906804,108.147845529035,3.19631771362770e-09,1.36968582403898e-07,"AT3G13340","AT3G13340","Transducin/WD40 repeat-like superfamily protein","-","-"
"BraA03002883",-2.62351954050764,4.31766168989577,108.006795147818,3.23009987833485e-09,1.3815406354628e-07,"AT4G10610","CID12","CTC-interacting domain 12","-","-"
"BraA08002510",-2.43175169103041,4.6268134525299,107.624520094186,3.32366003823778e-09,1.41619272912309e-07,"AT4G38800","MTN1","methylthioadenosine nucleosidase 1","-","-"
"BraA08002259",-2.20414758397318,5.88367944414176,107.367205113694,3.38832447733345e-09,1.44102696180078e-07,"AT4G24290","AT4G24290","MAC/Perforin domain-containing protein","-","-"
"BraA01004294",-1.40553763759751,6.33014993515996,107.169383919768,3.43898484143754e-09,1.45708432784585e-07,"AT3G55220","SAP130b","Cleavage and polyadenylation specificity factor (CPSF) A subunit protein","-","-"
"BraA06004667",-1.79304258193566,6.06905961440614,107.105291736441,3.45557767625354e-09,1.46003165798077e-07,"AT5G46840","AT5G46840","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-"
"BraA09006430",-2.78256513166948,5.59288601154371,107.067755308912,3.46533661903952e-09,1.46003165798077e-07,"AT1G12360","KEU","Sec1/munc18-like (SM) proteins superfamily","-","-"
"BraA10002833",-1.46971012103028,6.12680478476729,106.985791008554,3.48675238344893e-09,1.46359347723842e-07,"AT5G23090","NF-YB13","nuclear factor Y, subunit B13","YES","-"
"BraA07000242",-2.1005544121135,5.76409773897484,106.805253420569,3.53444209308916e-09,1.47811677385616e-07,"AT2G18250","COAD","4-phosphopantetheine adenylyltransferase","-","YES"
"BraA03002093",-1.89332936894106,5.18335750228217,106.779318133514,3.54135211072353e-09,1.47826903357614e-07,"AT2G38020","VCL1","vacuoleless1 (VCL1)","-","-"
"BraA08001963",-1.87440004082515,5.93600542349799,106.713584605179,3.55893276299009e-09,1.4828667635905e-07,"AT4G29940","PRHA","pathogenesis related homeodomain protein A","YES","-"
"BraA08002431",-4.41299131673967,5.24747074339757,106.473617319814,3.62393762469933e-09,1.5044004297534e-07,"AT4G40060","HB16","homeobox protein 16","YES","YES"
"BraA01000462",-2.2454708671405,5.1540604316796,106.200863289821,3.69942453772082e-09,1.52731452167001e-07,"AT4G33790","CER4","Jojoba acyl CoA reductase-related male sterility protein","-","-"
"BraA03004556",-2.55604640601052,5.62924421987228,106.121242188273,3.72178727313207e-09,1.53094939870932e-07,"AT2G15910","AT2G15910","CSL zinc finger domain-containing protein","-","-"
"BraA07000758",-2.15291217790882,5.57608592508017,106.060133999455,3.7390518767254e-09,1.53246839441179e-07,"AT3G24800","PRT1","proteolysis 1","-","-"
"BraA08000064",-3.79418871355815,5.45640433550002,105.786286616662,3.81751701291262e-09,1.5589690181303e-07,"AT1G55510","BCDH BETA1","branched-chain alpha-keto acid decarboxylase E1 beta subunit","-","-"
"BraA10001873",-2.19018595938002,4.06616319129751,105.690159564491,3.84549091318003e-09,1.56454379997186e-07,"AT5G18940","AT5G18940","Mo25 family protein","-","-"
"BraA06002912",-2.73926435121858,6.72401842014595,105.644423582215,3.85888011594708e-09,1.56454379997186e-07,"AT3G49490","AT3G49490","hypothetical protein","-","-"
"BraA03006213",-1.99427384816711,7.39325832423252,105.542532689344,3.88889456532712e-09,1.57388720374162e-07,"AT4G33740","AT4G33740","myb-like protein X","-","-"
"BraA06001645",-1.90306995564985,5.24484460449644,105.460189791802,3.9133394993287e-09,1.57812403416679e-07,"AT1G14570","AT1G14570","UBX domain-containing protein","-","-"
"BraA03000088",-1.82357971264928,5.92514946816825,105.112632004443,4.0184086555055e-09,1.61472816133951e-07,"AT5G03340","AtCDC48C","ATPase, AAA-type, CDC48 protein","-","-"
"BraA02002262",-2.9564799605439,8.47045933423208,105.014147778047,4.04874607535830e-09,1.61828022335958e-07,"AT1G72150","PATL1","PATELLIN 1","-","-"
"BraA10000205",-1.90295437163698,3.57551497543513,104.892253078781,4.08664651773427e-09,1.62203804210424e-07,"AT1G03430","AHP5","histidine-containing phosphotransfer factor 5","-","-"
"BraA01002998",-1.93054345218298,4.77464450515958,104.891512620365,4.08687794339687e-09,1.62203804210424e-07,"AT1G59890","SNL5","SIN3-like 5","-","-"
"BraA04001691",-1.49730007504039,5.7154302372976,104.378640171021,4.25071343366351e-09,1.66367177595187e-07,"AT2G23070","AT2G23070","Protein kinase superfamily protein","-","-"
"BraA04003105",-2.21546662976957,7.70722479424667,104.140304344409,4.32931229455082e-09,1.68556730325683e-07,"AT2G43160","AT2G43160","ENTH/VHS family protein","-","-"
"BraA03001744",-1.95583432034891,4.57299314749762,103.994221474624,4.37828218403008e-09,1.69596477807807e-07,"AT2G31130","AT2G31130","hypothetical protein","-","-"
"BraA09005163",-2.53115057094725,4.33364613870674,103.824304633223,4.43601446084617e-09,1.70736900249147e-07,"AT3G58180","AT3G58180","ARM repeat superfamily protein","-","-"
"BraA02002760",-3.83070027186156,5.82180577123946,103.295752838445,4.62105494558446e-09,1.75893999868616e-07,"AT1G79590","SYP52","syntaxin of plants 52","-","-"
"BraA05003867",-2.78344400305339,5.02659405887552,103.273104283092,4.62917265461564e-09,1.75893999868616e-07,"AT3G12500","HCHIB","basic chitinase","-","-"
"BraA03001683",-4.25667848225401,6.72000685353751,102.868211770409,4.77699039849156e-09,1.79797956948558e-07,"AT2G30070","KT1","potassium transporter 1","-","-"
"BraA08000907",-2.16403441447994,5.71437309599489,102.818335945475,4.79555759134614e-09,1.80127945437497e-07,"AT5G35180","AT5G35180","ENHANCED DISEASE RESISTANCE protein (DUF1336)","-","-"
"BraA05002514",-2.07062106720138,4.65116669422863,102.801855527377,4.80171027557778e-09,1.80127945437497e-07,"AT3G22590","PHP","PLANT HOMOLOGOUS TO PARAFIBROMIN","-","-"
"BraA02004098",-1.97887810087542,3.66374690068872,102.494156820094,4.91820376398245e-09,1.82567516643267e-07,"AT5G25800","AT5G25800","Polynucleotidyl transferase, ribonuclease H-like superfamily protein","-","-"
"BraA06005017",-1.76407966245864,5.79904821757791,102.480796029284,4.92333249062347e-09,1.82567516643267e-07,"AT4G38230","CPK26","calcium-dependent protein kinase 26","-","-"
"BraA04002438",-2.79202447154304,2.85072902273122,102.400224594568,4.95438672660708e-09,1.83417894175357e-07,"AT2G33410","AT2G33410","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-"
"BraA10001389",-4.17059831819075,3.38597248740949,102.237455182488,5.01778565028793e-09,1.85157930294857e-07,"AT5G58570","AT5G58570","transmembrane protein","-","-"
"BraA08001524",-1.51090420594608,5.57402084706354,102.178778630512,5.04086001716091e-09,1.85705940893222e-07,"AT5G53400","BOB1","HSP20-like chaperones superfamily protein","-","YES"
"BraA04000012",-2.61827938063302,5.35811385621497,101.961614128978,5.12728657330317e-09,1.87990503070455e-07,"AT3G63260","ATMRK1","Protein kinase superfamily protein","-","-"
"BraA04002275",-2.19219113461312,5.50426267310479,101.960221279114,5.1278461626622e-09,1.87990503070455e-07,"AT2G31110","AT2G31110","trichome birefringence-like protein (DUF828)","-","-"
