"gene.ID","logFC","logCPM","F","PValue","FDR","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA04002623",2.79773184614618,6.7223093105856,283.033803274512,9.08472283501177e-13,1.20682526931218e-09,"AT3G11510","AT3G11510","Ribosomal protein S11 family protein","-","-"
"BraA09001106",6.21528624433648,10.5711841044909,278.46672399297,1.04859230344094e-12,1.3155755549226e-09,"AT2G15620","NIR1","nitrite reductase 1","-","-"
"BraA08003464",6.77636581464421,7.9517198816332,275.56649568177,1.14991681500015e-12,1.36676691753412e-09,"AT1G13930","AT1G13930","oleosin-B3-like protein","-","-"
"BraA07003967",6.68386246283526,9.80505077504704,270.323210166142,1.36177644219629e-12,1.53764986970594e-09,"AT1G77760","NIA1","nitrate reductase 1","-","-"
"BraA03000453",2.92407618297504,6.73549657566972,267.435743684908,1.49665469931364e-12,1.60947395593333e-09,"AT5G10470","KAC1","kinesin like protein for actin based chloroplast movement 1","-","-"
"BraA05004133",6.80779485599268,5.26545452944,262.788053876578,1.74590779227667e-12,1.66965893997137e-09,"AT5G02120","OHP","one helix protein","-","-"
"BraA01002230",2.43425689839901,6.68806391661414,262.303664133829,1.77442388342173e-12,1.66965893997137e-09,"AT1G54350","ABCD2","ABC transporter family protein","-","-"
"BraA01001280",2.28956355712858,5.82434534808634,255.795667362166,2.21201808045292e-12,1.92130785811032e-09,"AT4G21210","RP1","PPDK regulatory protein","-","-"
"BraA05003669",4.08099341639227,8.98156571836034,252.736665211738,2.45796494484558e-12,2.00750704402074e-09,"AT3G14420","GOX1","Aldolase-type TIM barrel family protein","-","-"
"BraA03000586",3.72942236806615,7.1495651087846,252.37432313934,2.48904916231594e-12,2.00750704402074e-09,"AT5G13120","Pnsl5","cyclophilin 20-2","-","-"
"BraA06000973",3.45707565576573,5.8584165391072,247.455134760263,2.95707331093071e-12,2.28189027132224e-09,"AT1G50450","AT1G50450","Saccharopine dehydrogenase","-","-"
"BraA08002692",2.17559354324907,7.58372669590585,246.754386829064,3.03133809235564e-12,2.28189027132224e-09,"AT4G14210","PDS3","phytoene desaturase 3","-","-"
"BraA01002846",10.1116738459777,7.98993205443648,242.86419178522,3.48305680094202e-12,2.53735070115076e-09,"AT1G62510","AT1G62510","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein","-","-"
"BraA10002206",4.72936603906883,5.5038369306432,235.852843247711,4.49777078648688e-12,2.99402388283403e-09,"AT5G14760","AO","L-aspartate oxidase","-","-"
"BraA01000743",2.31604644992227,6.62926267244121,235.753772157634,4.51427678381447e-12,2.99402388283403e-09,"AT4G30920","LAP2","Cytosol aminopeptidase family protein","-","YES"
"BraA08002200",2.02782445536627,5.17252832233517,235.224429765754,4.60361302732834e-12,2.99402388283403e-09,"AT1G64280","NPR1","regulatory protein (NPR1)","-","YES"
"BraA03006148",3.20371201509942,6.95583815660793,234.252226984917,4.77283176646261e-12,2.99402388283403e-09,"AT4G32770","VTE1","tocopherol cyclase, chloroplast / vitamin E deficient 1 (VTE1) / sucrose export defective 1 (SXD1)","-","YES"
"BraA08002432",6.5176673305848,6.90280464348406,232.607695843717,5.07496823413793e-12,3.09751371977127e-09,"AT4G39970","AT4G39970","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","-","-"
"BraA02003663",2.89439889318872,4.26978998552818,224.36076926485,6.94720925941108e-12,4.12865333434949e-09,"AT3G26840","PES2","Esterase/lipase/thioesterase family protein","-","-"
"BraA06004063",2.94391040885109,6.82905511440881,223.6647012428,7.1372826046506e-12,4.13285264258524e-09,"AT5G20140","HBP5","SOUL heme-binding family protein","-","-"
"BraA03002180",2.27317031749822,7.83025075396478,222.894692297488,7.35427888094444e-12,4.15204199920921e-09,"AT2G39190","ATATH8","Protein kinase superfamily protein","-","-"
"BraA07003370",3.30605352721446,6.90650965341271,222.017284842861,7.61048506126576e-12,4.19189229606255e-09,"AT1G70410","BCA4","beta carbonic anhydrase 4","-","-"
"BraA08003566",4.31936642179993,8.48293907530251,219.91276304652,8.26622948280172e-12,4.26932963610069e-09,"AT1G11860","AT1G11860","Glycine cleavage T-protein family","-","YES"
"BraA06002613",5.0039044835965,5.83614604107371,219.865637923766,8.28161175725521e-12,4.26932963610069e-09,"AT3G47070","AT3G47070","thylakoid soluble phosphoprotein","-","-"
"BraA05003526",3.60951701585279,9.38171156740882,219.753854326356,8.31822627589029e-12,4.26932963610069e-09,"AT3G15850","FAD5","fatty acid desaturase 5","-","-"
"BraA03005881",4.14536461683947,4.21606276027425,214.728067149119,1.0165130485243e-11,5.02304903962305e-09,"AT4G29590","AT4G29590","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA02003650",3.05727374795072,6.33097213282419,213.383047297258,1.073340960229e-11,5.0498456051774e-09,"AT3G26710","CCB1","cofactor assembly of complex C","-","-"
"BraA03000839",2.8835549666411,6.86114358641456,210.583010457453,1.20327112973027e-11,5.4304321165255e-09,"AT5G17310","UGP2","UDP-glucose pyrophosphorylase 2","-","-"
"BraA09004305",2.543326731966,7.02934148974811,210.314439853429,1.2166212440521e-11,5.4304321165255e-09,"AT1G22850","AT1G22850","SNARE associated Golgi protein family","-","-"
"BraA07002023",5.80157688984085,6.95874084469265,210.120292668412,1.22637398903069e-11,5.4304321165255e-09,"AT3G56290","AT3G56290","potassium transporter","-","-"
"BraA03004149",5.97176401982375,6.92195755713668,209.226020390372,1.27242790963195e-11,5.49565051216998e-09,"AT3G19480","AT3G19480","D-3-phosphoglycerate dehydrogenase","-","-"
"BraA06004803",2.25249586235846,6.89124678681436,208.692268254123,1.30082568590102e-11,5.49565051216998e-09,"AT5G44650","CEST","death domain associated protein","-","-"
"BraA07000852",2.74298777805183,8.09464804368514,208.447019238319,1.31410852259301e-11,5.49565051216998e-09,"AT3G24190","AT3G24190","Protein kinase superfamily protein","-","-"
"BraA10001684",4.07188453088421,5.66872113711223,207.660841470579,1.35771059511869e-11,5.55942845238715e-09,"AT5G21430","NdhU","Chaperone DnaJ-domain superfamily protein","-","-"
"BraA03006568",1.97993472857559,7.67792990861849,207.294127455569,1.37859448848107e-11,5.55942845238715e-09,"AT5G42310","AT5G42310","Pentatricopeptide repeat (PPR-like) superfamily protein","-","-"
"BraA01000119",4.46373032330079,9.36385213555897,206.413357794834,1.43022061819758e-11,5.66643372293965e-09,"AT4G37930","SHM1","serine transhydroxymethyltransferase 1","-","YES"
"BraA09000087",5.93280747009435,9.35798497548509,204.57104862703,1.5452690030354e-11,5.88853111859442e-09,"AT4G01080","TBL26","TRICHOME BIREFRINGENCE-LIKE 26","-","-"
"BraA09004880",2.36616568270047,6.0534449016366,204.277888054466,1.5645036846994e-11,5.88853111859442e-09,"AT3G55040","GSTL2","glutathione transferase lambda 2","-","-"
"BraA02000929",3.49563169604569,6.57198437513615,203.419915962701,1.62233582719757e-11,6.00609999763978e-09,"AT5G19855","RbcX2","Chaperonin-like RbcX protein","-","-"
"BraA04001910",1.92939831106102,7.2817006454035,201.753431741486,1.74154975951242e-11,6.24276479667761e-09,"AT2G25870","AT2G25870","haloacid dehalogenase-like hydrolase family protein","-","-"
"BraA02001404",3.57225632242133,4.41164642960755,200.132974808302,1.86683335484654e-11,6.57561099861178e-09,"AT5G56260","AT5G56260","Ribonuclease E inhibitor RraA/Dimethylmenaquinone methyltransferase","-","-"
"BraA09005382",3.50686129789139,3.6060807295791,199.814150638095,1.89263921936752e-11,6.57561099861178e-09,"AT3G61220","SDR1","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA06003776",3.03597604945544,5.09049074097112,199.391813053463,1.92743338930859e-11,6.59503458041758e-09,"AT5G26667","PYR6","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA08003752",2.2983288569473,6.45403419531405,196.82950270705,2.15432368796137e-11,7.26135699182561e-09,"AT1G08540","SIG2","RNApolymerase sigma subunit 2","-","-"
"BraA04001564",5.20060639363616,5.1075469412226,195.65594083958,2.26798583127201e-11,7.31783544934201e-09,"AT2G21860","AT2G21860","violaxanthin de-epoxidase-like protein","-","-"
"BraA05000178",2.54364424557521,4.66559140074968,194.872577613383,2.34754466403871e-11,7.31783544934201e-09,"AT2G46910","AT2G46910","Plastid-lipid associated protein PAP / fibrillin family protein","-","-"
"BraA05004109",2.44764600552139,7.24581791967901,194.833254833129,2.3516189403551e-11,7.31783544934201e-09,"AT3G09650","HCF152","Tetratricopeptide repeat (TPR)-like superfamily protein","-","YES"
"BraA04000964",4.18698934896987,6.7603004987967,194.761354655437,2.35908884777359e-11,7.31783544934201e-09,"AT4G12830","AT4G12830","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA05001367",2.61576077626365,6.7571393835573,194.699798329493,2.36550497189021e-11,7.31783544934201e-09,"AT2G32480","ARASP","chloroplastic membrane metallo proteases","-","-"
"BraA04001213",2.3767354293086,5.80379050761587,193.315361780492,2.51503309600634e-11,7.60703061725676e-09,"AT5G39040","ABCB27","transporter associated with antigen processing protein 2","-","-"
"BraA03001640",2.53620237444685,6.23966665609609,192.761605212222,2.57774662209539e-11,7.60703061725676e-09,"AT5G51110","AT5G51110","Transcriptional coactivator/pterin dehydratase","-","-"
"BraA04001451",7.43613209418937,11.782061495177,192.166490526872,2.64707993501735e-11,7.60703061725676e-09,"AT5G38410","RBCS3B","Ribulose bisphosphate carboxylase (small chain) family protein","-","YES"
"BraA05000495",2.807246003697,3.8612305393236,192.110673424413,2.65368798888052e-11,7.60703061725676e-09,"AT2G43360","BIO2","Radical SAM superfamily protein","-","YES"
"BraA08002578",1.85547442513048,7.21970444502415,191.929383411355,2.67527674101183e-11,7.60703061725676e-09,"AT1G12800","AT1G12800","Nucleic acid-binding, OB-fold-like protein","-","-"
"BraA01000670",2.25733165618645,5.66822209280624,191.854792232493,2.68421574099291e-11,7.60703061725676e-09,"AT4G31780","MGD1","monogalactosyl diacylglycerol synthase 1","-","-"
"BraA09000503",2.47280233453946,7.31142424500888,191.766982404249,2.69478124864075e-11,7.60703061725676e-09,"AT5G30510","RPS1","ribosomal protein S1","-","YES"
"BraA01003682",2.02349132198132,7.94494239228634,191.34465916021,2.7462434597875e-11,7.65659457436803e-09,"AT3G19170","PREP1","presequence protease 1","-","-"
"BraA01002037",3.60024505840465,9.22136361292269,190.576127691717,2.84270682383908e-11,7.73456002442867e-09,"AT1G54780","TLP18.3","thylakoid lumen 18.3 kDa protein","-","-"
"BraA07003279",1.71261919465771,5.82861651469416,189.594577255341,2.9714025121205e-11,7.98847415847824e-09,"AT1G69390","MINE1","homologue of bacterial MinE 1","-","-"
"BraA03005569",6.81337991995822,4.18286864691097,188.2479114505,3.15858460334931e-11,8.2942228020276e-09,"AT4G25130","PMSR4","peptide met sulfoxide reductase 4","-","-"
"BraA06000927",2.75674896608363,5.77031431510699,185.324073338286,3.61158764422099e-11,9.34959171428305e-09,"AT1G51100","CRR41","potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel protein","-","-"
"BraA03001809",5.65858078436913,3.77720406979337,185.134861282914,3.64328951360275e-11,9.34959171428305e-09,"AT2G32500","AT2G32500","Stress responsive alpha-beta barrel domain protein","-","-"
"BraA04002652",2.57464645802755,6.44884216086185,184.170231440041,3.8097722703156e-11,9.66697608770082e-09,"AT2G36530","LOS2","Enolase","-","YES"
"BraA07003829",5.33967096975957,8.18955314846066,183.878444652076,3.86177640033865e-11,9.69005516098308e-09,"AT1G76100","PETE1","plastocyanin 1","-","-"
"BraA08003681",4.04038398810023,7.11079626698621,182.641912289707,4.09104897569019e-11,1.00322196774014e-08,"AT1G09780","iPGAM1","Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent","-","-"
"BraA01004802",4.81540271214704,5.18209008980494,182.599233501206,4.09922682677669e-11,1.00322196774014e-08,"AT3G01440","PnsL3","PsbQ-like 1","-","-"
"BraA10002437",3.30083718334042,4.92096283202723,182.404612136859,4.13674905931547e-11,1.00322196774014e-08,"AT5G11450","PPD5","PsbP domain protein (Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein)","-","-"
"BraA03006095",5.34288718955231,6.91249002190462,182.203950483189,4.17583425442028e-11,1.00322196774014e-08,"AT4G31870","GPX7","glutathione peroxidase 7","-","YES"
"BraA05001456",8.53017050698227,4.22642900719407,181.761721923036,4.26342319459679e-11,1.00662638283313e-08,"AT2G31380","STH","salt tolerance homologue","YES","-"
"BraA09000299",2.4104721249141,6.32525255969573,181.683364552517,4.2791539101085e-11,1.00662638283313e-08,"AT3G26290","CYP71B26","cytochrome P450, family 71, subfamily B, polypeptide 26","-","-"
"BraA10001878",5.13184143053147,4.67487879383868,181.043714046628,4.40999689022506e-11,1.02671092548405e-08,"AT5G18860","NSH3","inosine-uridine preferring nucleoside hydrolase family protein","-","-"
"BraA03000235",3.18929811269926,7.63457580145001,178.268836878096,5.03123112537698e-11,1.14767972226655e-08,"AT5G05740","EGY2","ethylene-dependent gravitropism-deficient and yellow-green-like 2","-","-"
"BraA06000349",8.97861328623719,5.38601326825343,177.036716648687,5.33763560254869e-11,1.19346361200354e-08,"AT5G43850","ARD4","RmlC-like cupins superfamily protein","-","-"
"BraA02000298",2.1620511432939,8.36472830639325,174.192872529359,6.12680433148016e-11,1.3382765788821e-08,"AT5G08650","AT5G08650","Small GTP-binding protein","-","-"
"BraA09001292",2.27604952733936,5.23757517688634,173.665572720928,6.28688141551948e-11,1.3382765788821e-08,"AT4G29130","HXK1","hexokinase 1","-","YES"
"BraA05001505",2.08004975887654,9.01195084755219,173.58308448356,6.31233924403465e-11,1.3382765788821e-08,"AT2G30950","VAR2","FtsH extracellular protease family","-","YES"
"BraA09005548",2.4457347290332,6.07222746419058,173.276190969374,6.40806059613787e-11,1.3382765788821e-08,"AT3G63160","OEP6","outer envelope membrane protein","-","YES"
"BraA09002725",2.38470929722952,6.34771403132837,173.263342377839,6.41210301210184e-11,1.3382765788821e-08,"AT4G11175","AT4G11175","Nucleic acid-binding, OB-fold-like protein","-","-"
"BraA01000384",2.27405745311096,6.69656373321209,173.163037073829,6.44375819529498e-11,1.3382765788821e-08,"AT4G34730","AT4G34730","ribosome-binding factor A family protein","-","-"
"BraA07002708",5.47641325292135,8.56711515246233,173.098844951607,6.46410722001685e-11,1.3382765788821e-08,"AT1G73600","AT1G73600","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA08000983",3.16214320705642,8.04333512715039,172.927918264692,6.51863896191963e-11,1.3382765788821e-08,"AT5G40950","RPL27","ribosomal protein large subunit 27","-","-"
"BraA09000210",4.18434410336169,6.56480266795123,172.637627702848,6.61242246202168e-11,1.34530032846699e-08,"AT4G02530","AT4G02530","chloroplast thylakoid lumen protein","-","-"
"BraA08003837",4.92745171413464,5.76314487581699,171.615231314212,6.95481135606192e-11,1.377723726789e-08,"AT1G06690","AT1G06690","NAD(P)-linked oxidoreductase superfamily protein","-","-"
"BraA05001006",2.93546785788383,8.2297529555156,171.154357364936,7.11553090060647e-11,1.39730464633388e-08,"AT2G36880","MAT3","methionine adenosyltransferase 3","-","-"
"BraA06000196",2.96593896250637,8.82210668591743,170.270017872094,7.43556320342357e-11,1.44365434768789e-08,"AT5G45930","CHLI2","magnesium chelatase i2","-","-"
"BraA01000537",4.12152280881931,11.6332901727078,170.1106954477,7.49489683235941e-11,1.44365434768789e-08,"AT4G33010","GLDP1","glycine decarboxylase P-protein 1","-","YES"
"BraA10001271",5.81774464311994,4.20830016473069,169.914285334849,7.56876467423261e-11,1.44365434768789e-08,"AT5G57170","AT5G57170","Tautomerase/MIF superfamily protein","-","-"
"BraA07000207",1.91552816539321,5.58904861184285,169.812754306602,7.60726508324221e-11,1.44365434768789e-08,"AT2G18630","AT2G18630","transmembrane protein, putative (DUF677)","-","-"
"BraA02002440",4.39200311305389,5.62670960168258,169.382462875915,7.77285403447974e-11,1.45222188471551e-08,"AT1G74730","AT1G74730","transmembrane protein, putative (DUF1118)","-","-"
"BraA03002283",3.09046682763016,3.77210780870348,169.361497985646,7.78102324981519e-11,1.45222188471551e-08,"AT2G40890","CYP98A3","cytochrome P450, family 98, subfamily A, polypeptide 3","-","YES"
"BraA06003165",2.42793658230362,5.42663865137983,169.067535546559,7.89657552608607e-11,1.46170791070165e-08,"AT5G63980","SAL1","SAL1 phosphatase-like protein","-","YES"
"BraA09001927",2.55204626879147,5.22032441913674,168.109600245992,8.28650514637035e-11,1.5162348214224e-08,"AT1G57770","AT1G57770","FAD/NAD(P)-binding oxidoreductase family protein","-","-"
"BraA03004636",2.75336401676045,10.0557085422088,168.016730267535,8.32542699625285e-11,1.5162348214224e-08,"AT5G23120","HCF136","photosystem II stability/assembly factor, chloroplast (HCF136)","-","-"
"BraA04001598",4.49167605027783,5.66075724425478,167.321359524642,8.62336942890248e-11,1.55090635887475e-08,"AT2G22240","MIPS2","myo-inositol-1-phosphate synthase 2","-","-"
"BraA01001567",1.68196188477963,5.86259469813441,167.087774786659,8.72608501444108e-11,1.5516628179616e-08,"AT4G24100","AT4G24100","Protein kinase superfamily protein","-","-"
"BraA08002568",4.92012897096719,10.5500742628248,166.622338362627,8.93481562005304e-11,1.56051388179518e-08,"AT1G12900","GAPA-2","glyceraldehyde 3-phosphate dehydrogenase A subunit 2","-","-"
"BraA05004150",2.12768614474784,5.77949973480524,166.562066365853,8.96224708577512e-11,1.56051388179518e-08,"AT3G09050","AT3G09050","8-amino-7-oxononanoate synthase","-","-"
"BraA01004807",10.1908862575499,7.90276789322244,166.071105470513,9.18920113038771e-11,1.56051388179518e-08,"AT3G01500","CA1","carbonic anhydrase 1","-","-"
"BraA01001771",4.64680595767557,4.34242429569709,165.973231126753,9.23520125768431e-11,1.56051388179518e-08,"AT4G29900","ACA10","autoinhibited Ca(2 )-ATPase 10","-","-"
"BraA05000807",4.79180297105025,7.48697757807886,165.86220292352,9.28769235740662e-11,1.56051388179518e-08,"AT2G39470","PnsL1","PsbP-like protein 2","-","-"
"BraA09006470",3.35469949638797,9.10711323562618,165.776007557271,9.32867086048575e-11,1.56051388179518e-08,"AT1G11860","AT1G11860","Glycine cleavage T-protein family","-","YES"
"BraA09003335",2.45013154128728,5.0771051615417,164.451084462359,9.98440578294595e-11,1.60475121087621e-08,"AT1G34000","OHP2","one-helix protein 2","-","-"
"BraA09004850",5.98708316979421,6.41272936561963,164.40532758377,1.00079455840918e-10,1.60475121087621e-08,"AT3G54830","AT3G54830","Transmembrane amino acid transporter family protein","-","-"
"BraA06003059",1.96087846849141,5.46551582781732,164.382950008053,1.00194801724105e-10,1.60475121087621e-08,"AT5G62840","AT5G62840","Phosphoglycerate mutase family protein","-","YES"
"BraA03005774",2.3664942549078,4.80662141577515,164.124854997681,1.01535848140546e-10,1.61477750602673e-08,"AT4G28030","AT4G28030","Acyl-CoA N-acyltransferases (NAT) superfamily protein","-","-"
"BraA05001097",6.75660316812465,5.24212433513504,163.717417995763,1.03693482544768e-10,1.63755938203391e-08,"AT1G32470","AT1G32470","Single hybrid motif superfamily protein","-","-"
"BraA05001008",7.42703402296101,2.49166854589367,162.995352347691,1.07643034536962e-10,1.67806874354788e-08,"AT2G36870","XTH32","xyloglucan endotransglucosylase/hydrolase 32","-","-"
"BraA09004832",2.0330912367757,7.87844948653053,162.954719407873,1.07870185447518e-10,1.67806874354788e-08,"AT3G54660","GR","glutathione reductase","-","-"
"BraA03004200",7.03786149575011,7.18146469673158,162.84471403512,1.08487816746221e-10,1.67806874354788e-08,"AT3G20390","AT3G20390","endoribonuclease L-PSP family protein","-","-"
"BraA09003100",3.25951209972399,7.06726248680642,162.229397546754,1.12015534883608e-10,1.70055080925603e-08,"AT4G04850","KEA3","K  efflux antiporter 3","-","-"
"BraA03001813",4.58813051008166,5.41122467750838,162.197753275032,1.12200358933334e-10,1.70055080925603e-08,"AT2G32640","AT2G32640","Lycopene beta/epsilon cyclase protein","-","-"
"BraA02000812",4.74269012668324,3.9039882123819,161.813651728297,1.14470889718097e-10,1.7159225660981e-08,"AT5G17990","TRP1","tryptophan biosynthesis 1","-","-"
"BraA01001123",2.14348836512176,6.02126990290084,161.659564309665,1.15395995685479e-10,1.7159225660981e-08,"AT4G18975","AT4G18975","Pentatricopeptide repeat (PPR) superfamily protein","-","-"
"BraA09006403",4.34775928061792,10.6554914892824,161.500435004153,1.16360065069094e-10,1.7159225660981e-08,"AT1G12900","GAPA-2","glyceraldehyde 3-phosphate dehydrogenase A subunit 2","-","-"
"BraA09004114",6.44803856890138,6.45634267459421,161.194966656936,1.18235794205699e-10,1.7159225660981e-08,"AT1G26761","AT1G26761","Arabinanase/levansucrase/invertase","-","-"
"BraA04001908",3.85421729343752,4.22638836936647,160.995537808487,1.19478432872258e-10,1.7159225660981e-08,"AT2G25840","OVA4","Nucleotidylyl transferase superfamily protein","-","-"
"BraA09000500",2.49795767138527,4.56315396301808,160.906293150943,1.2003919070506e-10,1.7159225660981e-08,"AT5G29000","PHL1","Homeodomain-like superfamily protein","YES","-"
"BraA01000237",5.08444780567257,6.79493582807027,160.904095915719,1.2005303345149e-10,1.7159225660981e-08,"AT4G36530","AT4G36530","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA07003149",3.18082889197239,4.09099872730674,159.748981336988,1.2758104782682e-10,1.80072675192067e-08,"AT4G01935","AT4G01935","insulin-induced protein","-","-"
"BraA06001158",2.82294790424803,7.35111969967682,159.010241860709,1.32668741840526e-10,1.83842640517434e-08,"AT1G07890","APX1","ascorbate peroxidase 1","-","YES"
"BraA05003019",2.37772749955478,5.01245373315744,158.989937282668,1.32811714332627e-10,1.83842640517434e-08,"AT3G20230","AT3G20230","Ribosomal L18p/L5e family protein","-","-"
"BraA01000258",6.35483416191348,6.62767501057895,158.215799996975,1.38392002815948e-10,1.87144107760034e-08,"AT4G36220","FAH1","ferulic acid 5-hydroxylase 1","-","YES"
"BraA02004452",3.20692650482938,7.15019973621801,158.008213715401,1.39932141831126e-10,1.88100449938828e-08,"AT2G29180","AT2G29180","transmembrane protein","-","YES"
"BraA09005917",2.49766566451288,9.21098871943712,157.744101201912,1.41919150690035e-10,1.89642614203139e-08,"AT2G20890","PSB29","photosystem II reaction center PSB29 protein","-","YES"
"BraA06001131",2.863672099159,7.8254248366762,156.790382791201,1.4935860674726e-10,1.9840973036314e-08,"AT1G48030","mtLPD1","mitochondrial lipoamide dehydrogenase 1","-","YES"
"BraA05004368",3.60869470837256,5.26832009817675,156.633921356582,1.5061980166282e-10,1.98915028125816e-08,"AT3G06150","AT3G06150","cytochrome P450 family protein","-","-"
"BraA03005149",2.2450479314742,8.14328880060348,156.307977894739,1.53285172778183e-10,2.01258084700565e-08,"AT4G18480","CHLI1","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA04003129",6.34149956401373,5.06337142220853,155.975804678932,1.56055301757324e-10,2.03710802288188e-08,"AT2G43550","AT2G43550","scorpion toxin-like knottin superfamily protein","-","-"
"BraA09004431",3.08998666746669,5.37034002877265,155.791980003146,1.57612073457468e-10,2.04560543384483e-08,"AT3G50240","KICP-02","ATP binding microtubule motor family protein","-","-"
"BraA05000754",6.37678301987506,7.90704722700101,155.48811175356,1.60223295851231e-10,2.06761296583334e-08,"AT2G40100","LHCB4.3","light harvesting complex photosystem II","-","-"
"BraA05002362",4.44064230681736,4.18579885854588,155.293346154795,1.61922131958706e-10,2.07766335569514e-08,"AT1G32470","AT1G32470","Single hybrid motif superfamily protein","-","-"
"BraA05004680",3.66827325264918,8.95797945978316,155.037375235866,1.64185220521889e-10,2.0947993418338e-08,"AT3G01120","MTO1","Pyridoxal phosphate (PLP)-dependent transferases superfamily protein","-","-"
"BraA07002219",2.32875435403678,6.68356029199358,154.928749165441,1.65156165720986e-10,2.09534926431293e-08,"AT3G59970","MTHFR1","methylenetetrahydrofolate reductase 1","-","-"
"BraA05000931",5.59671981470864,3.14214178162919,154.524201068526,1.6882848916395e-10,2.12359502376423e-08,"AT2G37770","ChlAKR","NAD(P)-linked oxidoreductase superfamily protein","-","-"
"BraA10001799",2.08022604730688,5.86795107524655,154.451454240569,1.69498394181281e-10,2.12359502376423e-08,"AT5G19850","AT5G19850","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA07001832",2.75622093170298,7.46321000168678,154.375221319299,1.7020355989077e-10,2.12359502376423e-08,"AT2G27680","AT2G27680","NAD(P)-linked oxidoreductase superfamily protein","-","-"
"BraA07001149",7.10756354686681,3.76163833932525,153.758313969272,1.76030983877055e-10,2.14745343813168e-08,"AT4G27830","BGLU10","beta glucosidase 10","-","-"
"BraA01000215",2.78211967421859,7.39406791140046,153.715923382475,1.76439447391961e-10,2.14745343813168e-08,"AT4G36810","GGPS1","geranylgeranyl pyrophosphate synthase 1","-","-"
