"","logFC_phyB","logCPM_phyB","F_phyB","PValue_phyB","FDR_phyB","woundCtrl_phyB","Gene_ID","logFC_WT","logCPM_WT","F_WT","PValue_WT","FDR_WT","woundCtrl_WT","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"23",-3.16149940548453,5.12567779080274,214.199530904478,1.50540449799094e-11,5.92376669959434e-09,FALSE,"BraA06003776",-3.08851824125363,5.12567779080274,270.387097027622,2.06101440357401e-12,4.15902137336601e-10,FALSE,"AT5G26667","PYR6","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"24",-7.75061939193834,5.27744275236295,211.794862004285,1.65634507002022e-11,6.2073503338377e-09,FALSE,"BraA05001097",-7.96999409258309,5.27744275236295,299.509912352512,8.52822512365737e-13,2.68468526892734e-10,FALSE,"AT1G32470","AT1G32470","Single hybrid motif superfamily protein","-","-"
"25",-3.34238798200976,6.92481179837117,208.972776013401,1.85528699982052e-11,6.76144568690101e-09,FALSE,"BraA08003415",-3.66041348030881,6.92481179837117,325.498558653945,4.14506465248169e-13,2.20034145650822e-10,FALSE,"AT1G15140","AT1G15140","FAD/NAD(P)-binding oxidoreductase","-","-"
"26",-7.92068305452515,11.8173780567557,207.959546617708,1.93306897020677e-11,6.76144568690101e-09,FALSE,"BraA04001451",-8.60664651624077,11.8173780567557,308.443023781564,6.61225663654814e-13,2.55511858300449e-10,FALSE,"AT5G38410","RBCS3B","Ribulose bisphosphate carboxylase (small chain) family protein","-","YES"
"27",-3.15566719801625,6.9424113352584,201.838459416336,2.48734465495289e-11,8.32995848275712e-09,FALSE,"BraA07003370",-3.23214248935917,6.9424113352584,275.820959803618,1.73666802704091e-12,3.74454174597588e-10,FALSE,"AT1G70410","BCA4","beta carbonic anhydrase 4","-","-"
"28",-9.32121563624747,5.15245151169866,200.881929983753,2.58893653228172e-11,8.33961334560829e-09,FALSE,"BraA10000072",-7.42145747098943,5.15245151169866,266.113427647326,2.36353018601697e-12,4.41535176631157e-10,FALSE,"AT1G01190","CYP78A8","cytochrome P450, family 78, subfamily A, polypeptide 8","-","-"
"29",-3.49221036764605,9.41760996698446,199.743595035052,2.71588185676325e-11,8.50996306254537e-09,FALSE,"BraA05003526",-3.98521872607117,9.41760996698446,331.77848766284,3.51062900877717e-13,2.07241654353624e-10,FALSE,"AT3G15850","FAD5","fatty acid desaturase 5","-","-"
"30",-4.21977403653023,5.53879901228745,198.401607594505,2.87448591728646e-11,8.50996306254537e-09,FALSE,"BraA10002206",-3.78864477233106,5.53879901228745,227.200135342699,9.1308319153359e-12,1.06443830986455e-09,FALSE,"AT5G14760","AO","L-aspartate oxidase","-","-"
"31",-3.46582794972946,6.60736605457699,193.949766814345,3.47890982675829e-11,9.51367499244321e-09,FALSE,"BraA02000929",-3.73757891021071,6.60736605457699,295.458748243589,9.59412612172304e-13,2.9040681760754e-10,FALSE,"AT5G19855","RbcX2","Chaperonin-like RbcX protein","-","-"
"32",4.86668524411141,4.47584787936266,192.727634499652,3.66861553309361e-11,9.51367499244321e-09,FALSE,"BraA03003709",5.25601143682115,4.47584787936266,264.209263690959,2.5139253205089e-12,4.46046805449047e-10,FALSE,"AT3G10985","SAG20","senescence associated gene 20","-","YES"
"33",-3.65522677972289,9.25642814099236,192.424631976081,3.71740581105248e-11,9.51367499244321e-09,FALSE,"BraA01002037",-4.20656395897477,9.25642814099236,321.645964293342,4.59672491917586e-13,2.20034145650822e-10,FALSE,"AT1G54780","TLP18.3","thylakoid lumen 18.3 kDa protein","-","-"
"34",-4.28513202532336,9.39944098638196,192.240265230752,3.74744504149606e-11,9.51367499244321e-09,FALSE,"BraA01000119",-5.45521742931764,9.39944098638196,372.163437693379,1.28919337251848e-13,1.01459518417204e-10,FALSE,"AT4G37930","SHM1","serine transhydroxymethyltransferase 1","-","YES"
"35",-8.43966602815713,6.98754160475481,189.328555720947,4.2593987950157e-11,1.01580207626586e-08,FALSE,"BraA06003357",-8.64775598002326,6.98754160475481,254.577421469729,3.45707737258568e-12,5.33474488671555e-10,FALSE,"AT5G65730","XTH6","xyloglucan endotransglucosylase/hydrolase 6","-","-"
"36",-5.70138613423568,6.95758357358282,187.488737209723,4.62268225351322e-11,1.08598535328803e-08,FALSE,"BraA03004149",-5.78647933817363,6.95758357358282,256.783877880896,3.21060158714621e-12,5.15661928384504e-10,FALSE,"AT3G19480","AT3G19480","D-3-phosphoglycerate dehydrogenase","-","-"
"37",-4.51663992494706,5.87208695462808,186.608298360595,4.80858718956549e-11,1.11304650534942e-08,FALSE,"BraA06002613",-5.51329401087044,5.87208695462808,306.424591629685,6.99925470814745e-13,2.55511858300449e-10,FALSE,"AT3G47070","AT3G47070","thylakoid soluble phosphoprotein","-","-"
"38",-5.69727326605421,3.81301413800745,185.216232610576,5.1196815578505e-11,1.13540161267867e-08,FALSE,"BraA03001809",-5.64303325339898,3.81301413800745,224.430542670606,1.01341021104761e-11,1.14755947639492e-09,FALSE,"AT2G32500","AT2G32500","Stress responsive alpha-beta barrel domain protein","-","-"
"39",3.04794733384779,8.81343483860737,182.487038162594,5.79651527578571e-11,1.18760505683882e-08,FALSE,"BraA08003963",3.07824630526025,8.81343483860737,245.717209763811,4.68145280672435e-12,6.69873337980375e-10,FALSE,"AT1G65660","SMP1","Pre-mRNA splicing Prp18-interacting factor","-","YES"
"40",-4.15853973288272,4.26253891111894,179.793925405121,6.5630438806616e-11,1.29525513091815e-08,FALSE,"BraA04001908",-3.43778267299937,4.26253891111894,174.336183633894,8.48618747934764e-11,4.26749491772945e-09,FALSE,"AT2G25840","OVA4","Nucleotidylyl transferase superfamily protein","-","-"
"41",-3.76126106094818,5.70445803506692,178.225001612865,7.06104518681243e-11,1.33904640048708e-08,FALSE,"BraA10001684",-4.52198834702198,5.70445803506692,306.456470095329,6.99295068342599e-13,2.55511858300449e-10,FALSE,"AT5G21430","NdhU","Chaperone DnaJ-domain superfamily protein","-","-"
"42",-3.62767187843248,8.2573897824976,171.448254800706,9.7512938439328e-11,1.65302620579485e-08,FALSE,"BraA09005567",-3.97785201685623,8.2573897824976,266.610289043298,2.32594810543778e-12,4.41535176631157e-10,FALSE,"AT2G26500","AT2G26500","cytochrome b6f complex subunit (petM)","-","-"
"43",-5.05830230885938,10.5853184588741,171.279199902908,9.83158595878071e-11,1.65302620579485e-08,FALSE,"BraA08002568",-5.37594831779998,10.5853184588741,249.893320305082,4.05299089802501e-12,6.0124835709193e-10,FALSE,"AT1G12900","GAPA-2","glyceraldehyde 3-phosphate dehydrogenase A subunit 2","-","-"
"44",-4.50339280445941,10.1397579865149,167.541450613096,1.18083808104793e-10,1.83067841351007e-08,FALSE,"BraA03001437",-5.53349155810102,10.1397579865149,308.029308962845,6.68960317068602e-13,2.55511858300449e-10,FALSE,"AT5G54770","THI1","thiazole biosynthetic enzyme, chloroplast (ARA6) (THI1) (THI4)","-","-"
"45",3.91095685723113,6.05764304071395,167.4722783066,1.18488981856664e-10,1.83067841351007e-08,FALSE,"BraA07000520",4.62359837555734,6.05764304071395,280.322854026257,1.51057994187424e-12,3.65792742847701e-10,FALSE,"AT2G15580","AT2G15580","RING/U-box superfamily protein","-","-"
"46",-5.38783864687759,8.60239868618774,167.100471964314,1.20693416328608e-10,1.83067841351007e-08,FALSE,"BraA07002708",-5.16497255834777,8.60239868618774,208.209873652321,1.91352129137163e-11,1.75109448408078e-09,FALSE,"AT1G73600","AT1G73600","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"47",-3.68554196698159,3.84370381063493,166.8962281591,1.21923709075405e-10,1.83067841351007e-08,FALSE,"BraA08002093",-4.63592177193946,3.84370381063493,303.218078622917,7.66676921134893e-13,2.6142610559976e-10,FALSE,"AT4G28730","GrxC5","Glutaredoxin family protein","-","-"
"48",-3.87078465477044,6.7961235874581,166.429807712188,1.24785758819322e-10,1.85295079605295e-08,FALSE,"BraA04000964",-4.29295299543635,6.7961235874581,255.285645810918,3.37574860003689e-12,5.31342829645806e-10,FALSE,"AT4G12830","AT4G12830","alpha/beta-Hydrolases superfamily protein","-","-"
"49",-4.42507631751516,10.6908134899334,164.21550073167,1.39429995853949e-10,1.94214879180633e-08,FALSE,"BraA09006403",-5.19271676765626,10.6908134899334,279.689636868058,1.5403097776415e-12,3.67340543940565e-10,FALSE,"AT1G12900","GAPA-2","glyceraldehyde 3-phosphate dehydrogenase A subunit 2","-","-"
"50",-3.18382702152635,4.44689524211633,163.911820503399,1.4158302732528e-10,1.9548393421929e-08,FALSE,"BraA02001404",-3.90759107836431,4.44689524211633,290.320105918078,1.11646068143356e-12,3.14822151672733e-10,FALSE,"AT5G56260","AT5G56260","Ribonuclease E inhibitor RraA/Dimethylmenaquinone methyltransferase","-","-"
"51",-6.75448200102965,4.48464231106621,161.512173836643,1.59953552934515e-10,2.13361773151632e-08,FALSE,"BraA09005883",-6.38169092378689,4.48464231106621,207.30943660854,1.98487784032892e-11,1.78031618840595e-09,FALSE,"AT2G21370","XK-1","xylulose kinase-1","-","-"
"52",11.9082038616939,7.43619421916821,161.006063315931,1.64156959476208e-10,2.16225324764857e-08,FALSE,"BraA08003014",10.1543426540087,7.43619421916821,168.924515393666,1.10296700680769e-10,5.12115064517787e-09,FALSE,"AT1G27110","AT1G27110","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"53",-3.26652151687456,9.14251252334407,160.762720918989,1.66221501248715e-10,2.16225324764857e-08,FALSE,"BraA09006470",-3.44586519370439,9.14251252334407,236.500210984104,6.48855247497497e-12,8.27922284036541e-10,FALSE,"AT1G11860","AT1G11860","Glycine cleavage T-protein family","-","YES"
"54",-4.72871251498798,5.14396076287877,160.128003737798,1.71743359212124e-10,2.20027909470493e-08,FALSE,"BraA04001564",-4.38088843501715,5.14396076287877,188.510641153418,4.41683690813329e-11,2.80273203474839e-09,FALSE,"AT2G21860","AT2G21860","violaxanthin de-epoxidase-like protein","-","-"
"55",-3.08094220569358,8.07869059836051,160.105764678271,1.71940488340982e-10,2.20027909470493e-08,FALSE,"BraA08000983",-3.12872733746851,8.07869059836051,217.92638791936,1.30071676255286e-11,1.32085689306981e-09,FALSE,"AT5G40950","RPL27","ribosomal protein large subunit 27","-","-"
"56",-4.76543814821256,7.52359574142168,159.393666974564,1.78387242259372e-10,2.26436709126009e-08,FALSE,"BraA05000807",-5.53468320127911,7.52359574142168,263.957869946814,2.53456228820499e-12,4.46046805449047e-10,FALSE,"AT2G39470","PnsL1","PsbP-like protein 2","-","-"
"57",-8.18455569071356,5.0866651370624,159.12018279216,1.80934039897668e-10,2.27832143039144e-08,FALSE,"BraA03003892",-7.60742100555637,5.0866651370624,193.194527199382,3.5948198255346e-11,2.46837789096562e-09,FALSE,"AT3G14310","PME3","pectin methylesterase 3","-","-"
"58",-3.13702746912032,8.01377368113886,157.974437180195,1.9205107296476e-10,2.36162803786353e-08,FALSE,"BraA03004376",-3.38638412442514,8.01377368113886,240.103726905843,5.70319587108154e-12,7.6001634007964e-10,FALSE,"AT3G24480","AT3G24480","Leucine-rich repeat (LRR) family protein","-","-"
"59",-4.56058085666393,4.78538019633323,157.480015106296,1.97080726494068e-10,2.38773360922304e-08,FALSE,"BraA07003365",-4.30195657982083,4.78538019633323,188.334362469137,4.4516074249498e-11,2.80273203474839e-09,FALSE,"AT1G56130","AT1G56130","Leucine-rich repeat transmembrane protein kinase","-","-"
"60",-4.77018659384239,4.71208671983152,157.467687538552,1.97207985513974e-10,2.38773360922304e-08,FALSE,"BraA10001878",-3.92344466172095,4.71208671983152,149.710024917292,2.9880365859222e-10,1.01143431962184e-08,FALSE,"AT5G18860","NSH3","inosine-uridine preferring nucleoside hydrolase family protein","-","-"
"61",-4.23106398444324,5.66193913637554,156.076236798513,2.12175588866268e-10,2.52939268289519e-08,FALSE,"BraA02002440",-4.04953177232065,5.66193913637554,193.017607924788,3.62258762905374e-11,2.46837789096562e-09,FALSE,"AT1G74730","AT1G74730","transmembrane protein, putative (DUF1118)","-","-"
"62",-4.05630142086659,6.60125324294695,155.865936225694,2.14545484203871e-10,2.52939268289519e-08,FALSE,"BraA09000210",-4.08108273633899,6.60125324294695,206.723142855076,2.032924429259e-11,1.78031618840595e-09,FALSE,"AT4G02530","AT4G02530","chloroplast thylakoid lumen protein","-","-"
"63",-12.2056507046405,5.81647615496935,188.325106103178,2.2305586804807e-10,2.56270026501943e-08,FALSE,"BraA07002742",-11.1880867491453,5.81647615496935,269.07222646633,1.46602639488448e-11,1.39850033063525e-09,FALSE,"AT1G72610","GER1","germin-like protein 1","-","-"
"64",-4.4042205490966,5.2177115189092,154.827304247982,2.26688889356486e-10,2.57602287606425e-08,FALSE,"BraA01004802",-3.98578103352799,5.2177115189092,171.917460089144,9.53223156896489e-11,4.61780176140836e-09,FALSE,"AT3G01440","PnsL3","PsbQ-like 1","-","-"
"65",-5.62721344380738,3.17741487210941,154.714107862387,2.28057785493873e-10,2.57602287606425e-08,FALSE,"BraA05000931",-4.0796125021656,3.17741487210941,140.967439368046,4.88760580332677e-10,1.41938958199932e-08,FALSE,"AT2G37770","ChlAKR","NAD(P)-linked oxidoreductase superfamily protein","-","-"
"66",-3.14964614299522,7.53266046460015,154.593313828005,2.29528683035189e-10,2.57602287606425e-08,FALSE,"BraA03005538",-3.07889940268943,7.53266046460015,197.293283484985,3.01323880762352e-11,2.26930042258346e-09,FALSE,"AT4G24620","PGI1","phosphoglucose isomerase 1","-","-"
"67",-3.45361717284059,4.25210484158519,154.48785963266,2.30821396129072e-10,2.57602287606425e-08,FALSE,"BraA03005881",-3.77077069736953,4.25210484158519,220.257913382128,1.18846103416349e-11,1.23883289256512e-09,FALSE,"AT4G29590","AT4G29590","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"68",-6.47057590124638,7.94299858038867,153.338293708905,2.45449698879871e-10,2.6643988002546e-08,FALSE,"BraA05000754",-6.209812052453,7.94299858038867,192.187243134962,3.7561338168729e-11,2.52656180673416e-09,FALSE,"AT2G40100","LHCB4.3","light harvesting complex photosystem II","-","-"
"69",-3.83539076512358,7.16463507946635,153.060134382634,2.49141928728872e-10,2.66768296475676e-08,FALSE,"BraA07003594",-4.16089345127518,7.16463507946635,229.563793593356,8.36132507862458e-12,1.02015337874882e-09,FALSE,"AT1G73110","AT1G73110","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"70",-3.42417897417596,3.70537391149345,152.54473883309,2.56147148634759e-10,2.70705193058427e-08,FALSE,"BraA05003475",-4.18655749831193,3.70537391149345,274.68236920886,1.7996331249113e-12,3.82786829541944e-10,FALSE,"AT3G16570","RALF23","rapid alkalinization factor 23","-","-"
"71",-4.98541250936918,6.83068884938386,152.536679602931,2.56258410201434e-10,2.70705193058427e-08,FALSE,"BraA01000237",-5.53693385222308,6.83068884938386,227.006766724143,9.1971798056912e-12,1.06443830986455e-09,FALSE,"AT4G36530","AT4G36530","alpha/beta-Hydrolases superfamily protein","-","-"
"72",-5.70093487801993,7.58721855084182,151.919592048502,2.64938966301591e-10,2.74351271683358e-08,FALSE,"BraA09006514",-6.68616887274271,7.58721855084182,246.872899441771,4.49734815782244e-12,6.49433578019497e-10,FALSE,"AT1G10760","SEX1","Pyruvate phosphate dikinase, PEP/pyruvate binding domain-containing protein","-","YES"
"73",-3.18365932000123,7.18578017694191,151.583074529425,2.69809849380691e-10,2.7756908687922e-08,FALSE,"BraA02004452",-3.33439962259516,7.18578017694191,216.508358885937,1.37471679323619e-11,1.34397778419488e-09,FALSE,"AT2G29180","AT2G29180","transmembrane protein","-","YES"
"74",-3.77276440228187,11.6687695938798,151.149441716648,2.76233508095908e-10,2.78712526758307e-08,FALSE,"BraA01000537",-5.18887401490077,11.6687695938798,332.198796982776,3.47218370868799e-13,2.07241654353624e-10,FALSE,"AT4G33010","GLDP1","glycine decarboxylase P-protein 1","-","YES"
"75",-3.64704256791577,7.14648445054856,150.299670875654,2.89319538412849e-10,2.88220856621408e-08,FALSE,"BraA08003681",-3.82225159606936,7.14648445054856,214.496735969886,1.48783329405622e-11,1.4107527740027e-09,FALSE,"AT1G09780","iPGAM1","Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent","-","-"
"76",10.1577411799411,4.48916337069744,147.762960623271,3.32656580594485e-10,3.15422564973325e-08,FALSE,"BraA06001724",9.5086782342406,4.48916337069744,167.954085588588,1.15698516287989e-10,5.29387978596788e-09,FALSE,"AT1G15380","GLYI4","Lactoylglutathione lyase / glyoxalase I family protein","-","-"
"77",-6.25494895043456,6.49186725588673,146.834534389771,3.50280125254469e-10,3.26237229083157e-08,FALSE,"BraA09004114",-6.71359563539841,6.49186725588673,216.929577692222,1.35225908160441e-11,1.33028487152834e-09,FALSE,"AT1G26761","AT1G26761","Arabinanase/levansucrase/invertase","-","-"
"78",-4.44364472620246,6.53722984119809,145.677189145396,3.73715487586174e-10,3.43993086234291e-08,FALSE,"BraA03001864",-4.54691323273437,6.53722984119809,196.157661624696,3.16316006237117e-11,2.29616583366679e-09,FALSE,"AT3G61580","SLD1","Fatty acid/sphingolipid desaturase","-","-"
"79",-5.41130162933812,4.24518818203422,144.474670149035,3.99923569110872e-10,3.59702684446007e-08,FALSE,"BraA10001271",-4.4749628424673,4.24518818203422,149.410153845284,3.03758825682547e-10,1.01725707483608e-08,FALSE,"AT5G57170","AT5G57170","Tautomerase/MIF superfamily protein","-","-"
"80",-5.99367845517635,7.56994283264115,144.273838715141,4.04496144274787e-10,3.59704480840969e-08,FALSE,"BraA06003273",-6.71141271062984,7.56994283264115,219.93297772504,1.20344059577658e-11,1.24619440641601e-09,FALSE,"AT5G65010","ASN2","asparagine synthetase 2","-","-"
"81",-3.2277026534315,4.94635219798355,143.898048646221,4.13208837692353e-10,3.65388039622339e-08,FALSE,"BraA10000194",-3.33174858024974,4.94635219798355,198.518550495591,2.86026395477636e-11,2.20688993373431e-09,FALSE,"AT1G03310","DBE1","debranching enzyme 1","-","-"
"82",-3.63237534674245,7.32956343252374,143.672013177657,4.18549629997171e-10,3.66832802851403e-08,FALSE,"BraA01001284",-3.79509273506593,7.32956343252374,207.045160242294,2.00637748139565e-11,1.78031618840595e-09,FALSE,"AT4G21280","PSBQA","photosystem II subunit QA","-","-"
"83",4.1994458954751,7.13427302301018,143.126875203538,4.31748057942262e-10,3.73390902857759e-08,FALSE,"BraA06001997",3.45666612910982,7.13427302301018,136.659448657741,6.29200489705582e-10,1.68142881289743e-08,FALSE,"AT1G18270","AT1G18270","ketose-bisphosphate aldolase class-II family protein","-","-"
"84",-3.42379502691765,5.3039387142278,141.571137810079,4.7202345954097e-10,3.95194109211429e-08,FALSE,"BraA05004368",-3.39709600630499,5.3039387142278,184.817989791415,5.21273997454802e-11,3.08453109772127e-09,FALSE,"AT3G06150","AT3G06150","cytochrome P450 family protein","-","-"
"85",-4.45917321695341,5.7995234245653,140.445445057657,5.03764271634059e-10,4.12199083128638e-08,FALSE,"BraA08003837",-4.00064794528183,5.7995234245653,154.584684061389,2.29634168976232e-10,8.30717125369999e-09,FALSE,"AT1G06690","AT1G06690","NAD(P)-linked oxidoreductase superfamily protein","-","-"
"86",-3.45291517439501,6.24756410158136,140.299598517139,5.08047154554992e-10,4.12199083128638e-08,FALSE,"BraA10001844",-3.6271927146375,6.24756410158136,201.018794085347,2.57412218136041e-11,2.07777862228784e-09,FALSE,"AT5G19290","AT5G19290","alpha/beta-Hydrolases superfamily protein","-","-"
"87",-9.2629703412681,7.94124020799424,140.03449205194,5.15936017750076e-10,4.12225021288639e-08,FALSE,"BraA01004807",-9.33740079574271,7.94124020799424,191.483279846684,3.8736361276358e-11,2.58351833258421e-09,FALSE,"AT3G01500","CA1","carbonic anhydrase 1","-","-"
"88",-3.51980451635304,5.59774812890436,139.256316480621,5.39888332033042e-10,4.22778226179109e-08,FALSE,"BraA05003559",-3.42086321902854,5.59774812890436,175.566717203269,8.00338756617887e-11,4.09004286661219e-09,FALSE,"AT3G15520","AT3G15520","Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein","-","-"
"89",-3.12214789301864,8.77318913740186,138.56484690653,5.62209974251984e-10,4.29572087122633e-08,FALSE,"BraA03003008",-3.70016989722677,8.77318913740186,244.031312506134,4.96519653123366e-12,6.85545556154542e-10,FALSE,"AT4G03520","ATHM2","Thioredoxin superfamily protein","-","-"
"90",-4.45551375836573,6.99680278150415,138.138708496727,5.7647527084451e-10,4.31871222825693e-08,FALSE,"BraA07002023",-4.66650957292279,6.99680278150415,188.5107096609,4.41682345390925e-11,2.80273203474839e-09,FALSE,"AT3G56290","AT3G56290","potassium transporter","-","-"
"91",-9.14208489931815,2.37377281968612,165.838379023618,5.78937916240287e-10,4.31871222825693e-08,FALSE,"BraA03000494",-4.71988528980601,2.37377281968612,143.040441796242,1.73296587191222e-09,3.38422863820078e-08,FALSE,"AT5G11410","AT5G11410","Protein kinase superfamily protein","-","-"
